PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Calvin Johnson	DET	15.8	6.8	103	15.3	0.91	0.06
Julio Jones	ATL	12.5	4.8	83	17.5	0.65	0.04
Larry Fitzgerald	ARI	12.2	6.7	98	14.7	0.42	0.06
Demaryius Thomas	DEN	11.6	4.4	81	18.7	0.57	0.05
Percy Harvin	MIN	11.1	5.8	58	10.1	0.29	0.1
Roddy White	ATL	10.9	5.8	78	13.5	0.54	0.06
Steve Johnson	BUF	10.8	5.2	75	14.5	0.57	0.04
Eric Decker	DEN	10.6	4.4	70	16.1	0.59	0.1
Victor Cruz	NYG	10.5	4.4	75	17.3	0.51	0.04
Andre Johnson	HOU	10.3	5	72	14.5	0.52	0.05
Steve Smith	CAR	10.2	5.9	87	14.6	0.29	0.14
Miles Austin	DAL	10.2	4.3	67	15.4	0.59	0.05
Dez Bryant	DAL	10.2	4.2	68	16	0.58	0.15
Mike Wallace	PIT	9.6	3.9	64	16.2	0.5	0.04
A.J. Green	CIN	9.6	4.9	74	15.1	0.3	0.04
Reggie Wayne	IND	9.5	5.9	73	12.5	0.39	0.06
Malcom Floyd	SD	9.2	3.4	63	18.4	0.48	0.04
Torrey Smith	BAL	9.1	3.5	62	17.9	0.46	0.04
Brandon Lloyd	NE	9	4.1	63	15.4	0.46	0.03
Domenik Hixon	NYG	8.7	3.3	56	16.8	0.46	0.06
Hakeem Nicks	NYG	8.7	3.7	58	15.8	0.5	0.03
Donald Driver	GB	8.6	1	26	26	1	0
Marques Colston	NO	8.6	5.5	68	12.5	0.33	0.07
Lance Moore	NO	8.4	4.1	50	12.1	0.57	0.04
Jordy Nelson	GB	8.4	6	84	14	0	0
Vincent Jackson	TB	8.1	3.8	64	16.8	0.29	0.04
Anquan Boldin	BAL	7.9	3.8	57	14.8	0.38	0.03
Antonio Brown	PIT	7.6	3.8	58	15.2	0.2	0.07
DeSean Jackson	PHI	7.5	4	66	16.4	0.14	0.07
Dwayne Bowe	KC	7.3	4.1	55	13.6	0.3	0.03
Kenny Britt	TEN	7.3	3.7	59	16.2	0.26	0.08
Michael Crabtree	SF	6.9	4.4	50	11.3	0.33	0.04
Sidney Rice	SEA	6.8	3.9	53	13.6	0.25	0.05
Stephen Hill	NYJ	6.6	3.1	51	16.3	0.25	0.03
Wes Welker	NE	6.5	4.3	49	11.4	0.26	0.04
Danny Amendola	STL	6.3	4.3	46	10.9	0.18	0.12
Titus Young	DET	6.2	3.7	41	11	0.31	0.04
Denarius Moore	OAK	6.1	2.4	42	17.2	0.1	0.05
