PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Jonathan Casillas	NO	2.5	2	0.8	0.13	0.02	0.02	0.01	0.09
James-Michael Johnson	CLE	2.5	2.1	1.1	0.05	0.04	0.05	0	0.06
Mario Harvey	IND	2.5	2.1	1.7	0.04	0.06	0.04	0	0.02
Keith Brooking	DEN	2.4	2.3	1.2	0.01	0	0.01	0	0.19
Kelvin Sheppard	BUF	2.4	2	1.4	0.03	0.07	0.01	0.02	0.08
Casey Matthews	PHI	2.2	1.6	0.6	0.12	0.04	0.02	0.01	0.06
D.J. Smith	GB	2.2	1.8	0.7	0.02	0.02	0.02	0.05	0.04
Mike Peterson	ATL	2.1	1.3	0.9	0.04	0.07	0.04	0.08	0.22
Larry English	SD	2.1	1.2	0.5	0.28	0.02	0.02	0	0.02
Sergio Kindle	BAL	2.1	1.2	0.7	0.23	0.02	0.01	0.01	0.06
Larry Foote	PIT	2	1.6	1.2	0.09	0.03	0.01	0	0.07
Kroy Biermann	ATL	2	0.9	1.3	0.2	0.01	0.01	0.06	0.1
Russell Allen	JAC	2	1.6	0.9	0.01	0.01	0.12	0.02	0.06
Erik Walden	GB	1.9	1.8	0.9	0	0.03	0.03	0.01	0.09
Dannell Ellerbe	BAL	1.9	1.6	1	0.03	0.01	0.04	0	0.06
OBrien Schofield	ARI	1.8	1.1	0.2	0.14	0	0.15	0.01	0.03
Kyle Wilber	DAL	1.8	1.5	0.7	0.08	0.02	0.01	0.01	0.08
Miles Burris	OAK	1.8	1.4	0.6	0.04	0.02	0.06	0.01	0.05
Brad Jones	GB	1.7	0.8	0.6	0.14	0.01	0.02	0.01	0.04
Arthur Moats	BUF	1.7	0.5	0.9	0.27	0.06	0.13	0.01	0.03
Dekoda Watson	TB	1.7	1.2	0.2	0.05	0.07	0.06	0.01	0.09
Jerrell Freeman	IND	1.7	1.4	1	0.02	0.04	0.04	0	0.03
Stewart Bradley	ARI	1.6	1.5	0.9	0.01	0.01	0.01	0.01	0.16
Victor Butler	DAL	1.6	0.6	0.5	0.26	0.02	0.03	0	0.04
Clark Haggans	SF	1.5	1.4	0.9	0	0.03	0.01	0	0.08
Kirk Morrison	BUF	1.5	1.1	0.7	0.08	0.01	0.01	0.02	0.1
Adam Hayward	TB	1.5	1.1	0.3	0.02	0.06	0.01	0.01	0.04
Akeem Jordan	PHI	1.5	1.2	0.5	0.04	0.03	0.01	0.02	0.06
Kaluka Maiava	CLE	1.5	1.2	0.3	0.02	0.02	0.07	0.01	0.04
Brendon Ayanbadejo	BAL	1.4	1	0.4	0.06	0.05	0.01	0.01	0.08
Will Herring	NO	1.4	0.7	0.1	0.01	0.01	0.07	0.09	0.09
Nick Roach	CHI	1.4	1.3	0.5	0.02	0.01	0.01	0	0.14
Keenan Robinson	WAS	1.4	1.2	1	0.06	0.02	0.01	0	0.08
Moise Fokou	IND	1.3	1.2	1.3	0	0.01	0.05	0	0.06
Keenan Clayton	OAK	1.3	1	0.9	0.02	0.02	0.01	0.02	0.18
Willie Young	DET	1.3	0.5	0.4	0.22	0.01	0.05	0	0.04
Ronnell Lewis	DET	1.3	1.1	0.6	0.04	0.02	0.03	0	0.03
Tahir Whitehead	DET	1.3	1	0.5	0.04	0.01	0.05	0	0.03
Tank Carder	CLE	1.3	1.1	0.6	0.03	0.02	0.06	0	0.02
Tim Dobbins	HOU	1.2	0.7	0.4	0.05	0.02	0.12	0.01	0.07
Quentin Groves	ARI	1.2	1	0.5	0.01	0.02	0.06	0.01	0.07
Jermaine Cunningham	NE	1.2	0.6	0.4	0.1	0.01	0.11	0.01	0.04
Darryl Sharpton	HOU	1.1	0.8	0.3	0.08	0.01	0.01	0	0.04
Austin Spitler	MIA	1.1	0.5	0.2	0.02	0.18	0.01	0	0.04
Martez Wilson	NO	1.1	0.4	0.3	0.15	0.02	0.1	0.01	0.04
Najee Goode	TB	1.1	0.9	0.3	0.01	0.01	0.04	0.01	0.03
Trevor Scott	NE	0.9	0.5	0.4	0.06	0.01	0.02	0.02	0.04
Eugene Sims	STL	0.9	0.5	0.1	0.03	0.07	0.01	0.01	0.1
Brandon Marshall	JAC	0.9	0.8	0.6	0	0.01	0.04	0	0.02
Terrell Manning	GB	0.9	0.7	0.3	0	0.02	0.05	0.01	0.04
Brandon Johnson	PIT	0.9	0.7	0.9	0.03	0.01	0.02	0.02	0.19
Tracy White	NE	0.8	0.5	0.6	0.05	0.01	0.01	0.02	0.05
Demorrio Williams	SD	0.8	0.6	0.2	0.01	0.02	0.02	0.01	0.02
Andy Studebaker	KC	0.8	0.4	0.4	0.04	0.04	0.06	0.01	0.06
Ashlee Palmer	DET	0.8	0.6	0.2	0.02	0.02	0.01	0.01	0.03
Travis Goethel	OAK	0.8	0.6	0.2	0.01	0.01	0.02	0.01	0.05
Josh Hull	STL	0.8	0.5	0.1	0.03	0.03	0.02	0.01	0.05
Blake Costanzo	CHI	0.7	0.4	0.1	0.02	0.06	0.01	0.01	0.02
Tavares Gooden	SF	0.7	0.4	0.1	0.04	0.02	0.01	0.01	0.05
Jason Phillips	CAR	0.7	0.4	0.2	0.02	0.03	0.03	0.01	0.04
Darius Fleming	SF	0.7	0.7	0.2	0	0.02	0	0	0.05
Travis Lewis	DET	0.7	0.5	0.3	0.03	0.01	0.06	0	0.03
Stevenson Sylvester	PIT	0.6	0.4	0.2	0.02	0.02	0.01	0.01	0.06
Bruce Carter	DAL	0.6	0.4	0.3	0.03	0.02	0.01	0	0.09
Akeem Dent	ATL	0.6	0.3	0.2	0.03	0.01	0.01	0.01	0.07
Nigel Bradham	BUF	0.6	0.5	0.4	0	0	0.01	0.02	0.04
Chris Carter	PIT	0.6	0.4	0.2	0.02	0.04	0.01	0.01	0.06
Ricky Brown	BAL	0.6	0.3	0.2	0.01	0.04	0.04	0	0.05
Kenny Onatolu	CAR	0.5	0.3	0.2	0.02	0.01	0.02	0.01	0.05
Nate Irving	DEN	0.5	0.4	0.1	0.02	0.02	0.01	0	0.04
Doug Hogue	DET	0.5	0.4	0.2	0.02	0.01	0.01	0	0.03
Andrew Gachkar	SD	0.5	0.3	0.2	0	0.01	0.02	0.01	0.03
Cameron Sheffield	KC	0.5	0.4	0.2	0.01	0.01	0.01	0.01	0.05
Chris White	BUF	0.4	0.3	0.2	0	0.01	0.01	0.02	0.05
James Farrior	PIT	0	0	0	0	0	0	0	0
Nail Diggs	SD	0	0	0	0	0	0	0	0
Will Witherspoon	TEN	0	0	0	0	0	0	0	0
E.J. Henderson	MIN	0	0	0	0	0	0	0	0
Thomas Davis	CAR	0	0	0	0	0	0	0	0
Matt McCoy	SEA	0	0	0	0	0	0	0	0
Darryl Blackstock	BAL	0	0	0	0	0	0	0	0
Leroy Hill	SEA	0	0	0	0	0	0	0	0
Michael Boley	NYG	0	0	0	0	0	0	0	0
Chase Blackburn	NYG	0	0	0	0	0	0	0	0
Heath Farwell	SEA	0	0	0	0	0	0	0	0
Kamerion Wimbley	TEN	0	0	0	0	0	0	0	0
Chad Greenway	MIN	0	0	0	0	0	0	0	0
Bobby Carpenter	NE	0	0	0	0	0	0	0	0
Chris Gocong	CLE	0	0	0	0	0	0	0	0
Omar Gaither	HOU	0	0	0	0	0	0	0	0
Tim Shaw	TEN	0	0	0	0	0	0	0	0
Desmond Bishop	GB	0	0	0	0	0	0	0	0
Marvin Mitchell	MIN	0	0	0	0	0	0	0	0
Antwan Applewhite	CAR	0	0	0	0	0	0	0	0
Keith Rivers	NYG	0	0	0	0	0	0	0	0
Robert James	ATL	0	0	0	0	0	0	0	0
Thomas Williams	TB	0	0	0	0	0	0	0	0
Chris Chamberlain	NO	0	0	0	0	0	0	0	0
Erin Henderson	MIN	0	0	0	0	0	0	0	0
Gary Guyton	MIA	0	0	0	0	0	0	0	0
Patrick Bailey	TEN	0	0	0	0	0	0	0	0
Aaron Curry	OAK	0	0	0	0	0	0	0	0
Jason Williams	CAR	0	0	0	0	0	0	0	0
Gerald McRath	TEN	0	0	0	0	0	0	0	0
Jasper Brinkley	MIN	0	0	0	0	0	0	0	0
Spencer Adkins	ATL	0	0	0	0	0	0	0	0
Marcus Benard	CLE	0	0	0	0	0	0	0	0
Reggie Walker	ARI	0	0	0	0	0	0	0	0
Josh Mauga	NYJ	0	0	0	0	0	0	0	0
A.J. Edds	IND	0	0	0	0	0	0	0	0
Eric Norwood	CAR	0	0	0	0	0	0	0	0
Antonio Coleman	ARI	0	0	0	0	0	0	0	0
Akeem Ayers	TEN	0	0	0	0	0	0	0	0
Dontay Moch	CIN	0	0	0	0	0	0	0	0
K.J. Wright	SEA	0	0	0	0	0	0	0	0
Colin McCarthy	TEN	0	0	0	0	0	0	0	0
Greg Jones	NYG	0	0	0	0	0	0	0	0
Mike Mohamed	DEN	0	0	0	0	0	0	0	0
J.T. Thomas	CHI	0	0	0	0	0	0	0	0
Jacquian Williams	NYG	0	0	0	0	0	0	0	0
Malcolm Smith	SEA	0	0	0	0	0	0	0	0
Bobby Wagner	SEA	0	0	0	0	0	0	0	0
Zach Brown	TEN	0	0	0	0	0	0	0	0
Adrian Tracy	NYG	0	0	0	0	0	0	0	0
Bryan Kehl	WAS	0	0	0	0	0	0	0	0
Zac Diles	TEN	0	0	0	0	0	0	0	0
