PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Jason Pierre-Paul	NYG	7.9	3.4	1.3	1.2	0.06	0.2	0	0.43
Jared Allen	MIN	7.6	3.2	1.7	1.08	0.17	0.2	0.04	0.22
Rob Ninkovich	NE	7.1	2.2	2	1.01	0.25	0.23	0.15	0.22
Osi Umenyiora	NYG	6.5	1.5	1	1.31	0.03	0.5	0	0.08
Jason Babin	PHI	6.5	2.4	0.7	1.09	0.03	0.34	0	0.09
Trent Cole	PHI	6.1	3.5	1.2	0.72	0.03	0.15	0	0.12
Chris Long	STL	6	1.8	0.4	1.27	0.04	0.12	0	0.13
Justin Smith	SF	5.7	3	1	0.7	0.05	0.23	0	0.09
Justin Tuck	NYG	5.7	2	1.2	1.01	0.11	0.22	0	0.24
Chris Clemons	SEA	5.6	2	1.3	0.99	0.04	0.28	0	0.24
Julius Peppers	CHI	5.4	1.8	0.4	0.81	0.1	0.24	0.02	0.23
John Abraham	ATL	5.2	2.3	0.9	0.67	0.07	0.3	0.02	0.11
Calais Campbell	ARI	5.1	2.8	1.5	0.44	0.06	0.2	0.04	0.42
Cliff Avril	DET	5	1.5	0.6	0.81	0.1	0.3	0.04	0.18
J.J. Watt	HOU	5	2.7	0.6	0.58	0.09	0.01	0.04	0.26
Mario Williams	BUF	4.9	1.6	0.6	0.87	0.02	0.33	0	0.13
Tommy Kelly	OAK	4.8	1.9	1.4	0.67	0.06	0.3	0.04	0.24
Connor Barwin	HOU	4.8	1.8	0.8	0.92	0.01	0.08	0	0.36
Jabaal Sheard	CLE	4.7	2.4	1.1	0.39	0.08	0.49	0	0.09
Vince Wilfork	NE	4.5	1.8	1.4	0.57	0.13	0.1	0.09	0.16
Jeremy Mincey	JAC	4.5	2.1	1.2	0.43	0.06	0.34	0.06	0.08
Matt Shaughnessy	OAK	4.5	2.3	0.8	0.61	0.02	0.17	0	0.04
Robert Mathis	IND	4.4	1.9	1.2	0.46	0.24	0.26	0	0.06
Haloti Ngata	BAL	4.4	2.3	2	0.51	0.12	0.16	0	0.3
Mathias Kiwanuka	NYG	4.4	2.5	1.2	0.39	0.05	0.14	0.05	0.09
Charles Johnson	CAR	4.4	2.6	1	0.59	0.02	0.01	0	0.22
Adrian Clayborn	TB	4.4	2	1.4	0.55	0.04	0.32	0	0.05
Ahtyba Rubin	CLE	3.9	3.2	2.1	0.16	0.01	0.02	0.02	0.03
Brett Keisel	PIT	3.8	2.3	1.7	0.17	0.15	0.3	0.01	0.39
Greg Hardy	CAR	3.8	2.2	1	0.26	0.01	0.2	0	0.44
Robert Quinn	STL	3.8	1.2	0.2	0.6	0.02	0.13	0	0.13
Kyle Vanden Bosch	DET	3.7	1.4	1	0.6	0.03	0.21	0	0.02
Israel Idonije	CHI	3.7	2.1	0.9	0.41	0.09	0.08	0	0.04
Paul Kruger	BAL	3.7	1.2	0.6	0.74	0.08	0.03	0	0.14
Ndamukong Suh	DET	3.7	1.7	1	0.51	0.01	0.01	0.01	0.09
Richard Seymour	OAK	3.6	1.7	0.7	0.52	0.02	0.01	0	0.18
Mark Anderson	BUF	3.6	1.2	0.9	0.66	0.06	0.16	0	0.12
Lamarr Houston	OAK	3.5	2.1	1.1	0.22	0.16	0.07	0.04	0.13
Randy Starks	MIA	3.4	2.3	0.6	0.18	0.06	0.01	0.08	0.24
Cullen Jenkins	PHI	3.4	2.1	0.6	0.3	0.1	0.01	0	0.01
Jurrell Casey	TEN	3.4	2.6	1.2	0.14	0.07	0.1	0	0.04
Chris Kelsay	BUF	3.3	1.8	1.6	0.39	0.02	0.14	0	0.15
Darnell Dockett	ARI	3.3	1.9	1	0.21	0.17	0.13	0	0.05
Darryl Tapp	PHI	3.3	1.9	0.7	0.23	0.13	0.18	0	0.16
Ray McDonald	SF	3.3	1.5	0.8	0.35	0.05	0.23	0.02	0.08
Aaron Maybin	NYJ	3.3	0.5	0.1	0.64	0.03	0.37	0	0.01
Desmond Bryant	OAK	3.3	1.6	0.5	0.42	0.02	0.12	0	0.04
Jared Odrick	MIA	3.3	1.6	0.2	0.3	0.03	0.26	0.05	0.14
Marcell Dareus	BUF	3.3	1.6	0.9	0.48	0.08	0.01	0	0.08
Sione Pouha	NYJ	3.2	2	1.2	0.16	0.21	0.07	0	0.24
Brian Robison	MIN	3.2	1.7	1.4	0.29	0.11	0.18	0	0.04
Ray Edwards	ATL	3.1	2	0.9	0.25	0.12	0.01	0	0.13
B.J. Raji	GB	3.1	1.1	0.7	0.57	0.06	0.02	0.02	0.2
Geno Atkins	CIN	3.1	1.5	1.4	0.33	0.09	0.15	0	0.09
Bruce Irvin	SEA	3.1	1.4	0.7	0.44	0.09	0.08	0.01	0.11
Chandler Jones	NE	3.1	1.1	0.8	0.61	0.03	0.02	0.01	0.03
Kevin Williams	MIN	3	2	1.4	0.25	0.01	0.12	0	0.21
Dwan Edwards	CAR	3	2.2	1.9	0.21	0.02	0.04	0.01	0.08
Antonio Smith	HOU	3	1.2	0.5	0.52	0.01	0.11	0	0.17
Lawrence Jackson	DET	3	1.3	1.1	0.51	0.05	0.02	0	0.02
