PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Calvin Johnson	DET	14.1	5.6	91	16.3	0.85	0.05
Julio Jones	ATL	12.6	4.9	84	17.4	0.63	0.03
Roddy White	ATL	12	6.1	85	13.8	0.6	0.05
A.J. Green	CIN	11.7	6.3	90	14.2	0.42	0.06
Greg Jennings	GB	11.5	4.7	72	15.2	0.73	0.04
Miles Austin	DAL	11.4	4.5	69	15.3	0.71	0.06
Percy Harvin	MIN	11.4	5.6	66	11.8	0.29	0.11
Hakeem Nicks	NYG	11.4	4.9	78	15.9	0.61	0.04
Jordy Nelson	GB	11.3	4.2	71	16.8	0.7	0.05
Demaryius Thomas	DEN	10.8	4.1	73	18.1	0.58	0.05
Jeremy Maclin	PHI	10.5	4.7	71	15.1	0.58	0.05
Victor Cruz	NYG	10.5	4.4	75	17	0.5	0.04
Dez Bryant	DAL	10.3	4.4	68	15.7	0.6	0.2
Steve Smith	CAR	9.9	4.9	79	16.2	0.36	0.1
Danny Amendola	STL	9.9	7.7	82	10.5	0.29	0.22
Reggie Wayne	IND	9.7	6	78	13	0.34	0.06
Brandon Marshall	CHI	9.7	5.6	78	14	0.32	0.05
Eric Decker	DEN	9.7	3.9	62	16.1	0.57	0.06
Marques Colston	NO	9.6	5.6	78	13.9	0.31	0.07
Andre Johnson	HOU	9.5	5.6	74	13.2	0.37	0.05
Vincent Jackson	TB	9.5	4.3	75	17.4	0.33	0.04
Steve Johnson	BUF	9.1	4.4	59	13.3	0.55	0.04
Lance Moore	NO	9	4.1	56	13.8	0.57	0.05
DeSean Jackson	PHI	8.9	3.8	69	18.2	0.32	0.06
Malcom Floyd	SD	8.3	3.1	58	18.9	0.44	0.02
Antonio Brown	PIT	8.2	4.5	66	14.6	0.16	0.07
Larry Fitzgerald	ARI	8	4.5	67	15	0.24	0.04
Dwayne Bowe	KC	8	4.2	60	14.2	0.34	0.03
Mike Wallace	PIT	7.8	4.5	64	14.3	0.18	0.04
Wes Welker	NE	7.7	5.2	59	11.2	0.31	0.05
Kenny Britt	TEN	7.7	3.8	64	16.7	0.24	0.08
Pierre Garcon	WAS	7.6	4.7	57	12.2	0.32	0.04
Anquan Boldin	BAL	7.5	3.6	55	15.2	0.35	0.04
Sidney Rice	SEA	7.2	4.6	55	11.9	0.3	0.08
Denarius Moore	OAK	7.2	2.7	46	17.2	0.15	0.04
Brandon Lloyd	NE	7.1	3.9	55	14.1	0.28	0.04
Randall Cobb	GB	6.8	2.5	32	13	0.14	0.2
Michael Crabtree	SF	6.6	4.1	51	12.6	0.25	0.03
Torrey Smith	BAL	6.6	2.6	47	18	0.29	0.02
