PLAYER	TEAM	FP	RUSH	RUSHYD	YPC	RUSHTD	REC	RECYD	RECTD	FUML
LeSean McCoy	PHI	20.3	17	98	5.74	1.15	4.2	29	0.19	0.21
Arian Foster	HOU	18.1	20.8	86	4.15	0.9	3.7	34	0.18	0.21
DeMarco Murray	DAL	17.1	18.7	103	5.49	0.62	3.5	26	0.16	0.21
Darren McFadden	OAK	15.4	15.5	77	5	0.64	3.4	31	0.19	0.18
Ray Rice	BAL	15.2	18.3	77	4.19	0.5	4.6	39	0.18	0.21
Jamaal Charles	KC	15.2	14	89	6.33	0.66	2.6	18	0.15	0.21
Chris Johnson	TEN	13.5	14.6	73	5.01	0.56	2.9	24	0.11	0.13
Matt Forte	CHI	13.4	16	71	4.4	0.52	3.2	30	0.11	0.19
Ryan Mathews	SD	13.1	17	72	4.24	0.51	3.4	27	0.11	0.26
Peyton Hillis	KC	12.7	15.9	79	4.99	0.64	1.9	9	0.08	0.19
Willis McGahee	DEN	12.3	16.4	79	4.8	0.58	1.5	8	0.1	0.22
Steven Jackson	STL	12.3	16.2	61	3.78	0.42	3.6	31	0.14	0.18
Maurice Jones-Drew	JAC	12.1	17.8	68	3.83	0.39	3.2	24	0.16	0.2
Marshawn Lynch	SEA	11.9	17	69	4.03	0.62	1.7	12	0.07	0.19
Reggie Bush	MIA	11.8	13.7	64	4.69	0.41	3.5	23	0.16	0.15
Shonn Greene	NYJ	11.5	15.3	71	4.64	0.46	2.2	14	0.09	0.17
Adrian Peterson	MIN	11.4	13.3	65	4.89	0.52	1.8	16	0.06	0.13
Doug Martin	TB	11.4	15	59	3.92	0.52	2	18	0.15	0.14
Trent Richardson	CLE	11.2	14.2	53	3.71	0.36	3.2	30	0.18	0.17
Darren Sproles	NO	11.1	4	18	4.52	0.12	5.3	49	0.36	0.17
Rashard Mendenhall	PIT	10.9	14.4	62	4.3	0.63	1.1	8	0.05	0.13
Fred Jackson	BUF	10.8	15.3	55	3.59	0.34	3.3	29	0.11	0.17
Kevin Smith	DET	10	9.1	42	4.65	0.37	2.3	23	0.25	0.12
Ahmad Bradshaw	NYG	9.7	16.7	46	2.75	0.43	2.9	22	0.12	0.16
Donald Brown	IND	9.7	13	57	4.36	0.35	2.1	17	0.08	0.15
Michael Turner	ATL	9.6	13.7	58	4.25	0.54	0.7	6	0.03	0.12
Jonathan Stewart	CAR	9.5	9.9	47	4.7	0.26	2.9	25	0.17	0.12
DeAngelo Williams	CAR	9.3	9.9	53	5.37	0.45	1.4	11	0.06	0.1
Frank Gore	SF	9	12.9	50	3.9	0.38	1.9	16	0.07	0.15
Rashad Jennings	JAC	8.5	7.6	43	5.63	0.36	2.2	18	0.08	0.09
Evan Royster	WAS	8.1	8	46	5.68	0.26	1.8	16	0.1	0.09
Michael Bush	CHI	7.7	9.1	38	4.15	0.35	1.8	16	0.06	0.1
Isaiah Pead	STL	7.3	6.9	28	4.12	0.24	1.8	18	0.12	0.12
Stevan Ridley	NE	7.2	13.4	47	3.49	0.35	0.8	4	0.04	0.15
Cedric Benson	GB	7.1	13.3	47	3.58	0.32	1	5	0.03	0.14
Pierre Thomas	NO	6.9	5.4	23	4.21	0.18	3	25	0.15	0.07
BenJarvus Green-Ellis	CIN	6.9	12.8	41	3.21	0.38	0.6	6	0.03	0.1
Beanie Wells	ARI	6.8	10.9	45	4.16	0.34	0.6	3	0.01	0.1
Ryan Williams	ARI	6.6	7.8	36	4.62	0.29	1.4	10	0.07	0.09
Mark Ingram	NO	6.5	11.4	37	3.3	0.32	1.4	8	0.03	0.1
Kendall Hunter	SF	6.2	8.8	36	4.11	0.22	1.1	12	0.05	0.1
Jacquizz Rodgers	ATL	6	5.2	20	3.9	0.14	2	17	0.12	0.1
C.J. Spiller	BUF	5.9	6.2	22	3.53	0.14	2.2	17	0.1	0.1
Knowshon Moreno	DEN	5.7	4.4	20	4.53	0.13	2.2	22	0.14	0.06
Ben Tate	HOU	5.7	9.7	37	3.84	0.26	0.6	5	0.03	0.12
Mikel LeShoure	DET	5.7	7.3	33	4.49	0.26	0.9	8	0.06	0.1
LeGarrette Blount	TB	5.4	7.1	34	4.8	0.24	0.6	6	0.02	0.1
Mike Goodson	OAK	4.8	5.8	22	3.72	0.19	1.7	12	0.08	0.09
Danny Woodhead	NE	4.7	6.1	23	3.78	0.15	1.2	10	0.07	0.06
Jahvid Best	DET	4.7	5	16	3.13	0.12	2.6	20	0.08	0.06
Roy Helu	WAS	4.7	5.9	25	4.19	0.13	1.6	11	0.08	0.07
Isaac Redman	PIT	4.6	6.6	29	4.33	0.17	1	6	0.04	0.07
Toby Gerhart	MIN	4.5	5.7	22	3.95	0.1	1.4	13	0.09	0.06
Daniel Thomas	MIA	4.2	7.8	27	3.5	0.14	0.8	5	0.05	0.09
Bilal Powell	NYJ	4.2	4.5	21	4.61	0.15	1	9	0.06	0.05
Jason Snelling	ATL	4.1	3	11	3.66	0.07	2.5	19	0.12	0.04
Marcel Reece	OAK	4	3	11	3.81	0.07	2	20	0.1	0.07
Bernard Pierce	BAL	4	5.1	22	4.36	0.2	0.6	5	0.03	0.06
Felix Jones	DAL	3.9	3.9	18	4.56	0.1	0.9	5	0.02	0.12
Alfred Morris	WAS	3.7	4.4	19	4.21	0.13	0.9	9	0.06	0.05
Brandon Jackson	CLE	3.6	4	13	3.19	0.07	1.9	15	0.08	0.06
Lance Ball	DEN	3.6	5.6	24	4.26	0.15	0.1	1	0.01	0.1
Joe McKnight	NYJ	3.3	2.8	11	3.82	0.06	0.9	8	0.04	0.15
David Wilson	NYG	3.3	5	18	3.52	0.14	0.6	5	0.02	0.14
Dion Lewis	PHI	3.2	4.4	20	4.59	0.21	0.6	-1	0.02	0.07
John Kuhn	GB	3.1	1.4	5	3.69	0.07	1.3	10	0.21	0.04
Brian Leonard	CIN	3.1	1.3	7	5.29	0.04	2.2	17	0.08	0.02
Robert Turbin	SEA	3.1	4.7	18	3.75	0.14	0.6	5	0.03	0.06
Chris Rainey	PIT	3.1	2.6	11	4.4	0.08	1	9	0.07	0.05
Bernard Scott	CIN	2.9	6.4	17	2.59	0.1	1	5	0.04	0.06
Vick Ballard	IND	2.6	3.1	13	4.16	0.08	0.6	6	0.04	0.04
Lamar Miller	MIA	2.5	2.7	12	4.59	0.1	0.2	2	0	0.05
Justin Forsett	HOU	2.4	2.5	8	3.23	0.05	1.2	8	0.07	0.04
Mike Tolbert	CAR	2.4	0.7	3	4.4	0.04	1.7	14	0.1	0.02
LaMichael James	SF	2.4	1.5	7	4.8	0.06	0.8	8	0.05	0.03
Javon Ringer	TEN	2.3	2.8	11	3.75	0.07	0.8	7	0.03	0.02
James Starks	GB	2.2	3.7	14	3.76	0.08	0.4	2	0.02	0.04
Alex Green	GB	2.2	2.6	9	3.45	0.06	1.4	7	0.06	0.04
Ronnie Hillman	DEN	2.1	3.3	14	4.17	0.13	0.1	1	0	0.04
Leon Washington	SEA	2	0.4	1	3.78	0.01	0.2	1	0.01	0.1
Jonathan Dwyer	PIT	1.9	3	10	3.33	0.06	0.6	4	0.03	0.04
Shane Vereen	NE	1.9	2.6	8	3.23	0.1	0.5	4	0.02	0.02
