PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Jimmy Graham	NO	11.7	5.5	69	12.5	0.82	0.05
Rob Gronkowski	NE	10.9	4.3	65	15	0.72	0.05
Antonio Gates	SD	10.7	4.6	64	13.9	0.73	0.03
Jason Witten	DAL	8.3	5.7	61	10.6	0.38	0.04
Tony Gonzalez	ATL	7.9	4	51	12.7	0.48	0.03
Aaron Hernandez	NE	7.8	4	42	10.7	0.37	0.05
Jermichael Finley	GB	7.6	3.5	46	13	0.51	0.03
Vernon Davis	SF	7.4	3.3	46	14.2	0.47	0.05
Fred Davis	WAS	7.2	3.9	55	14.1	0.29	0.04
Jacob Tamme	DEN	5.7	3.8	40	10.5	0.3	0.03
Greg Olsen	CAR	5.6	3.8	42	11.3	0.24	0.06
Dustin Keller	NYJ	5.5	3.7	41	11.1	0.24	0.03
Jermaine Gresham	CIN	5.5	4.2	43	10.2	0.21	0.06
Dallas Clark	TB	5.3	3.7	41	11.1	0.22	0.05
Brent Celek	PHI	5.2	3.2	37	11.7	0.24	0.02
Coby Fleener	IND	5.2	3.1	35	11.2	0.29	0.02
Heath Miller	PIT	4.7	3.4	39	11.3	0.14	0.03
Martellus Bennett	NYG	4.5	3.4	32	9.7	0.22	0.03
Ed Dickson	BAL	4.5	2.7	30	11	0.26	0.03
Owen Daniels	HOU	4.4	3.2	34	10.6	0.18	0.03
Benjamin Watson	CLE	4.3	3.1	35	11.3	0.13	0.03
Brandon Pettigrew	DET	4.3	4.1	32	7.8	0.2	0.04
Kyle Rudolph	MIN	4	3	31	10.2	0.17	0.03
Dwayne Allen	IND	4	2.5	28	11.4	0.21	0.02
Marcedes Lewis	JAC	3.9	2.9	31	10.5	0.15	0.03
Jared Cook	TEN	3.8	2.5	31	12.4	0.15	0.05
Jed Collins	NO	3.7	1.9	21	11	0.27	0.02
Dennis Pitta	BAL	3.7	2.4	26	10.9	0.18	0.02
Anthony Fasano	MIA	3.6	2.3	29	12.5	0.12	0.02
Todd Heap	ARI	3.5	2.3	29	12.8	0.1	0.02
Tony Moeaki	KC	3.4	2.3	26	11.4	0.13	0.01
Joel Dreessen	DEN	3.3	2	25	12.9	0.14	0.02
Scott Chandler	BUF	3.1	1.7	20	11.8	0.19	0.02
Tony Scheffler	DET	3	1.7	18	10.5	0.22	0.02
Lance Kendricks	STL	3	2	25	12.7	0.1	0.03
Michael Palmer	ATL	2.9	1.4	16	11.6	0.22	0.01
