PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Jared Allen	MIN	9.4	3	1.7	1.71	0.17	0.29	0.05	0.26
Jason Babin	PHI	7.2	2	0.5	1.48	0.03	0.32	0	0.11
Jason Pierre-Paul	NYG	7.1	3.6	1.5	0.88	0.05	0.16	0	0.42
Trent Cole	PHI	6.4	2.8	1	1.09	0.02	0.11	0	0.21
Robert Mathis	IND	6.2	2.1	1.5	0.86	0.32	0.34	0	0.08
Justin Smith	SF	5.9	2.9	1	0.8	0.04	0.21	0	0.08
Chris Long	STL	5.8	1.7	0.5	1.19	0.04	0.18	0	0.16
Rob Ninkovich	NE	5.5	2.4	2.1	0.55	0.27	0.24	0.06	0.23
Jeremy Mincey	JAC	5.4	2.2	1.2	0.75	0.07	0.3	0.04	0.08
Julius Peppers	CHI	5.3	1.9	0.4	0.7	0.1	0.29	0.02	0.23
J.J. Watt	HOU	5.2	3.6	0.8	0.32	0.15	0.02	0.04	0.18
John Abraham	ATL	5.1	2.3	0.9	0.65	0.06	0.32	0.01	0.12
Osi Umenyiora	NYG	5.1	1.6	1.2	0.88	0.02	0.38	0	0.09
Calais Campbell	ARI	4.9	2.7	1.3	0.45	0.07	0.16	0.05	0.34
Carlos Dunlap	CIN	4.8	1.1	0.9	1.12	0.1	0.02	0	0.25
Jabaal Sheard	CLE	4.8	2.4	1.1	0.39	0.09	0.52	0	0.11
Dwight Freeney	IND	4.7	1.2	0.5	0.84	0.03	0.43	0	0.02
Tommy Kelly	OAK	4.7	2	1.5	0.51	0.07	0.37	0.04	0.24
Justin Tuck	NYG	4.7	2.1	1.3	0.67	0.08	0.16	0	0.22
Geno Atkins	CIN	4.7	1.4	1.2	0.87	0.15	0.15	0	0.14
Chris Clemons	SEA	4.6	2	1.5	0.73	0.02	0.2	0	0.21
Mario Williams	BUF	4.6	1.7	0.4	0.8	0.01	0.26	0	0.18
Matt Shaughnessy	OAK	4.5	2.5	0.9	0.51	0.02	0.18	0	0.04
Mathias Kiwanuka	NYG	4.1	2.8	1.2	0.26	0.03	0.11	0.05	0.08
Charles Johnson	CAR	4	2.5	1	0.46	0.02	0.02	0	0.17
Ahtyba Rubin	CLE	4	3.1	2.2	0.23	0.02	0.01	0.03	0.04
Connor Barwin	HOU	4	2.3	1	0.46	0.01	0.13	0	0.21
Adrian Clayborn	TB	4	1.9	1.3	0.49	0.02	0.28	0	0.05
Brian Robison	MIN	3.9	1.5	1.4	0.53	0.13	0.18	0	0.07
Cliff Avril	DET	3.9	1.3	0.5	0.62	0.08	0.22	0.02	0.2
Vince Wilfork	NE	3.8	2	1.6	0.34	0.14	0.11	0.05	0.14
Robert Quinn	STL	3.8	1.4	0.3	0.59	0.03	0.11	0	0.13
Brett Keisel	PIT	3.7	2.2	1.6	0.14	0.14	0.31	0.02	0.35
Israel Idonije	CHI	3.7	2.2	0.9	0.36	0.11	0.09	0	0.06
Haloti Ngata	BAL	3.7	2.3	2	0.26	0.11	0.14	0	0.26
Aaron Maybin	NYJ	3.7	0.6	0.2	0.76	0.02	0.37	0	0
Jared Odrick	MIA	3.7	1.5	0.2	0.38	0.04	0.34	0.06	0.15
Lamarr Houston	OAK	3.6	2.3	1.3	0.17	0.18	0.06	0.04	0.14
Darnell Dockett	ARI	3.5	2.1	1	0.26	0.12	0.12	0	0.05
