PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Calvin Johnson	DET	13	5	85	17.2	0.76	0.04
Hakeem Nicks	NYG	12.6	5.1	85	16.6	0.71	0.05
Julio Jones	ATL	12.4	4.6	83	17.9	0.65	0.04
Miles Austin	DAL	12	4.7	74	15.7	0.74	0.04
Andre Johnson	HOU	11.6	6.3	89	14.1	0.46	0.06
Greg Jennings	GB	11.2	5	71	14.3	0.7	0.03
Dez Bryant	DAL	11	4.4	73	16.4	0.65	0.18
Victor Cruz	NYG	11	4.7	81	17.2	0.5	0.06
Roddy White	ATL	10.8	5.3	76	14.2	0.56	0.05
Jordy Nelson	GB	10.7	4.3	69	16	0.63	0.05
Brandon Marshall	CHI	10.4	5.4	76	13.9	0.49	0.06
Demaryius Thomas	DEN	10.3	3.9	70	18.1	0.56	0.05
Steve Johnson	BUF	9.7	4.7	61	13.1	0.61	0.04
A.J. Green	CIN	9.7	5	73	14.5	0.35	0.04
Steve Smith	CAR	9.5	4.9	78	15.8	0.32	0.1
Eric Decker	DEN	9.4	3.8	61	16.1	0.53	0.07
Larry Fitzgerald	ARI	9.3	4.7	72	15.4	0.36	0.04
Vincent Jackson	TB	9.3	4.5	74	16.3	0.31	0.05
Percy Harvin	MIN	9.2	5.6	52	9.2	0.23	0.08
Torrey Smith	BAL	9.2	3.3	62	19.1	0.48	0.03
Marques Colston	NO	9	5.1	73	14.4	0.29	0.04
Danny Amendola	STL	9	6.7	74	11	0.23	0.17
Reggie Wayne	IND	8.6	5.5	66	12	0.36	0.06
Sidney Rice	SEA	8.5	4.5	63	14.2	0.38	0.05
Antonio Brown	PIT	8.5	4.1	63	15.4	0.24	0.07
Anquan Boldin	BAL	8.4	4.1	60	14.7	0.41	0.04
Malcom Floyd	SD	8.4	3.3	62	18.7	0.37	0.03
Dwayne Bowe	KC	8.4	4.3	64	14.9	0.35	0.04
Lance Moore	NO	8.3	3.7	52	14	0.51	0.03
Mike Wallace	PIT	8.1	4	58	14.4	0.3	0.03
Pierre Garcon	WAS	7.9	4.4	59	13.4	0.35	0.04
Jeremy Maclin	PHI	7.9	5	61	12.3	0.3	0.04
Michael Crabtree	SF	7.8	5.1	61	12	0.29	0.05
DeSean Jackson	PHI	7.6	4	61	15.5	0.22	0.06
Denarius Moore	OAK	7.6	2.9	53	18.2	0.13	0.04
Wes Welker	NE	7.2	5	55	11	0.3	0.04
Kenny Britt	TEN	7.1	3.7	55	15.1	0.28	0.08
Mike Williams	TB	6.8	4.1	53	13.1	0.27	0.09
Brandon Lloyd	NE	6.6	3.7	54	14.8	0.22	0.04
Santonio Holmes	NYJ	6.4	3.4	48	14	0.28	0.06
Santana Moss	WAS	6.1	3.3	47	14	0.24	0.03
James Jones	GB	6	2.5	38	15.1	0.37	0.04
Randall Cobb	GB	5.9	2.5	31	12.3	0.11	0.27
Darrius Heyward-Bey	OAK	5.8	3.7	47	12.8	0.19	0.04
Kevin Walter	HOU	5.7	3.3	42	12.7	0.26	0.03
Devin Hester	CHI	5.7	1.8	25	13.4	0.13	0.2
Jacoby Jones	BAL	5.7	2.5	37	15.2	0.24	0.09
Laurent Robinson	JAC	5.7	3.5	48	14	0.16	0.03
Davone Bess	MIA	5.3	3.8	42	11.1	0.15	0.23
Justin Blackmon	JAC	5.3	3.5	44	12.7	0.15	0.04
Domenik Hixon	NYG	5.2	1.9	32	16.7	0.29	0.04
Vincent Brown	SD	5.2	2.2	36	16.5	0.27	0.02
Stephen Hill	NYJ	5.2	2.4	40	16.7	0.2	0.02
Dexter McCluster	KC	5	3.5	31	8.8	0.16	0.09
Kendall Wright	TEN	5	2.5	37	14.4	0.19	0.03
Jeremy Kerley	NYJ	4.9	3	35	11.7	0.14	0.34
Mario Manningham	SF	4.8	2.8	37	13.4	0.19	0.03
Brian Hartline	MIA	4.8	2.8	42	15.1	0.11	0.03
Brandon LaFell	CAR	4.8	2.5	38	15	0.16	0.02
Austin Collie	IND	4.7	3.4	34	9.8	0.23	0.03
Nate Burleson	DET	4.6	3.1	34	11	0.14	0.03
Titus Young	DET	4.6	2.5	32	12.9	0.24	0.03
Emmanuel Sanders	PIT	4.3	2.1	26	12.7	0.12	0.09
Robert Meachem	SD	4.2	1.9	30	15.9	0.19	0.02
Greg Little	CLE	4.2	3.1	34	10.8	0.14	0.03
Nate Washington	TEN	4.1	2.5	32	12.7	0.16	0.02
Brandon Gibson	STL	4.1	2.7	35	13.2	0.1	0.02
