PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Andre Roberts	ARI	4.1	2.4	29	12.3	0.16	0.04
Donnie Avery	IND	4	2.3	29	12.6	0.18	0.03
Eddie Royal	SD	3.9	3	26	8.8	0.11	0.07
Earl Bennett	CHI	3.9	2	31	15.3	0.14	0.02
Brandon Tate	CIN	3.8	1.3	15	11.9	0.08	0.1
Kevin Ogletree	DAL	3.8	2.1	28	13.1	0.17	0.05
Jason Avant	PHI	3.7	2.6	30	11.5	0.12	0.02
Aldrick Robinson	WAS	3.7	2	28	13.5	0.16	0.02
Donald Driver	GB	3.6	1.6	21	13.3	0.25	0.02
Josh Morgan	WAS	3.6	1.9	29	15.3	0.12	0.02
Leonard Hankerson	WAS	3.6	2	28	14.3	0.14	0.02
Brandon Stokley	DEN	3.4	2.2	28	12.4	0.12	0.03
Andrew Hawkins	CIN	3.4	2.2	28	12.5	0.07	0.02
Randy Moss	SF	3.3	2	27	13.5	0.1	0.02
Devery Henderson	NO	3.3	1.9	27	14.3	0.09	0.01
Steve Smith	STL	3.3	2.1	28	13.1	0.09	0.04
Jerome Simpson	MIN	3.3	2.4	28	11.3	0.11	0.03
Early Doucet	ARI	3.3	1.9	24	12.4	0.14	0.01
Damian Williams	TEN	3.3	2.3	24	10.5	0.14	0.02
Armon Binns	CIN	3.3	2.1	27	12.9	0.12	0.01
Michael Jenkins	MIN	3.2	2.6	26	10.2	0.11	0.04
Louis Murphy	CAR	3.2	1.8	25	14.2	0.1	0.02
Golden Tate	SEA	3.2	2.2	24	11.2	0.11	0.04
Mohamed Massaquoi	CLE	3	2.1	26	12.2	0.08	0.03
Steve Breaston	KC	2.9	1.8	24	13.3	0.08	0.02
Alshon Jeffery	CHI	2.8	1.5	20	13.8	0.14	0.02
Josh Gordon	CLE	2.8	2.1	23	11	0.09	0.02
Darius Reynaud	TEN	2.8	1.3	16	11.9	0.08	0.1
Donald Jones	BUF	2.6	2.4	19	7.8	0.13	0.02
Ted Ginn Jr.	SF	2.5	0.1	1	11	0	0.07
Preston Parker	TB	2.5	1.5	21	13.4	0.1	0.33
Derek Hagan	OAK	2.4	1.8	19	10.5	0.1	0.02
Legedu Naanee	MIA	2.4	1.7	20	11.7	0.08	0.01
Harry Douglas	ATL	2.3	1.4	17	12.4	0.02	0.06
Julian Edelman	NE	2.3	1.1	13	11.7	0.05	0.21
Rueben Randle	NYG	2.3	1.1	16	14.6	0.12	0.02
Jerricho Cotchery	PIT	2.1	1.3	16	12.4	0.08	0.01
Cecil Shorts	JAC	2	1.3	13	10.2	0.06	0.05
Travis Benjamin	CLE	2	1.4	17	12.3	0.05	0.02
Matt Willis	DEN	1.9	1	15	14.8	0.05	0.08
Jon Baldwin	KC	1.9	1.3	18	13.8	0.03	0.02
T.J. Graham	BUF	1.9	1.3	15	11.7	0.06	0.01
Joshua Cribbs	CLE	1.8	0.2	2	13.5	0.01	0.17
Devin Aromashodu	MIN	1.8	1.2	17	13.8	0.03	0.02
Ryan Broyles	DET	1.8	1	13	12.5	0.05	0.03
Sammie Stroughter	TB	1.7	1	11	11.1	0.05	0.08
Dwayne Harris	DAL	1.7	0.8	8	11.1	0.05	0.04
Rod Streater	OAK	1.7	1.2	14	11.3	0.05	0.01
Chaz Schilens	NYJ	1.6	1.1	13	11.7	0.06	0.01
Brad Smith	BUF	1.5	1.1	10	9.7	0.04	0.02
Doug Baldwin	SEA	1.5	0.8	11	15.1	0.05	0.01
Mohamed Sanu	CIN	1.5	1	13	13.2	0.05	0.02
Arrelious Benn	TB	1.4	0.8	11	13.6	0.04	0.01
Michael Floyd	ARI	1.4	0.8	11	12.9	0.06	0.01
Anthony Armstrong	MIA	1.3	0.5	7	15.2	0.02	0.01
Ruvell Martin	BUF	1.2	0.8	10	13.6	0.03	0.01
Patrick Turner	NYJ	1.2	0.6	8	14	0.06	0
Joe Adams	CAR	1.2	0.2	3	13.6	0.01	0.06
LaVon Brazill	IND	1.2	0.4	5	13.1	0.03	0.05
Cole Beasley	DAL	1.2	0.7	8	10.9	0.06	0.01
Richard Goodman	SD	1.1	0.1	1	10.8	0	0.03
Greg Salas	NE	1.1	0.9	10	10.5	0.05	0.07
Damaris Johnson	PHI	1	0.2	2	12.2	0.01	0.04
Deonte Thompson	BAL	1	0.1	2	14.6	0.01	0.02
Ben Obomanu	SEA	0.9	0.6	7	12	0.03	0.01
Mike Thomas	JAC	0.9	0.6	6	9.4	0.03	0.11
Kealoha Pilares	CAR	0.9	0.1	1	9	0.01	0.08
Brandon Banks	WAS	0.8	0.1	1	10.2	0	0.42
Austin Pettis	STL	0.8	0.6	7	11.7	0.01	0.03
Brian Quick	STL	0.8	0.5	7	14.4	0.02	0
Marlon Moore	MIA	0.7	0.4	6	15.5	0.02	0
Chris Givens	STL	0.7	0.4	6	14.2	0.02	0
Kevin Cone	ATL	0.7	0.5	6	12.5	0.01	0.01
Trindon Holliday	HOU	0.7	0	0	0	0	0.43
Kris Adams	IND	0.7	0.5	6	11.3	0.02	0.01
Eric Weems	CHI	0.6	0	0	0	0	0.01
T.Y. Hilton	IND	0.6	0.3	4	12.8	0.01	0.02
Matthew Slater	NE	0.5	0.2	2	12.4	0.01	0.01
Jarius Wright	MIN	0.5	0.1	2	14.1	0.01	0.01
Braylon Edwards	SEA	0.5	0.3	4	13.8	0.02	0
Micheal Spurlock	SD	0.4	0	0	0	0	0.04
Nick Toon	NO	0.4	0.2	3	13	0.01	0
Joseph Morgan	NO	0.4	0.3	3	11.3	0.01	0
Courtney Roby	NO	0.3	0.2	2	10.5	0.01	0.01
Andre Caldwell	DEN	0.3	0.2	2	12.8	0.02	0
Lavelle Hawkins	TEN	0.3	0.2	2	10	0	0
Brian Robiskie	JAC	0.3	0.2	2	10.2	0.01	0
Riley Cooper	PHI	0.3	0.2	2	13.9	0.01	0
Jerrel Jernigan	NYG	0.3	0.1	1	12.1	0.01	0.02
Dane Sanzenbacher	CHI	0.3	0.1	2	12.7	0.01	0
Lestar Jean	HOU	0.3	0.2	2	9.5	0.02	0
Keshawn Martin	HOU	0.3	0.1	1	13.3	0.01	0.01
Terrance Copper	KC	0.2	0.2	2	10.4	0	0
Armanti Edwards	CAR	0.2	0.1	2	11.6	0.01	0
Dezmon Briscoe	WAS	0.2	0.1	2	12.5	0.01	0
Tandon Doss	BAL	0.2	0.1	1	9.3	0.01	0
A.J. Jenkins	SF	0.2	0.1	2	14.7	0.01	0
DeVier Posey	HOU	0.2	0.1	1	12.4	0.01	0
Juron Criner	OAK	0.2	0.1	2	12.1	0	0
Patrick Edwards	DET	0.2	0.1	1	12.7	0	0
Stephen Burton	MIN	0.2	0.1	1	13.1	0.01	0
Kassim Osgood	DET	0.2	0.1	1	11.7	0.01	0
Ramses Barden	NYG	0.1	0.1	1	12.3	0	0
Kyle Williams	SF	0.1	0	0	0	0	0.01
Jaymar Johnson	ARI	0	0	0	0	0	0
Jordan Norwood	CLE	0	0	0	0	0	0.03
David Nelson	BUF	0	0	0	0	0	0
Clyde Gates	NYJ	0	0	0	0	0	0
Rishard Matthews	MIA	0	0	0	0	0	0
Charly Martin	SEA	0	0	0	0	0	0
