PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
John Abraham	ATL	8.3	2	0.8	1.69	0.08	0.43	0.01	0.16
Jared Allen	MIN	7.9	2.9	1.5	1.28	0.13	0.2	0.07	0.34
Jason Pierre-Paul	NYG	7.7	3.4	1.4	1.18	0.04	0.17	0	0.41
Jason Babin	PHI	7.6	2.4	0.6	1.43	0.04	0.35	0	0.09
Trent Cole	PHI	6.9	3.5	1.2	1	0.04	0.13	0	0.16
Osi Umenyiora	NYG	6	1.5	1	1.18	0.01	0.4	0	0.07
Chris Long	STL	5.8	1.6	0.3	1.27	0.04	0.14	0	0.17
Calais Campbell	ARI	5.7	2.8	1.4	0.69	0.06	0.19	0.04	0.42
J.J. Watt	HOU	5.6	3.3	0.7	0.55	0.17	0.02	0.03	0.24
Jeremy Mincey	JAC	5.5	2.2	1	0.79	0.07	0.34	0.02	0.1
Charles Johnson	CAR	5.5	2.4	0.9	1.02	0.02	0.01	0	0.18
Julius Peppers	CHI	5.3	2	0.6	0.7	0.1	0.3	0.02	0.25
Justin Tuck	NYG	5.3	2	1.4	0.92	0.07	0.18	0	0.21
Chris Clemons	SEA	5.2	2.1	1.3	0.84	0.03	0.22	0	0.22
Rob Ninkovich	NE	5	2.3	2.3	0.36	0.25	0.26	0.07	0.16
Robert Mathis	IND	4.9	2	1.3	0.62	0.24	0.24	0	0.06
Connor Barwin	HOU	4.9	2	0.9	0.81	0.02	0.15	0	0.3
Jabaal Sheard	CLE	4.8	2.4	1.2	0.43	0.06	0.44	0	0.1
Justin Smith	SF	4.5	2.8	0.8	0.37	0.06	0.2	0	0.09
Greg Hardy	CAR	4.5	2	0.8	0.53	0.02	0.2	0	0.48
Carlos Dunlap	CIN	4.4	0.9	1.1	1.06	0.09	0.01	0	0.19
Mario Williams	BUF	4.3	1.6	0.5	0.73	0.01	0.23	0	0.17
Mathias Kiwanuka	NYG	4.3	2.5	1.2	0.41	0.05	0.14	0.04	0.08
Geno Atkins	CIN	4.3	1.3	1.4	0.83	0.1	0.13	0	0.13
Ray Edwards	ATL	4.2	1.8	0.8	0.58	0.2	0.02	0	0.16
Ahtyba Rubin	CLE	4.2	3.4	2.3	0.22	0.01	0.01	0.01	0.02
Israel Idonije	CHI	4.1	2.3	1	0.39	0.12	0.13	0	0.03
Haloti Ngata	BAL	4	2.3	2.3	0.38	0.1	0.15	0	0.27
Darnell Dockett	ARI	3.8	2.1	1.1	0.35	0.16	0.12	0	0.05
Cullen Jenkins	PHI	3.8	2	0.6	0.47	0.1	0.01	0	0.02
Jurrell Casey	TEN	3.8	2.5	1	0.32	0.06	0.1	0	0.06
Brett Keisel	PIT	3.7	2.1	1.8	0.23	0.15	0.23	0.01	0.45
Karl Klug	TEN	3.6	1.1	0.2	0.7	0.01	0.17	0	0.25
Dwight Freeney	IND	3.5	1	0.5	0.6	0.02	0.3	0	0.02
Robert Quinn	STL	3.5	1.1	0.2	0.57	0.02	0.13	0	0.2
Vince Wilfork	NE	3.4	1.9	1.7	0.21	0.16	0.13	0.05	0.13
Darryl Tapp	PHI	3.4	1.8	0.7	0.3	0.12	0.18	0	0.23
Antonio Garay	SD	3.3	2.7	1.5	0.15	0.01	0.02	0	0
Sione Pouha	NYJ	3.3	2.5	1.7	0.08	0.19	0.05	0	0.18
Dwan Edwards	CAR	3.2	1.9	1.6	0.33	0.02	0.06	0.02	0.08
Brian Robison	MIN	3.2	1.4	1.2	0.41	0.08	0.14	0	0.09
Paul Kruger	BAL	3.2	1.3	0.6	0.52	0.08	0.03	0	0.09
Chris Kelsay	BUF	3.1	1.9	1.4	0.32	0.01	0.09	0	0.14
B.J. Raji	GB	3.1	1.2	0.8	0.53	0.07	0.02	0.01	0.11
Marcell Dareus	BUF	3.1	1.7	0.8	0.41	0.06	0.01	0	0.06
Randy Starks	MIA	3	2.2	0.6	0.13	0.04	0.01	0.07	0.22
Antonio Smith	HOU	3	1.4	0.6	0.42	0.02	0.16	0	0.15
Mark Anderson	BUF	3	1.2	0.8	0.48	0.04	0.11	0	0.1
Jared Odrick	MIA	3	1.4	0.2	0.27	0.03	0.25	0.06	0.11
Michael Johnson	CIN	2.9	1.4	1.1	0.4	0.02	0.05	0.04	0.23
Bruce Irvin	SEA	2.9	1.5	0.7	0.35	0.08	0.06	0	0.1
Kevin Williams	MIN	2.8	1.8	1.3	0.29	0.01	0.05	0	0.37
Muhammad Wilkerson	NYJ	2.8	2.1	1.2	0.15	0.01	0.08	0	0.11
Will Smith	NO	2.7	1.4	0.7	0.33	0.01	0.07	0.01	0.1
Kyle Williams	BUF	2.7	1.7	1.2	0.25	0.07	0.01	0	0.09
Ray McDonald	SF	2.7	1.4	0.7	0.21	0.05	0.19	0.02	0.06
Tyson Alualu	JAC	2.7	1.3	1.1	0.31	0.08	0.08	0	0.05
Brandon Graham	PHI	2.7	1.5	0.1	0.27	0.04	0.14	0	0.01
Spencer Johnson	BUF	2.6	1.6	1	0.17	0.02	0.07	0.03	0.11
Domata Peko	CIN	2.6	1.7	2.2	0.19	0.05	0.06	0	0.01
Glenn Dorsey	KC	2.6	2.3	2.2	0.04	0.03	0.01	0	0.01
Frostee Rucker	CLE	2.5	2	1	0.14	0.03	0.02	0	0.1
Jason Jones	SEA	2.5	1.3	0.7	0.3	0.01	0.12	0	0.23
Cory Redding	IND	2.4	1.7	1.9	0.16	0.06	0.01	0.01	0.07
Robert Geathers	CIN	2.4	1	1.6	0.42	0.03	0.04	0	0.06
Kevin Vickerson	DEN	2.4	1.9	1	0.06	0.02	0.06	0.03	0.09
Brandon Mebane	SEA	2.4	2.3	1.2	0.03	0.02	0.01	0	0.07
Michael Brockers	STL	2.4	1.1	0.3	0.36	0.03	0.05	0.01	0.02
Quinton Coples	NYJ	2.4	1.5	0.7	0.22	0.04	0.03	0.01	0.07
Ryan Pickett	GB	2.3	2.1	0.7	0.05	0.02	0.01	0	0.09
Jamaal Anderson	CIN	2.3	0.7	0.7	0.38	0.07	0.02	0	0.06
Tyson Jackson	KC	2.3	1.9	1.3	0.08	0.02	0.02	0	0.09
Shea McClellin	CHI	2.3	1.4	0.5	0.23	0.04	0.03	0	0.04
Jonathan Babineaux	ATL	2.2	1.1	1.1	0.24	0.05	0.08	0.01	0.16
Red Bryant	SEA	2.2	1.4	0.9	0.03	0.03	0.03	0.08	0.1
Aaron Maybin	NYJ	2.2	0.6	0.2	0.33	0.02	0.27	0	0.01
Henry Melton	CHI	2.2	1	0.5	0.34	0.03	0.03	0	0.01
Linval Joseph	NYG	2.2	1.5	1	0.2	0.02	0.02	0	0.21
Andre Branch	JAC	2.2	1	0.5	0.25	0.05	0.03	0	0.03
Juqua Parker	CLE	2.1	1	0.3	0.1	0.23	0.06	0	0.25
Mike Patterson	PHI	2.1	1.8	0.7	0	0.05	0.07	0	0
Tony McDaniel	MIA	2.1	1.7	0.9	0.1	0.03	0.01	0	0.2
Amobi Okoye	CHI	2.1	1.2	0.9	0.26	0.03	0.01	0	0.04
Alan Branch	SEA	2.1	1.3	1	0.21	0.02	0.06	0	0.06
Kendall Langford	STL	2.1	1.2	0.5	0.16	0.03	0.22	0	0.17
Derrick Morgan	TEN	2.1	1.3	0.7	0.23	0.01	0.02	0	0.14
Justin Bannan	DEN	2.1	2	0.8	0.01	0.02	0.02	0	0.1
Jerel Worthy	GB	2.1	1.1	0.5	0.3	0.02	0.02	0	0.04
Turk McBride	NO	2	0.6	0.6	0.23	0.07	0.26	0	0
Paul Soliai	MIA	2	1.7	0.9	0.03	0.05	0.01	0	0.12
Lawrence Sidbury	ATL	2	0.5	0.2	0.49	0.01	0.01	0	0.01
Corey Liuget	SD	2	1.1	0.5	0.05	0.11	0.21	0	0.1
Stephen Bowen	WAS	1.9	1.1	2	0.21	0.03	0.02	0	0.07
Ziggy Hood	PIT	1.9	1.4	0.9	0.13	0.02	0.01	0	0.05
Terrance Knighton	JAC	1.9	1.3	1	0.15	0.02	0.01	0.01	0.08
Vaughn Martin	SD	1.9	1.6	1.4	0.06	0.01	0.01	0	0
Vance Walker	ATL	1.9	0.8	0.4	0.22	0.08	0.1	0	0.01
Dontari Poe	KC	1.9	1.4	0.9	0.09	0.02	0.04	0.01	0.19
Chandler Jones	NE	1.9	1.1	0.9	0.2	0.04	0.03	0	0.03
Brodrick Bunkley	NO	1.8	1.5	0.8	0.03	0.01	0.08	0	0.02
Barry Cofield	WAS	1.8	1.3	1.2	0.08	0.04	0.02	0	0.39
Tim Jamison	HOU	1.8	0.8	0.3	0.15	0.08	0.14	0	0.14
Austen Lane	JAC	1.8	1.1	0.7	0.19	0.03	0.02	0	0
Cameron Heyward	PIT	1.8	0.8	0.2	0.08	0.02	0.15	0	0.07
Stephen Paea	CHI	1.8	0.8	0.9	0.3	0.03	0.02	0	0
Kendall Reyes	SD	1.8	1.2	0.5	0.13	0.02	0.02	0	0.02
William Hayes	STL	1.7	1	0.4	0.18	0.03	0.03	0	0
Earl Mitchell	HOU	1.7	0.9	1	0.12	0.14	0.02	0	0.08
Cameron Jordan	NO	1.7	1.2	0.8	0.04	0.15	0.01	0	0.26
Drake Nevis	IND	1.7	1.5	2.1	0.02	0.02	0.01	0	0.12
Aubrayo Franklin	SD	1.7	1.4	0.5	0.03	0.03	0.04	0	0.01
Rocky Bernard	NYG	1.7	0.9	0.8	0.19	0.04	0.06	0	0.16
Adam Carriker	WAS	1.6	1.1	1.4	0.16	0.01	0.01	0	0.01
C.J. Wilson	GB	1.6	1.3	0.5	0.08	0.01	0.01	0	0
Brandon Deaderick	NE	1.6	1	0.6	0.16	0.02	0.02	0	0.01
Kyle Love	NE	1.6	1	1.1	0.12	0.08	0.02	0	0.05
Ron Edwards	CAR	1.5	1	1	0.15	0.02	0.02	0	0.05
Isaac Sopoaga	SF	1.4	1.2	0.6	0.01	0.06	0.02	0	0.03
Letroy Guion	MIN	1.4	0.8	0.5	0.02	0.03	0.01	0	0
Fili Moala	IND	1.4	0.9	0.7	0.1	0.04	0.01	0	0.01
SenDerrick Marks	TEN	1.4	1	0.7	0.02	0.02	0.12	0.02	0.11
Dan Williams	ARI	1.4	1.3	0.7	0.03	0.01	0.02	0	0.16
Casey Hampton	PIT	1.3	1	1.4	0.02	0.02	0.06	0	0.03
Shaun Cody	HOU	1.3	1	1	0.05	0.07	0.01	0	0.1
Terrence Cody	BAL	1.3	1.1	1.4	0.03	0.01	0.02	0	0.03
Everson Griffen	MIN	1.3	0.5	0.3	0.22	0.05	0.01	0	0.14
Olivier Vernon	MIA	1.3	1	0.4	0.08	0.03	0.01	0	0.02
Vonnie Holliday	ARI	1.2	0.9	0.3	0.07	0.01	0.02	0	0.08
C.J. Mosley	JAC	1.2	0.7	0.6	0.08	0.03	0.08	0	0
Kedric Golston	WAS	1.2	0.9	1.5	0.05	0.01	0.06	0	0.01
Matt Toeaina	CHI	1.2	0.9	0.6	0.05	0.04	0.01	0	0.03
Kyle Moore	BUF	1.2	0.9	0.7	0.02	0.1	0.01	0	0
Kenrick Ellis	NYJ	1.2	1	0.8	0.01	0.02	0.02	0	0
Sedrick Ellis	NO	1.1	0.8	1.2	0.06	0.02	0.02	0	0.18
Darell Scott	STL	1.1	0.9	0.4	0.04	0.02	0.02	0	0.01
Al Woods	PIT	1.1	1	0.9	0.03	0.01	0.01	0	0.01
David Carter	ARI	1.1	0.5	0.4	0.08	0.02	0.14	0	0.1
Keyunta Dawson	TEN	1.1	0.8	0.6	0.03	0.04	0.01	0	0.03
Antonio Johnson	IND	1	0.7	0.8	0.02	0.03	0.08	0	0.11
Peria Jerry	ATL	1	0.5	0.2	0.08	0.02	0.1	0	0.06
Emmanuel Stephens	CLE	1	0.9	1.2	0.02	0.01	0.01	0	0
Allen Bailey	KC	1	0.4	0.2	0.09	0.12	0.01	0	0.11
Cheta Ozougwu	CHI	1	0.8	0.3	0.05	0.02	0.02	0	0.01
Frank Alexander	CAR	1	0.6	0.3	0.13	0.02	0.02	0	0.01
Fred Evans	MIN	0.9	0.8	0.7	0.02	0.01	0.02	0	0
Arthur Jones	BAL	0.9	0.8	0.6	0.04	0.01	0.01	0	0.01
Ricardo Mathews	IND	0.9	0.6	0.8	0.07	0.01	0.02	0	0.12
Fletcher Cox	PHI	0.9	0.5	0.2	0.1	0.03	0.01	0	0.02
Vinny Curry	PHI	0.9	0.9	0.3	0	0.01	0.02	0	0.03
Jared Crick	HOU	0.9	0.5	0.2	0.1	0.01	0.02	0	0.01
Nick Eason	ARI	0.8	0.5	0.4	0.09	0.02	0.02	0	0.01
Cam Thomas	SD	0.8	0.8	0.5	0	0.01	0.01	0	0.05
Derek Wolfe	DEN	0.8	0.5	0.2	0.04	0.03	0.02	0	0.02
Markus Kuhn	NYG	0.8	0.4	0.2	0.11	0.01	0.01	0	0.02
Marvin Austin	NYG	0.8	0.4	0.2	0.1	0.02	0.01	0	0.02
Alex Carrington	BUF	0.7	0.5	0.3	0	0	0.01	0	0.09
Devon Still	CIN	0.7	0.3	0.2	0.12	0.02	0.01	0	0.01
Brandon Thompson	CIN	0.7	0.3	0.2	0.09	0.02	0.01	0	0.01
Kheeston Randall	MIA	0.7	0.5	0.2	0.03	0.02	0.02	0	0.01
Travian Robertson	ATL	0.7	0.4	0.2	0.07	0.02	0.01	0	0.02
Phillip Merling	GB	0.7	0.5	0.2	0.05	0.01	0.02	0	0.21
Mike Martin	TEN	0.7	0.4	0.2	0.07	0.02	0.02	0	0.01
Pat Sims	CIN	0.6	0.5	0.6	0	0	0.01	0	0.01
Jerry Hughes	IND	0.6	0.3	0.4	0.07	0.02	0.01	0	0.01
Corey Wootton	CHI	0.6	0.3	0.3	0.07	0.01	0.02	0	0
Sione Fua	CAR	0.6	0.4	0.6	0.04	0.02	0.02	0	0
John Hughes	CLE	0.6	0.4	0.2	0.04	0.01	0.01	0	0.01
Jaye Howard	SEA	0.6	0.4	0.2	0.06	0.01	0.02	0	0.02
Billy Winn	CLE	0.6	0.5	0.2	0.04	0.02	0.01	0	0.01
Myron Pryor	NE	0.5	0.4	1.1	0	0.01	0.01	0	0
Mike Neal	GB	0.5	0.3	0.2	0	0	0.06	0	0
George Selvie	JAC	0.5	0.4	0.2	0	0.03	0.01	0	0
Christian Ballard	MIN	0.5	0.4	0.5	0.02	0	0	0	0
Akiem Hicks	NO	0.5	0.3	0.1	0.04	0.01	0.01	0	0.01
Jake Bequette	NE	0.5	0.4	0.3	0	0.01	0.01	0	0.01
Alameda Taamu	PIT	0.5	0.4	0.3	0.03	0.01	0.01	0	0.06
Malik Jackson	DEN	0.5	0.4	0.2	0.04	0	0.01	0	0.01
Greg Scruggs	SEA	0.5	0.3	0.2	0.05	0.01	0	0	0.01
Mike Daniels	GB	0.4	0.4	0.2	0	0.01	0.01	0	0.01
Josh Chapman	IND	0.4	0.3	0.3	0.04	0.01	0	0	0.01
DeAngelo Tyson	BAL	0.4	0.3	0.2	0.02	0.01	0.01	0	0.01
Richard Seymour	OAK	0	0	0	0	0	0	0	0
Andre Carter	NE	0	0	0	0	0	0	0	0
Kyle Vanden Bosch	DET	0	0	0	0	0	0	0	0
Shaun Rogers	NYG	0	0	0	0	0	0	0	0
Kenyon Coleman	DAL	0	0	0	0	0	0	0	0
Terrell Suggs	BAL	0	0	0	0	0	0	0	0
Ty Warren	DEN	0	0	0	0	0	0	0	0
Tyler Brayton	IND	0	0	0	0	0	0	0	0
Jacques Cesaire	SD	0	0	0	0	0	0	0	0
Shaun Smith	TEN	0	0	0	0	0	0	0	0
