PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Colin McCarthy	TEN	5.1	3.9	1.5	0.01	0.16	0.19	0.07	0.18
Lance Briggs	CHI	5	4.2	1.2	0.04	0.02	0.12	0.06	0.21
Michael Boley	NYG	5	1	0	0	0	0	1	1
Chase Blackburn	NYG	5	5	1	0	0	0	0	0
Keith Rivers	NYG	5	5	2	0	0	0	0	0
Luke Kuechly	CAR	5	3.9	2	0.1	0.08	0.22	0.02	0.18
Rey Maualuga	CIN	4.9	3.8	2.8	0.03	0.08	0.27	0.04	0.11
Takeo Spikes	SD	4.7	3.9	2.9	0.03	0.02	0.01	0.09	0.23
A.J. Hawk	GB	4.7	4.1	3.1	0.1	0.01	0.02	0.04	0.33
Cameron Wake	MIA	4.7	3	0.8	0.39	0.03	0.19	0	0.15
Brooks Reed	HOU	4.7	1.8	1.2	0.73	0.15	0.11	0.01	0.13
Leroy Hill	SEA	4.6	3.4	1.3	0.3	0.02	0.1	0.01	0.05
Justin Houston	KC	4.6	2.4	0.6	0.57	0.07	0.11	0	0.25
Nick Perry	GB	4.6	3.4	1.5	0.24	0.06	0.11	0.02	0.22
David Hawthorne	NO	4.5	3.1	2.1	0.16	0.09	0.06	0.08	0.32
Brian Orakpo	WAS	4.5	2.5	2.1	0.44	0.03	0.11	0.02	0.14
Melvin Ingram	SD	4.5	3.7	1.4	0.08	0.07	0.13	0.02	0.16
Donta Hightower	NE	4.5	3.1	2.1	0.3	0.04	0.11	0.02	0.18
Scott Fujita	CLE	4.4	3	2.1	0.09	0.02	0.08	0.12	0.22
Paris Lenon	ARI	4.4	3.4	1.8	0.19	0.03	0.04	0.04	0.14
Shaun Phillips	SD	4.4	2.6	1	0.25	0.05	0.02	0.12	0.3
Aldon Smith	SF	4.4	1.7	0.4	0.75	0.04	0.12	0.01	0.1
Kamerion Wimbley	TEN	4.3	3.2	1.1	0.29	0.01	0.04	0.03	0.11
Thomas Howard	CIN	4.3	3.5	2.3	0.06	0.06	0.19	0	0.12
Justin Durant	DET	4.3	3.4	1.5	0.14	0.12	0.06	0	0.06
Quincy Black	TB	4.3	3.5	0.8	0.04	0.03	0.11	0.07	0.11
Mason Foster	TB	4.3	3.3	2	0.13	0.08	0.06	0.05	0.1
Sam Acho	ARI	4.3	1.5	0.3	0.68	0.05	0.3	0	0.07
Joe Mays	DEN	4.2	3.9	1.1	0.04	0.02	0.01	0.01	0.15
Bart Scott	NYJ	4.1	3.1	1.2	0.14	0.1	0.1	0.02	0.09
DeAndre Levy	DET	4.1	3.4	2.3	0.06	0.02	0.06	0.05	0.09
Bruce Carter	DAL	4	4	1	0	0	0	0	0
Mychal Kendricks	PHI	4	2.8	1	0.22	0.08	0.07	0.03	0.17
Barrett Ruud	NO	3.9	2.9	1.9	0.14	0.01	0.11	0.06	0.3
Wesley Woodyard	DEN	3.9	3.5	1.8	0.04	0.02	0.1	0	0.1
Jovan Belcher	KC	3.9	3.4	2.1	0.09	0.01	0.03	0.01	0.08
Brandon Spikes	NE	3.9	2.8	2	0.12	0.07	0.12	0.06	0.31
Jo-Lonn Dunbar	STL	3.8	3.3	1.2	0.06	0.04	0.1	0.01	0.22
Will Witherspoon	TEN	3.6	2.6	1.5	0.11	0.1	0.09	0.05	0.19
Robert Ayers	DEN	3.6	1.9	1.1	0.38	0.06	0.14	0.01	0.12
Kavell Conner	IND	3.6	2.8	3.6	0.02	0.14	0.11	0	0.1
Akeem Ayers	TEN	3.6	2.9	2.1	0.1	0.06	0.09	0.01	0.08
Zach Brown	TEN	3.6	3	1.4	0.08	0.03	0.1	0.02	0.11
Lavonte David	TB	3.6	3	0.9	0.08	0.05	0.05	0.01	0.13
Rocky McIntosh	STL	3.5	3.1	1.2	0.08	0.02	0.02	0.01	0.09
Stephen Nicholas	ATL	3.5	2.6	2.1	0.05	0.06	0.19	0.02	0.1
Antwan Barnes	SD	3.5	1.7	0.3	0.37	0.02	0.3	0.01	0.05
Geno Hayes	CHI	3.5	2.6	1.1	0.11	0.01	0.13	0.04	0.13
Whitney Mercilus	HOU	3.5	2.3	1.1	0.26	0.05	0.09	0.02	0.15
DeMeco Ryans	PHI	3.4	3	1.9	0.04	0.02	0.09	0.02	0.18
K.J. Wright	SEA	3.4	2.4	1	0.14	0.09	0.1	0.01	0.09
Brian Rolle	PHI	3.4	2.5	1	0.09	0.12	0.11	0.02	0.26
Bobby Wagner	SEA	3.2	2.4	1.2	0.1	0.07	0.08	0.01	0.13
Ahmad Brooks	SF	3.1	1.8	0.8	0.38	0.02	0.05	0.01	0.08
Jason Worilds	PIT	3.1	2	1	0.21	0.07	0.14	0.01	0.04
Pernell McPhee	BAL	3.1	1.8	1	0.29	0.06	0.09	0.01	0.16
Bradie James	HOU	3	2.2	1.6	0.05	0.08	0.15	0.02	0.12
Anthony Spencer	DAL	3	3	4	0	0	0	0	0
Philip Wheeler	OAK	3	2.6	1.3	0.1	0.02	0.01	0.01	0.05
Jacquian Williams	NYG	3	3	2	0	0	0	0	0
Jarret Johnson	SD	2.9	2.4	1.2	0.06	0.05	0.09	0	0.08
Scott Shanle	NO	2.9	2.1	1.4	0.11	0.03	0.1	0.04	0.24
Koa Misi	MIA	2.9	2.3	1.5	0.08	0.12	0.01	0	0.08
Bryan Thomas	NYJ	2.8	1.8	1	0.18	0.02	0.04	0.04	0.18
Jameel McClain	BAL	2.8	2.4	2.1	0.04	0.05	0.01	0.03	0.24
Jonathan Casillas	NO	2.8	1.6	0.8	0.37	0.02	0.01	0	0.13
Manny Lawson	CIN	2.7	2.2	1.5	0.08	0.03	0.04	0	0.2
Perry Riley	WAS	2.7	2.3	2.2	0.04	0.1	0.01	0.01	0.13
Brandon Siler	KC	2.6	2.1	1.1	0.06	0.01	0.01	0.05	0.24
Mike Peterson	ATL	2.5	1.8	1.2	0.02	0.05	0.07	0.06	0.14
Larry Foote	PIT	2.5	2.1	1.4	0.06	0.02	0.02	0.01	0.04
Mario Haggan	STL	2.5	1.6	0.7	0.06	0.1	0.06	0.06	0.06
Jonathan Vilma	NO	2.5	1.9	1	0.08	0.06	0.05	0.02	0.09
OBrien Schofield	ARI	2.5	0.9	0.2	0.38	0.01	0.18	0.01	0.03
Kelvin Sheppard	BUF	2.5	2.1	1.3	0.02	0.09	0.01	0.01	0.05
Demario Davis	NYJ	2.5	2.2	1	0.05	0.01	0.02	0.02	0.11
James-Michael Johnson	CLE	2.5	1.9	1	0.08	0.05	0.07	0.01	0.09
Mario Harvey	IND	2.5	2	1.7	0.07	0.06	0.05	0	0.03
Courtney Upshaw	BAL	2.4	1.7	0.9	0.09	0.03	0.1	0.01	0.06
Jasper Brinkley	MIN	2.3	1.7	0.9	0.13	0.05	0.07	0	0.04
Keith Brooking	DEN	2.2	2.1	1.2	0.01	0.01	0.01	0	0.2
Parys Haralson	SF	2.2	1.4	0.6	0.14	0.03	0.13	0	0.04
Larry English	SD	2	1	0.4	0.29	0.02	0.02	0.01	0.03
Brad Jones	GB	2	0.8	0.7	0.25	0.01	0.02	0.01	0.05
Russell Allen	JAC	2	1.4	0.9	0.03	0.02	0.13	0.04	0.07
Casey Matthews	PHI	2	1.5	0.6	0.1	0.03	0.01	0.01	0.05
D.J. Smith	GB	1.9	1.5	0.7	0.05	0.02	0.02	0.04	0.05
Kroy Biermann	ATL	1.8	1	1.5	0.16	0.01	0.01	0.05	0.07
Miles Burris	OAK	1.8	1.3	0.5	0.06	0.04	0.08	0.01	0.05
Dannell Ellerbe	BAL	1.6	1.4	0.8	0.03	0.01	0.02	0.01	0.08
Sergio Kindle	BAL	1.6	1.1	0.5	0.14	0.01	0.01	0.01	0.06
Willie Young	DET	1.6	0.5	0.4	0.29	0.01	0.05	0.01	0.05
Martez Wilson	NO	1.6	0.3	0.2	0.35	0.01	0.08	0.01	0.04
Keenan Robinson	WAS	1.6	1.3	0.9	0.03	0.01	0.01	0.01	0.06
Jerrell Freeman	IND	1.6	1.4	1	0.02	0.04	0.03	0	0.03
Clark Haggans	SF	1.5	1.4	1	0	0.01	0	0	0.06
Stewart Bradley	ARI	1.5	1.2	0.6	0.03	0.01	0.01	0.02	0.16
Akeem Jordan	PHI	1.5	1.2	0.5	0.04	0.03	0.01	0.01	0.04
Moise Fokou	IND	1.5	1.3	1.2	0.03	0.01	0.07	0	0.05
Dekoda Watson	TB	1.5	1	0.2	0.05	0.05	0.07	0.01	0.09
Brendon Ayanbadejo	BAL	1.4	1	0.3	0.04	0.05	0.02	0.01	0.09
Kirk Morrison	BUF	1.4	1.2	0.8	0.04	0.02	0.01	0.01	0.07
Quentin Groves	ARI	1.4	1	0.4	0.04	0.02	0.11	0.01	0.08
Kaluka Maiava	CLE	1.4	1	0.2	0.02	0.02	0.08	0.01	0.04
Tahir Whitehead	DET	1.4	1	0.5	0.05	0.02	0.07	0	0.03
Tank Carder	CLE	1.4	1	0.5	0.03	0.03	0.08	0.01	0.04
Will Herring	NO	1.3	0.6	0.1	0.04	0.02	0.05	0.08	0.09
Adam Hayward	TB	1.3	1.1	0.3	0.01	0.04	0.01	0.01	0.04
Nick Roach	CHI	1.3	1.1	0.4	0.02	0.01	0.01	0.01	0.14
Arthur Moats	BUF	1.3	0.5	0.8	0.14	0.06	0.1	0.01	0.04
Ronnell Lewis	DET	1.3	1	0.6	0.05	0.02	0.04	0	0.03
Brandon Johnson	PIT	1.2	1	0.8	0.01	0.01	0.01	0.01	0.15
Zac Diles	TEN	1.2	1.1	0.6	0.01	0.01	0.01	0	0.02
Gerald McRath	TEN	1.1	1	0.5	0.02	0.01	0.01	0	0.05
Keenan Clayton	OAK	1.1	0.9	0.7	0.03	0.02	0.01	0.01	0.2
Tim Dobbins	HOU	1	0.6	0.3	0.04	0.01	0.1	0.01	0.05
Austin Spitler	MIA	1	0.5	0.2	0.02	0.13	0.02	0.01	0.03
Najee Goode	TB	1	0.8	0.3	0.01	0.01	0.06	0.01	0.03
Jermaine Cunningham	NE	0.9	0.5	0.3	0.06	0.01	0.06	0.01	0.05
Brandon Marshall	JAC	0.9	0.7	0.5	0	0.01	0.05	0	0.03
Terrell Manning	GB	0.9	0.6	0.3	0.03	0.01	0.07	0.01	0.04
Tracy White	NE	0.8	0.5	0.5	0.04	0.01	0.01	0.01	0.05
Demorrio Williams	SD	0.8	0.6	0.2	0.02	0.02	0.01	0.01	0.04
Andy Studebaker	KC	0.8	0.4	0.5	0.06	0.05	0.06	0	0.05
Ashlee Palmer	DET	0.8	0.5	0.2	0.03	0.01	0.01	0.01	0.04
Stevenson Sylvester	PIT	0.8	0.6	0.2	0.02	0.02	0.02	0.01	0.04
Travis Goethel	OAK	0.8	0.5	0.2	0.03	0.02	0.01	0.01	0.05
Malcolm Smith	SEA	0.8	0.4	0.2	0.1	0.02	0.01	0.01	0.05
Chris Carter	PIT	0.8	0.6	0.3	0.02	0.03	0.02	0.01	0.04
Tim Shaw	TEN	0.7	0.4	0.2	0.02	0.02	0.01	0.01	0.03
Trevor Scott	NE	0.7	0.4	0.4	0.03	0.01	0.01	0.01	0.04
Patrick Bailey	TEN	0.7	0.5	0.2	0.02	0.01	0.01	0	0.04
Eugene Sims	STL	0.7	0.5	0.2	0.02	0.03	0.01	0.01	0.07
Nate Irving	DEN	0.7	0.5	0.2	0.04	0.02	0.01	0.01	0.05
Nigel Bradham	BUF	0.7	0.5	0.4	0	0.01	0.02	0.01	0.04
Travis Lewis	DET	0.7	0.5	0.3	0.02	0.01	0.06	0	0.04
Heath Farwell	SEA	0.6	0.3	0.2	0.02	0.02	0.01	0.01	0.05
Blake Costanzo	CHI	0.6	0.4	0.1	0.03	0.05	0.01	0.01	0.03
Tavares Gooden	SF	0.6	0.4	0.1	0.02	0.01	0.01	0.01	0.03
Jason Phillips	CAR	0.6	0.4	0.2	0.02	0.02	0.02	0.01	0.04
Josh Hull	STL	0.6	0.4	0.2	0.02	0.02	0.01	0	0.05
Akeem Dent	ATL	0.6	0.4	0.2	0.02	0.01	0.01	0.01	0.06
Cameron Sheffield	KC	0.6	0.4	0.2	0.03	0.01	0.01	0.01	0.05
Darius Fleming	SF	0.6	0.6	0.2	0	0.01	0	0	0.03
Doug Hogue	DET	0.5	0.3	0.2	0.04	0.01	0.01	0.01	0.03
Ricky Brown	BAL	0.5	0.3	0.2	0	0.03	0.06	0	0.05
Chris White	BUF	0.4	0.3	0.2	0	0.01	0.01	0.01	0.04
Andrew Gachkar	SD	0.4	0.3	0.1	0	0.01	0.01	0.01	0.03
Kenny Onatolu	CAR	0.3	0.3	0.1	0	0.01	0.01	0.01	0.03
James Farrior	PIT	0	0	0	0	0	0	0	0
Nail Diggs	SD	0	0	0	0	0	0	0	0
James Harrison	PIT	0	0	0	0	0	0	0	0
E.J. Henderson	MIN	0	0	0	0	0	0	0	0
D.J. Williams	DEN	0	0	0	0	0	0	0	0
Thomas Davis	CAR	0	0	0	0	0	0	0	0
Matt McCoy	SEA	0	0	0	0	0	0	0	0
Darryl Blackstock	BAL	0	0	0	0	0	0	0	0
Bobby Carpenter	NE	0	0	0	0	0	0	0	0
Tamba Hali	KC	0	0	0	0	0	0	0	0
Chris Gocong	CLE	0	0	0	0	0	0	0	0
Omar Gaither	HOU	0	0	0	0	0	0	0	0
Clint Session	JAC	0	0	0	0	0	0	0	0
Desmond Bishop	GB	0	0	0	0	0	0	0	0
Marvin Mitchell	MIN	0	0	0	0	0	0	0	0
Antwan Applewhite	CAR	0	0	0	0	0	0	0	0
Dan Connor	DAL	0	0	0	0	0	0	0	0
Robert James	ATL	0	0	0	0	0	0	0	0
Thomas Williams	TB	0	0	0	0	0	0	0	0
Erik Walden	GB	0	0	0	0	0	0	0	0
Chris Chamberlain	NO	0	0	0	0	0	0	0	0
Gary Guyton	MIA	0	0	0	0	0	0	0	0
Aaron Curry	OAK	0	0	0	0	0	0	0	0
Jason Williams	CAR	0	0	0	0	0	0	0	0
Victor Butler	DAL	0	0	0	0	0	0	0	0
Spencer Adkins	ATL	0	0	0	0	0	0	0	0
Marcus Benard	CLE	0	0	0	0	0	0	0	0
Reggie Walker	ARI	0	0	0	0	0	0	0	0
Josh Mauga	NYJ	0	0	0	0	0	0	0	0
Pat Angerer	IND	0	0	0	0	0	0	0	0
Darryl Sharpton	HOU	0	0	0	0	0	0	0	0
A.J. Edds	IND	0	0	0	0	0	0	0	0
Eric Norwood	CAR	0	0	0	0	0	0	0	0
Antonio Coleman	ARI	0	0	0	0	0	0	0	0
Dontay Moch	CIN	0	0	0	0	0	0	0	0
Greg Jones	NYG	0	0	0	0	0	0	0	0
Mike Mohamed	DEN	0	0	0	0	0	0	0	0
J.T. Thomas	CHI	0	0	0	0	0	0	0	0
Kyle Wilber	DAL	0	0	0	0	0	0	0	0
Adrian Tracy	NYG	0	0	0	0	0	0	0	0
Bryan Kehl	WAS	0	0	0	0	0	0	0	0
