PLAYER	TEAM	FP	INT	PD	SOLO	AST	SACK	FUMR	FORCE
Eric Smith	NYJ	4	0.08	0.38	2.7	1.3	0.19	0.07	0.01
Steve Gregory	NE	4	0.1	0.22	3.2	2.2	0	0.02	0.02
Leon Hall	CIN	4	0.14	0.46	2.9	1.6	0	0.09	0.04
Josh Wilson	WAS	4	0.15	0.85	2.9	2.6	0	0.07	0.06
William Gay	ARI	4	0.08	0.72	3	1	0.04	0.1	0.04
Orlando Scandrick	DAL	4	0.05	0.38	3.1	1.3	0.13	0.02	0.01
Vontae Davis	IND	4	0.18	0.5	2.9	2.3	0.02	0.02	0.01
Jacob Lacey	DET	4	0.1	0.4	2.8	1.4	0	0.05	0.18
Antonio Cromartie	NYJ	3.9	0.41	1.26	1.7	0.8	0	0.02	0.07
Justin King	IND	3.9	0.07	0.27	3.1	2.5	0.03	0.02	0.09
E.J. Biggers	TB	3.9	0.03	0.38	3.6	1.2	0	0.03	0.02
Jabari Greer	NO	3.8	0.1	0.86	3.2	1.3	0	0.02	0.01
Abram Elam	KC	3.8	0.06	0.3	2.8	1.3	0.06	0.07	0.14
Chris Houston	DET	3.8	0.17	0.68	2.5	1.3	0	0.01	0.01
Antoine Cason	SD	3.8	0.15	1.19	2.9	1.2	0	0.02	0.05
Louis Delmas	DET	3.8	0.03	0.22	3.2	1.6	0.06	0.06	0.05
Amari Spievey	DET	3.8	0.11	0.18	3	1.4	0.05	0.03	0.01
Major Wright	CHI	3.8	0.13	0.28	2.8	0.9	0.01	0.02	0.01
Alterraun Verner	TEN	3.8	0.06	0.38	3.3	1.4	0	0.08	0.02
Adrian Wilson	ARI	3.7	0.08	0.65	3	1.1	0.04	0.01	0.1
Dunta Robinson	ATL	3.7	0.06	0.38	3.3	1.8	0	0.02	0.01
Johnathan Joseph	HOU	3.7	0.22	1.1	2.4	1.1	0	0.01	0.06
Derek Cox	JAC	3.7	0.2	0.4	2.6	1.5	0	0.03	0.01
Richard Sherman	SEA	3.7	0.1	0.72	2.8	1.4	0	0.02	0.13
Sheldon Brown	CLE	3.6	0.16	0.58	2.5	1.3	0	0.07	0.07
Mike Adams	DEN	3.6	0.18	0.36	2.3	0.8	0.02	0.06	0.1
Stanford Routt	KC	3.6	0.2	0.87	2.4	1.2	0	0.01	0.03
Reed Doughty	WAS	3.6	0.05	0.21	3	2.7	0.01	0.06	0.13
Craig Dahl	STL	3.6	0.04	0.22	3.1	0.9	0.03	0.04	0.07
Brandon Carr	DAL	3.6	0.16	0.65	2.5	1.1	0	0.08	0.02
Alphonso Smith	DET	3.6	0.22	0.47	1.7	0.8	0	0.07	0.07
Glover Quin	HOU	3.6	0.04	0.55	3.1	1.4	0	0.07	0.02
Kendrick Lewis	KC	3.6	0.12	0.54	2.3	1.2	0	0.07	0.11
Sam Shields	GB	3.6	0.22	0.69	2.3	1	0.03	0.02	0.03
Ike Taylor	PIT	3.5	0.09	0.68	2.8	1.3	0.03	0.03	0.05
Chris Gamble	CAR	3.5	0.13	0.6	2.8	1.4	0	0.02	0.01
D.J. Moore	CHI	3.5	0.18	0.38	2.2	0.7	0	0.02	0.03
Jamarca Sanford	MIN	3.5	0.05	0.14	2.8	1.6	0.02	0.11	0.05
Drayton Florence	DET	3.4	0.14	0.58	2	1	0	0.06	0.09
Ron Bartell	OAK	3.4	0.07	0.64	2.9	1.2	0	0.02	0.04
Aaron Williams	BUF	3.4	0.09	0.51	2.6	1.7	0	0.02	0.16
Champ Bailey	DEN	3.3	0.16	0.91	2.4	0.9	0.01	0.03	0.1
Quentin Jammer	SD	3.3	0.04	0.62	2.8	1.1	0	0.07	0.05
Bryan Scott	BUF	3.3	0.09	0.34	1.9	1.2	0.13	0.1	0.02
Troy Nolan	MIA	3.3	0.03	0.25	2.7	1	0.06	0.07	0.02
Harrison Smith	MIN	3.3	0.04	0.3	2.8	1.6	0.04	0.04	0.06
Cary Williams	BAL	3.2	0.04	0.72	2.7	1.4	0	0.01	0.14
Patrick Robinson	NO	3.2	0.13	0.58	2.2	0.8	0	0.01	0.01
Javier Arenas	KC	3.2	0.05	0.36	1.4	0.7	0.14	0.06	0.01
Quinton Carter	DEN	3.2	0.13	0.2	2.3	0.9	0.04	0.03	0.02
Nnamdi Asomugha	PHI	3.1	0.13	0.26	2.3	0.9	0	0.03	0.01
Jason Allen	CIN	3.1	0.11	0.32	2.5	1.4	0	0.01	0.01
Dominique Rodgers-Cromartie	PHI	3.1	0.05	0.57	2.3	0.8	0.04	0.03	0.01
Leodis McKelvin	BUF	3	0.08	0.51	1.5	1.1	0	0.18	0.03
Aaron Ross	JAC	2.9	0.17	0.32	2	1.1	0	0.03	0.01
Usama Young	CLE	2.9	0.09	0.19	2.4	1.3	0.01	0.02	0.01
Perrish Cox	SF	2.9	0.02	0.81	2.8	1	0	0	0
Terrence McGee	BUF	2.8	0.06	0.33	2.4	1.6	0	0.02	0.01
James Sanders	ARI	2.8	0.03	0.22	2.2	0.7	0	0.12	0.01
Tarell Brown	SF	2.8	0.13	0.66	2.1	0.6	0	0.02	0.02
Mike Jenkins	DAL	2.8	0.09	0.58	2.2	1	0	0.02	0.04
Kareem Jackson	HOU	2.8	0.06	0.46	2.2	1	0.01	0.01	0.1
Chris Cook	MIN	2.8	0.02	0.25	2.7	1.6	0.01	0.01	0.01
Marcus Gilchrist	SD	2.8	0.14	0.37	1.8	0.7	0	0.11	0.01
Morris Claiborne	DAL	2.8	0.19	0.51	1.4	0.6	0.02	0.07	0.06
Courtney Greene	JAC	2.7	0.05	0.14	2	1.1	0	0.09	0.12
Jim Leonhard	DEN	2.7	0	0.14	2.3	0.8	0	0.04	0.12
Dimitri Patterson	CLE	2.6	0.1	0.61	1.8	0.9	0.01	0.02	0.01
Rahim Moore	DEN	2.5	0.09	0.21	1.7	0.6	0	0.11	0.01
Chris Culliver	SF	2.5	0.03	0.31	2.2	0.7	0	0.02	0.02
Brandon Meriweather	WAS	2.4	0.04	0.24	2.1	1.8	0	0.01	0.01
Mike Mitchell	OAK	2.4	0.05	0.47	1.6	0.7	0.08	0.06	0.04
Christopher Owens	ATL	2.4	0.03	0.24	2.1	1.3	0.05	0.01	0.01
Adam Jones	CIN	2.3	0.03	0.2	1.7	1.1	0	0.04	0.07
Darian Stewart	STL	2.3	0.01	0.15	2	0.6	0	0.01	0.07
Joselio Hanson	OAK	2.2	0.06	0.34	1.6	0.6	0.01	0.13	0.02
Quintin Demps	HOU	2.2	0.15	0.3	1.4	0.6	0	0.01	0.01
Craig Steltz	CHI	2.2	0.04	0.16	1.5	0.5	0.05	0.01	0.15
Chris Clemons	MIA	2.2	0.03	0.23	1.4	0.5	0.02	0.06	0.14
Jimmy Smith	BAL	2.2	0.13	0.6	1.4	0.7	0	0.06	0.01
Mistral Raymond	MIN	2.2	0.17	0.36	1.1	0.6	0	0.06	0.02
Rashad Johnson	ARI	2.1	0.03	0.21	1.7	0.6	0	0.06	0.03
Dominique Franks	ATL	2.1	0.13	0.26	1.5	0.8	0	0.01	0.01
Stephon Gilmore	BUF	2.1	0.17	0.69	1.1	0.7	0.01	0.05	0.04
Janoris Jenkins	STL	2.1	0.09	0.66	1.3	0.4	0.03	0.05	0.03
Casey Hayward	GB	2.1	0.2	0.68	0.9	0.4	0.02	0.04	0.04
Kyle Wilson	NYJ	2	0.11	0.49	1.3	0.6	0.01	0.03	0.02
Alan Ball	HOU	1.9	0.07	0.6	1.4	0.7	0	0.04	0.02
Michael Adams	ARI	1.9	0.03	0.22	1.7	0.6	0	0.02	0.01
Walter Thurmond	SEA	1.9	0.03	0.28	1.5	0.7	0	0.02	0.12
Nolan Carroll	MIA	1.9	0.04	0.24	1.5	0.5	0	0.03	0.02
Prince Amukamara	NYG	1.9	0.12	0.3	1	0.4	0	0.1	0.02
Ryan Mundy	PIT	1.8	0.03	0.21	1.3	0.5	0	0.02	0.16
Keenan Lewis	PIT	1.8	0.04	0.27	1.5	0.7	0	0.02	0.01
Brandon Taylor	SD	1.8	0.05	0.32	1.4	0.5	0.02	0.03	0.04
Tom Zbikowski	IND	1.7	0.04	0.14	1	0.8	0.03	0.02	0.01
Justin Tryon	NYG	1.7	0.07	0.38	1.2	0.6	0	0.06	0.02
Brice McCain	HOU	1.7	0.08	0.69	1.1	0.5	0	0.01	0.01
Jaiquawn Jarrett	PHI	1.7	0.06	0.2	1.4	0.5	0	0.02	0.01
Chris Conte	CHI	1.7	0.04	0.16	1.4	0.5	0	0.02	0.01
Brandon Boykin	PHI	1.7	0.05	0.21	0.5	0.2	0.01	0.02	0.01
Shawntae Spencer	OAK	1.6	0.06	0.28	1.2	0.5	0	0.04	0.02
Sean Considine	BAL	1.6	0.05	0.34	0.8	0.4	0.05	0.11	0.09
Barry Church	DAL	1.6	0.05	0.15	1.1	0.4	0	0.06	0.03
Justin Rogers	BUF	1.6	0.07	0.27	0.7	0.5	0	0.01	0.02
Brandyn Thompson	WAS	1.6	0.03	0.21	0.5	0.4	0	0.3	0.01
Dre Kirkpatrick	CIN	1.6	0.06	0.39	1.1	0.6	0.01	0.03	0.04
Jerron McMillian	GB	1.6	0.07	0.3	1	0.5	0.04	0.02	0.04
Chris Prosinski	JAC	1.5	0.07	0.16	0.8	0.4	0	0.1	0.01
SydQuan Thompson	DEN	1.5	0.22	0.31	0.5	0.2	0	0.16	0.02
DaNorris Searcy	BUF	1.4	0.05	0.21	1.1	0.7	0.01	0.02	0.01
Buster Skrine	CLE	1.4	0.12	0.18	0.5	0.3	0	0.03	0.02
Madieu Williams	WAS	1.2	0.04	0.2	0.9	0.8	0	0.01	0.02
Elbert Mack	NO	1.2	0.03	0.32	0.9	0.4	0	0.01	0.01
Josh Thomas	CAR	1.2	0.04	0.19	0.5	0.2	0	0.18	0.01
Jimmy Wilson	MIA	1.2	0.04	0.3	0.6	0.2	0	0.03	0.02
Joe Lefeged	IND	1.2	0	0.23	0.6	0.5	0	0.01	0.02
Tavon Wilson	NE	1.2	0.08	0.17	0.7	0.5	0.02	0.02	0.02
Trent Robinson	SF	1.2	0.06	0.27	0.7	0.2	0.01	0.03	0.02
Jerome Murphy	NO	1.2	0.04	0.18	0.8	0.4	0	0.08	0.01
Darcel McBath	SF	1.2	0	0.08	1.1	0.4	0	0.01	0
Atari Bigby	SD	1.1	0.05	0.26	0.4	0.2	0.05	0.08	0.01
Matt Johnson	DAL	1.1	0.02	0.18	0.8	0.4	0.02	0.01	0.02
Travis Daniels	KC	1	0.08	0.28	0.5	0.2	0	0.01	0.02
David Bruton	DEN	1	0	0.17	0.8	0.4	0	0.02	0.02
George Iloka	CIN	1	0.02	0.14	0.8	0.4	0.01	0.02	0.02
David Sims	PHI	1	0.05	0.23	0.5	0.2	0.02	0.04	0.02
Mana Silva	DAL	1	0.04	0.15	0.7	0.3	0	0.03	0.01
Ray Ventrone	CLE	0.9	0.07	0.17	0.4	0.2	0	0.02	0.05
Corey Graham	BAL	0.9	0.08	0.35	0.4	0.2	0	0.01	0.02
Jalil Brown	KC	0.9	0.04	0.25	0.3	0.2	0	0.1	0.01
Anthony Gaitor	TB	0.9	0.03	0.13	0.5	0.2	0	0.04	0.02
Dwight Bentley	DET	0.9	0.06	0.25	0.5	0.2	0.01	0.02	0.01
Christian Thompson	BAL	0.9	0	0.29	0.8	0.5	0.02	0.01	0.02
Josh Bush	NYJ	0.9	0.07	0.35	0.4	0.2	0.01	0.01	0.03
Michael Coe	NYG	0.9	0.06	0.26	0.5	0.2	0	0.02	0.02
Phillip Adams	OAK	0.9	0.09	0.1	0.5	0.2	0	0	0.01
Erik Coleman	DET	0.8	0.04	0.17	0.5	0.3	0	0.01	0.01
Taylor Mays	CIN	0.8	0.02	0.14	0.6	0.4	0	0.02	0.03
Shareece Wright	SD	0.8	0.05	0.23	0.4	0.1	0	0.01	0.02
Curtis Marsh	PHI	0.8	0.04	0.22	0.5	0.2	0	0.03	0.02
Corey White	NO	0.8	0.02	0.23	0.7	0.3	0.01	0	0.01
Charles Mitchell	ATL	0.8	0.05	0.17	0.5	0.3	0.01	0.01	0.01
Will Allen	PIT	0.7	0.03	0.22	0.4	0.2	0	0.04	0.01
Pat Lee	OAK	0.7	0.05	0.27	0.4	0.2	0	0.02	0.01
Haruki Nakamura	CAR	0.7	0.03	0.18	0.4	0.2	0.02	0.02	0.03
Ryan Mouton	TEN	0.7	0.02	0.17	0.5	0.2	0	0.01	0.01
Darrell Stuckey	SD	0.7	0.05	0.25	0.4	0.2	0	0.01	0.01
Stevie Brown	NYG	0.7	0.06	0.25	0.4	0.2	0	0.02	0.02
Brandon Burton	MIN	0.7	0.02	0.11	0.5	0.3	0	0.02	0.02
Trumaine Johnson	STL	0.7	0.03	0.14	0.6	0.2	0	0.01	0.01
Josh Norman	CAR	0.7	0.04	0.17	0.5	0.2	0	0.02	0.02
D.J. Campbell	CAR	0.7	0.04	0.2	0.4	0.2	0	0.01	0.02
Curtis Brown	PIT	0.7	0.03	0.24	0.4	0.2	0	0.02	0.02
Robert McClain	ATL	0.7	0.04	0.16	0.5	0.3	0	0.01	0.01
John Wendling	DET	0.6	0.04	0.18	0.3	0.2	0	0	0.01
Marquice Cole	NE	0.6	0.03	0.04	0.3	0.2	0	0.05	0.01
Myron Lewis	TB	0.6	0.01	0.05	0.6	0.2	0	0.01	0.01
Tommie Campbell	TEN	0.6	0.01	0.17	0.5	0.2	0	0.01	0.01
Josh Robinson	MIN	0.6	0	0.12	0.5	0.4	0.01	0.01	0.02
Robert Blanton	MIN	0.6	0.01	0.12	0.4	0.3	0	0.01	0.01
Jeremy Lane	SEA	0.6	0.02	0.17	0.4	0.2	0	0.02	0.01
Winston Guy	SEA	0.6	0.01	0.09	0.4	0.2	0.01	0	0.02
Jonte Green	DET	0.6	0.05	0.18	0.3	0.2	0	0.01	0
Alfonzo Dennard	NE	0.6	0.06	0.16	0.3	0.2	0	0.01	0.01
Sherrick McManis	CHI	0.5	0.03	0.02	0.3	0.1	0	0	0.01
Byron Maxwell	SEA	0.5	0.01	0.03	0.3	0.2	0	0.06	0.01
Colin Jones	CAR	0.5	0.01	0.03	0.3	0.2	0	0.05	0.01
Jayron Hosley	NYG	0.5	0.02	0.27	0.4	0.2	0	0.01	0.01
Rafael Bush	NO	0.5	0.02	0.2	0.3	0.1	0	0.01	0.01
Marcus Sherels	MIN	0.5	0	0	0	0	0	0	0
Jacques Reeves	KC	0.5	0.02	0.04	0.3	0.2	0.02	0	0.02
Johnny Patrick	NO	0.4	0.01	0.21	0.3	0.1	0	0.01	0.01
Tyler Sash	NYG	0.4	0	0.05	0.3	0.1	0	0.02	0.02
Omar Bolden	DEN	0.4	0	0.23	0.4	0.1	0	0.01	0.02
Coty Sensabaugh	TEN	0.4	0	0.12	0.4	0.2	0	0.01	0.01
Chris Greenwood	DET	0.4	0	0.17	0.3	0.2	0	0.01	0.01
Trevin Wade	CLE	0.4	0	0.23	0.3	0.2	0	0.01	0.01
Bryan McCann	OAK	0.3	0	0	0	0	0	0	0
Brandon Harris	HOU	0.3	0.01	0.04	0.2	0.1	0	0.01	0.01
Shiloh Keo	HOU	0.3	0	0.04	0.3	0.1	0.01	0	0
Ron Brooks	BUF	0.3	0	0	0.3	0.2	0	0.01	0.01
Jordan Bernstine	WAS	0.3	0	0.29	0.3	0.3	0	0.01	0.01
Will Allen	NE	0	0	0	0	0	0	0	0
Rod Hood	STL	0	0	0	0	0	0	0	0
Sean Jones	DET	0	0	0	0	0	0	0	0
Benny Sapp	MIN	0	0	0	0	0	0	0	0
Brodney Pool	DAL	0	0	0	0	0	0	0	0
Oshiomogho Atogwe	PHI	0	0	0	0	0	0	0	0
Chris Carr	MIN	0	0	0	0	0	0	0	0
James Butler	STL	0	0	0	0	0	0	0	0
Charlie Peprah	GB	0	0	0	0	0	0	0	0
Jarrad Page	MIN	0	0	0	0	0	0	0	0
Tanard Jackson	WAS	0	0	0	0	0	0	0	0
Melvin Bullitt	IND	0	0	0	0	0	0	0	0
Byron Westbrook	WAS	0	0	0	0	0	0	0	0
Tyrell Johnson	MIA	0	0	0	0	0	0	0	0
Reggie Smith	CAR	0	0	0	0	0	0	0	0
Antwaun Molden	NYG	0	0	0	0	0	0	0	0
Jonathan Wilhite	CHI	0	0	0	0	0	0	0	0
Josh Barrett	NE	0	0	0	0	0	0	0	0
Darius Butler	CAR	0	0	0	0	0	0	0	0
Kevin Barnes	DET	0	0	0	0	0	0	0	0
Donald Washington	KC	0	0	0	0	0	0	0	0
Morgan Trent	WAS	0	0	0	0	0	0	0	0
Danny Gorrer	BAL	0	0	0	0	0	0	0	0
Kevin Thomas	PHI	0	0	0	0	0	0	0	0
Larry Asante	TB	0	0	0	0	0	0	0	0
Jordan Pugh	CAR	0	0	0	0	0	0	0	0
Cassius Vaughn	IND	0	0	0	0	0	0	0	0
Aaron Berry	DET	0	0	0	0	0	0	0	0
Terrence Johnson	IND	0	0	0	0	0	0	0	0
Ras-I Dowling	NE	0	0	0	0	0	0	0	0
DeMarcus Van Dyke	PIT	0	0	0	0	0	0	0	0
Brandon Hogan	CAR	0	0	0	0	0	0	0	0
Chimdi Chekwa	OAK	0	0	0	0	0	0	0	0
Rashad Carmichael	HOU	0	0	0	0	0	0	0	0
Jermale Hines	IND	0	0	0	0	0	0	0	0
Chykie Brown	BAL	0	0	0	0	0	0	0	0
Chris Rucker	IND	0	0	0	0	0	0	0	0
David Caldwell	IND	0	0	0	0	0	0	0	0
Darrin Walls	ATL	0	0	0	0	0	0	0	0
Kevin Rutland	JAC	0	0	0	0	0	0	0	0
Markelle Martin	TEN	0	0	0	0	0	0	0	0
Reggie Corner	JAC	0	0	0	0	0	0	0	0
Drew Coleman	DET	0	0	0	0	0	0	0	0
James Ihedigbo	BAL	0	0	0	0	0	0	0	0
