PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Craig Stevens	TEN	2	1.5	15	10.1	0.1	0.01
Kellen Davis	CHI	2	1.3	13	10.1	0.12	0.02
Kevin Boss	KC	1.9	1.3	15	11.7	0.08	0.02
James Casey	HOU	1.8	1.5	14	8.9	0.07	0.02
Randy McMichael	SD	1.7	1.5	13	9.1	0.07	0.01
Anthony McCoy	SEA	1.7	1.4	14	9.7	0.06	0.01
Jeff Cumberland	NYJ	1.7	1.5	13	9.2	0.07	0.02
Brandon Myers	OAK	1.6	1.5	13	8.5	0.06	0.01
Leonard Pope	PIT	1.5	1.1	12	11.1	0.06	0.01
David Ausberry	OAK	1.3	1.3	11	8.7	0.04	0.01
John Carlson	MIN	1.1	0.8	8	9.5	0.06	0.01
John Phillips	DAL	1.1	0.9	7	7.9	0.07	0.01
Donald Lee	CIN	1	0.7	7	10.5	0.04	0
Luke Stocker	TB	1	0.9	8	9.1	0.05	0.01
Lee Smith	BUF	1	1	8	8.5	0.03	0.01
Michael Egnew	MIA	1	0.9	8	8.7	0.03	0.01
Konrad Reuland	NYJ	1	0.7	7	9.6	0.05	0.01
Evan Moore	SEA	0.9	0.5	6	12.8	0.05	0.01
Daniel Fells	NE	0.8	0.5	6	11.2	0.05	0.02
Charles Clay	MIA	0.7	0.5	5	9.2	0.03	0
Kyle Adams	CHI	0.5	0.3	3	12.3	0.03	0
Kellen Winslow	NE	0.4	0.3	3	10.4	0.02	0
Matt Spaeth	CHI	0.4	0.3	2	8.9	0.03	0
Jed Collins	NO	0.4	0.3	2	9.4	0.02	0
Jeron Mastrud	MIA	0.4	0.4	3	7.8	0.02	0
Will Heller	DET	0.3	0.2	2	11.2	0.03	0
David Thomas	NO	0.3	0.3	2	8.8	0.01	0
Delanie Walker	SF	0.3	0.1	2	12.9	0.02	0
Michael Hoomanawanui	NE	0.3	0.2	2	8.9	0.01	0.01
Dominique Jones	IND	0.3	0.3	3	9.1	0.01	0
Mike McNeill	STL	0.3	0.3	3	11.6	0.01	0
Jake OConnell	KC	0.2	0.2	2	8.2	0.01	0
Colin Cloherty	JAC	0.2	0.2	2	11.2	0.01	0
Zach Potter	JAC	0.2	0.2	1	7	0	0
Ladarius Green	SD	0.2	0.2	2	9.2	0.01	0
Adrien Robinson	NYG	0.2	0.2	2	9.3	0.01	0
Rhett Ellison	MIN	0.2	0.2	2	8.8	0	0
Garrett Graham	HOU	0.1	0.1	1	11.3	0.01	0
Richard Gordon	OAK	0.1	0.1	1	7.9	0	0
Virgil Green	DEN	0.1	0.1	1	7.8	0	0
Billy Bajema	BAL	0.1	0.1	1	9.6	0	0
Todd Heap	ARI	0	0	0	0	0	0
Benjamin Watson	CLE	0	0	0	0	0	0
Alex Smith	CLE	0	0	0	0	0	0
Jeff King	ARI	0	0	0	0	0	0
Fred Davis	WAS	0	0	0	0	0	0
Jermichael Finley	GB	0	0	0	0	0	0
Gary Barnidge	CAR	0	0	0	0	0	0
Tom Crabtree	GB	0	0	0	0	0	0
Logan Paulsen	WAS	0	0	0	0	0	0
Rob Housler	ARI	0	0	0	0	0	0
Jordan Cameron	CLE	0	0	0	0	0	0
D.J. Williams	GB	0	0	0	0	0	0
Niles Paul	WAS	0	0	0	0	0	0
James Hanna	DAL	0	0	0	0	0	0
Edgar Jones	KC	0	0	0	0	0	0
