PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Calvin Pace	NYJ	6	3	1.3	0.61	0.06	0.28	0.09	0.18
Rolando McClain	OAK	6	5.3	2.2	0.19	0.03	0.01	0.01	0.67
Cameron Wake	MIA	5.9	3.1	0.8	0.69	0.04	0.27	0.01	0.23
Daryl Washington	ARI	5.9	4.6	0.8	0.29	0.01	0.03	0.06	0.27
Lawrence Timmons	PIT	5.8	4.2	2.4	0.24	0.1	0.04	0.1	0.43
Jon Beason	CAR	5.8	4.8	2.6	0.1	0.02	0.2	0.05	0.4
Donta Hightower	NE	5.8	3.8	2.6	0.38	0.08	0.22	0.02	0.18
Brian Orakpo	WAS	5.7	2.5	2.1	0.79	0.06	0.16	0	0.17
Von Miller	DEN	5.7	3.5	1.1	0.51	0.01	0.24	0.01	0.23
Stephen Tulloch	DET	5.6	4.2	2.3	0.2	0.11	0.05	0.07	0.31
Paul Posluszny	JAC	5.6	4.6	3.4	0.17	0.02	0.05	0.05	0.25
Aldon Smith	SF	5.6	1.7	0.3	1.09	0.06	0.14	0.02	0.19
Lance Briggs	CHI	5.5	4.6	1.3	0.02	0.01	0.12	0.08	0.22
Daryl Smith	JAC	5.5	4.3	2.4	0.18	0.02	0.15	0.05	0.28
Antwan Barnes	SD	5.5	1.7	0.3	1.06	0.02	0.26	0	0.05
Navorro Bowman	SF	5.5	4.6	1.7	0.11	0.17	0.01	0.02	0.29
Shaun Phillips	SD	5.4	2.6	0.9	0.69	0.04	0.01	0.1	0.38
Michael Boley	NYG	5.3	4.4	1.7	0.14	0.11	0.06	0.02	0.17
Luke Kuechly	CAR	5.3	4.3	2.1	0.15	0.07	0.17	0.01	0.16
Kamerion Wimbley	TEN	5.2	3.4	1.1	0.51	0.02	0.05	0.05	0.13
Nick Perry	GB	5.2	3.8	1.7	0.26	0.09	0.15	0.02	0.2
A.J. Hawk	GB	5.1	4.4	3.3	0.11	0.02	0.02	0.06	0.31
Brandon Spikes	NE	5.1	3.4	2.4	0.17	0.15	0.24	0.05	0.32
Jamar Chaney	PHI	5.1	4.2	1.8	0.04	0.02	0.05	0.12	0.49
Mason Foster	TB	5.1	3.6	2.2	0.24	0.08	0.08	0.07	0.14
Colin McCarthy	TEN	5.1	3.8	1.5	0.03	0.13	0.17	0.1	0.18
Scott Fujita	CLE	5	3.5	2.1	0.09	0.02	0.12	0.14	0.21
Erin Henderson	MIN	5	3.9	3.2	0.11	0.08	0.25	0.01	0.09
Melvin Ingram	SD	5	3.6	1.4	0.24	0.06	0.15	0.02	0.2
Anthony Spencer	DAL	4.9	3.3	1.5	0.2	0.02	0.36	0.01	0.04
David Hawthorne	NO	4.9	4	2.4	0.08	0.11	0.05	0.04	0.18
Takeo Spikes	SD	4.8	4	2.9	0.07	0.02	0.02	0.1	0.26
Leroy Hill	SEA	4.8	4	1.7	0.16	0.01	0.1	0.01	0.04
Pat Angerer	IND	4.8	3.9	4	0.07	0.06	0.13	0.05	0.22
Bart Scott	NYJ	4.7	3	1.2	0.39	0.09	0.11	0.02	0.09
Barrett Ruud	NO	4.7	4.1	2.2	0.04	0.02	0.14	0.03	0.18
Paris Lenon	ARI	4.5	3.6	2	0.2	0.04	0.03	0.02	0.14
Quincy Black	TB	4.5	3.6	1	0.1	0.03	0.1	0.05	0.12
Keith Rivers	NYG	4.5	4.1	1.7	0.12	0.02	0.01	0	0.13
Elvis Dumervil	DEN	4.4	2.4	1	0.51	0.07	0.11	0	0.05
Jo-Lonn Dunbar	STL	4.4	3.7	1.1	0.08	0.06	0.1	0.01	0.25
DeAndre Levy	DET	4.3	3.5	2.3	0.06	0.02	0.04	0.07	0.08
Sam Acho	ARI	4.3	1.6	0.3	0.63	0.05	0.32	0	0.08
Justin Durant	DET	4.2	3.3	1.6	0.18	0.1	0.05	0.01	0.06
Joe Mays	DEN	4.2	4	1.2	0.02	0.02	0	0.01	0.1
Justin Houston	KC	4.2	2.4	0.6	0.35	0.14	0.11	0.01	0.23
Will Witherspoon	TEN	4.1	2.5	1.6	0.21	0.08	0.09	0.07	0.21
Rocky McIntosh	STL	4.1	3.6	1.1	0.12	0.02	0.02	0.01	0.1
Lavonte David	TB	4.1	3.3	1	0.14	0.05	0.06	0.01	0.15
DeMeco Ryans	PHI	3.9	3.5	1.7	0.03	0.02	0.08	0.01	0.21
Stephen Nicholas	ATL	3.9	2.7	2.1	0.06	0.1	0.23	0.03	0.11
Jovan Belcher	KC	3.9	3.5	2.2	0.05	0.02	0.04	0.02	0.05
Zach Brown	TEN	3.9	3	1.4	0.14	0.04	0.08	0.03	0.11
Geno Hayes	CHI	3.8	2.9	1.3	0.07	0.01	0.14	0.06	0.14
Wesley Woodyard	DEN	3.8	3.5	1.9	0.02	0.01	0.07	0	0.08
Akeem Ayers	TEN	3.8	2.9	2	0.18	0.04	0.08	0.01	0.09
Mychal Kendricks	PHI	3.8	3.1	0.9	0.1	0.06	0.05	0.04	0.18
Bobby Wagner	SEA	3.7	3	1.5	0.08	0.08	0.09	0.01	0.1
Ahmad Brooks	SF	3.6	1.7	0.8	0.52	0.02	0.06	0.01	0.17
Dan Connor	DAL	3.6	3.3	1.8	0.01	0.02	0.12	0	0.04
Larry English	SD	3.6	1.1	0.4	0.8	0.01	0.01	0.01	0.04
K.J. Wright	SEA	3.6	2.8	1.1	0.09	0.1	0.1	0.01	0.08
Bryan Thomas	NYJ	3.5	1.8	0.9	0.43	0.03	0.05	0.03	0.16
Jacquian Williams	NYG	3.5	2.9	0.8	0.04	0.17	0.01	0	0.16
Philip Wheeler	OAK	3.4	3	1.5	0.08	0.02	0.02	0.01	0.05
Koa Misi	MIA	3.3	2.3	1.5	0.15	0.14	0.02	0.01	0.11
Brian Rolle	PHI	3.3	2.8	0.9	0.03	0.1	0.07	0.01	0.36
Jarret Johnson	SD	3.2	2.4	1.2	0.16	0.05	0.08	0.01	0.1
Chase Blackburn	NYG	3.2	2.2	1.4	0.02	0.09	0.01	0.13	0.11
Jason Worilds	PIT	3.2	1.3	0.8	0.49	0.05	0.14	0.01	0.06
Scott Shanle	NO	3.1	2.6	1.6	0.05	0.02	0.06	0.02	0.17
Kavell Conner	IND	3.1	2.5	2.9	0.02	0.08	0.08	0	0.14
Jonathan Vilma	NO	3	2.6	1.1	0.03	0.06	0.06	0.01	0.06
Robert Ayers	DEN	3	1.9	1.1	0.22	0.04	0.1	0.01	0.07
Demario Davis	NYJ	2.9	2.4	1.1	0.11	0.01	0.02	0.02	0.12
Brandon Siler	KC	2.8	2.2	1.2	0.03	0.02	0.01	0.07	0.2
Perry Riley	WAS	2.8	2.2	2.2	0.05	0.12	0.02	0	0.18
Mike Peterson	ATL	2.7	1.9	1.3	0.02	0.04	0.09	0.08	0.17
Mario Haggan	STL	2.7	1.8	0.6	0.09	0.08	0.06	0.05	0.06
Keith Brooking	DEN	2.6	2.5	1.4	0.01	0	0.01	0	0.17
James-Michael Johnson	CLE	2.6	2	1.2	0.06	0.05	0.08	0.01	0.07
Jonathan Casillas	NO	2.5	1.9	0.9	0.14	0.02	0.01	0	0.09
OBrien Schofield	ARI	2.5	1	0.2	0.36	0.01	0.18	0	0.03
Parys Haralson	SF	2.4	1.4	0.6	0.18	0.03	0.16	0.01	0.05
Clint Session	JAC	2.4	2.1	1.5	0	0	0.14	0	0.02
Jasper Brinkley	MIN	2.1	1.6	0.8	0.06	0.07	0.07	0.01	0.04
Brad Jones	GB	2.1	0.8	0.8	0.25	0.02	0.02	0.01	0.05
Mario Harvey	IND	2.1	1.7	1.4	0.07	0.04	0.03	0.01	0.04
Erik Walden	GB	2	1.7	1	0	0.05	0.02	0.02	0.1
Russell Allen	JAC	2	1.4	1	0.01	0.03	0.14	0.03	0.05
D.J. Smith	GB	2	1.5	0.8	0.05	0.02	0.02	0.04	0.05
Kroy Biermann	ATL	1.9	1	1.7	0.15	0.02	0.01	0.06	0.07
Casey Matthews	PHI	1.9	1.6	0.6	0.04	0.02	0.01	0.01	0.06
Miles Burris	OAK	1.9	1.4	0.6	0.05	0.04	0.08	0.01	0.04
Larry Foote	PIT	1.8	1.3	1.1	0.13	0.02	0.01	0.01	0.07
Marvin Mitchell	MIN	1.8	1.2	0.6	0.04	0.04	0.11	0.03	0.1
Dekoda Watson	TB	1.8	1	0.2	0.1	0.08	0.07	0.01	0.1
Willie Young	DET	1.7	0.5	0.4	0.33	0.01	0.06	0.01	0.05
Kyle Wilber	DAL	1.7	1.5	0.7	0.03	0.02	0.02	0	0.08
Keenan Robinson	WAS	1.7	1.3	0.9	0.07	0.02	0.01	0.01	0.08
Stewart Bradley	ARI	1.6	1.4	0.7	0.04	0.01	0.02	0.01	0.16
Kaluka Maiava	CLE	1.6	1.2	0.3	0.02	0.02	0.09	0.02	0.03
Clark Haggans	SF	1.5	1.4	1	0	0.02	0	0	0.11
Adam Hayward	TB	1.5	1.1	0.3	0.04	0.07	0.01	0.01	0.04
Akeem Jordan	PHI	1.5	1.2	0.5	0.03	0.02	0.01	0.01	0.06
Nick Roach	CHI	1.4	1.2	0.4	0.02	0.02	0.01	0	0.16
Ronnell Lewis	DET	1.4	1	0.6	0.07	0.01	0.04	0	0.04
Tahir Whitehead	DET	1.4	1.1	0.5	0.06	0.03	0.04	0	0.03
Tank Carder	CLE	1.4	1	0.5	0.04	0.04	0.07	0.01	0.04
Jerrell Freeman	IND	1.4	1.2	0.9	0.01	0.02	0.03	0	0.03
Will Herring	NO	1.3	0.7	0.1	0.02	0.02	0.08	0.05	0.08
Victor Butler	DAL	1.3	0.7	0.5	0.13	0.02	0.04	0.01	0.04
Austin Spitler	MIA	1.3	0.5	0.2	0.02	0.22	0.02	0.01	0.04
Quentin Groves	ARI	1.2	0.9	0.4	0.02	0.02	0.08	0	0.08
Gerald McRath	TEN	1.2	1	0.6	0.05	0.01	0.01	0	0.07
Keenan Clayton	OAK	1.2	1	0.8	0.03	0.02	0.02	0	0.17
Najee Goode	TB	1.2	0.9	0.3	0.02	0.01	0.05	0.01	0.03
Zac Diles	TEN	1.2	1	0.6	0.02	0	0.01	0	0.04
Moise Fokou	IND	1.1	1	1.1	0.02	0.01	0.04	0	0.09
Jermaine Cunningham	NE	1.1	0.6	0.4	0.06	0.02	0.13	0.01	0.04
Martez Wilson	NO	1.1	0.4	0.3	0.13	0.02	0.12	0	0.03
Tracy White	NE	1	0.7	0.6	0.05	0.02	0.03	0.01	0.04
Brandon Marshall	JAC	1	0.8	0.5	0	0.01	0.06	0	0.02
Brandon Johnson	PIT	1	0.7	0.8	0.07	0	0.01	0.02	0.19
Adrian Tracy	NYG	1	0.8	0.4	0.02	0.01	0.01	0.01	0.03
Trevor Scott	NE	0.9	0.5	0.5	0.05	0.02	0.03	0.01	0.05
Andy Studebaker	KC	0.9	0.4	0.5	0.03	0.08	0.07	0.01	0.06
Travis Goethel	OAK	0.9	0.7	0.2	0.02	0.01	0.02	0	0.04
Terrell Manning	GB	0.9	0.6	0.3	0	0.02	0.07	0.01	0.06
Demorrio Williams	SD	0.8	0.6	0.2	0.04	0.02	0.01	0.01	0.04
Tim Shaw	TEN	0.8	0.4	0.2	0.02	0.02	0.02	0.01	0.04
Patrick Bailey	TEN	0.8	0.4	0.2	0.03	0.01	0.01	0.01	0.04
Ashlee Palmer	DET	0.8	0.5	0.2	0.04	0.01	0.02	0.01	0.03
Eugene Sims	STL	0.8	0.6	0.1	0.02	0.04	0.01	0	0.08
Malcolm Smith	SEA	0.8	0.5	0.2	0.06	0.01	0.01	0.01	0.03
Heath Farwell	SEA	0.7	0.4	0.2	0.01	0.02	0.02	0.01	0.04
Jason Phillips	CAR	0.7	0.4	0.2	0.04	0.02	0.02	0.01	0.04
Bruce Carter	DAL	0.7	0.5	0.2	0.01	0.02	0.01	0.01	0.07
Nate Irving	DEN	0.7	0.5	0.2	0.02	0.02	0.01	0.01	0.03
Akeem Dent	ATL	0.7	0.5	0.3	0.02	0.02	0.01	0.01	0.06
Darius Fleming	SF	0.7	0.7	0.2	0	0.01	0	0.01	0.04
Travis Lewis	DET	0.7	0.5	0.3	0.03	0.01	0.07	0	0.04
Blake Costanzo	CHI	0.6	0.4	0.1	0.01	0.05	0.01	0.01	0.04
Tavares Gooden	SF	0.6	0.3	0.1	0.03	0.01	0.01	0.01	0.05
Stevenson Sylvester	PIT	0.6	0.4	0.2	0.03	0.03	0.02	0.01	0.06
Josh Hull	STL	0.6	0.5	0.1	0.02	0.02	0	0	0.04
Doug Hogue	DET	0.6	0.3	0.1	0.04	0.01	0.01	0.01	0.03
Chris Carter	PIT	0.6	0.3	0.2	0.03	0.02	0.01	0.01	0.05
Cameron Sheffield	KC	0.5	0.4	0.2	0.02	0.02	0.01	0.02	0.04
Kenny Onatolu	CAR	0.4	0.3	0.2	0.02	0.01	0.01	0.01	0.02
Andrew Gachkar	SD	0.4	0.3	0.1	0	0.01	0.01	0.01	0.03
Ray Lewis	BAL	0	0	0	0	0	0	0	0
James Farrior	PIT	0	0	0	0	0	0	0	0
Nail Diggs	SD	0	0	0	0	0	0	0	0
Nick Barnett	BUF	0	0	0	0	0	0	0	0
E.J. Henderson	MIN	0	0	0	0	0	0	0	0
Bradie James	HOU	0	0	0	0	0	0	0	0
Brendon Ayanbadejo	BAL	0	0	0	0	0	0	0	0
Thomas Davis	CAR	0	0	0	0	0	0	0	0
Matt McCoy	SEA	0	0	0	0	0	0	0	0
Kirk Morrison	BUF	0	0	0	0	0	0	0	0
Darryl Blackstock	BAL	0	0	0	0	0	0	0	0
Bobby Carpenter	NE	0	0	0	0	0	0	0	0
Manny Lawson	CIN	0	0	0	0	0	0	0	0
Thomas Howard	CIN	0	0	0	0	0	0	0	0
Chris Gocong	CLE	0	0	0	0	0	0	0	0
Tim Dobbins	HOU	0	0	0	0	0	0	0	0
Omar Gaither	HOU	0	0	0	0	0	0	0	0
Desmond Bishop	GB	0	0	0	0	0	0	0	0
Antwan Applewhite	CAR	0	0	0	0	0	0	0	0
Robert James	ATL	0	0	0	0	0	0	0	0
Thomas Williams	TB	0	0	0	0	0	0	0	0
Chris Chamberlain	NO	0	0	0	0	0	0	0	0
Gary Guyton	MIA	0	0	0	0	0	0	0	0
Jameel McClain	BAL	0	0	0	0	0	0	0	0
Aaron Curry	OAK	0	0	0	0	0	0	0	0
Brian Cushing	HOU	0	0	0	0	0	0	0	0
Rey Maualuga	CIN	0	0	0	0	0	0	0	0
Jason Williams	CAR	0	0	0	0	0	0	0	0
Spencer Adkins	ATL	0	0	0	0	0	0	0	0
Marcus Benard	CLE	0	0	0	0	0	0	0	0
Dannell Ellerbe	BAL	0	0	0	0	0	0	0	0
Reggie Walker	ARI	0	0	0	0	0	0	0	0
Josh Mauga	NYJ	0	0	0	0	0	0	0	0
Sergio Kindle	BAL	0	0	0	0	0	0	0	0
Darryl Sharpton	HOU	0	0	0	0	0	0	0	0
A.J. Edds	IND	0	0	0	0	0	0	0	0
Eric Norwood	CAR	0	0	0	0	0	0	0	0
Arthur Moats	BUF	0	0	0	0	0	0	0	0
Antonio Coleman	ARI	0	0	0	0	0	0	0	0
Brooks Reed	HOU	0	0	0	0	0	0	0	0
Dontay Moch	CIN	0	0	0	0	0	0	0	0
Kelvin Sheppard	BUF	0	0	0	0	0	0	0	0
Pernell McPhee	BAL	0	0	0	0	0	0	0	0
Chris White	BUF	0	0	0	0	0	0	0	0
Greg Jones	NYG	0	0	0	0	0	0	0	0
Mike Mohamed	DEN	0	0	0	0	0	0	0	0
J.T. Thomas	CHI	0	0	0	0	0	0	0	0
Whitney Mercilus	HOU	0	0	0	0	0	0	0	0
Courtney Upshaw	BAL	0	0	0	0	0	0	0	0
Nigel Bradham	BUF	0	0	0	0	0	0	0	0
Bryan Kehl	WAS	0	0	0	0	0	0	0	0
Ricky Brown	BAL	0	0	0	0	0	0	0	0
