PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Jason Pierre-Paul	NYG	7.2	3.8	1.6	0.81	0.06	0.22	0	0.4
Jared Allen	MIN	6.7	3.3	1.7	0.68	0.19	0.27	0.06	0.26
Chris Long	STL	6.7	1.8	0.4	1.51	0.04	0.17	0	0.14
Chris Clemons	SEA	6.5	2.2	1.4	1.17	0.04	0.31	0	0.27
Jabaal Sheard	CLE	5.9	2.6	1.3	0.68	0.08	0.52	0	0.09
John Abraham	ATL	5.8	2.1	0.8	0.94	0.07	0.3	0.02	0.15
Calais Campbell	ARI	5.6	2.5	1.2	0.76	0.05	0.14	0.04	0.37
Cliff Avril	DET	5.4	1.4	0.5	0.99	0.1	0.32	0.04	0.24
Jason Babin	PHI	5.3	2.3	0.5	0.76	0.03	0.29	0	0.12
Justin Smith	SF	5.2	3	1	0.48	0.05	0.28	0	0.08
Trent Cole	PHI	5.2	3.3	0.8	0.48	0.02	0.15	0	0.16
Rob Ninkovich	NE	5.2	2.3	2.1	0.41	0.25	0.22	0.13	0.22
Adrian Clayborn	TB	5.2	1.7	1.1	0.92	0.02	0.3	0	0.04
Osi Umenyiora	NYG	5	1.7	1.2	0.75	0.02	0.5	0	0.08
J.J. Watt	HOU	4.9	2.7	0.6	0.54	0.09	0.01	0.04	0.28
Justin Tuck	NYG	4.7	2.2	1.4	0.61	0.08	0.22	0	0.2
Haloti Ngata	BAL	4.7	2.1	1.8	0.66	0.11	0.15	0	0.29
Ahtyba Rubin	CLE	4.7	3.5	2.4	0.32	0.03	0.01	0.02	0.03
Julius Peppers	CHI	4.6	2.2	0.6	0.46	0.09	0.24	0.02	0.2
Jeremy Mincey	JAC	4.4	2.2	1.1	0.43	0.06	0.26	0.04	0.1
Connor Barwin	HOU	4.3	1.7	0.7	0.79	0.02	0.06	0	0.39
Geno Atkins	CIN	4.3	1.6	1.3	0.65	0.16	0.19	0	0.09
Tommy Kelly	OAK	4.2	2.3	1.5	0.28	0.08	0.36	0.03	0.22
Mathias Kiwanuka	NYG	4.2	2.8	1.3	0.24	0.05	0.12	0.06	0.09
Michael Bennett	TB	4.2	2.1	0.3	0.48	0.21	0.09	0	0.02
Carlos Dunlap	CIN	4.2	1.2	0.9	0.88	0.11	0.02	0	0.19
Charles Johnson	CAR	4.1	2.5	1	0.5	0.01	0.01	0	0.18
Paul Kruger	BAL	4.1	1.1	0.5	0.93	0.08	0.02	0	0.11
Kyle Vanden Bosch	DET	4	1.4	0.9	0.71	0.02	0.19	0	0.01
Darnell Dockett	ARI	4	2	0.9	0.46	0.13	0.11	0	0.04
Matt Shaughnessy	OAK	4	2.8	0.8	0.27	0.02	0.15	0	0.04
Ndamukong Suh	DET	4	1.7	1	0.63	0.01	0.01	0.01	0.08
Robert Quinn	STL	4	1.4	0.2	0.66	0.02	0.13	0	0.12
Jared Odrick	MIA	3.7	1.3	0.2	0.46	0.03	0.32	0.06	0.14
Lamarr Houston	OAK	3.7	2.5	1.3	0.08	0.25	0.04	0.04	0.12
Israel Idonije	CHI	3.6	2.3	1.1	0.26	0.1	0.1	0	0.02
Greg Hardy	CAR	3.6	2.2	0.9	0.19	0.02	0.19	0	0.45
Jurrell Casey	TEN	3.6	2.8	1.1	0.14	0.06	0.08	0	0.04
Aaron Maybin	NYJ	3.5	0.6	0.2	0.75	0.02	0.32	0	0.01
Bruce Irvin	SEA	3.5	1.5	0.7	0.5	0.12	0.1	0.01	0.12
Vince Wilfork	NE	3.4	1.9	1.4	0.22	0.13	0.08	0.08	0.16
Mario Williams	BUF	3.4	1.7	0.5	0.39	0.01	0.23	0	0.12
Sione Pouha	NYJ	3.3	2.3	1.4	0.15	0.16	0.06	0	0.22
Michael Johnson	CIN	3.3	1.7	0.9	0.39	0.02	0.1	0.02	0.18
Randy Starks	MIA	3.2	1.8	0.5	0.27	0.03	0.02	0.1	0.29
Cullen Jenkins	PHI	3.2	2.1	0.6	0.25	0.1	0.01	0	0.01
Ray Edwards	ATL	3.2	1.8	0.8	0.35	0.12	0.01	0	0.16
Jason Jones	SEA	3.2	1.4	0.8	0.44	0.03	0.18	0	0.28
Antonio Garay	SD	3.1	2.4	1.3	0.2	0.01	0.01	0	0
Domata Peko	CIN	3.1	2.2	2	0.15	0.07	0.08	0	0.01
Ray McDonald	SF	3.1	1.5	0.8	0.23	0.07	0.25	0.02	0.1
Desmond Bryant	OAK	3.1	1.9	0.4	0.2	0.02	0.16	0	0.04
Muhammad Wilkerson	NYJ	3.1	1.9	1.1	0.33	0.02	0.09	0	0.13
Richard Seymour	OAK	3	2	0.7	0.25	0.06	0.01	0	0.15
Will Smith	NO	3	1.6	0.6	0.4	0.01	0.07	0.01	0.08
Darryl Tapp	PHI	3	1.9	0.7	0.14	0.15	0.14	0	0.27
Lawrence Jackson	DET	3	1.2	1	0.52	0.05	0.02	0	0.02
Gerald McCoy	TB	3	1.6	0.4	0.34	0.02	0.13	0	0.13
Quinton Coples	NYJ	3	1.4	0.6	0.44	0.05	0.03	0	0.06
Antonio Smith	HOU	2.9	1.2	0.5	0.49	0.01	0.09	0	0.19
Jason Hatcher	DAL	2.9	1.4	0.9	0.34	0.03	0.11	0.03	0.08
Frostee Rucker	CLE	2.8	2	1	0.23	0.02	0.02	0	0.1
Brian Robison	MIN	2.8	1.6	1.3	0.2	0.12	0.2	0	0.05
Chris Kelsay	BUF	2.7	1.9	1.6	0.2	0	0.1	0	0.16
Dwan Edwards	CAR	2.7	2.2	1.9	0.14	0.01	0.03	0.01	0.06
Spencer Johnson	BUF	2.7	1.8	1.2	0.09	0.02	0.09	0.05	0.12
Jay Ratliff	DAL	2.7	1.7	0.8	0.17	0.14	0.03	0	0.13
Alan Branch	SEA	2.7	1.4	1.1	0.34	0.03	0.1	0	0.05
Kenyon Coleman	DAL	2.6	1.9	1.1	0.12	0.1	0.02	0	0.12
Kevin Williams	MIN	2.6	1.9	1.4	0.16	0.01	0.09	0	0.28
Karl Klug	TEN	2.6	1.3	0.2	0.32	0.02	0.15	0	0.17
Ryan Pickett	GB	2.5	2.4	1	0.03	0.03	0.02	0	0.08
Kevin Vickerson	DEN	2.5	1.7	0.7	0.1	0.02	0.08	0.05	0.12
Jamaal Anderson	CIN	2.5	0.8	0.7	0.38	0.08	0.05	0	0.06
Brandon Mebane	SEA	2.5	2.3	1.2	0.04	0.03	0.01	0	0.07
Red Bryant	SEA	2.5	1.5	1	0.03	0.06	0.03	0.06	0.14
B.J. Raji	GB	2.5	1.4	1	0.28	0.05	0.02	0.01	0.12
Marcell Dareus	BUF	2.5	1.6	0.8	0.22	0.06	0.01	0	0.07
Juqua Parker	CLE	2.4	1	0.3	0.16	0.27	0.08	0	0.23
Kyle Williams	BUF	2.4	1.7	1.3	0.14	0.07	0.02	0	0.09
Mark Anderson	BUF	2.4	1.2	0.9	0.29	0.05	0.12	0	0.12
Glenn Dorsey	KC	2.4	2.3	2.1	0.01	0.03	0.01	0	0
Kendall Langford	STL	2.3	1.3	0.5	0.18	0.02	0.19	0	0.13
Tyson Jackson	KC	2.2	1.9	1.4	0.07	0.01	0.01	0	0.1
Tyson Alualu	JAC	2.2	1.5	1.3	0.14	0.06	0.06	0	0.07
Linval Joseph	NYG	2.2	1.8	1.1	0.12	0.01	0.02	0	0.2
Mike Patterson	PHI	2.1	1.8	0.6	0	0.05	0.08	0	0.01
Barry Cofield	WAS	2.1	1.4	1	0.09	0.09	0.06	0	0.38
Stephen Bowen	WAS	2.1	1.2	1.7	0.2	0.07	0.02	0	0.05
Justin Bannan	DEN	2.1	1.9	0.8	0.02	0.02	0.02	0	0.12
Shea McClellin	CHI	2.1	1.4	0.6	0.15	0.04	0.02	0	0.02
Robert Geathers	CIN	2	1.1	1.4	0.27	0.04	0.04	0	0.05
Tony McDaniel	MIA	2	1.4	0.8	0.16	0.04	0.01	0	0.24
Amobi Okoye	CHI	2	1.3	0.9	0.2	0.02	0.02	0	0.03
Adam Carriker	WAS	2	1.4	1.1	0.18	0.03	0.02	0	0.02
Corey Liuget	SD	2	1	0.5	0.07	0.13	0.24	0	0.12
Chandler Jones	NE	2	1.2	0.8	0.22	0.03	0.02	0.01	0.05
Turk McBride	NO	1.9	0.7	0.6	0.24	0.02	0.16	0	0
Paul Soliai	MIA	1.9	1.6	0.8	0.05	0.06	0.02	0	0.15
William Hayes	STL	1.9	1.2	0.4	0.2	0.02	0.03	0	0.01
Brandon Graham	PHI	1.9	1.3	0.1	0.1	0.02	0.11	0	0.01
Derrick Morgan	TEN	1.9	1.6	0.8	0.09	0.02	0.01	0	0.06
Andre Branch	JAC	1.9	1.1	0.6	0.14	0.05	0.03	0.01	0.03
Jerel Worthy	GB	1.9	1.2	0.6	0.16	0.03	0.01	0	0.04
Jonathan Babineaux	ATL	1.8	1.1	1.1	0.12	0.03	0.06	0.03	0.19
Brodrick Bunkley	NO	1.8	1.5	0.7	0.03	0.01	0.07	0	0.01
Terrance Knighton	JAC	1.8	1.4	1	0.08	0.02	0.02	0.01	0.09
Vaughn Martin	SD	1.8	1.5	1.3	0.07	0.01	0.01	0	0
Sean Lissemore	DAL	1.8	1.3	0.9	0.14	0.02	0.01	0	0
Cameron Jordan	NO	1.8	1.2	0.8	0.06	0.13	0.01	0	0.17
Dontari Poe	KC	1.8	1.4	0.8	0.06	0.01	0.04	0	0.15
Kendall Reyes	SD	1.8	1.1	0.4	0.16	0.02	0.01	0	0.04
Aubrayo Franklin	SD	1.8	1.3	0.4	0.04	0.05	0.08	0	0
Corey Williams	DET	1.7	1.2	0.6	0.11	0.02	0.02	0.01	0.1
Roy Miller	TB	1.7	1.5	1.3	0.04	0.02	0.02	0	0
C.J. Wilson	GB	1.7	1.5	0.7	0.04	0.01	0.01	0	0
Olivier Vernon	MIA	1.7	0.9	0.3	0.19	0.06	0.02	0	0.03
Letroy Guion	MIN	1.6	0.9	0.6	0.04	0.05	0.03	0	0
Henry Melton	CHI	1.6	1	0.6	0.19	0.03	0.02	0	0.02
Austen Lane	JAC	1.6	1.2	0.8	0.11	0.02	0.01	0	0
