PLAYER	TEAM	FP	INT	PD	SOLO	AST	SACK	FUMR	FORCE
Antrel Rolle	NYG	5.2	0.05	0.21	4.6	2	0	0.06	0.07
Michael Griffin	TEN	5.2	0.14	0.47	4.1	1.8	0	0.04	0.14
Reggie Nelson	CIN	5.2	0.14	0.42	3.1	1.7	0.27	0.01	0.15
Brent Grimes	ATL	5.2	0.17	1.03	3.9	2.3	0	0.07	0.11
Patrick Chung	NE	5.2	0.12	0.47	3.6	2.3	0.15	0.02	0.02
William Moore	ATL	5.2	0.17	0.5	3.7	2.1	0	0.03	0.24
Earl Thomas	SEA	5.2	0.1	0.26	4	2.2	0	0.13	0.09
Donte Whitner	SF	5.1	0.1	0.45	3.8	1	0	0.14	0.14
Bradley Fletcher	STL	5.1	0.16	0.52	4.1	1.6	0	0.06	0.01
Jerraud Powers	IND	5.1	0.27	0.67	3	2.5	0	0.06	0.02
George Wilson	BUF	5	0.26	0.38	3.1	1.8	0	0.08	0.16
Eric Wright	TB	5	0.1	0.66	4.3	1.4	0	0.02	0.07
Lardarius Webb	BAL	5	0.21	0.99	3.4	1.7	0	0.08	0.05
Troy Polamalu	PIT	4.9	0.18	0.85	3.5	1.7	0.06	0.09	0.03
Carlos Rogers	SF	4.9	0.28	0.86	3.1	0.8	0	0.02	0.01
Cortland Finnegan	STL	4.9	0.09	0.61	3.6	1.5	0.15	0.08	0.03
Jacob Lacey	DET	4.8	0.11	0.37	3.4	1.4	0	0.05	0.23
Devin McCourty	NE	4.8	0.17	0.68	3.7	2.5	0.03	0.01	0.09
T.J. Ward	CLE	4.8	0.04	0.47	3.9	2.1	0.07	0.01	0.15
Jordan Babineaux	TEN	4.6	0.07	0.36	3.6	1.6	0.04	0.05	0.08
Matt Giordano	OAK	4.6	0.2	0.26	3.2	1.1	0.04	0.02	0.1
Kurt Coleman	PHI	4.6	0.19	0.31	3.4	0.9	0	0.03	0.09
Ryan Clark	PIT	4.5	0.08	0.44	3.8	1.9	0.05	0.03	0.02
Terence Newman	CIN	4.5	0.12	0.46	3.4	2	0	0.08	0.02
Danieal Manning	HOU	4.5	0.12	0.33	3.3	1.5	0	0.01	0.01
Chris Houston	DET	4.5	0.19	0.62	3.1	1.3	0	0.02	0.02
Louis Delmas	DET	4.5	0.04	0.22	3.8	1.5	0.04	0.09	0.06
Brandon Browner	SEA	4.5	0.2	1.02	3.1	1.9	0	0.02	0.01
Ed Reed	BAL	4.4	0.19	0.82	3	1.4	0.06	0.03	0.09
Chris Hope	ATL	4.4	0.15	0.19	3	1.7	0.02	0.17	0.03
Mike Adams	DEN	4.4	0.19	0.35	3.1	1.4	0.02	0.06	0.07
Michael Huff	OAK	4.4	0.14	0.39	3.3	1.3	0.05	0.01	0.08
Kyle Arrington	NE	4.4	0.24	0.55	3.1	2.1	0.01	0.04	0.02
Joe Haden	CLE	4.4	0.11	1.17	3.3	1.8	0.06	0.04	0.09
Champ Bailey	DEN	4.3	0.18	0.87	3.1	1.4	0.02	0.02	0.1
Brandon Flowers	KC	4.3	0.2	1.1	2.8	1.3	0	0.02	0.03
Sean Smith	MIA	4.3	0.07	0.57	3.8	1.3	0	0.04	0.02
Nate Allen	PHI	4.3	0.18	0.6	3.2	0.9	0.03	0.02	0.03
Amari Spievey	DET	4.3	0.11	0.14	3.5	1.5	0.04	0.04	0.01
Kendrick Lewis	KC	4.3	0.19	0.54	2.3	1.2	0	0.09	0.19
Eric Smith	NYJ	4.2	0.06	0.32	3	1.3	0.18	0.04	0.01
Craig Dahl	STL	4.2	0.12	0.22	3.2	1.3	0.04	0.03	0.11
Kam Chancellor	SEA	4.2	0.1	0.38	3.3	2	0.04	0.05	0.06
Reshad Jones	MIA	4.2	0.04	0.26	3.1	1.1	0.2	0.08	0.02
Aqib Talib	TB	4.1	0.16	0.69	2.8	0.9	0	0.02	0.07
Kenny Phillips	NYG	4.1	0.1	0.49	3.3	1.5	0	0.03	0.11
Justin King	IND	4.1	0.07	0.32	3.2	2.6	0.05	0.02	0.14
Vontae Davis	IND	4.1	0.19	0.61	2.9	2.5	0.02	0.02	0.01
Cody Grimm	TB	4.1	0.09	0.19	3.3	1	0	0.02	0.06
Quinton Carter	DEN	4.1	0.14	0.2	3.1	1.4	0.04	0.02	0.01
Drayton Florence	DET	4	0.13	0.57	2.6	1	0	0.09	0.12
Stanford Routt	KC	4	0.23	0.9	2.4	1.2	0	0.02	0.07
Johnathan Joseph	HOU	4	0.2	0.85	2.7	1.3	0	0.01	0.09
Glover Quin	HOU	4	0.04	0.47	3.4	1.6	0	0.1	0.05
Cedric Griffin	WAS	3.9	0.09	0.77	3	2.6	0.01	0.02	0.21
Steve Gregory	NE	3.9	0.09	0.2	3.2	2.1	0.01	0.02	0.02
Josh Wilson	WAS	3.9	0.17	0.98	2.6	2.3	0.01	0.05	0.06
Antoine Cason	SD	3.9	0.1	0.87	3.2	1.3	0	0.03	0.07
Orlando Scandrick	DAL	3.9	0.05	0.35	3.2	1.3	0.13	0.02	0.02
Alphonso Smith	DET	3.9	0.16	0.41	2.3	0.9	0	0.08	0.1
Alterraun Verner	TEN	3.9	0.08	0.52	3.1	1.5	0	0.1	0.02
Dunta Robinson	ATL	3.8	0.13	0.47	3	1.7	0	0.03	0.01
E.J. Biggers	TB	3.8	0.05	0.55	3.5	1.1	0	0.03	0.01
Jamarca Sanford	MIN	3.8	0.11	0.26	2.6	1.5	0.04	0.17	0.08
Mark Barron	TB	3.8	0.09	0.39	2.8	0.8	0.03	0.1	0.05
Adrian Wilson	ARI	3.7	0.09	0.58	3	1	0.03	0.02	0.08
Ron Bartell	OAK	3.7	0.04	0.66	3.3	1.2	0	0.01	0.08
Abram Elam	KC	3.7	0.06	0.24	2.7	1.4	0.01	0.1	0.21
Darrelle Revis	NYJ	3.7	0.2	1.33	2.1	1	0.01	0.04	0.01
Leon Hall	CIN	3.7	0.16	0.52	2.5	1.5	0.01	0.09	0.04
William Gay	ARI	3.7	0.1	0.63	2.7	0.9	0.03	0.11	0.03
Corey Webster	NYG	3.6	0.18	0.72	2.5	1.1	0	0.01	0.06
Brandon Carr	DAL	3.6	0.12	0.54	2.7	1.2	0	0.08	0.02
Sam Shields	GB	3.6	0.1	0.48	2.9	1.1	0.02	0.01	0.02
Richard Sherman	SEA	3.6	0.12	0.76	2.8	1.6	0	0.02	0.11
Quentin Jammer	SD	3.4	0.04	0.45	2.9	1.1	0	0.08	0.07
Sheldon Brown	CLE	3.4	0.14	0.74	2.4	1.4	0	0.04	0.06
Bryan Scott	BUF	3.4	0.11	0.4	1.9	1.1	0.14	0.08	0.01
Reed Doughty	WAS	3.4	0.04	0.25	2.8	2.5	0.02	0.06	0.12
Troy Nolan	MIA	3.4	0.02	0.28	2.5	0.9	0.15	0.09	0.03
Harrison Smith	MIN	3.4	0.07	0.41	2.5	1.6	0.08	0.07	0.09
Antonio Cromartie	NYJ	3.3	0.25	0.9	1.9	0.9	0	0.02	0.05
Javier Arenas	KC	3.3	0.07	0.35	1.5	0.8	0.1	0.09	0.02
Nnamdi Asomugha	PHI	3.2	0.18	0.4	2.1	0.6	0	0.02	0.01
Leodis McKelvin	BUF	3.2	0.09	0.59	1.6	0.9	0	0.13	0.04
Kareem Jackson	HOU	3.2	0.06	0.35	2.6	1.2	0	0.02	0.12
Aaron Williams	BUF	3.2	0.12	0.55	2.3	1.4	0	0.02	0.11
Ike Taylor	PIT	3.1	0.11	0.84	2.3	1.1	0.04	0.02	0.04
Tarell Brown	SF	3.1	0.19	0.72	2.1	0.6	0	0.01	0.01
Cary Williams	BAL	3.1	0.04	0.59	2.6	1.4	0	0.01	0.13
Rahim Moore	DEN	3.1	0.11	0.17	2.2	1	0	0.09	0.01
Perrish Cox	SF	3	0.01	0.92	2.8	0.9	0	0.01	0
Usama Young	CLE	2.9	0.07	0.2	2.4	1.4	0.02	0.01	0.01
Dominique Rodgers-Cromartie	PHI	2.9	0.07	0.72	2.1	0.6	0.03	0.02	0.01
Mike Jenkins	DAL	2.9	0.04	0.49	2.5	1	0	0.02	0.06
Marcus Gilchrist	SD	2.9	0.1	0.23	1.9	0.7	0	0.14	0.01
Jim Leonhard	DEN	2.9	0	0.1	2.6	1	0	0.06	0.09
James Sanders	ARI	2.8	0.06	0.18	2.2	0.7	0	0.07	0.01
Jason Allen	CIN	2.8	0.12	0.36	2.2	1.2	0.01	0	0.01
Chris Cook	MIN	2.8	0.03	0.42	2.6	1.6	0	0.01	0.02
Mistral Raymond	MIN	2.7	0.31	0.48	1	0.6	0	0.08	0.03
Terrence McGee	BUF	2.6	0.06	0.43	2.3	1.4	0	0	0.02
Chris Culliver	SF	2.5	0.06	0.31	2.1	0.6	0	0.02	0.01
Morris Claiborne	DAL	2.5	0.11	0.49	1.5	0.6	0.02	0.09	0.06
Stephon Gilmore	BUF	2.5	0.23	0.81	1.1	0.7	0.02	0.04	0.04
Dimitri Patterson	CLE	2.4	0.06	0.69	1.9	1.1	0.02	0.01	0.01
Mike Mitchell	OAK	2.4	0.05	0.42	1.8	0.7	0.03	0.04	0.07
Chris Clemons	MIA	2.4	0.03	0.26	1.3	0.5	0.05	0.09	0.19
Quintin Demps	HOU	2.3	0.11	0.23	1.7	0.7	0	0.02	0.02
Darian Stewart	STL	2.3	0	0.13	2	0.8	0	0.03	0.06
Brandon Meriweather	WAS	2.2	0.05	0.29	1.9	1.7	0	0.02	0.01
Alan Ball	HOU	2.2	0.05	0.38	1.8	0.8	0	0.04	0.02
Jimmy Smith	BAL	2.2	0.09	0.48	1.4	0.7	0	0.06	0.01
Joselio Hanson	OAK	2.1	0.04	0.32	1.6	0.7	0	0.1	0.01
Michael Adams	ARI	2.1	0.06	0.22	1.7	0.5	0	0.02	0.02
Janoris Jenkins	STL	2.1	0.13	0.6	1.3	0.6	0.02	0.05	0.03
Adam Jones	CIN	2	0.02	0.29	1.6	0.9	0	0.05	0.07
Christopher Owens	ATL	2	0.02	0.27	1.8	1.1	0	0.01	0.02
Rashad Johnson	ARI	2	0.05	0.21	1.6	0.5	0	0.05	0.04
Casey Hayward	GB	2	0.12	0.47	1.2	0.5	0.02	0.03	0.03
Brice McCain	HOU	1.9	0.06	0.56	1.3	0.6	0	0.02	0.01
Kyle Wilson	NYJ	1.9	0.08	0.42	1.5	0.7	0	0.02	0.01
Walter Thurmond	SEA	1.9	0.04	0.28	1.5	0.9	0	0.02	0.11
Justin Tryon	NYG	1.8	0.04	0.31	1.3	0.6	0	0.05	0.01
Nolan Carroll	MIA	1.8	0.06	0.3	1.4	0.5	0	0.04	0.02
Jaiquawn Jarrett	PHI	1.8	0.06	0.27	1.4	0.4	0	0.02	0.01
Brandon Taylor	SD	1.8	0.04	0.22	1.4	0.6	0.01	0.04	0.05
Brandon Boykin	PHI	1.8	0.06	0.27	0.4	0.1	0	0.03	0.01
Jerron McMillian	GB	1.8	0.05	0.2	1.3	0.6	0.01	0.02	0.02
James Ihedigbo	BAL	1.8	0	0.05	1.8	1	0	0.01	0.01
Shawntae Spencer	OAK	1.7	0.05	0.25	1.3	0.5	0	0.02	0.04
Tom Zbikowski	IND	1.7	0.05	0.2	1	0.8	0.04	0.03	0.02
Justin Rogers	BUF	1.7	0.08	0.4	0.7	0.4	0	0.02	0.01
Sean Considine	BAL	1.6	0.03	0.28	0.8	0.4	0.05	0.11	0.08
Barry Church	DAL	1.6	0.02	0.15	1.1	0.5	0	0.09	0.05
Dre Kirkpatrick	CIN	1.6	0.06	0.45	1	0.6	0.02	0.04	0.03
Keenan Lewis	PIT	1.5	0.05	0.29	1.3	0.6	0	0	0
Prince Amukamara	NYG	1.5	0.05	0.24	1	0.5	0	0.06	0.02
DaNorris Searcy	BUF	1.5	0.07	0.25	1.1	0.7	0	0.01	0.01
Ryan Mundy	PIT	1.4	0.05	0.23	1	0.5	0	0.01	0.08
Brandyn Thompson	WAS	1.4	0.04	0.26	0.4	0.4	0	0.25	0.01
SydQuan Thompson	DEN	1.4	0.21	0.23	0.7	0.3	0	0.08	0.01
Darcel McBath	SF	1.4	0	0.15	1.3	0.4	0	0	0
Trent Robinson	SF	1.3	0.08	0.26	0.7	0.2	0.01	0.02	0.02
Madieu Williams	WAS	1.2	0.04	0.23	0.9	0.7	0	0.02	0.02
Travis Daniels	KC	1.2	0.1	0.23	0.6	0.3	0	0.03	0.01
Jalil Brown	KC	1.2	0.05	0.24	0.4	0.2	0	0.18	0.01
Atari Bigby	SD	1.1	0.03	0.16	0.4	0.2	0.05	0.12	0.02
Buster Skrine	CLE	1.1	0.08	0.22	0.5	0.3	0	0.02	0.01
Jimmy Wilson	MIA	1.1	0.05	0.38	0.5	0.2	0	0.04	0.02
Joe Lefeged	IND	1.1	0	0.26	0.6	0.5	0	0.01	0.01
Tavon Wilson	NE	1.1	0.05	0.18	0.7	0.5	0.01	0.01	0.03
Matt Johnson	DAL	1.1	0.01	0.16	1	0.4	0.01	0.01	0.02
David Bruton	DEN	1	0	0.14	0.9	0.5	0	0.02	0.01
Dwight Bentley	DET	1	0.05	0.25	0.6	0.3	0.01	0.02	0.02
George Iloka	CIN	1	0.02	0.15	0.7	0.4	0.02	0.03	0.02
Curtis Marsh	PHI	0.9	0.06	0.29	0.5	0.1	0	0.03	0.01
Anthony Gaitor	TB	0.9	0.04	0.15	0.6	0.2	0	0.02	0.01
Christian Thompson	BAL	0.9	0	0.25	0.8	0.5	0	0.01	0.02
Josh Bush	NYJ	0.9	0.06	0.28	0.5	0.2	0.01	0.02	0.02
Charles Mitchell	ATL	0.9	0.06	0.18	0.5	0.3	0	0.01	0.01
Mana Silva	DAL	0.9	0.03	0.14	0.6	0.3	0	0.03	0.02
Erik Coleman	DET	0.8	0.04	0.15	0.6	0.2	0	0.01	0.01
Corey Graham	BAL	0.8	0.06	0.29	0.4	0.2	0	0.01	0.02
Taylor Mays	CIN	0.8	0.02	0.14	0.6	0.3	0.01	0.01	0.02
Trumaine Johnson	STL	0.8	0.02	0.1	0.6	0.2	0	0.03	0.02
David Sims	PHI	0.8	0.05	0.29	0.4	0.1	0.01	0.02	0.01
Ray Ventrone	CLE	0.7	0.04	0.21	0.4	0.2	0	0.01	0.01
Pat Lee	OAK	0.7	0.04	0.26	0.4	0.2	0	0.02	0.02
Ryan Mouton	TEN	0.7	0.03	0.2	0.4	0.2	0	0.01	0.02
Darrell Stuckey	SD	0.7	0.02	0.15	0.4	0.2	0	0.01	0.02
Shareece Wright	SD	0.7	0.04	0.19	0.4	0.2	0	0.01	0.01
Tommie Campbell	TEN	0.7	0.04	0.22	0.5	0.2	0	0.02	0.02
Josh Robinson	MIN	0.7	0	0.19	0.6	0.4	0.01	0.01	0.03
Robert Blanton	MIN	0.7	0.03	0.19	0.4	0.3	0.01	0.02	0.02
Jeremy Lane	SEA	0.7	0.04	0.22	0.4	0.2	0	0.01	0.01
Jonte Green	DET	0.7	0.04	0.18	0.4	0.2	0	0.01	0.01
Michael Coe	NYG	0.7	0.03	0.23	0.4	0.2	0	0.02	0.01
Phillip Adams	OAK	0.7	0.04	0.11	0.5	0.2	0	0.01	0.01
Will Allen	PIT	0.6	0.04	0.27	0.4	0.2	0	0.01	0.01
John Wendling	DET	0.6	0.04	0.16	0.4	0.2	0	0.01	0.02
Marquice Cole	NE	0.6	0.02	0.05	0.3	0.2	0	0.04	0.01
Myron Lewis	TB	0.6	0.01	0.06	0.5	0.2	0	0	0.01
Stevie Brown	NYG	0.6	0.03	0.23	0.4	0.2	0	0.02	0.01
Brandon Burton	MIN	0.6	0.02	0.18	0.4	0.3	0	0.01	0.02
Jayron Hosley	NYG	0.6	0.01	0.25	0.4	0.2	0.01	0.01	0.02
Winston Guy	SEA	0.6	0.01	0.14	0.5	0.3	0	0.01	0.02
Curtis Brown	PIT	0.6	0.05	0.25	0.4	0.2	0	0.01	0.01
Byron Maxwell	SEA	0.5	0.01	0.03	0.3	0.2	0	0.05	0.01
Omar Bolden	DEN	0.5	0	0.19	0.4	0.2	0	0.01	0.01
Alfonzo Dennard	NE	0.5	0.04	0.13	0.3	0.2	0	0.01	0.01
Marcus Sherels	MIN	0.5	0	0	0	0	0	0	0
Jacques Reeves	KC	0.5	0.02	0.05	0.3	0.2	0.01	0.01	0.02
Shiloh Keo	HOU	0.4	0.01	0.03	0.3	0.2	0	0.01	0.01
Coty Sensabaugh	TEN	0.4	0	0.18	0.3	0.2	0	0.01	0.02
Chris Greenwood	DET	0.4	0	0.15	0.3	0.2	0	0.01	0.01
Brandon Harris	HOU	0.3	0.01	0.03	0.3	0.2	0	0	0
Tyler Sash	NYG	0.3	0	0.03	0.3	0.1	0	0.01	0
Ron Brooks	BUF	0.3	0	0	0.3	0.2	0	0.01	0.01
Trevin Wade	CLE	0.3	0	0.26	0.3	0.2	0	0.01	0.01
Jordan Bernstine	WAS	0.3	0	0.32	0.2	0.2	0.01	0	0.01
Bryan McCann	OAK	0.2	0	0	0	0	0	0	0
Will Allen	NE	0	0	0	0	0	0	0	0
Charles Tillman	CHI	0	0	0	0	0	0	0	0
Rashean Mathis	JAC	0	0	0	0	0	0	0	0
Rod Hood	STL	0	0	0	0	0	0	0	0
Chris Gamble	CAR	0	0	0	0	0	0	0	0
Sean Jones	DET	0	0	0	0	0	0	0	0
Jabari Greer	NO	0	0	0	0	0	0	0	0
Benny Sapp	MIN	0	0	0	0	0	0	0	0
Brodney Pool	DAL	0	0	0	0	0	0	0	0
Kelvin Hayden	CHI	0	0	0	0	0	0	0	0
Oshiomogho Atogwe	PHI	0	0	0	0	0	0	0	0
Chris Carr	MIN	0	0	0	0	0	0	0	0
James Butler	STL	0	0	0	0	0	0	0	0
Roman Harper	NO	0	0	0	0	0	0	0	0
Tim Jennings	CHI	0	0	0	0	0	0	0	0
Dawan Landry	JAC	0	0	0	0	0	0	0	0
Charlie Peprah	GB	0	0	0	0	0	0	0	0
Jarrad Page	MIN	0	0	0	0	0	0	0	0
Aaron Ross	JAC	0	0	0	0	0	0	0	0
Tanard Jackson	WAS	0	0	0	0	0	0	0	0
Melvin Bullitt	IND	0	0	0	0	0	0	0	0
Byron Westbrook	WAS	0	0	0	0	0	0	0	0
Tyrell Johnson	MIA	0	0	0	0	0	0	0	0
Charles Godfrey	CAR	0	0	0	0	0	0	0	0
Reggie Smith	CAR	0	0	0	0	0	0	0	0
Antwaun Molden	NYG	0	0	0	0	0	0	0	0
Dwight Lowery	JAC	0	0	0	0	0	0	0	0
Craig Steltz	CHI	0	0	0	0	0	0	0	0
Jonathan Wilhite	CHI	0	0	0	0	0	0	0	0
Haruki Nakamura	CAR	0	0	0	0	0	0	0	0
Josh Barrett	NE	0	0	0	0	0	0	0	0
Elbert Mack	NO	0	0	0	0	0	0	0	0
Malcolm Jenkins	NO	0	0	0	0	0	0	0	0
Darius Butler	CAR	0	0	0	0	0	0	0	0
Sherrod Martin	CAR	0	0	0	0	0	0	0	0
Derek Cox	JAC	0	0	0	0	0	0	0	0
Kevin Barnes	DET	0	0	0	0	0	0	0	0
Donald Washington	KC	0	0	0	0	0	0	0	0
D.J. Moore	CHI	0	0	0	0	0	0	0	0
Morgan Trent	WAS	0	0	0	0	0	0	0	0
Captain Munnerlyn	CAR	0	0	0	0	0	0	0	0
Courtney Greene	JAC	0	0	0	0	0	0	0	0
Danny Gorrer	BAL	0	0	0	0	0	0	0	0
Patrick Robinson	NO	0	0	0	0	0	0	0	0
Major Wright	CHI	0	0	0	0	0	0	0	0
Kevin Thomas	PHI	0	0	0	0	0	0	0	0
Dominique Franks	ATL	0	0	0	0	0	0	0	0
Sherrick McManis	CHI	0	0	0	0	0	0	0	0
Larry Asante	TB	0	0	0	0	0	0	0	0
Jordan Pugh	CAR	0	0	0	0	0	0	0	0
Cassius Vaughn	IND	0	0	0	0	0	0	0	0
Aaron Berry	DET	0	0	0	0	0	0	0	0
Terrence Johnson	IND	0	0	0	0	0	0	0	0
Ras-I Dowling	NE	0	0	0	0	0	0	0	0
DeMarcus Van Dyke	PIT	0	0	0	0	0	0	0	0
Johnny Patrick	NO	0	0	0	0	0	0	0	0
Chris Conte	CHI	0	0	0	0	0	0	0	0
Brandon Hogan	CAR	0	0	0	0	0	0	0	0
Chimdi Chekwa	OAK	0	0	0	0	0	0	0	0
Chris Prosinski	JAC	0	0	0	0	0	0	0	0
Rashad Carmichael	HOU	0	0	0	0	0	0	0	0
Josh Thomas	CAR	0	0	0	0	0	0	0	0
Jermale Hines	IND	0	0	0	0	0	0	0	0
Chykie Brown	BAL	0	0	0	0	0	0	0	0
Chris Rucker	IND	0	0	0	0	0	0	0	0
Colin Jones	CAR	0	0	0	0	0	0	0	0
David Caldwell	IND	0	0	0	0	0	0	0	0
Darrin Walls	ATL	0	0	0	0	0	0	0	0
Kevin Rutland	JAC	0	0	0	0	0	0	0	0
Josh Norman	CAR	0	0	0	0	0	0	0	0
Corey White	NO	0	0	0	0	0	0	0	0
Markelle Martin	TEN	0	0	0	0	0	0	0	0
D.J. Campbell	CAR	0	0	0	0	0	0	0	0
Reggie Corner	JAC	0	0	0	0	0	0	0	0
Drew Coleman	DET	0	0	0	0	0	0	0	0
Rafael Bush	NO	0	0	0	0	0	0	0	0
Jerome Murphy	NO	0	0	0	0	0	0	0	0
Robert McClain	ATL	0	0	0	0	0	0	0	0
