PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Calvin Johnson	DET	15.1	5.6	99	17.7	0.89	0.05
Jordy Nelson	GB	12.6	4.6	81	17.6	0.74	0.05
Greg Jennings	GB	12.5	5.2	80	15.4	0.76	0.04
Hakeem Nicks	NYG	12.2	5.3	83	15.7	0.67	0.05
Julio Jones	ATL	12.1	4.8	82	17.3	0.6	0.06
Mike Wallace	PIT	11.9	4.6	75	16.2	0.67	0.05
A.J. Green	CIN	11.4	5.6	88	15.6	0.4	0.06
Andre Johnson	HOU	10.9	6.1	86	14	0.4	0.05
Miles Austin	DAL	10.8	4.5	68	15.2	0.67	0.05
Victor Cruz	NYG	10.8	4.7	79	16.8	0.5	0.04
Roddy White	ATL	10.5	5.9	76	12.8	0.51	0.06
Jeremy Maclin	PHI	10.4	4.4	68	15.2	0.6	0.04
Steve Smith	CAR	10.3	5.5	87	15.8	0.31	0.12
Brandon Marshall	CHI	10.3	5.5	77	13.9	0.44	0.04
Dez Bryant	DAL	9.7	4.4	66	14.9	0.56	0.22
Demaryius Thomas	DEN	9.6	3.7	66	17.7	0.5	0.02
Larry Fitzgerald	ARI	9.5	5.2	80	15.4	0.28	0.06
Marques Colston	NO	9.5	5.5	76	13.9	0.35	0.06
Antonio Brown	PIT	9.5	4.6	70	15.2	0.28	0.07
Danny Amendola	STL	9.4	7	70	10	0.35	0.17
Percy Harvin	MIN	9.3	5.5	50	9.1	0.23	0.1
Vincent Jackson	TB	9.1	4.1	72	17.5	0.32	0.04
Anquan Boldin	BAL	9	4	64	16.1	0.45	0.04
DeSean Jackson	PHI	8.9	3.5	64	18.4	0.39	0.05
Eric Decker	DEN	8.9	3.7	58	16	0.51	0.09
Wes Welker	NE	8.5	5.4	63	11.8	0.37	0.04
Lance Moore	NO	8.5	3.8	50	13.1	0.57	0.05
Torrey Smith	BAL	8.5	3.1	58	19.1	0.42	0.03
Malcom Floyd	SD	8.3	3.1	61	19.7	0.38	0.02
Reggie Wayne	IND	8.1	5.6	64	11.4	0.3	0.05
Sidney Rice	SEA	8.1	4.2	63	14.9	0.32	0.05
Denarius Moore	OAK	8.1	3.2	55	17.2	0.16	0.05
Brandon Lloyd	NE	7.6	4	59	14.8	0.3	0.04
Dwayne Bowe	KC	7.6	3.8	57	14.8	0.32	0.04
Kenny Britt	TEN	7.5	4.1	62	15.4	0.24	0.08
Steve Johnson	BUF	7.3	4	53	13.3	0.34	0.04
James Jones	GB	6.6	2.6	42	16.5	0.4	0.06
Randall Cobb	GB	6.6	2.7	36	13.5	0.11	0.28
Pierre Garcon	WAS	6.5	4.6	54	11.6	0.2	0.06
Darrius Heyward-Bey	OAK	6.5	4	53	13	0.21	0.03
Michael Crabtree	SF	6.3	4.1	49	12.1	0.25	0.03
Mike Williams	TB	6.3	3.9	48	12.3	0.26	0.08
Brandon LaFell	CAR	5.6	3	45	15.1	0.18	0.03
Santonio Holmes	NYJ	5.5	3.1	40	12.7	0.27	0.07
Mario Manningham	SF	5.5	2.3	36	15.4	0.32	0.02
Santana Moss	WAS	5.3	3.7	45	12.2	0.14	0.05
Jacoby Jones	BAL	5.3	2.3	35	15	0.21	0.08
Kevin Walter	HOU	5.2	3.2	39	12	0.24	0.03
