PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Karlos Dansby	MIA	8.9	6.7	1.8	0.21	0.04	0.65	0.03	0.32
DeMarcus Ware	DAL	8.7	3.3	0.9	1.48	0.11	0.26	0.01	0.1
DQwell Jackson	CLE	8.6	5.9	3	0.42	0.26	0.12	0.1	0.17
James Anderson	CAR	8.4	6.6	4	0.09	0.23	0.1	0.12	0.32
Kevin Burnett	MIA	8.2	6.2	2.1	0.34	0.08	0.12	0.06	0.22
Clay Matthews	GB	8.1	3.2	1	1.11	0.04	0.41	0.09	0.39
Patrick Willis	SF	8	6.1	2.3	0.15	0.16	0.35	0.05	0.43
James Laurinaitis	STL	8	6.3	2.3	0.28	0.09	0.01	0.13	0.5
James Harrison	PIT	7.7	4.6	1.8	0.67	0.04	0.37	0.02	0.12
London Fletcher	WAS	7.6	5.9	3.8	0.14	0.06	0.18	0.12	0.4
Ray Lewis	BAL	7.5	6	2.6	0.15	0.07	0.26	0.03	0.32
Chad Greenway	MIN	7.5	6.8	4	0.15	0.08	0.04	0	0.14
Derrick Johnson	KC	7.1	5.7	2.3	0.08	0.11	0.19	0.09	0.56
D.J. Williams	DEN	6.9	5.2	2.5	0.3	0.11	0.2	0	0.32
Sean Weatherspoon	ATL	6.8	5.9	3.2	0.17	0.08	0.01	0.01	0.4
Brian Urlacher	CHI	6.6	5.4	1.5	0.06	0.14	0.03	0.1	0.31
Ryan Kerrigan	WAS	6.6	2.8	1.5	0.89	0.01	0.35	0.07	0.16
Cameron Wake	MIA	6.5	3	0.7	0.92	0.05	0.24	0	0.23
Lawrence Timmons	PIT	6.4	5.4	2.3	0.1	0.05	0.05	0.06	0.31
Brian Orakpo	WAS	6.3	2.4	1.8	1.03	0.05	0.13	0	0.22
Von Miller	DEN	6.3	3.3	1.1	0.74	0.02	0.38	0	0.24
Navorro Bowman	SF	6.2	5.4	2.1	0.06	0.16	0.01	0.01	0.23
Jon Beason	CAR	6.1	5.2	2.7	0.06	0.01	0.16	0.07	0.37
Paul Posluszny	JAC	6.1	4.4	3.3	0.3	0.02	0.07	0.1	0.4
Donald Butler	SD	6.1	4.3	1.3	0.17	0.07	0.33	0.08	0.13
Daryl Smith	JAC	6	4.1	2.4	0.35	0.02	0.18	0.07	0.37
David Harris	NYJ	6	3.7	1.7	0.33	0.02	0.01	0.2	0.53
Daryl Washington	ARI	6	4.6	0.8	0.18	0.02	0.03	0.12	0.34
Sean Lee	DAL	6	4.3	2.5	0.07	0.07	0.12	0.18	0.3
LaMarr Woodley	PIT	5.9	2.8	1.7	0.58	0.21	0.11	0.09	0.2
Brian Cushing	HOU	5.9	3.9	3.1	0.36	0.01	0.2	0.09	0.28
Rolando McClain	OAK	5.9	5.1	2.3	0.19	0.02	0.02	0.01	0.71
Lance Briggs	CHI	5.8	5.2	1.4	0.03	0.02	0.11	0.05	0.2
Tamba Hali	KC	5.8	2.7	1.4	0.57	0.09	0.51	0.02	0.06
Jerod Mayo	NE	5.8	4	4	0.29	0.05	0.27	0.05	0.31
Curtis Lofton	NO	5.7	4.5	2.9	0.06	0.1	0.19	0.05	0.36
Anthony Spencer	DAL	5.6	3.4	1.4	0.41	0.01	0.35	0.01	0.07
Pat Angerer	IND	5.6	4.7	4.8	0.05	0.08	0.16	0.03	0.16
Colin McCarthy	TEN	5.6	3.9	1.6	0.03	0.2	0.25	0.1	0.24
Stephen Tulloch	DET	5.5	4.1	2.1	0.17	0.13	0.04	0.07	0.32
Luke Kuechly	CAR	5.5	4.6	2.2	0.08	0.07	0.18	0.02	0.15
Erin Henderson	MIN	5.4	4.1	3.1	0.19	0.08	0.22	0	0.11
Nick Barnett	BUF	5.3	3.6	3.7	0.17	0.01	0.08	0.15	0.27
Mason Foster	TB	5.3	4.2	2.7	0.13	0.08	0.06	0.07	0.08
Quincy Black	TB	5.2	4.5	1.2	0.06	0.02	0.07	0.05	0.07
Jamar Chaney	PHI	5.2	4.1	1.7	0.05	0.02	0.05	0.14	0.48
Shaun Phillips	SD	5.1	2.6	1	0.47	0.04	0.01	0.15	0.43
Donta Hightower	NE	5.1	3.3	2.6	0.39	0.07	0.15	0.01	0.17
Calvin Pace	NYJ	5	2.8	1.2	0.44	0.04	0.21	0.07	0.18
Michael Boley	NYG	5	4.2	1.6	0.08	0.09	0.04	0.03	0.19
Antwan Barnes	SD	5	1.7	0.3	0.88	0.01	0.25	0.01	0.07
Nick Perry	GB	5	3.6	1.4	0.27	0.07	0.14	0.02	0.16
Scott Fujita	CLE	4.9	3	1.8	0.17	0.02	0.13	0.16	0.24
Rey Maualuga	CIN	4.9	3.8	2.8	0.04	0.07	0.29	0.06	0.09
Brooks Reed	HOU	4.9	1.9	1.2	0.8	0.11	0.12	0.02	0.14
Leroy Hill	SEA	4.8	4	1.6	0.14	0.03	0.1	0.01	0.04
A.J. Hawk	GB	4.8	4.3	2.9	0.08	0.04	0.02	0.02	0.28
Takeo Spikes	SD	4.7	3.8	2.8	0.06	0.03	0.01	0.11	0.32
Kamerion Wimbley	TEN	4.7	3.3	1.1	0.32	0.02	0.06	0.04	0.17
Elvis Dumervil	DEN	4.6	2	1	0.69	0.08	0.11	0.01	0.07
David Hawthorne	NO	4.6	3.4	2.3	0.08	0.11	0.09	0.08	0.31
Brandon Spikes	NE	4.6	3	2.4	0.18	0.13	0.18	0.06	0.27
Melvin Ingram	SD	4.6	3.6	1.4	0.18	0.05	0.12	0.02	0.22
Paris Lenon	ARI	4.4	3.8	2.1	0.09	0.05	0.04	0.02	0.16
Justin Houston	KC	4.4	2.5	0.7	0.37	0.14	0.14	0.01	0.21
Lavonte David	TB	4.4	3.8	1.2	0.06	0.05	0.05	0.01	0.09
DeAndre Levy	DET	4.3	3.5	1.9	0.06	0.04	0.04	0.07	0.09
Aldon Smith	SF	4.3	2	0.5	0.58	0.05	0.16	0.01	0.11
Justin Durant	DET	4.2	3.4	1.2	0.11	0.1	0.06	0.01	0.08
Keith Rivers	NYG	4.2	3.9	1.6	0.07	0.01	0.01	0	0.14
Thomas Howard	CIN	4.1	3.4	2.1	0.05	0.05	0.19	0	0.12
Jo-Lonn Dunbar	STL	4.1	3.4	1	0.1	0.04	0.11	0.01	0.28
Will Witherspoon	TEN	4	2.6	1.5	0.13	0.13	0.15	0.08	0.26
Barrett Ruud	NO	4	3.1	2	0.06	0.01	0.15	0.06	0.28
Stephen Nicholas	ATL	4	3	2.4	0.06	0.08	0.22	0.02	0.11
Geno Hayes	CHI	4	3.2	1.4	0.06	0.01	0.12	0.05	0.12
Mychal Kendricks	PHI	4	3.2	1	0.1	0.07	0.08	0.03	0.18
Zach Brown	TEN	4	3.2	1.4	0.1	0.07	0.12	0.02	0.12
Bart Scott	NYJ	3.9	2.8	1	0.25	0.06	0.06	0.01	0.11
Dan Connor	DAL	3.9	3.5	1.7	0.03	0.02	0.14	0.01	0.03
Joe Mays	DEN	3.9	3.7	1.2	0.02	0.02	0.01	0.01	0.16
Akeem Ayers	TEN	3.9	3	2.1	0.14	0.08	0.14	0	0.11
DeMeco Ryans	PHI	3.8	3.5	1.7	0.02	0.01	0.08	0.01	0.23
Jovan Belcher	KC	3.8	3.5	2.3	0.04	0.01	0.03	0.01	0.07
K.J. Wright	SEA	3.8	2.9	1.1	0.11	0.1	0.13	0.01	0.09
Rocky McIntosh	STL	3.7	3.2	1	0.14	0.02	0.01	0	0.11
Kavell Conner	IND	3.6	3.1	3.6	0.02	0.1	0.09	0	0.09
Pernell McPhee	BAL	3.6	2.1	1.1	0.29	0.1	0.13	0.01	0.12
Brian Rolle	PHI	3.6	2.7	0.9	0.04	0.13	0.11	0.01	0.33
Whitney Mercilus	HOU	3.6	2.4	1.2	0.29	0.04	0.08	0.02	0.14
Bobby Wagner	SEA	3.6	2.8	1.3	0.05	0.09	0.11	0.01	0.11
Koa Misi	MIA	3.5	2.3	1.4	0.22	0.14	0.03	0.01	0.11
Sam Acho	ARI	3.5	1.6	0.4	0.34	0.05	0.33	0.01	0.09
Wesley Woodyard	DEN	3.4	3.1	1.8	0.02	0.02	0.08	0	0.1
Larry English	SD	3.4	1.1	0.4	0.73	0.02	0.02	0.01	0.04
Chase Blackburn	NYG	3.2	2.2	1.3	0.01	0.08	0.01	0.13	0.14
Philip Wheeler	OAK	3.2	2.8	1.5	0.08	0.02	0.01	0.01	0.05
Jameel McClain	BAL	3.2	2.7	2.3	0.04	0.09	0.01	0.02	0.18
Robert Ayers	DEN	3.2	1.9	1.2	0.27	0.06	0.12	0	0.11
Ahmad Brooks	SF	3.1	2	1	0.28	0.02	0.07	0.01	0.1
Jacquian Williams	NYG	3.1	2.7	0.8	0.02	0.11	0	0	0.23
Bryan Thomas	NYJ	3	1.7	0.8	0.29	0.02	0.05	0.04	0.2
Bradie James	HOU	3	2.2	1.8	0.04	0.06	0.16	0.02	0.12
Jarret Johnson	SD	3	2.3	1.2	0.11	0.04	0.07	0.01	0.09
Mario Haggan	STL	2.9	1.7	0.5	0.14	0.07	0.04	0.07	0.07
Scott Shanle	NO	2.8	2.2	1.6	0.05	0.03	0.1	0.04	0.23
Brandon Siler	KC	2.8	2.1	1.4	0.06	0.02	0.02	0.06	0.16
Manny Lawson	CIN	2.7	2.2	1.5	0.08	0.02	0.05	0.01	0.19
Perry Riley	WAS	2.7	2	2	0.1	0.12	0.01	0.02	0.17
Courtney Upshaw	BAL	2.7	2	0.9	0.09	0.04	0.14	0	0.06
Keith Brooking	DEN	2.6	2.5	1.4	0.02	0.01	0.02	0	0.16
Jonathan Vilma	NO	2.6	2.1	1.1	0.04	0.07	0.06	0.01	0.12
Jason Worilds	PIT	2.6	1.6	0.8	0.21	0.05	0.1	0.01	0.04
James-Michael Johnson	CLE	2.6	1.8	1	0.16	0.05	0.08	0.01	0.08
Parys Haralson	SF	2.5	1.6	0.7	0.11	0.04	0.17	0.01	0.03
Clint Session	JAC	2.5	2.1	1.5	0	0	0.19	0	0.02
Demario Davis	NYJ	2.5	2.2	1	0.08	0.01	0.01	0.01	0.14
Mario Harvey	IND	2.4	2.1	1.8	0.04	0.06	0.04	0	0.02
Mike Peterson	ATL	2.3	1.7	1.2	0.01	0.06	0.05	0.06	0.21
Jasper Brinkley	MIN	2.3	1.6	0.9	0.12	0.06	0.06	0	0.04
Jonathan Casillas	NO	2.3	1.7	0.9	0.15	0.02	0.02	0	0.14
Russell Allen	JAC	2.2	1.5	0.9	0.04	0.03	0.15	0.04	0.07
Larry Foote	PIT	2.1	1.8	1.2	0.06	0.01	0.02	0.01	0.05
Kelvin Sheppard	BUF	2.1	1.9	1.4	0.02	0.05	0.01	0.02	0.06
Brad Jones	GB	2	0.8	0.6	0.24	0.02	0.02	0.01	0.04
OBrien Schofield	ARI	2	1	0.2	0.2	0.01	0.18	0	0.04
D.J. Smith	GB	2	1.6	0.8	0.04	0.01	0.01	0.04	0.04
Kyle Wilber	DAL	2	1.6	0.7	0.06	0.01	0.02	0	0.07
Marvin Mitchell	MIN	1.9	1.2	0.6	0.11	0.05	0.09	0.02	0.12
Casey Matthews	PHI	1.9	1.7	0.6	0.03	0.01	0.01	0	0.06
Kroy Biermann	ATL	1.8	1.1	1.7	0.1	0.01	0.01	0.06	0.09
Erik Walden	GB	1.8	1.7	0.9	0	0.03	0.02	0.01	0.1
Dannell Ellerbe	BAL	1.8	1.6	0.9	0.02	0.01	0.02	0.01	0.05
Sergio Kindle	BAL	1.8	1.3	0.6	0.14	0.02	0.02	0	0.05
Miles Burris	OAK	1.8	1.3	0.6	0.05	0.04	0.07	0.01	0.05
Clark Haggans	SF	1.7	1.6	1.1	0	0.03	0	0	0.09
Arthur Moats	BUF	1.7	0.4	0.9	0.25	0.07	0.1	0.01	0.03
Keenan Robinson	WAS	1.7	1.3	0.9	0.09	0.02	0.01	0.01	0.1
Jerrell Freeman	IND	1.7	1.5	1	0.01	0.03	0.03	0	0.02
Brendon Ayanbadejo	BAL	1.6	1.1	0.3	0.04	0.08	0.03	0.01	0.07
