PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Calvin Johnson	DET	14.5	5.3	91	17.1	0.92	0.05
Julio Jones	ATL	13.4	5	89	17.7	0.7	0.06
Percy Harvin	MIN	12.4	6.1	71	11.6	0.34	0.11
Hakeem Nicks	NYG	11.2	4.8	75	15.9	0.63	0.05
A.J. Green	CIN	11.2	5.7	85	14.9	0.41	0.06
Roddy White	ATL	11.1	6.2	82	13.2	0.51	0.07
Miles Austin	DAL	10.9	4.5	67	14.8	0.71	0.05
Demaryius Thomas	DEN	10.7	4.3	74	17.4	0.56	0.04
Mike Wallace	PIT	10.5	4.1	67	16.4	0.53	0.03
Steve Smith	CAR	10.3	5.4	85	15.6	0.34	0.12
Victor Cruz	NYG	10.3	4.4	75	17	0.47	0.05
Marques Colston	NO	10.2	5.7	79	14	0.39	0.06
Vincent Jackson	TB	10.1	4.5	77	17.2	0.39	0.03
Eric Decker	DEN	10.1	4.3	65	15.4	0.58	0.07
Steve Johnson	BUF	9.8	4.6	67	14.4	0.54	0.04
Brandon Marshall	CHI	9.7	5.5	79	14.5	0.32	0.04
Danny Amendola	STL	9.7	7.1	79	11.2	0.27	0.2
Lance Moore	NO	9.6	4	58	14.3	0.63	0.04
Dez Bryant	DAL	9.6	4.4	64	14.6	0.58	0.24
Jeremy Maclin	PHI	9.1	4.9	69	14.1	0.38	0.04
Andre Johnson	HOU	8.8	5.8	70	12	0.32	0.05
Malcom Floyd	SD	8.6	3	59	19.4	0.46	0.03
Antonio Brown	PIT	8.6	3.9	61	15.6	0.28	0.06
Wes Welker	NE	8.3	5.3	57	10.7	0.44	0.04
DeSean Jackson	PHI	8.3	3.8	66	17.3	0.26	0.07
Reggie Wayne	IND	8.2	5.7	65	11.5	0.31	0.06
Anquan Boldin	BAL	8.1	3.5	57	16.4	0.41	0.03
Brandon Lloyd	NE	7.7	4.1	57	14	0.36	0.04
Sidney Rice	SEA	7.3	4	57	14	0.29	0.04
Mike Williams	TB	7.2	4.3	54	12.5	0.33	0.08
Dwayne Bowe	KC	7.1	4	56	14.1	0.26	0.03
Torrey Smith	BAL	7	2.6	49	19	0.34	0.02
Denarius Moore	OAK	7	3	54	18.3	0.1	0.04
Kenny Britt	TEN	6.7	3.6	56	15.6	0.22	0.08
Michael Crabtree	SF	6.1	3.7	47	12.6	0.25	0.04
Santonio Holmes	NYJ	6	3.3	46	14	0.26	0.09
Laurent Robinson	JAC	5.5	3.6	46	12.8	0.16	0.04
Eddie Royal	SD	5.5	2.8	31	10.8	0.23	0.07
Brandon LaFell	CAR	5.5	2.9	43	15.1	0.2	0.03
Justin Blackmon	JAC	5.5	3.7	45	12.2	0.18	0.03
Davone Bess	MIA	5.4	3.9	38	10	0.21	0.21
Darrius Heyward-Bey	OAK	5.3	3.7	46	12.6	0.11	0.04
Titus Young	DET	5.3	2.4	33	13.5	0.34	0.01
Mario Manningham	SF	5.2	2.2	33	15.4	0.31	0.02
Nate Burleson	DET	5	3	33	10.7	0.22	0.03
Vincent Brown	SD	5	2	34	17.4	0.27	0.02
Michael Jenkins	MIN	4.9	3.1	39	12.6	0.18	0.07
Jacoby Jones	BAL	4.9	2	31	15.1	0.19	0.07
Jerome Simpson	MIN	4.7	2.8	38	13.6	0.16	0.02
Austin Collie	IND	4.7	3.6	34	9.5	0.23	0.03
Jeremy Kerley	NYJ	4.7	2.9	35	12.2	0.13	0.34
Stephen Hill	NYJ	4.7	2.2	36	16.3	0.18	0.02
Domenik Hixon	NYG	4.6	1.8	27	15.7	0.23	0.04
Brian Hartline	MIA	4.6	2.7	39	14.2	0.11	0.02
Kendall Wright	TEN	4.5	2.3	35	14.8	0.15	0.03
Devin Hester	CHI	4.4	1.7	23	13.7	0.09	0.2
Brandon Gibson	STL	4.4	2.9	38	12.9	0.11	0.03
Emmanuel Sanders	PIT	4.4	2	27	13.3	0.13	0.08
Earl Bennett	CHI	4.2	2.2	36	16.8	0.11	0.02
Jason Avant	PHI	4.1	2.5	33	13.2	0.14	0.02
Nate Washington	TEN	4	2.3	31	13.4	0.14	0.02
Robert Meachem	SD	4	1.7	27	16.5	0.21	0.01
Dexter McCluster	KC	4	3.1	26	8.4	0.11	0.09
