PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Jason Babin	PHI	8.1	2.2	0.5	1.7	0.02	0.34	0	0.14
Jason Pierre-Paul	NYG	7.3	3.7	1.5	0.83	0.07	0.21	0	0.37
Trent Cole	PHI	6.6	2.9	0.7	1.07	0.03	0.16	0	0.16
Rob Ninkovich	NE	6.5	2.4	2.1	0.78	0.26	0.27	0.1	0.23
Jared Allen	MIN	6.3	3.5	1.8	0.61	0.14	0.23	0.04	0.2
Chris Clemons	SEA	5.5	1.9	1.4	1.02	0.02	0.22	0	0.22
Justin Smith	SF	5.4	2.8	1	0.65	0.06	0.2	0	0.05
Osi Umenyiora	NYG	5.4	1.7	1.1	0.87	0.02	0.52	0	0.09
John Abraham	ATL	5.3	2.3	0.9	0.63	0.08	0.38	0.01	0.16
Calais Campbell	ARI	5.3	2.5	1.3	0.65	0.07	0.19	0.03	0.33
J.J. Watt	HOU	5.2	2.9	0.7	0.54	0.12	0.02	0.05	0.23
Mario Williams	BUF	5.1	1.6	0.4	0.94	0.02	0.27	0	0.16
Julius Peppers	CHI	5	1.8	0.5	0.68	0.09	0.2	0.04	0.29
Robert Mathis	IND	4.9	2.1	1.3	0.57	0.25	0.25	0	0.05
Justin Tuck	NYG	4.9	2.2	1.3	0.68	0.08	0.2	0	0.22
Jabaal Sheard	CLE	4.9	2.5	1.2	0.34	0.1	0.51	0	0.08
Jeremy Mincey	JAC	4.7	2.3	1.1	0.48	0.08	0.32	0.03	0.09
Connor Barwin	HOU	4.5	1.8	0.9	0.8	0.02	0.09	0	0.35
Adrian Clayborn	TB	4.4	1.8	1.1	0.61	0.02	0.28	0	0.06
Vince Wilfork	NE	4.2	2	1.4	0.42	0.16	0.12	0.04	0.13
Tommy Kelly	OAK	4.2	2	1.3	0.44	0.05	0.28	0.05	0.26
Mathias Kiwanuka	NYG	4.2	2.9	1.2	0.27	0.04	0.13	0.03	0.08
Ahtyba Rubin	CLE	4.2	3.4	2.3	0.19	0.02	0.02	0.02	0.02
Charles Johnson	CAR	4.1	2.5	1	0.5	0.02	0.01	0	0.17
Matt Shaughnessy	OAK	4.1	2.7	0.8	0.35	0.02	0.11	0	0.05
Chris Long	STL	4	1.7	0.6	0.6	0.05	0.19	0	0.15
Michael Bennett	TB	4	2.3	0.4	0.35	0.19	0.09	0	0.03
Cullen Jenkins	PHI	3.9	1.9	0.5	0.56	0.13	0.02	0	0.02
Geno Atkins	CIN	3.9	1.6	1.3	0.55	0.11	0.14	0	0.1
Israel Idonije	CHI	3.8	2.1	0.9	0.39	0.09	0.1	0	0.03
