PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
DQwell Jackson	CLE	8.7	6.8	3.4	0.12	0.23	0.1	0.12	0.15
Karlos Dansby	MIA	8.5	7.1	2	0.09	0.02	0.44	0.03	0.28
Patrick Willis	SF	8.5	5.8	2.1	0.34	0.19	0.48	0.03	0.57
James Anderson	CAR	8.3	6.5	3.8	0.12	0.26	0.09	0.09	0.39
Clay Matthews	GB	8.2	2.8	1	1.27	0.02	0.39	0.12	0.48
Ray Lewis	BAL	8.1	6	2.7	0.34	0.06	0.2	0.06	0.47
James Harrison	PIT	8	4.7	1.8	0.73	0.05	0.4	0.01	0.14
James Laurinaitis	STL	7.8	6.2	2.3	0.29	0.1	0.01	0.07	0.4
Kevin Burnett	MIA	7.7	6.5	2.3	0.16	0.06	0.07	0.06	0.25
DeMarcus Ware	DAL	7.5	3.4	0.9	1.09	0.09	0.24	0.01	0.1
Chad Greenway	MIN	7.3	6.7	4	0.11	0.05	0.03	0	0.08
Tamba Hali	KC	7	2.5	1.3	1.14	0.06	0.37	0.01	0.06
London Fletcher	WAS	6.9	5.6	4.8	0.06	0.06	0.19	0.1	0.48
Derrick Johnson	KC	6.9	5.4	2	0.13	0.08	0.14	0.08	0.6
David Harris	NYJ	6.6	3.3	1.6	0.46	0.06	0.02	0.28	0.62
Jerod Mayo	NE	6.6	4.2	3.6	0.29	0.08	0.38	0.1	0.29
LaMarr Woodley	PIT	6.4	2.8	1.6	0.64	0.24	0.12	0.09	0.22
Sean Weatherspoon	ATL	6.4	5.5	3.1	0.2	0.06	0.01	0.01	0.24
Daryl Washington	ARI	6.3	4.9	0.9	0.26	0.02	0.03	0.1	0.35
Brian Urlacher	CHI	6.2	4.8	1.4	0.08	0.13	0.03	0.12	0.38
Aldon Smith	SF	6.2	1.9	0.4	1.17	0.06	0.22	0.01	0.17
Sean Lee	DAL	6.1	4.2	2.5	0.05	0.06	0.12	0.21	0.33
Navorro Bowman	SF	6.1	5.1	1.9	0.14	0.19	0.01	0	0.25
Lawrence Timmons	PIT	6	5.2	2.3	0.11	0.04	0.07	0.04	0.36
Jon Beason	CAR	6	5	2.7	0.08	0.02	0.19	0.06	0.36
Donald Butler	SD	6	4.5	1.4	0.13	0.06	0.31	0.06	0.14
D.J. Williams	DEN	5.9	4.3	2	0.25	0.09	0.25	0	0.35
Curtis Lofton	NO	5.9	5	2.8	0.06	0.06	0.13	0.04	0.25
Calvin Pace	NYJ	5.8	2.6	1.2	0.64	0.06	0.32	0.09	0.2
Rolando McClain	OAK	5.8	4.6	2.1	0.31	0.01	0.01	0.03	0.67
Mason Foster	TB	5.8	4.2	2.6	0.15	0.16	0.15	0.06	0.1
Donta Hightower	NE	5.7	3.6	2.4	0.45	0.06	0.19	0.03	0.17
Jamar Chaney	PHI	5.6	4.4	2.2	0.04	0.03	0.07	0.14	0.35
Stephen Tulloch	DET	5.5	4.2	2.4	0.18	0.11	0.04	0.07	0.29
Paul Posluszny	JAC	5.5	4.3	3.3	0.12	0.02	0.07	0.11	0.35
Von Miller	DEN	5.5	2.9	0.9	0.54	0.03	0.44	0	0.28
Luke Kuechly	CAR	5.5	4.4	2.3	0.14	0.06	0.16	0.02	0.16
Nick Barnett	BUF	5.4	3.9	4	0.15	0.02	0.09	0.12	0.29
Daryl Smith	JAC	5.4	4.2	2.3	0.15	0.02	0.18	0.06	0.38
Michael Boley	NYG	5.4	3.9	1.5	0.2	0.16	0.07	0.05	0.24
Brian Cushing	HOU	5.4	3.8	2.6	0.3	0.01	0.16	0.06	0.33
Pat Angerer	IND	5.4	4.3	4.4	0.05	0.08	0.16	0.05	0.16
Colin McCarthy	TEN	5.4	4.3	1.7	0.02	0.15	0.16	0.06	0.19
Anthony Spencer	DAL	5.3	3.4	1.5	0.28	0.03	0.39	0.01	0.06
Quincy Black	TB	5.3	4.4	1.2	0.07	0.04	0.13	0.04	0.07
Lance Briggs	CHI	5.2	4.4	1.3	0.04	0.02	0.15	0.07	0.24
Leroy Hill	SEA	5.2	3.9	1.6	0.34	0.03	0.1	0.01	0.04
Erin Henderson	MIN	5.2	4.3	3.1	0.14	0.05	0.14	0	0.09
Scott Fujita	CLE	5.1	3.5	2	0.05	0.02	0.08	0.19	0.19
Brandon Spikes	NE	5.1	3.2	2.2	0.21	0.15	0.19	0.08	0.28
Ryan Kerrigan	WAS	5	2.7	2	0.38	0.02	0.3	0.07	0.25
Takeo Spikes	SD	4.9	4	3	0.06	0.02	0.01	0.12	0.34
Cameron Wake	MIA	4.9	3.1	0.7	0.43	0.03	0.18	0.01	0.23
Nick Perry	GB	4.9	3.5	1.5	0.3	0.05	0.12	0.02	0.23
Paris Lenon	ARI	4.8	4	2.3	0.14	0.05	0.03	0.03	0.21
Shaun Phillips	SD	4.7	2.6	1	0.33	0.04	0.01	0.14	0.47
A.J. Hawk	GB	4.7	4.1	3	0.1	0.02	0.02	0.04	0.34
Rey Maualuga	CIN	4.7	3.7	2.8	0.02	0.04	0.24	0.06	0.1
Kamerion Wimbley	TEN	4.6	3.6	1.3	0.26	0.01	0.03	0.02	0.12
Mychal Kendricks	PHI	4.6	3.5	1.2	0.17	0.09	0.08	0.03	0.14
Lavonte David	TB	4.6	3.8	1.2	0.07	0.1	0.09	0.01	0.12
Brooks Reed	HOU	4.5	1.8	1.1	0.71	0.1	0.08	0	0.17
Justin Houston	KC	4.5	2.4	0.6	0.49	0.1	0.08	0.02	0.26
David Hawthorne	NO	4.4	3.7	2.2	0.07	0.05	0.03	0.04	0.24
Pernell McPhee	BAL	4.4	2.1	1.1	0.61	0.09	0.1	0.01	0.16
Brian Orakpo	WAS	4.3	2.1	2.3	0.46	0.04	0.16	0.01	0.22
DeAndre Levy	DET	4.3	3.6	2.3	0.06	0.03	0.05	0.07	0.08
Melvin Ingram	SD	4.3	3.6	1.5	0.1	0.04	0.1	0.02	0.25
Bart Scott	NYJ	4.2	2.6	1	0.32	0.1	0.12	0.02	0.11
Barrett Ruud	NO	4.2	3.7	2	0.04	0.02	0.09	0.02	0.24
Thomas Howard	CIN	4.2	3.6	2.2	0.04	0.05	0.18	0	0.11
Justin Durant	DET	4.2	3.3	1.5	0.16	0.09	0.04	0.01	0.06
Keith Rivers	NYG	4.2	3.5	1.5	0.18	0.01	0.01	0.01	0.15
Sam Acho	ARI	4.2	1.7	0.4	0.44	0.07	0.43	0.01	0.09
Ahmad Brooks	SF	4.1	1.9	0.9	0.64	0.02	0.07	0.01	0.16
Jo-Lonn Dunbar	STL	4.1	3.5	1.1	0.1	0.05	0.1	0	0.23
Rocky McIntosh	STL	4	3.3	1	0.19	0.02	0.02	0.01	0.1
Antwan Barnes	SD	4	1.8	0.4	0.55	0.02	0.25	0	0.07
K.J. Wright	SEA	4	2.9	1.1	0.17	0.09	0.14	0	0.08
Elvis Dumervil	DEN	3.9	1.8	0.8	0.5	0.1	0.12	0.01	0.06
Geno Hayes	CHI	3.9	2.8	1.2	0.12	0.01	0.16	0.06	0.13
Brian Rolle	PHI	3.9	2.9	1.1	0.05	0.16	0.13	0.01	0.23
Will Witherspoon	TEN	3.8	2.8	1.6	0.1	0.07	0.11	0.05	0.17
DeMeco Ryans	PHI	3.8	3.5	2.3	0.02	0.03	0.11	0	0.15
Stephen Nicholas	ATL	3.8	3	2.3	0.05	0.06	0.18	0.02	0.08
Dan Connor	DAL	3.8	3.4	1.7	0.02	0.02	0.15	0.01	0.02
Akeem Ayers	TEN	3.8	3.2	2.3	0.08	0.06	0.07	0	0.06
Zach Brown	TEN	3.8	3.3	1.5	0.06	0.03	0.08	0.01	0.09
Bobby Wagner	SEA	3.7	2.9	1.4	0.11	0.08	0.11	0.01	0.09
Jovan Belcher	KC	3.6	3.2	2	0.08	0.01	0.02	0.01	0.06
Joe Mays	DEN	3.5	3.3	1	0.02	0.03	0.01	0	0.16
Kavell Conner	IND	3.5	2.8	3.4	0.01	0.12	0.08	0.01	0.09
Chase Blackburn	NYG	3.4	2	1.2	0.03	0.13	0.01	0.18	0.17
Wesley Woodyard	DEN	3.4	3	1.5	0.02	0.02	0.11	0.01	0.09
Jameel McClain	BAL	3.3	2.6	2.3	0.08	0.06	0.01	0.03	0.29
Jacquian Williams	NYG	3.3	2.5	0.8	0.07	0.18	0.01	0.01	0.25
Whitney Mercilus	HOU	3.2	2.2	1	0.2	0.04	0.06	0.01	0.19
Bryan Thomas	NYJ	3.1	1.6	0.8	0.37	0.02	0.04	0.04	0.21
Philip Wheeler	OAK	3.1	2.6	1.4	0.13	0.01	0.02	0.01	0.06
Koa Misi	MIA	3.1	2.4	1.4	0.1	0.12	0.02	0	0.1
Jarret Johnson	SD	3	2.5	1.3	0.08	0.04	0.07	0.01	0.09
Courtney Upshaw	BAL	3	2.1	1	0.18	0.04	0.12	0	0.06
Mario Haggan	STL	2.9	1.7	0.5	0.17	0.09	0.06	0.04	0.07
Scott Shanle	NO	2.8	2.4	1.5	0.05	0.01	0.05	0.02	0.2
Bradie James	HOU	2.7	2.2	1.5	0.04	0.05	0.08	0.01	0.18
Parys Haralson	SF	2.7	1.6	0.6	0.2	0.04	0.18	0.01	0.06
Robert Ayers	DEN	2.7	1.6	0.9	0.21	0.07	0.15	0.01	0.1
Jonathan Vilma	NO	2.6	2.4	1	0.03	0.02	0.04	0.01	0.07
Larry English	SD	2.6	1.2	0.4	0.44	0.01	0.01	0.01	0.05
Perry Riley	WAS	2.6	1.9	2.3	0.06	0.13	0.01	0.01	0.23
Demario Davis	NYJ	2.6	2	0.9	0.11	0.01	0.02	0.02	0.17
James-Michael Johnson	CLE	2.6	2	1	0.04	0.06	0.07	0.01	0.07
Manny Lawson	CIN	2.5	2.1	1.5	0.04	0.02	0.04	0.01	0.17
Brandon Siler	KC	2.5	2	1	0.04	0.01	0.01	0.06	0.23
Jason Worilds	PIT	2.5	1.5	0.8	0.2	0.06	0.09	0.01	0.05
OBrien Schofield	ARI	2.5	1.1	0.2	0.25	0.01	0.24	0	0.05
Mike Peterson	ATL	2.4	1.7	1.3	0.01	0.05	0.04	0.05	0.11
Clint Session	JAC	2.4	2	1.4	0	0.01	0.18	0	0.02
Jonathan Casillas	NO	2.4	1.8	0.8	0.16	0.01	0.01	0	0.11
Kelvin Sheppard	BUF	2.4	2	1.5	0.02	0.08	0.02	0.01	0.06
Mario Harvey	IND	2.4	2	1.6	0.05	0.06	0.04	0.01	0.05
Keith Brooking	DEN	2.2	2.1	1.2	0.01	0.01	0.01	0	0.2
Brad Jones	GB	2.2	0.8	0.7	0.3	0.02	0.01	0.01	0.07
Sergio Kindle	BAL	2.2	1.3	0.6	0.29	0.01	0.01	0.01	0.06
Casey Matthews	PHI	2.2	1.8	0.7	0.06	0.03	0.02	0.01	0.04
Russell Allen	JAC	2.1	1.3	0.9	0.02	0.03	0.2	0.04	0.07
Larry Foote	PIT	2	1.8	1.2	0.05	0.03	0.01	0	0.06
Jasper Brinkley	MIN	2	1.6	0.9	0.07	0.03	0.03	0	0.02
D.J. Smith	GB	2	1.5	0.7	0.04	0.02	0.02	0.06	0.07
Adam Hayward	TB	1.9	1.3	0.4	0.03	0.14	0.02	0.01	0.03
Dannell Ellerbe	BAL	1.9	1.6	0.9	0.07	0.01	0.02	0.01	0.07
Erik Walden	GB	1.8	1.6	0.9	0	0.04	0.02	0.01	0.14
Dekoda Watson	TB	1.8	1.2	0.2	0.04	0.12	0.07	0.01	0.09
Kyle Wilber	DAL	1.8	1.5	0.7	0.05	0.01	0.03	0.01	0.09
Miles Burris	OAK	1.8	1.2	0.5	0.08	0.04	0.08	0.01	0.06
Clark Haggans	SF	1.7	1.6	1.1	0	0.02	0	0	0.12
