PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Corey Liuget	SD	2.3	1.1	0.5	0.04	0.19	0.28	0	0.1
Michael Brockers	STL	2.3	1.4	0.4	0.24	0.04	0.06	0	0.02
Jason Hunter	DEN	2.2	1.4	0.5	0.09	0.09	0.09	0.01	0.08
Jamaal Anderson	CIN	2.2	0.9	0.6	0.28	0.06	0.03	0	0.06
Juqua Parker	CLE	2.1	1	0.3	0.11	0.24	0.06	0	0.19
Stephen Bowen	WAS	2.1	1.2	1.9	0.28	0.04	0.02	0	0.05
Tyson Alualu	JAC	2.1	1.5	1.4	0.11	0.07	0.08	0	0.04
Mike Patterson	PHI	2	1.7	0.7	0	0.06	0.09	0	0.01
Barry Cofield	WAS	2	1.3	1.1	0.14	0.07	0.03	0	0.39
Tony McDaniel	MIA	2	1.6	0.9	0.09	0.04	0.02	0	0.18
Amobi Okoye	CHI	2	1.2	0.9	0.24	0.02	0.01	0	0.04
Adam Carriker	WAS	2	1.2	1.4	0.26	0.02	0.01	0	0.02
Paul Soliai	MIA	2	1.7	1	0.03	0.07	0.02	0	0.1
Tyson Jackson	KC	2	1.8	1.3	0.04	0.01	0.01	0	0.11
Kyle Love	NE	2	0.9	1	0.3	0.05	0.03	0	0.07
Cameron Heyward	PIT	2	0.8	0.2	0.09	0.02	0.18	0	0.06
Drake Nevis	IND	2	1.8	2.1	0.02	0.03	0.01	0	0.17
Shea McClellin	CHI	2	1.4	0.5	0.16	0.04	0.02	0	0.03
Jonathan Babineaux	ATL	1.9	1	1	0.18	0.02	0.08	0.03	0.23
Brodrick Bunkley	NO	1.9	1.6	0.6	0.03	0.01	0.1	0	0.01
Turk McBride	NO	1.9	0.8	0.5	0.16	0.04	0.28	0	0
Ziggy Hood	PIT	1.9	1.4	0.9	0.16	0.02	0.01	0	0.05
Cameron Jordan	NO	1.9	1.3	0.8	0.04	0.2	0.01	0	0.2
Robert Geathers	CIN	1.8	1.1	1.4	0.2	0.02	0.02	0	0.04
Kevin Vickerson	DEN	1.8	1.3	0.6	0.08	0.02	0.06	0.03	0.11
Henry Melton	CHI	1.8	0.9	0.5	0.28	0.02	0.01	0	0.01
Vaughn Martin	SD	1.8	1.6	1.4	0.06	0.01	0.02	0	0.01
Tim Jamison	HOU	1.8	0.8	0.5	0.16	0.07	0.13	0	0.11
Earl Mitchell	HOU	1.8	1	1	0.15	0.15	0.02	0	0.08
Sean Lissemore	DAL	1.8	1.3	0.9	0.16	0.02	0.01	0	0.01
Dontari Poe	KC	1.8	1.4	0.8	0.05	0.02	0.03	0.01	0.15
Andre Branch	JAC	1.8	1.1	0.6	0.11	0.05	0.02	0	0.02
Kendall Reyes	SD	1.8	1.2	0.4	0.11	0.04	0.02	0	0.02
Aubrayo Franklin	SD	1.8	1.4	0.4	0.03	0.06	0.08	0	0
William Hayes	STL	1.7	1.2	0.5	0.12	0.03	0.04	0	0
Roy Miller	TB	1.7	1.6	1.5	0.02	0.02	0.01	0	0
Justin Bannan	DEN	1.7	1.5	0.6	0.03	0.01	0.02	0	0.13
Jerel Worthy	GB	1.7	1.1	0.5	0.15	0.03	0.02	0.01	0.04
Corey Williams	DET	1.6	1.4	0.8	0.05	0.01	0.02	0.01	0.06
Terrance Knighton	JAC	1.6	1.3	1.1	0.07	0.02	0.01	0.02	0.04
Austen Lane	JAC	1.6	1.3	0.9	0.08	0.03	0.01	0	0
Stephen Paea	CHI	1.6	0.8	0.9	0.24	0.01	0.02	0	0
Isaac Sopoaga	SF	1.5	1.2	0.7	0.03	0.06	0.02	0	0.03
Fili Moala	IND	1.5	1.1	0.8	0.08	0.03	0.02	0	0.02
Lawrence Sidbury	ATL	1.5	0.4	0.2	0.32	0.02	0.02	0	0
Olivier Vernon	MIA	1.5	1	0.4	0.09	0.06	0.02	0	0.03
Shaun Cody	HOU	1.4	1.1	1	0.06	0.06	0.02	0	0.07
Kedric Golston	WAS	1.4	1	1.5	0.08	0.01	0.09	0	0.03
Vance Walker	ATL	1.4	0.7	0.5	0.12	0.08	0.06	0	0.03
Dan Williams	ARI	1.4	1.3	0.8	0.01	0.01	0.01	0	0.12
C.J. Wilson	GB	1.4	1.2	0.6	0.04	0.01	0.01	0	0.01
Casey Hampton	PIT	1.3	1.1	1.4	0.02	0.02	0.05	0	0.03
Ron Edwards	CAR	1.3	0.9	1	0.07	0.02	0.02	0	0.05
Marcus Spears	DAL	1.3	1	0.4	0.08	0.03	0.01	0	0.08
Sedrick Ellis	NO	1.3	0.9	1.1	0.07	0.02	0.05	0	0.11
Sammie Hill	DET	1.3	0.9	0.9	0.07	0.04	0.04	0	0.01
Terrence Cody	BAL	1.3	1.1	1.3	0.05	0.01	0.02	0	0.04
Nick Fairley	DET	1.3	0.9	0.7	0.12	0.01	0.01	0	0
Tyrone Crawford	DAL	1.3	0.7	0.3	0.17	0.03	0.01	0	0.02
C.J. Mosley	JAC	1.2	0.7	0.8	0.06	0.02	0.08	0	0
Darell Scott	STL	1.2	1.1	0.5	0.03	0.02	0.01	0	0.01
Kyle Moore	BUF	1.2	0.8	0.7	0.03	0.11	0.01	0	0
Kenrick Ellis	NYJ	1.2	1	0.6	0.04	0.02	0.01	0	0
Antonio Johnson	IND	1.1	0.8	0.8	0.02	0.03	0.09	0	0.07
Wallace Gilberry	TB	1.1	0.5	0.2	0.09	0.02	0.16	0	0.08
Al Woods	PIT	1.1	0.9	0.9	0.03	0.02	0.02	0	0.01
Vonnie Holliday	ARI	1	0.9	0.3	0.03	0.01	0.01	0	0.07
Dave Tollefson	OAK	1	0.5	0.6	0.12	0.04	0.02	0	0.08
Matt Toeaina	CHI	1	0.8	0.6	0.04	0.02	0.01	0	0.03
Arthur Jones	BAL	1	0.8	0.6	0.05	0.01	0.02	0	0.01
Ricardo Mathews	IND	1	0.8	0.7	0.06	0.02	0.01	0	0.12
Emmanuel Stephens	CLE	1	0.8	1.1	0.02	0.02	0.02	0	0
Jared Crick	HOU	1	0.5	0.2	0.15	0.02	0.02	0	0.02
Cheta Ozougwu	CHI	0.9	0.7	0.3	0.03	0.02	0.01	0	0.01
Vinny Curry	PHI	0.9	0.8	0.2	0	0.01	0.01	0.01	0.02
Frank Alexander	CAR	0.9	0.6	0.3	0.07	0.02	0.02	0	0.02
Peria Jerry	ATL	0.8	0.4	0.2	0.06	0.01	0.09	0	0.06
Cam Thomas	SD	0.8	0.8	0.4	0	0	0.01	0	0.04
Allen Bailey	KC	0.8	0.4	0.2	0.06	0.08	0.01	0	0.14
Fletcher Cox	PHI	0.8	0.4	0.1	0.1	0.03	0.02	0	0.02
Jack Crawford	OAK	0.8	0.5	0.2	0.05	0.02	0.01	0	0.01
Kheeston Randall	MIA	0.8	0.5	0.2	0.03	0.03	0.03	0	0.01
Pat Sims	CIN	0.7	0.6	0.5	0	0.01	0.01	0	0
Alex Carrington	BUF	0.7	0.4	0.3	0	0.01	0.02	0	0.13
Daniel Teo-Nesheim	TB	0.7	0.4	0.2	0.06	0.02	0.01	0	0
David Carter	ARI	0.7	0.5	0.5	0.03	0.01	0.06	0	0.12
Derek Wolfe	DEN	0.7	0.4	0.2	0.05	0.01	0.01	0	0.01
Devon Still	CIN	0.7	0.4	0.3	0.06	0.02	0.01	0	0.01
John Hughes	CLE	0.7	0.4	0.2	0.04	0.02	0.02	0	0.01
Brandon Thompson	CIN	0.7	0.4	0.2	0.07	0.01	0.02	0	0.01
Nick Eason	ARI	0.6	0.4	0.4	0.03	0.01	0.01	0	0.02
Jerry Hughes	IND	0.6	0.4	0.4	0.04	0.02	0.02	0	0
Sione Fua	CAR	0.6	0.5	0.6	0.02	0.02	0.01	0	0.01
Alameda Taamu	PIT	0.6	0.4	0.3	0.05	0.01	0.01	0	0.05
Billy Winn	CLE	0.6	0.4	0.2	0.05	0.01	0.02	0	0.01
Phillip Merling	GB	0.6	0.5	0.2	0.03	0.02	0.02	0	0.2
Corey Wootton	CHI	0.5	0.3	0.2	0.05	0	0.01	0	0
George Selvie	JAC	0.5	0.4	0.3	0	0.02	0.01	0	0
Akiem Hicks	NO	0.5	0.3	0.1	0.04	0.01	0.01	0	0.01
Christo Bilukidi	OAK	0.5	0.3	0.1	0.05	0.01	0.01	0	0.01
DeAngelo Tyson	BAL	0.5	0.3	0.2	0.05	0.01	0.01	0	0.02
Myron Pryor	NE	0.4	0.4	1	0	0.01	0.01	0	0
Mike Neal	GB	0.4	0.3	0.2	0	0.01	0.06	0	0
Jake Bequette	NE	0.4	0.4	0.3	0	0.01	0	0	0.01
Mike Daniels	GB	0.4	0.4	0.2	0	0	0.02	0	0.01
Josh Chapman	IND	0.4	0.3	0.3	0.03	0.01	0.01	0	0
Malik Jackson	DEN	0.4	0.3	0.1	0.03	0	0.01	0	0.01
Travian Robertson	ATL	0.4	0.4	0.2	0	0.01	0.02	0	0.02
Andre Carter	NE	0	0	0	0	0	0	0	0
Shaun Rogers	NYG	0	0	0	0	0	0	0	0
Kevin Williams	MIN	0	0	0	0	0	0	0	0
Terrell Suggs	BAL	0	0	0	0	0	0	0	0
Ty Warren	DEN	0	0	0	0	0	0	0	0
Tyler Brayton	IND	0	0	0	0	0	0	0	0
Osi Umenyiora	NYG	0	0	0	0	0	0	0	0
Jacques Cesaire	SD	0	0	0	0	0	0	0	0
Shaun Smith	TEN	0	0	0	0	0	0	0	0
Chris Clemons	SEA	0	0	0	0	0	0	0	0
Darrion Scott	WAS	0	0	0	0	0	0	0	0
Anthony Hargrove	GB	0	0	0	0	0	0	0	0
Jared Allen	MIN	0	0	0	0	0	0	0	0
Dave Ball	TEN	0	0	0	0	0	0	0	0
Amon Gordon	KC	0	0	0	0	0	0	0	0
Luis Castillo	SD	0	0	0	0	0	0	0	0
Justin Tuck	NYG	0	0	0	0	0	0	0	0
Chauncey Davis	CHI	0	0	0	0	0	0	0	0
Chris Canty	NYG	0	0	0	0	0	0	0	0
Jonathan Fanene	NE	0	0	0	0	0	0	0	0
John McCargo	CHI	0	0	0	0	0	0	0	0
Mathias Kiwanuka	NYG	0	0	0	0	0	0	0	0
Fred Evans	MIN	0	0	0	0	0	0	0	0
Brandon McKinney	IND	0	0	0	0	0	0	0	0
Remi Ayodele	NO	0	0	0	0	0	0	0	0
Alan Branch	SEA	0	0	0	0	0	0	0	0
Brandon Mebane	SEA	0	0	0	0	0	0	0	0
Brian Robison	MIN	0	0	0	0	0	0	0	0
Jeff Charleston	MIN	0	0	0	0	0	0	0	0
Derrick Harvey	CIN	0	0	0	0	0	0	0	0
Trevor Laws	STL	0	0	0	0	0	0	0	0
Jason Jones	SEA	0	0	0	0	0	0	0	0
Andre Fluellen	DET	0	0	0	0	0	0	0	0
Red Bryant	SEA	0	0	0	0	0	0	0	0
DeMario Pressley	CHI	0	0	0	0	0	0	0	0
Jason Shirley	IND	0	0	0	0	0	0	0	0
Letroy Guion	MIN	0	0	0	0	0	0	0	0
Nick Hayden	CIN	0	0	0	0	0	0	0	0
Brian Schaefering	CLE	0	0	0	0	0	0	0	0
Everette Brown	DET	0	0	0	0	0	0	0	0
SenDerrick Marks	TEN	0	0	0	0	0	0	0	0
Jarius Wynn	GB	0	0	0	0	0	0	0	0
Antonio Dixon	PHI	0	0	0	0	0	0	0	0
Jason Pierre-Paul	NYG	0	0	0	0	0	0	0	0
Derrick Morgan	TEN	0	0	0	0	0	0	0	0
Brian Price	CHI	0	0	0	0	0	0	0	0
Torell Troup	BUF	0	0	0	0	0	0	0	0
Linval Joseph	NYG	0	0	0	0	0	0	0	0
Corey Peters	ATL	0	0	0	0	0	0	0	0
Everson Griffen	MIN	0	0	0	0	0	0	0	0
Junior Galette	NO	0	0	0	0	0	0	0	0
Jarvis Jenkins	WAS	0	0	0	0	0	0	0	0
DaQuan Bowers	TB	0	0	0	0	0	0	0	0
Terrell McClain	CAR	0	0	0	0	0	0	0	0
Jurrell Casey	TEN	0	0	0	0	0	0	0	0
Christian Ballard	MIN	0	0	0	0	0	0	0	0
Karl Klug	TEN	0	0	0	0	0	0	0	0
Zach Clayton	TEN	0	0	0	0	0	0	0	0
Cliff Matthews	ATL	0	0	0	0	0	0	0	0
Chris Neild	WAS	0	0	0	0	0	0	0	0
John Chick	JAC	0	0	0	0	0	0	0	0
Bruce Irvin	SEA	0	0	0	0	0	0	0	0
Jaye Howard	SEA	0	0	0	0	0	0	0	0
Greg Scruggs	SEA	0	0	0	0	0	0	0	0
Markus Kuhn	NYG	0	0	0	0	0	0	0	0
Marvin Austin	NYG	0	0	0	0	0	0	0	0
Rocky Bernard	NYG	0	0	0	0	0	0	0	0
Mike Martin	TEN	0	0	0	0	0	0	0	0
Thomas Johnson	NO	0	0	0	0	0	0	0	0
Keyunta Dawson	TEN	0	0	0	0	0	0	0	0
