PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Greg Jennings	GB	3.4	5	34	6.8	0	0
Damian Williams	TEN	3.3	5	33	6.6	0	0
Harry Douglas	ATL	3.28	3	32	10.67	0	0
Devin Hester	CHI	3.25	2	27	13.5	0	0
Josh Gordon	CLE	3.2	2	32	16	0	0
David Nelson	BUF	3.1	2	31	15.5	0	0
Jacoby Jones	BAL	3	1.1	16	14.2	0.06	0.1
Steve Breaston	KC	3	2	30	15	0	0
Mario Manningham	SF	2.9	4	29	7.25	0	0
Darius Reynaud	TEN	2.88	3	17	5.67	0	0
Joe Adams	CAR	2.87	0	0	0	0	0
Jason Avant	PHI	2.7	4	27	6.75	0	0
Brandon Stokley	DEN	2.6	2	26	13	0	0
Kris Adams	IND	2.6	2	26	13	0	0
Richard Goodman	SD	2.5	0.8	10	12.9	0.03	0.04
Titus Young	DET	2.5	1	14	14	0	0
Joshua Cribbs	CLE	2.47	0	0	0	0	0
Justin Blackmon	JAC	2.4	3	24	8	0	0
Mohamed Sanu	CIN	2.3	1.5	19	12.7	0.06	0.01
Josh Morgan	WAS	2.1	1	21	21	0	0
Andrew Hawkins	CIN	2.1	1.6	18	10.9	0.04	0.03
Armon Binns	CIN	1.7	1.2	15	12.3	0.05	0.01
Kevin Walter	HOU	1.6	2	16	8	0	0
Steve Smith	STL	1.6	1	16	16	0	0
Charly Martin	SEA	1.5	1	15	15	0	0
Wes Welker	NE	1.4	3	14	4.67	0	0
Matt Willis	DEN	1.4	1	14	14	0	0
Juron Criner	OAK	1.4	0.9	11	12.5	0.06	0.01
Rod Streater	OAK	1.4	0.9	10	11.6	0.06	0.01
Julian Edelman	NE	1.24	1	7	7	0	0
Damaris Johnson	PHI	1.12	1	10	10	0	0
Devery Henderson	NO	1.1	1	11	11	0	0
Lestar Jean	HOU	0.9	1	9	9	0	0
Lavelle Hawkins	TEN	0.8	2	8	4	0	0
Chaz Schilens	NYJ	0.8	1	8	8	0	0
Trindon Holliday	HOU	0.75	0	0	0	0	0
Kyle Williams	SF	0.7	0	0	0	0	0
Kealoha Pilares	CAR	0.5	0	0	0	0	0
Doug Baldwin	SEA	0.5	2	5	2.5	0	0
Deonte Thompson	BAL	0.5	0.2	3	13.5	0.03	0.01
Micheal Spurlock	SD	0.4	0	0	0	0	0.04
Anthony Armstrong	MIA	0.3	1	3	3	0	0
Mike Thomas	JAC	0.22	0	0	0	0	0
Tandon Doss	BAL	0.2	0.2	2	10.9	0.01	0
LaQuan Williams	BAL	0.2	0.2	2	12.2	0.01	0.07
Matthew Slater	NE	0.19	0	0	0	0	0
Terrance Copper	KC	0.16	0	0	0	0	0
Dwayne Harris	DAL	0.06	0	0	0	0	0
Donald Driver	GB	0	0	0	0	0	0
Jerricho Cotchery	PIT	0	0	0	0	0	0
Ruvell Martin	BUF	0	0	0	0	0	0
Brad Smith	BUF	0	0	0	0	0	0
Ben Obomanu	SEA	0	0	0	0	0	0
Ted Ginn Jr.	SF	0	0	0	0	0	0
Legedu Naanee	MIA	0	0	0	0	0	0
Eric Weems	CHI	0	0	0	0	0	0
Jerome Simpson	MIN	0	0	0	0	0	0
Andre Caldwell	DEN	0	0	0	0	0	0
Jaymar Johnson	ARI	0	0	0	0	0	0
Adrian Arrington	NO	0	0	0	0	0	0
Kenny Britt	TEN	0	0	0	0	0	0
Brian Robiskie	JAC	0	0	0	0	0	0
Ramses Barden	NYG	0	0	0	0	0	0
Patrick Turner	NYJ	0	0	0	0	0	0
Austin Collie	IND	0	0	0	0	0	0
Sammie Stroughter	TB	0	0	0	0	0	0
Jordan Norwood	CLE	0	0	0	0	0	0
Arrelious Benn	TB	0	0	0	0	0	0
Golden Tate	SEA	0	0	0	0	0	0
Armanti Edwards	CAR	0	0	0	0	0	0
Riley Cooper	PHI	0	0	0	0	0	0
Dezmon Briscoe	WAS	0	0	0	0	0	0
Marlon Moore	MIA	0	0	0	0	0	0
Preston Parker	TB	0	0	0	0	0	0
Jon Baldwin	KC	0	0	0	0	0	0
Greg Little	CLE	0	0	0	0	0	0
Austin Pettis	STL	0	0	0	0	0	0
Leonard Hankerson	WAS	0	0	0	0	0	0
Vincent Brown	SD	0	0	0	0	0	0
Jerrel Jernigan	NYG	0	0	0	0	0	0
Greg Salas	NE	0	0	0	0	0	0
Dane Sanzenbacher	CHI	0	0	0	0	0	0
Michael Floyd	ARI	0	0	0	0	0	0
A.J. Jenkins	SF	0	0	0	0	0	0
Brian Quick	STL	0	0	0	0	0	0
Ryan Broyles	DET	0	0	0	0	0	0
Rueben Randle	NYG	0	0	0	0	0	0
DeVier Posey	HOU	0	0	0	0	0	0
T.J. Graham	BUF	0	0	0	0	0	0
T.Y. Hilton	IND	0	0	0	0	0	0
Chris Givens	STL	0	0	0	0	0	0
Jarius Wright	MIN	0	0	0	0	0	0
Keshawn Martin	HOU	0	0	0	0	0	0
Nick Toon	NO	0	0	0	0	0	0
Rishard Matthews	MIA	0	0	0	0	0	0
Kevin Cone	ATL	0	0	0	0	0	0
Cole Beasley	DAL	0	0	0	0	0	0
Patrick Edwards	DET	0	0	0	0	0	0
Stephen Burton	MIN	0	0	0	0	0	0
LaVon Brazill	IND	-0.61	1	10	10	0	1
