PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Jimmy Graham	NO	12.1	5.4	71	13.2	0.84	0.04
Rob Gronkowski	NE	11.8	5	69	14	0.82	0.03
Aaron Hernandez	NE	9.4	4.4	47	10.7	0.53	0.04
Jermichael Finley	GB	9.1	4	58	14.6	0.56	0.03
Antonio Gates	SD	8.9	4.2	56	13.4	0.57	0.04
Jason Witten	DAL	8.3	5.3	60	11.3	0.39	0.05
Vernon Davis	SF	8.2	4	49	12	0.58	0.07
Tony Gonzalez	ATL	8	4.2	54	12.7	0.45	0.04
Brandon Pettigrew	DET	6.3	4.1	46	11.1	0.3	0.03
Brent Celek	PHI	5.9	3.3	44	13.3	0.26	0.03
Fred Davis	WAS	5.6	3.6	44	12.1	0.21	0.04
Heath Miller	PIT	5.3	3.7	42	11.5	0.19	0.04
Owen Daniels	HOU	5.3	3.7	41	11.2	0.2	0.03
Greg Olsen	CAR	5.3	3.1	39	12.5	0.25	0.05
Jermaine Gresham	CIN	5.2	3.6	39	10.7	0.25	0.05
Dennis Pitta	BAL	5.2	3.7	37	10	0.26	0.03
Dustin Keller	NYJ	5	3	37	12.4	0.23	0.02
Dallas Clark	TB	4.7	3.4	37	10.6	0.19	0.04
Benjamin Watson	CLE	4.7	3	39	12.8	0.14	0.02
Coby Fleener	IND	4.7	3.5	36	10.2	0.2	0.03
Scott Chandler	BUF	4.6	2.1	26	12.4	0.33	0.03
Jacob Tamme	DEN	4.6	3.2	31	9.7	0.26	0.03
Joel Dreessen	DEN	4.5	1.9	27	14.1	0.31	0.02
Todd Heap	ARI	3.9	2.6	32	12.3	0.13	0.03
Dwayne Allen	IND	3.9	2.9	29	10.2	0.17	0.03
Marcedes Lewis	JAC	3.8	2.5	30	12.1	0.14	0.02
Ed Dickson	BAL	3.6	2.3	25	10.8	0.19	0.02
Tony Scheffler	DET	3.5	1.7	22	12.7	0.23	0.02
Tony Moeaki	KC	3.4	2.1	27	12.6	0.12	0.02
