PLAYER	TEAM	FP	INT	PD	SOLO	AST	SACK	FUMR	FORCE
Charles Woodson	GB	8.2	0.22	0.81	4.9	2	0.28	0.09	0.34
Antoine Winfield	MIN	7.5	0.2	0.34	5.2	3.3	0.23	0.04	0.28
Morgan Burnett	GB	7.5	0.14	0.63	5.1	2.1	0.16	0.25	0.31
Quintin Mikell	STL	6.6	0.09	0.41	4.8	1.5	0.08	0.14	0.35
DeAngelo Hall	WAS	6.5	0.29	0.78	4.5	2.9	0.04	0.03	0.1
Tyvon Branch	OAK	6.5	0.07	0.24	5.1	2.1	0.17	0.15	0.06
Tramon Williams	GB	6.4	0.22	1.11	3.9	1.5	0.05	0.25	0.05
Greg Toler	ARI	6.4	0.09	0.48	4.6	1.6	0.15	0.07	0.24
Jason McCourty	TEN	6.3	0.2	0.69	4.8	2	0.04	0.06	0.08
Charles Tillman	CHI	6.2	0.11	0.59	4.4	1.4	0.03	0.16	0.24
Roman Harper	NO	6.2	0.03	0.41	4.1	1.6	0.35	0.11	0.34
Charles Godfrey	CAR	6.2	0.15	0.39	4.9	2.3	0.06	0.02	0.19
Ronde Barber	TB	6.1	0.15	0.45	4.9	1.5	0.07	0.07	0.05
Yeremiah Bell	NYJ	5.9	0.05	0.25	4.9	2.1	0.07	0.11	0.09
LaRon Landry	NYJ	5.8	0.04	0.29	4.8	2.1	0.08	0.11	0.15
Patrick Peterson	ARI	5.8	0.2	0.61	3	1.1	0.1	0.05	0.01
Kerry Rhodes	ARI	5.7	0.1	0.5	3.6	1.3	0.32	0.14	0.01
Troy Polamalu	PIT	5.6	0.19	0.75	4.1	2	0.04	0.1	0.02
Dashon Goldson	SF	5.6	0.32	0.52	3.6	1	0.02	0.05	0.07
Bernard Pollard	BAL	5.5	0.04	0.53	4.2	2.3	0.09	0.02	0.22
Dawan Landry	JAC	5.5	0.1	0.18	4.2	2.5	0.01	0.12	0.12
Eric Wright	TB	5.5	0.14	0.59	4.6	1.4	0	0.02	0.04
Michael Griffin	TEN	5.4	0.2	0.36	4	1.7	0	0.04	0.14
Marcus Trufant	SEA	5.3	0.08	0.42	4.2	2	0	0.13	0.03
Ryan Clark	PIT	5.1	0.08	0.34	4.5	2.2	0.02	0.03	0.02
Gerald Sensabaugh	DAL	5.1	0.13	0.19	3.6	1.5	0.04	0.13	0.14
Donte Whitner	SF	5.1	0.11	0.48	3.6	1.1	0	0.18	0.16
Antoine Bethea	IND	5.1	0.05	0.47	4.2	3.8	0	0.08	0.19
Bradley Fletcher	STL	5.1	0.13	0.43	4.3	1.3	0	0.05	0.01
Antrel Rolle	NYG	5	0.1	0.28	4	1.9	0	0.08	0.08
Cortland Finnegan	STL	5	0.08	0.49	3.9	1.2	0.12	0.08	0.03
Earl Thomas	SEA	5	0.08	0.23	4.1	1.9	0	0.13	0.11
Nate Clements	CIN	4.9	0.07	0.56	3.2	2.3	0.09	0.12	0.22
Reggie Nelson	CIN	4.9	0.12	0.52	3.1	2.3	0.2	0.02	0.16
Jairus Byrd	BUF	4.9	0.16	0.5	3	2	0.07	0.06	0.2
Jerraud Powers	IND	4.9	0.32	0.62	2.7	2.4	0	0.05	0.01
Malcolm Jenkins	NO	4.8	0.04	0.5	3.5	1.5	0.1	0.2	0.11
Devin McCourty	NE	4.8	0.22	0.92	3.5	2.6	0.03	0.02	0.07
Carlos Rogers	SF	4.7	0.28	0.9	2.9	0.8	0.01	0.02	0.01
Matt Giordano	OAK	4.7	0.22	0.27	2.9	1.2	0.1	0.02	0.17
Cedric Griffin	WAS	4.7	0.1	0.63	3.8	2.5	0	0.01	0.2
Eric Smith	NYJ	4.7	0.04	0.3	3.7	1.6	0.1	0.07	0.02
Patrick Chung	NE	4.7	0.1	0.59	3.5	2.5	0.07	0.04	0.02
Lardarius Webb	BAL	4.7	0.16	0.86	3.4	1.9	0	0.08	0.04
T.J. Ward	CLE	4.7	0.05	0.38	3.6	2	0.11	0.02	0.15
Michael Huff	OAK	4.6	0.13	0.35	3.1	1.4	0.13	0.02	0.18
Danieal Manning	HOU	4.6	0.12	0.43	3.3	1.5	0	0.02	0.02
Aqib Talib	TB	4.6	0.21	0.6	3	1	0	0.01	0.06
Jordan Babineaux	TEN	4.5	0.11	0.32	3.4	1.4	0.03	0.06	0.1
Kenny Phillips	NYG	4.5	0.2	0.58	3.1	1.4	0	0.05	0.11
Kyle Arrington	NE	4.5	0.25	0.71	3.1	2.2	0	0.07	0.02
Terence Newman	CIN	4.4	0.13	0.54	3.3	2.4	0	0.05	0.01
Captain Munnerlyn	CAR	4.4	0.04	0.35	2.9	1.3	0.13	0.1	0.27
Joe Haden	CLE	4.4	0.12	0.93	3.2	1.8	0.1	0.04	0.08
Kam Chancellor	SEA	4.4	0.09	0.32	3.5	1.7	0.09	0.06	0.07
Rashean Mathis	JAC	4.3	0.12	0.33	3.1	1.7	0	0.12	0.09
Jabari Greer	NO	4.3	0.17	0.93	3.2	1.3	0	0.03	0.02
Steve Gregory	NE	4.3	0.14	0.21	3.1	2.4	0.01	0.01	0.03
Josh Wilson	WAS	4.3	0.17	0.72	3	2.1	0	0.06	0.06
Glover Quin	HOU	4.3	0.03	0.64	3.6	1.6	0.01	0.14	0.06
George Wilson	BUF	4.2	0.24	0.45	2.7	1.9	0	0.05	0.06
Sherrod Martin	CAR	4.2	0.14	0.39	3.4	1.6	0	0.03	0.02
Cody Grimm	TB	4.2	0.08	0.16	3.4	1.1	0	0.02	0.04
Brandon Browner	SEA	4.2	0.13	0.85	3.2	1.5	0	0.02	0.02
Corey Webster	NYG	4.1	0.36	0.98	2.2	1	0	0.02	0.05
Johnathan Joseph	HOU	4.1	0.2	0.97	2.9	1.4	0	0.02	0.1
Louis Delmas	DET	4.1	0.03	0.2	3.4	1.3	0.05	0.08	0.06
E.J. Biggers	TB	4.1	0.06	0.46	3.6	1.1	0	0.02	0.01
Alterraun Verner	TEN	4.1	0.12	0.35	3.1	1.2	0	0.14	0.04
Ed Reed	BAL	4	0.13	0.59	3.2	1.7	0.03	0.02	0.07
