PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Calvin Johnson	DET	15.1	6.1	98	16.1	0.9	0.06
Julio Jones	ATL	12.5	4.9	83	17.1	0.65	0.05
Hakeem Nicks	NYG	12.1	5.3	81	15.2	0.68	0.05
Victor Cruz	NYG	11.3	5	80	16.1	0.55	0.04
A.J. Green	CIN	11.2	6	89	14.9	0.36	0.05
Miles Austin	DAL	11.1	4.3	67	15.5	0.7	0.04
Percy Harvin	MIN	11.1	6	71	11.8	0.26	0.11
Dez Bryant	DAL	10.7	4.3	69	16.1	0.64	0.2
Demaryius Thomas	DEN	10.6	4.2	75	18	0.51	0.05
Steve Smith	CAR	10.5	5.4	85	15.9	0.37	0.12
Roddy White	ATL	10.4	5.9	76	12.8	0.5	0.05
Andre Johnson	HOU	10.3	5.8	80	13.9	0.39	0.05
Larry Fitzgerald	ARI	10	5.4	79	14.6	0.38	0.05
Greg Jennings	GB	9.6	4.7	68	14.5	0.47	0.03
Marques Colston	NO	9.6	5	74	14.7	0.4	0.07
Jordy Nelson	GB	9.5	4.1	67	16.2	0.46	0.05
Brandon Marshall	CHI	9.3	4.9	70	14.5	0.38	0.05
Steve Johnson	BUF	9.3	4.3	63	14.7	0.51	0.04
Malcom Floyd	SD	9.1	3.7	66	17.7	0.43	0.03
Kenny Britt	TEN	9.1	4.6	75	16.2	0.31	0.12
Anquan Boldin	BAL	9	4.1	65	15.8	0.43	0.04
Vincent Jackson	TB	9	4.2	71	16.8	0.32	0.04
Dwayne Bowe	KC	8.9	4.7	68	14.4	0.36	0.04
Eric Decker	DEN	8.9	4	61	15.3	0.46	0.08
Antonio Brown	PIT	8.7	4	64	16	0.27	0.07
Wes Welker	NE	8.6	6.3	69	11	0.29	0.06
Reggie Wayne	IND	8.4	5.7	66	11.5	0.33	0.05
Lance Moore	NO	8.3	3.5	50	14.1	0.55	0.04
Torrey Smith	BAL	8.3	3.1	57	18.8	0.4	0.03
DeSean Jackson	PHI	8.2	3.7	65	17.6	0.26	0.06
Brandon Lloyd	NE	8.1	4.7	68	14.5	0.24	0.04
Sidney Rice	SEA	8.1	4.6	66	14.4	0.26	0.05
Danny Amendola	STL	8	7.2	63	8.8	0.25	0.21
Mike Wallace	PIT	8	3.9	60	15.5	0.33	0.04
Pierre Garcon	WAS	7.7	4.8	60	12.4	0.31	0.05
Michael Crabtree	SF	7.5	4.5	55	12.1	0.35	0.03
Denarius Moore	OAK	6.8	2.8	47	17	0.13	0.04
Santana Moss	WAS	6.3	3.8	49	12.7	0.24	0.04
Mike Williams	TB	6.2	3.8	48	12.7	0.26	0.07
Laurent Robinson	JAC	5.9	3.6	50	13.9	0.18	0.03
Darrius Heyward-Bey	OAK	5.9	3.6	48	13.5	0.18	0.04
Justin Blackmon	JAC	5.8	3.7	48	12.9	0.17	0.03
Randall Cobb	GB	5.6	2.5	31	12.7	0.11	0.26
Kendall Wright	TEN	5.6	3	41	13.7	0.23	0.04
Nate Washington	TEN	5.5	2.9	41	14	0.24	0.03
James Jones	GB	5.5	2.4	37	15.6	0.3	0.03
