PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Lavonte David	TB	4.2	3.5	1	0.11	0.07	0.07	0.01	0.16
Will Witherspoon	TEN	4.1	2.9	1.5	0.15	0.11	0.07	0.05	0.15
Bart Scott	NYJ	4.1	3.1	1.3	0.2	0.08	0.1	0	0.08
Dan Connor	DAL	4	3.7	1.9	0.01	0.01	0.09	0.01	0.03
Jo-Lonn Dunbar	STL	4	3.3	1.3	0.06	0.07	0.15	0.01	0.28
Stephen Nicholas	ATL	3.9	2.9	2.2	0.04	0.08	0.19	0.04	0.11
Akeem Ayers	TEN	3.9	3.1	2	0.14	0.06	0.09	0	0.07
Zach Brown	TEN	3.9	3.2	1.3	0.1	0.03	0.08	0.01	0.07
DeMeco Ryans	PHI	3.8	3.2	1.5	0.04	0.02	0.14	0.02	0.21
Rocky McIntosh	STL	3.8	3.3	1.2	0.08	0.03	0.04	0.01	0.09
Ahmad Brooks	SF	3.8	1.9	0.9	0.59	0.01	0.06	0.01	0.12
Geno Hayes	CHI	3.8	2.6	1.3	0.09	0.02	0.16	0.09	0.22
K.J. Wright	SEA	3.8	2.7	1.3	0.2	0.06	0.14	0.01	0.1
Brian Rolle	PHI	3.7	2.6	0.8	0.09	0.19	0.14	0.02	0.33
Jovan Belcher	KC	3.6	3.1	1.9	0.12	0.01	0.04	0.01	0.06
Jacquian Williams	NYG	3.6	2.9	0.9	0.06	0.18	0.02	0	0.26
Kavell Conner	IND	3.5	3	3.4	0.02	0.1	0.1	0.01	0.1
Whitney Mercilus	HOU	3.5	2.6	1.1	0.21	0.04	0.08	0.01	0.17
Philip Wheeler	OAK	3.4	3	1.4	0.07	0.02	0.01	0.01	0.05
Joe Mays	DEN	3.4	3.1	0.9	0.03	0.01	0.01	0.01	0.13
Jarret Johnson	SD	3.3	2.5	1.3	0.1	0.06	0.12	0.01	0.1
Robert Ayers	DEN	3.3	1.6	0.9	0.4	0.06	0.1	0.01	0.1
Pernell McPhee	BAL	3.3	1.9	1.1	0.31	0.06	0.11	0.01	0.14
Chase Blackburn	NYG	3.2	2.2	1.3	0.02	0.13	0.02	0.09	0.15
Jameel McClain	BAL	3.2	2.6	2.2	0.05	0.07	0.01	0.04	0.28
Bobby Wagner	SEA	3.2	2.5	1.5	0.1	0.06	0.08	0.01	0.1
Scott Shanle	NO	3.1	2.6	1.7	0.05	0.02	0.05	0.02	0.15
Wesley Woodyard	DEN	3.1	2.8	1.5	0.04	0.02	0.07	0.01	0.1
Bradie James	HOU	3	2.4	1.7	0.04	0.05	0.13	0.02	0.13
Mario Haggan	STL	2.9	1.7	0.7	0.08	0.15	0.07	0.06	0.06
Perry Riley	WAS	2.9	2.2	2.3	0.06	0.15	0.01	0.01	0.2
Bryan Thomas	NYJ	2.8	1.8	1.1	0.2	0.02	0.04	0.04	0.17
Manny Lawson	CIN	2.8	2.3	1.6	0.11	0.02	0.05	0.01	0.17
Koa Misi	MIA	2.8	2.1	1.3	0.08	0.1	0.01	0.02	0.12
Demario Davis	NYJ	2.8	2.4	1.2	0.07	0.02	0.02	0.02	0.13
Mike Peterson	ATL	2.7	1.9	1.3	0.02	0.05	0.08	0.09	0.18
Jonathan Vilma	NO	2.7	2.4	1.2	0.03	0.04	0.05	0.01	0.05
Clint Session	JAC	2.7	2.4	1.4	0	0.01	0.13	0	0.02
Larry English	SD	2.7	1.1	0.4	0.47	0.02	0.02	0.01	0.05
OBrien Schofield	ARI	2.7	1	0.2	0.39	0.02	0.22	0	0.04
Parys Haralson	SF	2.6	1.4	0.6	0.22	0.03	0.16	0.01	0.04
Courtney Upshaw	BAL	2.6	2	0.9	0.08	0.03	0.11	0.01	0.06
Jonathan Casillas	NO	2.5	2	0.9	0.16	0.01	0.01	0	0.09
Kelvin Sheppard	BUF	2.5	2.2	1.3	0.02	0.07	0.01	0.01	0.06
James-Michael Johnson	CLE	2.5	2	1.1	0.04	0.07	0.06	0.01	0.06
Mario Harvey	IND	2.5	2	1.7	0.04	0.05	0.05	0	0.03
Brandon Siler	KC	2.4	1.9	1	0.06	0.01	0.01	0.05	0.23
Keith Brooking	DEN	2.3	2.2	1.2	0.03	0.01	0.01	0	0.2
Russell Allen	JAC	2.3	1.6	0.9	0.02	0.02	0.16	0.03	0.09
Jason Worilds	PIT	2.1	1.3	0.8	0.17	0.02	0.08	0.01	0.06
Jasper Brinkley	MIN	2	1.7	0.9	0.04	0.04	0.03	0	0.02
Casey Matthews	PHI	2	1.5	0.5	0.1	0.03	0.01	0.02	0.05
Kroy Biermann	ATL	1.9	1	1.7	0.13	0.01	0.02	0.07	0.08
Kyle Wilber	DAL	1.9	1.7	0.8	0.04	0.01	0.01	0.01	0.06
Larry Foote	PIT	1.8	1.5	1.1	0.04	0.01	0.01	0.01	0.07
Brad Jones	GB	1.8	0.7	0.7	0.22	0.01	0.02	0.02	0.07
Arthur Moats	BUF	1.8	0.4	0.9	0.3	0.05	0.1	0.01	0.04
Jerrell Freeman	IND	1.8	1.5	1	0.02	0.05	0.03	0.01	0.03
Kaluka Maiava	CLE	1.7	1.3	0.2	0.01	0.03	0.12	0	0.03
Dannell Ellerbe	BAL	1.7	1.5	0.8	0.03	0.02	0.02	0.01	0.06
Dekoda Watson	TB	1.7	1	0.2	0.08	0.08	0.08	0.01	0.11
D.J. Smith	GB	1.7	1.3	0.7	0.03	0.01	0.01	0.05	0.09
Miles Burris	OAK	1.7	1.2	0.5	0.04	0.03	0.07	0.01	0.06
Stewart Bradley	ARI	1.6	1.4	0.6	0.04	0.02	0.02	0.01	0.16
Marvin Mitchell	MIN	1.6	1.2	0.6	0.05	0.04	0.07	0.01	0.09
Erik Walden	GB	1.6	1.5	0.9	0	0.02	0.02	0	0.14
Sergio Kindle	BAL	1.6	1.1	0.6	0.13	0.01	0.01	0.01	0.08
Keenan Robinson	WAS	1.6	1.3	0.9	0.06	0.02	0.01	0.01	0.08
Clark Haggans	SF	1.5	1.4	1	0	0.02	0	0	0.07
Brendon Ayanbadejo	BAL	1.5	1.1	0.3	0.05	0.06	0.02	0	0.1
Kirk Morrison	BUF	1.5	1.2	0.8	0.09	0.01	0.01	0.01	0.07
Adam Hayward	TB	1.5	1.2	0.3	0.02	0.03	0.01	0.01	0.04
Akeem Jordan	PHI	1.5	1.2	0.4	0.04	0.03	0.01	0.01	0.06
Tank Carder	CLE	1.5	1.1	0.5	0.02	0.04	0.09	0.01	0.03
Will Herring	NO	1.4	0.8	0.1	0.02	0.02	0.08	0.05	0.07
Nick Roach	CHI	1.4	1.2	0.5	0.02	0.03	0.02	0.01	0.18
Quentin Groves	ARI	1.3	0.9	0.4	0.03	0.03	0.1	0.01	0.08
Gerald McRath	TEN	1.3	1.2	0.5	0.02	0	0.01	0	0.04
Moise Fokou	IND	1.3	1.1	1.4	0.01	0.01	0.05	0	0.06
Tahir Whitehead	DET	1.3	1.1	0.5	0.03	0.01	0.04	0	0.04
Zac Diles	TEN	1.3	1.2	0.6	0.02	0.01	0.01	0	0.02
Victor Butler	DAL	1.2	0.8	0.5	0.11	0.01	0.03	0	0.03
Jermaine Cunningham	NE	1.2	0.7	0.4	0.08	0.02	0.1	0.01	0.03
Willie Young	DET	1.2	0.6	0.4	0.16	0.01	0.05	0.01	0.06
Ronnell Lewis	DET	1.2	1	0.6	0.03	0.01	0.02	0	0.03
Najee Goode	TB	1.2	0.9	0.3	0.02	0.02	0.05	0.01	0.04
Darryl Sharpton	HOU	1.1	0.8	0.3	0.06	0	0.01	0.01	0.04
Keenan Clayton	OAK	1.1	0.9	0.7	0.02	0.02	0.01	0.01	0.17
Martez Wilson	NO	1.1	0.3	0.3	0.18	0.01	0.09	0	0.03
Tracy White	NE	1	0.6	0.6	0.06	0.02	0.02	0	0.03
Tim Dobbins	HOU	1	0.6	0.3	0.03	0.01	0.1	0.01	0.07
Austin Spitler	MIA	1	0.5	0.2	0.01	0.12	0.02	0.01	0.04
Brandon Marshall	JAC	1	0.9	0.5	0	0.01	0.04	0	0.02
Adrian Tracy	NYG	1	0.8	0.3	0.02	0.02	0.02	0	0.06
Andy Studebaker	KC	0.9	0.3	0.5	0.08	0.07	0.06	0.01	0.05
Travis Goethel	OAK	0.9	0.6	0.2	0.04	0.02	0.01	0.01	0.04
Malcolm Smith	SEA	0.9	0.4	0.2	0.13	0.02	0.01	0	0.04
Brandon Johnson	PIT	0.9	0.7	0.8	0.02	0.01	0.01	0.02	0.19
Demorrio Williams	SD	0.8	0.6	0.2	0.02	0.02	0.01	0.01	0.05
Tim Shaw	TEN	0.8	0.4	0.2	0.02	0.02	0.01	0.01	0.02
Trevor Scott	NE	0.8	0.5	0.4	0.05	0.02	0.03	0.01	0.04
Ashlee Palmer	DET	0.8	0.6	0.1	0.02	0.01	0.01	0.01	0.05
Eugene Sims	STL	0.8	0.5	0.2	0.03	0.06	0.01	0	0.08
Terrell Manning	GB	0.8	0.6	0.3	0	0.01	0.03	0.01	0.06
Blake Costanzo	CHI	0.7	0.4	0.1	0.03	0.06	0.01	0.01	0.03
Patrick Bailey	TEN	0.7	0.4	0.2	0.02	0.02	0.02	0.01	0.03
Jason Phillips	CAR	0.7	0.4	0.2	0.02	0.02	0.02	0.01	0.05
Josh Hull	STL	0.7	0.4	0.2	0.02	0.04	0.02	0.01	0.05
Nigel Bradham	BUF	0.7	0.6	0.4	0	0.01	0.01	0.01	0.04
Darius Fleming	SF	0.7	0.7	0.2	0	0.01	0	0	0.04
Heath Farwell	SEA	0.6	0.4	0.2	0.02	0.01	0.01	0	0.04
Tavares Gooden	SF	0.6	0.4	0.1	0.03	0.02	0.01	0.01	0.03
Bruce Carter	DAL	0.6	0.5	0.3	0.01	0.01	0.02	0	0.07
Nate Irving	DEN	0.6	0.4	0.1	0.03	0.02	0.01	0	0.05
Akeem Dent	ATL	0.6	0.4	0.2	0.01	0.02	0	0.02	0.07
Travis Lewis	DET	0.6	0.5	0.3	0.02	0.01	0.04	0	0.04
Chris Carter	PIT	0.6	0.4	0.2	0.02	0.02	0	0.01	0.04
Kenny Onatolu	CAR	0.5	0.3	0.2	0.01	0	0.01	0.02	0.04
Stevenson Sylvester	PIT	0.5	0.4	0.2	0.01	0.01	0.01	0.01	0.06
Cameron Sheffield	KC	0.5	0.3	0.2	0.04	0.01	0.01	0.01	0.06
Ricky Brown	BAL	0.5	0.3	0.2	0	0.03	0.05	0	0.04
Doug Hogue	DET	0.4	0.3	0.2	0.01	0.01	0.01	0.01	0.04
Chris White	BUF	0.4	0.3	0.2	0	0.01	0.01	0.02	0.04
Andrew Gachkar	SD	0.4	0.3	0.1	0	0.01	0.01	0	0.04
James Farrior	PIT	0	0	0	0	0	0	0	0
Nail Diggs	SD	0	0	0	0	0	0	0	0
E.J. Henderson	MIN	0	0	0	0	0	0	0	0
Thomas Davis	CAR	0	0	0	0	0	0	0	0
Matt McCoy	SEA	0	0	0	0	0	0	0	0
Darryl Blackstock	BAL	0	0	0	0	0	0	0	0
Bobby Carpenter	NE	0	0	0	0	0	0	0	0
Chris Gocong	CLE	0	0	0	0	0	0	0	0
Omar Gaither	HOU	0	0	0	0	0	0	0	0
Desmond Bishop	GB	0	0	0	0	0	0	0	0
Antwan Applewhite	CAR	0	0	0	0	0	0	0	0
Robert James	ATL	0	0	0	0	0	0	0	0
Thomas Williams	TB	0	0	0	0	0	0	0	0
Chris Chamberlain	NO	0	0	0	0	0	0	0	0
Gary Guyton	MIA	0	0	0	0	0	0	0	0
Aaron Curry	OAK	0	0	0	0	0	0	0	0
Jason Williams	CAR	0	0	0	0	0	0	0	0
Spencer Adkins	ATL	0	0	0	0	0	0	0	0
Marcus Benard	CLE	0	0	0	0	0	0	0	0
Reggie Walker	ARI	0	0	0	0	0	0	0	0
Josh Mauga	NYJ	0	0	0	0	0	0	0	0
A.J. Edds	IND	0	0	0	0	0	0	0	0
Eric Norwood	CAR	0	0	0	0	0	0	0	0
Antonio Coleman	ARI	0	0	0	0	0	0	0	0
Dontay Moch	CIN	0	0	0	0	0	0	0	0
Greg Jones	NYG	0	0	0	0	0	0	0	0
Mike Mohamed	DEN	0	0	0	0	0	0	0	0
J.T. Thomas	CHI	0	0	0	0	0	0	0	0
Bryan Kehl	WAS	0	0	0	0	0	0	0	0
