PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Jared Allen	MIN	10.1	3.1	1.5	1.8	0.25	0.32	0.07	0.26
Jason Pierre-Paul	NYG	7.5	3.6	1.5	1.01	0.04	0.18	0	0.36
Rob Ninkovich	NE	6.2	2.2	1.9	0.79	0.22	0.22	0.11	0.2
Chris Long	STL	6	1.8	0.5	1.28	0.03	0.16	0	0.15
Osi Umenyiora	NYG	5.7	1.7	1.1	1.03	0.02	0.46	0	0.07
Jason Babin	PHI	5.4	2.4	0.5	0.8	0.02	0.28	0	0.12
John Abraham	ATL	5.2	2.2	0.9	0.58	0.1	0.41	0.02	0.18
J.J. Watt	HOU	5.2	3.1	0.7	0.49	0.14	0.01	0.05	0.17
Robert Mathis	IND	5.1	1.9	1.2	0.6	0.32	0.34	0	0.07
Justin Tuck	NYG	5.1	2.1	1.3	0.8	0.07	0.17	0	0.2
Trent Cole	PHI	5.1	3.2	0.7	0.54	0.02	0.14	0	0.15
Justin Smith	SF	4.8	3.2	0.9	0.34	0.04	0.2	0	0.07
Cliff Avril	DET	4.6	1.6	0.6	0.6	0.14	0.35	0.03	0.16
Connor Barwin	HOU	4.5	1.9	1	0.76	0.02	0.11	0	0.25
Jabaal Sheard	CLE	4.5	2.4	1.2	0.43	0.05	0.35	0	0.15
Mario Williams	BUF	4.4	1.5	0.5	0.76	0.01	0.26	0	0.21
Calais Campbell	ARI	4.4	2.6	1.3	0.29	0.07	0.16	0.06	0.35
Carlos Dunlap	CIN	4.4	1.1	0.9	1.01	0.09	0.01	0	0.19
Geno Atkins	CIN	4.3	1.5	1.2	0.79	0.09	0.12	0	0.1
Jared Odrick	MIA	4.2	1.6	0.2	0.58	0.04	0.3	0.04	0.16
Vince Wilfork	NE	4.1	1.9	1.4	0.49	0.12	0.09	0.06	0.12
Mathias Kiwanuka	NYG	4.1	2.8	1.3	0.29	0.04	0.12	0.03	0.07
Ahtyba Rubin	CLE	4.1	3.3	2.3	0.21	0.02	0.02	0.02	0.05
Chris Clemons	SEA	4	2	1.6	0.49	0.02	0.21	0	0.22
Adrian Clayborn	TB	4	1.9	1.2	0.49	0.02	0.28	0	0.04
Tommy Kelly	OAK	3.9	2.2	1.4	0.3	0.06	0.24	0.03	0.27
Haloti Ngata	BAL	3.9	2.2	1.9	0.37	0.1	0.15	0	0.26
Michael Bennett	TB	3.9	2.4	0.4	0.27	0.15	0.1	0	0.02
Robert Quinn	STL	3.9	1.3	0.3	0.62	0.03	0.12	0	0.14
Karl Klug	TEN	3.9	1.3	0.2	0.69	0.02	0.25	0	0.24
Brian Robison	MIN	3.8	1.5	1.2	0.52	0.15	0.22	0	0.06
Kyle Vanden Bosch	DET	3.7	1.8	0.9	0.4	0.05	0.26	0	0.02
Randy Starks	MIA	3.7	2.1	0.5	0.32	0.07	0.03	0.08	0.27
Jurrell Casey	TEN	3.7	2.5	1.2	0.26	0.07	0.12	0	0.05
Matt Shaughnessy	OAK	3.6	2.7	0.7	0.23	0.02	0.08	0	0.05
Dwight Freeney	IND	3.5	0.9	0.5	0.56	0.02	0.4	0	0.04
Aaron Maybin	NYJ	3.5	0.5	0.1	0.75	0.02	0.3	0	0
Michael Johnson	CIN	3.4	1.6	0.9	0.47	0.02	0.08	0.03	0.22
Ndamukong Suh	DET	3.4	2	1.1	0.34	0.01	0.03	0	0.08
Kevin Williams	MIN	3.3	1.9	1.3	0.37	0.02	0.13	0	0.34
Darnell Dockett	ARI	3.2	2	1	0.17	0.16	0.11	0	0.04
Darryl Tapp	PHI	3.2	1.9	0.6	0.17	0.16	0.14	0	0.27
Ray Edwards	ATL	3.2	1.9	0.8	0.24	0.21	0.01	0	0.15
Mark Anderson	BUF	3.2	1.1	0.7	0.54	0.06	0.14	0	0.13
Lawrence Jackson	DET	3.2	1.7	1.1	0.42	0.08	0.04	0	0.02
Paul Kruger	BAL	3.2	1.2	0.5	0.58	0.07	0.02	0	0.1
Lamarr Houston	OAK	3.2	2.3	1.3	0.1	0.14	0.04	0.04	0.14
Brett Keisel	PIT	3.1	1.9	1.4	0.19	0.09	0.17	0.02	0.46
Sione Pouha	NYJ	3.1	2.1	1.3	0.16	0.18	0.06	0	0.18
Jason Hatcher	DAL	3.1	1.7	0.9	0.32	0.02	0.12	0.04	0.08
Muhammad Wilkerson	NYJ	3.1	1.9	1	0.33	0.01	0.07	0	0.13
Antonio Smith	HOU	3	1.3	0.6	0.48	0.01	0.12	0	0.13
Cullen Jenkins	PHI	3	1.9	0.5	0.26	0.11	0.01	0	0.02
Domata Peko	CIN	3	2.1	1.9	0.2	0.05	0.07	0	0.02
Richard Seymour	OAK	2.9	1.9	0.7	0.26	0.02	0.01	0	0.21
Antonio Garay	SD	2.9	2.3	1.5	0.14	0.02	0.02	0	0.01
Desmond Bryant	OAK	2.9	1.8	0.4	0.2	0.02	0.12	0	0.04
Marcell Dareus	BUF	2.9	1.5	0.7	0.4	0.05	0.01	0	0.06
Quinton Coples	NYJ	2.9	1.3	0.6	0.43	0.05	0.03	0	0.06
Cory Redding	IND	2.8	1.8	1.8	0.18	0.1	0.03	0.01	0.1
Jay Ratliff	DAL	2.8	1.9	0.8	0.14	0.12	0.05	0	0.13
Kyle Williams	BUF	2.8	1.6	1	0.31	0.06	0.01	0	0.13
Chandler Jones	NE	2.8	1.2	0.8	0.5	0.03	0.03	0.01	0.03
Spencer Johnson	BUF	2.7	1.6	1	0.18	0.01	0.08	0.05	0.14
Ray McDonald	SF	2.7	1.6	0.6	0.18	0.05	0.18	0.02	0.06
Kevin Vickerson	DEN	2.6	1.9	1	0.08	0.03	0.05	0.06	0.08
Stephen Bowen	WAS	2.6	1.1	1.9	0.46	0.04	0.01	0	0.07
Gerald McCoy	TB	2.6	1.8	0.4	0.17	0.02	0.11	0	0.11
Michael Brockers	STL	2.6	1.3	0.5	0.36	0.04	0.04	0.01	0.03
Bruce Irvin	SEA	2.6	1.5	0.8	0.23	0.08	0.08	0	0.11
Ryan Pickett	GB	2.5	2.4	0.9	0.02	0.02	0.01	0	0.09
Jamaal Anderson	CIN	2.5	0.7	0.6	0.45	0.06	0.03	0	0.07
Kenyon Coleman	DAL	2.4	2	1.2	0.08	0.06	0.01	0	0.1
Frostee Rucker	CLE	2.4	1.8	1	0.16	0.02	0.01	0	0.1
Tony McDaniel	MIA	2.4	1.6	0.8	0.21	0.03	0.02	0	0.17
B.J. Raji	GB	2.4	1.4	0.8	0.23	0.05	0.01	0.01	0.09
Adam Carriker	WAS	2.3	1.1	1.3	0.39	0.02	0.02	0	0.01
Brandon Mebane	SEA	2.3	2.2	1.5	0.01	0.02	0.01	0	0.05
Glenn Dorsey	KC	2.3	2.1	2.2	0.02	0.04	0.02	0	0
Jason Jones	SEA	2.3	1.4	0.9	0.17	0.02	0.19	0	0.27
Kendall Langford	STL	2.3	1.2	0.8	0.18	0.02	0.26	0	0.12
Brandon Deaderick	NE	2.3	1	0.5	0.43	0.01	0.01	0	0
Barry Cofield	WAS	2.2	1.2	1.1	0.23	0.05	0.02	0	0.39
Red Bryant	SEA	2.2	1.3	1	0.02	0.07	0.04	0.06	0.11
Tyson Jackson	KC	2.2	1.8	1.3	0.07	0.02	0.01	0	0.09
Linval Joseph	NYG	2.2	1.7	1.1	0.14	0.01	0.01	0	0.18
Justin Bannan	DEN	2.2	1.9	0.8	0.02	0.03	0.02	0	0.14
Derrick Morgan	TEN	2.1	1.5	0.8	0.2	0.02	0.01	0	0.13
Kyle Love	NE	2.1	1	0.9	0.33	0.04	0.02	0	0.05
Corey Liuget	SD	2.1	1	0.5	0.05	0.18	0.25	0	0.11
Robert Geathers	CIN	2	1	1.3	0.32	0.01	0.03	0	0.05
Corey Williams	DET	2	1.6	0.7	0.09	0.02	0.02	0.01	0.08
Mike Patterson	PHI	2	1.8	0.6	0	0.04	0.06	0	0
Alan Branch	SEA	2	1.4	1.2	0.13	0.04	0.05	0	0.04
Paul Soliai	MIA	2	1.8	0.8	0.04	0.05	0.02	0	0.14
Sean Lissemore	DAL	2	1.4	0.8	0.15	0.03	0.02	0	0.01
Juqua Parker	CLE	1.9	1	0.4	0.12	0.2	0.05	0	0.3
Jonathan Babineaux	ATL	1.9	1.1	1.2	0.1	0.04	0.09	0.03	0.16
William Hayes	STL	1.9	1.1	0.6	0.21	0.02	0.04	0	0
Brandon Graham	PHI	1.9	1.3	0.1	0.1	0.02	0.11	0	0
Drake Nevis	IND	1.9	1.8	2.1	0.02	0.02	0.02	0	0.21
Roy Miller	TB	1.8	1.6	1.4	0.02	0.02	0.01	0	0
Dontari Poe	KC	1.8	1.4	0.9	0.06	0.04	0.05	0.01	0.17
Kendall Reyes	SD	1.8	1.1	0.4	0.14	0.03	0.02	0.01	0.02
Vaughn Martin	SD	1.7	1.5	1.4	0.05	0.02	0.03	0	0
Earl Mitchell	HOU	1.7	0.9	1	0.15	0.11	0.01	0	0.07
Jerel Worthy	GB	1.7	1.2	0.5	0.11	0.02	0.01	0	0.04
Olivier Vernon	MIA	1.7	0.9	0.3	0.18	0.07	0.02	0	0.03
Ziggy Hood	PIT	1.6	1.2	0.7	0.13	0.01	0.01	0	0.06
Sammie Hill	DET	1.6	1	0.8	0.09	0.06	0.06	0	0
C.J. Wilson	GB	1.6	1.4	0.6	0.04	0.01	0.01	0	0
Rocky Bernard	NYG	1.6	1	0.9	0.14	0.04	0.05	0	0.14
Letroy Guion	MIN	1.5	0.9	0.6	0.05	0.04	0.04	0	0
Fili Moala	IND	1.5	1	0.7	0.11	0.02	0.02	0	0.03
Tim Jamison	HOU	1.5	0.8	0.4	0.15	0.05	0.06	0	0.11
Everson Griffen	MIN	1.5	0.5	0.3	0.3	0.04	0.01	0	0.1
