PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Jared Allen	MIN	7.9	3	1.7	0.94	0.28	0.45	0.07	0.3
Jason Pierre-Paul	NYG	6.9	3.9	1.6	0.68	0.06	0.19	0	0.33
Rob Ninkovich	NE	6.5	2.4	2.1	0.78	0.28	0.31	0.09	0.28
John Abraham	ATL	6	2.3	0.9	0.88	0.07	0.42	0.01	0.14
Jason Babin	PHI	5.4	2.4	0.5	0.82	0.02	0.23	0	0.14
Calais Campbell	ARI	5.3	2.6	1.3	0.67	0.05	0.15	0.03	0.35
Cliff Avril	DET	5.2	1.4	0.6	0.92	0.12	0.3	0.03	0.17
Trent Cole	PHI	5.1	3.1	0.8	0.56	0.02	0.1	0	0.19
Justin Smith	SF	5	2.6	0.9	0.62	0.04	0.2	0	0.09
Charles Johnson	CAR	5	2.4	1	0.83	0.02	0.02	0	0.18
Osi Umenyiora	NYG	4.9	1.8	1.1	0.73	0.03	0.44	0	0.06
Adrian Clayborn	TB	4.9	1.8	1.1	0.84	0.02	0.22	0	0.06
Jabaal Sheard	CLE	4.8	2.5	1.2	0.43	0.06	0.43	0	0.12
Justin Tuck	NYG	4.7	2.3	1.4	0.59	0.08	0.2	0	0.16
Robert Mathis	IND	4.6	1.7	1	0.68	0.19	0.19	0	0.08
Julius Peppers	CHI	4.5	1.9	0.5	0.53	0.09	0.24	0.01	0.24
Tommy Kelly	OAK	4.4	2.2	1.4	0.44	0.05	0.28	0.04	0.22
Jeremy Mincey	JAC	4.4	2.1	1.1	0.51	0.05	0.25	0.04	0.05
Chris Long	STL	4.4	1.9	0.4	0.7	0.03	0.13	0	0.13
Brett Keisel	PIT	4.2	2	1.6	0.36	0.19	0.28	0.02	0.5
Vince Wilfork	NE	4.2	1.9	1.5	0.49	0.14	0.12	0.06	0.16
Ahtyba Rubin	CLE	4.2	3.3	2.4	0.22	0.02	0.01	0.03	0.04
Chris Clemons	SEA	4.1	2	1.3	0.51	0.02	0.25	0	0.23
Matt Shaughnessy	OAK	4.1	2.7	0.8	0.4	0.02	0.11	0	0.04
Greg Hardy	CAR	4.1	2.1	0.9	0.36	0.02	0.25	0	0.42
Mathias Kiwanuka	NYG	4	2.8	1.4	0.19	0.04	0.13	0.05	0.06
Kyle Vanden Bosch	DET	3.9	1.4	1	0.67	0.02	0.24	0	0.01
Michael Bennett	TB	3.9	2.2	0.4	0.39	0.14	0.08	0	0.02
Ndamukong Suh	DET	3.8	1.8	1	0.52	0.02	0.01	0.01	0.08
Darnell Dockett	ARI	3.7	2	0.9	0.41	0.11	0.09	0	0.04
Aaron Maybin	NYJ	3.7	0.6	0.2	0.78	0.02	0.37	0	0.01
Jared Odrick	MIA	3.7	1.5	0.2	0.37	0.04	0.38	0.06	0.12
Lamarr Houston	OAK	3.7	2.5	1.2	0.15	0.19	0.04	0.04	0.11
Jurrell Casey	TEN	3.6	2.4	1.2	0.27	0.06	0.1	0	0.04
Karl Klug	TEN	3.6	1.1	0.2	0.72	0.01	0.18	0	0.19
Sione Pouha	NYJ	3.4	2.3	1.4	0.14	0.22	0.08	0	0.19
Brian Robison	MIN	3.4	1.6	1.4	0.25	0.18	0.28	0	0.07
Antonio Garay	SD	3.3	2.2	1.3	0.35	0.02	0.01	0	0.01
Randy Starks	MIA	3.3	2.1	0.6	0.21	0.06	0.01	0.08	0.26
