PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
DeMarcus Ware	DAL	10.3	3.2	0.8	2.04	0.13	0.25	0.01	0.07
James Anderson	CAR	9.4	7.5	4.5	0.13	0.22	0.11	0.12	0.29
James Harrison	PIT	9.3	4	1.9	1.45	0.03	0.32	0.03	0.17
Karlos Dansby	MIA	8.9	7.3	2.2	0.11	0.04	0.51	0.02	0.23
DQwell Jackson	CLE	8.6	6.8	3.4	0.24	0.2	0.08	0.06	0.15
James Laurinaitis	STL	8.1	6.1	3	0.33	0.14	0.02	0.1	0.35
Clay Matthews	GB	8	3.3	1	1	0.04	0.31	0.15	0.46
Kevin Burnett	MIA	7.9	6.7	2.5	0.16	0.04	0.06	0.07	0.2
Patrick Willis	SF	7.9	4.9	1.6	0.45	0.17	0.35	0.07	0.7
Ray Lewis	BAL	7.6	6.3	3.2	0.14	0.03	0.16	0.07	0.51
Derrick Johnson	KC	7.6	6	2.3	0.1	0.13	0.21	0.06	0.46
LaMarr Woodley	PIT	7.5	2.3	1.6	1.2	0.19	0.09	0.14	0.26
London Fletcher	WAS	7.2	5.9	5	0.09	0.05	0.19	0.08	0.37
Chad Greenway	MIN	6.9	6.4	4.1	0.11	0.05	0.02	0	0.1
Jon Beason	CAR	6.7	5.9	2.9	0.06	0.02	0.16	0.05	0.34
David Harris	NYJ	6.5	4.1	2	0.18	0.05	0.02	0.25	0.48
Donald Butler	SD	6.5	4.6	1.3	0.1	0.11	0.46	0.07	0.1
D.J. Williams	DEN	6.4	4.9	2.1	0.29	0.06	0.18	0	0.35
Sean Lee	DAL	6.4	4	2.4	0.05	0.08	0.14	0.26	0.3
Aldon Smith	SF	6.2	1.6	0.4	1.32	0.07	0.14	0.02	0.2
Luke Kuechly	CAR	6.2	5.2	2.6	0.13	0.05	0.17	0.02	0.14
Brian Urlacher	CHI	6.1	5.1	1.8	0.03	0.12	0.01	0.09	0.32
Brian Cushing	HOU	6.1	4.2	2.7	0.32	0.02	0.25	0.07	0.27
Jerod Mayo	NE	6	3.9	3.9	0.32	0.07	0.3	0.08	0.31
Sean Weatherspoon	ATL	6	5	2.8	0.17	0.13	0.02	0.01	0.32
