PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
DeMarcus Ware	DAL	10.1	3	0.8	2	0.14	0.28	0.01	0.12
James Harrison	PIT	8.6	4.3	1.7	1.08	0.05	0.34	0.02	0.12
DQwell Jackson	CLE	8.6	6.6	3.4	0.28	0.2	0.1	0.06	0.15
James Anderson	CAR	8.3	6.3	3.9	0.12	0.29	0.11	0.12	0.43
Karlos Dansby	MIA	8.2	6.4	1.8	0.24	0.03	0.45	0.03	0.31
London Fletcher	WAS	8	6.6	4.1	0.08	0.07	0.22	0.09	0.35
Patrick Willis	SF	7.9	6.3	2.3	0.21	0.12	0.21	0.04	0.39
Kevin Burnett	MIA	7.8	5.9	2	0.33	0.05	0.1	0.08	0.2
James Laurinaitis	STL	7.4	5.5	2.6	0.26	0.16	0.01	0.12	0.46
Ray Lewis	BAL	7.2	5.8	2.9	0.19	0.02	0.18	0.07	0.36
LaMarr Woodley	PIT	7.2	2.5	1.5	0.99	0.2	0.1	0.14	0.22
Chad Greenway	MIN	7.1	6.4	3.8	0.13	0.07	0.03	0	0.11
Derrick Johnson	KC	7	5.6	2.2	0.08	0.12	0.18	0.06	0.43
Jerod Mayo	NE	6.8	4.7	4	0.16	0.11	0.43	0.08	0.37
Clay Matthews	GB	6.8	3.4	1.2	0.59	0.03	0.35	0.13	0.38
D.J. Williams	DEN	6.6	5.1	2.5	0.26	0.09	0.19	0.01	0.3
Donald Butler	SD	6.5	4.5	1.3	0.17	0.13	0.46	0.04	0.12
Cameron Wake	MIA	6.4	3	0.7	0.96	0.03	0.18	0.01	0.19
Sean Weatherspoon	ATL	6.3	5.4	2.9	0.17	0.1	0.02	0.01	0.33
Daryl Washington	ARI	6.3	4.8	0.8	0.3	0	0.04	0.09	0.35
Lawrence Timmons	PIT	6.2	4.8	2.2	0.2	0.05	0.06	0.08	0.37
Sean Lee	DAL	6.2	4	2.2	0.09	0.08	0.13	0.26	0.35
Navorro Bowman	SF	6.2	5.7	2.2	0.06	0.11	0.01	0.01	0.19
Tamba Hali	KC	6.1	2.7	1.3	0.66	0.1	0.49	0	0.06
Brian Urlacher	CHI	6	4.8	1.4	0.08	0.12	0.02	0.11	0.41
Jon Beason	CAR	6	5.1	2.6	0.06	0.01	0.18	0.06	0.44
David Harris	NYJ	6	4.1	2.1	0.23	0.05	0.02	0.16	0.49
Von Miller	DEN	6	3.2	1	0.72	0.01	0.3	0.01	0.23
Donta Hightower	NE	5.9	4.1	2.7	0.3	0.11	0.24	0.02	0.21
Anthony Spencer	DAL	5.8	3.1	1.3	0.54	0.02	0.43	0.01	0.08
Brian Cushing	HOU	5.8	4.4	2.9	0.18	0.02	0.24	0.07	0.28
Colin McCarthy	TEN	5.8	4.2	1.7	0.02	0.19	0.29	0.07	0.2
Leroy Hill	SEA	5.7	3.9	1.7	0.47	0.01	0.11	0.01	0.03
Rolando McClain	OAK	5.7	5.2	2.2	0.11	0.01	0.01	0.01	0.74
Ryan Kerrigan	WAS	5.7	3.2	1.8	0.51	0.01	0.35	0.04	0.13
Stephen Tulloch	DET	5.6	4.7	2.7	0.1	0.12	0.04	0.05	0.24
Luke Kuechly	CAR	5.6	4.5	2.3	0.11	0.07	0.19	0.02	0.18
Antwan Barnes	SD	5.5	1.8	0.4	0.92	0.03	0.42	0	0.09
Pat Angerer	IND	5.5	4.1	4.5	0.05	0.08	0.21	0.11	0.19
Nick Barnett	BUF	5.4	3.9	3.7	0.15	0.01	0.06	0.14	0.27
Lance Briggs	CHI	5.3	4.5	1.2	0.04	0.01	0.13	0.07	0.28
Shaun Phillips	SD	5.3	2.7	1.1	0.52	0.07	0.01	0.11	0.44
Kamerion Wimbley	TEN	5.3	3.6	1.2	0.46	0.01	0.07	0.02	0.1
Curtis Lofton	NO	5.3	4.4	3	0.1	0.07	0.16	0.03	0.33
Daryl Smith	JAC	5.2	3.8	1.8	0.22	0.01	0.15	0.06	0.54
Paul Posluszny	JAC	5.2	4	2.6	0.2	0.02	0.06	0.08	0.44
Jamar Chaney	PHI	5.2	4	1.7	0.06	0.02	0.07	0.16	0.47
Calvin Pace	NYJ	5.1	3.3	1.5	0.3	0.06	0.24	0.06	0.19
Erin Henderson	MIN	5	4	2.9	0.16	0.06	0.2	0	0.09
Melvin Ingram	SD	5	3.7	1.4	0.2	0.07	0.18	0.01	0.24
Takeo Spikes	SD	4.9	4	3	0.09	0.04	0.01	0.09	0.3
Michael Boley	NYG	4.9	4.1	1.6	0.1	0.09	0.05	0.03	0.15
A.J. Hawk	GB	4.9	4.5	3.1	0.04	0.03	0.02	0.04	0.28
Brian Orakpo	WAS	4.9	2.5	2	0.57	0.04	0.14	0.01	0.15
Scott Fujita	CLE	4.7	3.3	2	0.12	0.01	0.1	0.12	0.23
Paris Lenon	ARI	4.7	3.7	2.1	0.22	0.04	0.04	0.02	0.18
Mason Foster	TB	4.7	3.7	2.1	0.13	0.05	0.06	0.05	0.11
Nick Perry	GB	4.7	3.9	1.5	0.12	0.06	0.12	0.02	0.16
Rey Maualuga	CIN	4.6	3.4	3.2	0.01	0.08	0.3	0.08	0.1
Sam Acho	ARI	4.6	1.6	0.4	0.67	0.07	0.37	0.01	0.1
Quincy Black	TB	4.5	3.8	0.9	0.05	0.03	0.08	0.06	0.14
Akeem Ayers	TEN	4.5	3.3	2	0.19	0.09	0.15	0	0.13
Will Witherspoon	TEN	4.4	2.8	1.5	0.21	0.12	0.12	0.07	0.24
Bart Scott	NYJ	4.4	3.4	1.3	0.17	0.07	0.1	0.02	0.09
Elvis Dumervil	DEN	4.4	2	1	0.66	0.07	0.09	0.01	0.06
Justin Durant	DET	4.4	3.8	1.7	0.09	0.08	0.06	0	0.06
DeAndre Levy	DET	4.4	3.9	2.7	0.03	0.02	0.06	0.04	0.08
David Hawthorne	NO	4.3	3.4	2.3	0.11	0.08	0.05	0.04	0.3
K.J. Wright	SEA	4.3	2.9	1.1	0.26	0.1	0.11	0.01	0.07
Zach Brown	TEN	4.2	3.3	1.4	0.12	0.05	0.14	0.01	0.13
Geno Hayes	CHI	4.1	2.8	1.2	0.15	0.01	0.16	0.06	0.14
Aldon Smith	SF	4.1	2.1	0.4	0.54	0.04	0.09	0.02	0.11
Mychal Kendricks	PHI	4.1	3.1	0.9	0.15	0.06	0.06	0.04	0.18
Justin Houston	KC	4	2.5	0.6	0.3	0.12	0.11	0.01	0.18
Barrett Ruud	NO	3.9	3.3	1.9	0.1	0.01	0.1	0.02	0.31
Jovan Belcher	KC	3.9	3.6	2.2	0.06	0.01	0.05	0	0.06
Brooks Reed	HOU	3.9	2	1.3	0.36	0.16	0.13	0.01	0.13
Lavonte David	TB	3.9	3.4	1	0.07	0.04	0.05	0.01	0.14
DeMeco Ryans	PHI	3.8	3.4	1.6	0.03	0.02	0.08	0.01	0.2
Stephen Nicholas	ATL	3.8	2.7	2	0.03	0.11	0.28	0.03	0.12
Keith Rivers	NYG	3.8	3.4	1.5	0.09	0.01	0.01	0.01	0.12
Dan Connor	DAL	3.8	3.1	1.6	0.05	0.03	0.16	0.01	0.02
Joe Mays	DEN	3.8	3.6	1.2	0.02	0.02	0.01	0.01	0.17
Brian Rolle	PHI	3.8	2.8	0.8	0.07	0.15	0.12	0.01	0.31
Bobby Wagner	SEA	3.8	2.8	1.4	0.16	0.1	0.1	0.01	0.11
Thomas Howard	CIN	3.7	3	2.5	0.03	0.06	0.19	0.01	0.14
Jo-Lonn Dunbar	STL	3.7	3	1.2	0.11	0.05	0.1	0.01	0.28
Larry English	SD	3.6	1.2	0.4	0.77	0.02	0.02	0	0.05
Rocky McIntosh	STL	3.4	2.8	1.1	0.13	0.02	0.04	0.01	0.1
Wesley Woodyard	DEN	3.4	3.1	1.8	0.02	0.01	0.08	0.01	0.1
Kavell Conner	IND	3.4	2.7	3.4	0.01	0.1	0.12	0.02	0.1
Pernell McPhee	BAL	3.4	2	1.2	0.33	0.06	0.1	0.01	0.12
Jarret Johnson	SD	3.3	2.4	1.3	0.15	0.06	0.11	0.01	0.1
Jameel McClain	BAL	3.3	2.6	2.6	0.07	0.08	0.01	0.03	0.16
Koa Misi	MIA	3.3	2.2	1.3	0.24	0.11	0.01	0.01	0.1
Whitney Mercilus	HOU	3.3	2.5	1.1	0.11	0.04	0.1	0.01	0.15
Philip Wheeler	OAK	3.2	3	1.5	0.04	0.02	0.01	0.01	0.05
Jacquian Williams	NYG	3.2	2.6	0.8	0.05	0.14	0.01	0.01	0.24
