PLAYER	TEAM	FP	INT	PD	SOLO	AST	SACK	FUMR	FORCE
Kelvin Hayden	CHI	4.4	0.25	0.46	2.4	0.8	0.01	0.01	0.03
Eric Smith	NYJ	4.4	0.05	0.28	3.2	1.4	0.2	0.06	0.01
Jerraud Powers	IND	4.4	0.22	0.7	2.7	2.2	0	0.04	0.02
Kurt Coleman	PHI	4.4	0.16	0.35	3.4	1	0	0.02	0.06
Josh Wilson	WAS	4.3	0.12	0.7	3.2	2.1	0	0.08	0.05
Tim Jennings	CHI	4.2	0.08	0.42	3.4	1.1	0	0.07	0.08
Darrelle Revis	NYJ	4.2	0.24	1.41	2.3	1	0.01	0.06	0.01
Captain Munnerlyn	CAR	4.2	0.04	0.43	2.6	1.3	0.16	0.11	0.25
Nate Allen	PHI	4.2	0.15	0.62	3.3	1	0.03	0.02	0.03
Jabari Greer	NO	4.1	0.1	0.7	3.4	1.3	0	0.02	0.01
Steve Gregory	NE	4.1	0.07	0.22	3.4	2.3	0.01	0.02	0.03
Kendrick Lewis	KC	4.1	0.17	0.5	2.5	1.2	0	0.09	0.14
Cody Grimm	TB	4.1	0.1	0.21	3.3	1.1	0	0.02	0.04
Reed Doughty	WAS	4	0.03	0.17	3.4	2.3	0.04	0.03	0.13
Craig Dahl	STL	4	0.07	0.21	3.3	1	0.01	0.05	0.09
Jacob Lacey	DET	4	0.11	0.37	2.7	1.2	0	0.05	0.19
Abram Elam	KC	3.9	0.04	0.23	3	1.5	0.03	0.1	0.17
Antoine Cason	SD	3.9	0.16	0.9	2.9	1.1	0	0.01	0.04
Orlando Scandrick	DAL	3.9	0.05	0.39	3.2	1.3	0.08	0.01	0.02
Sherrod Martin	CAR	3.9	0.11	0.38	3	1.6	0	0.04	0.06
Jamarca Sanford	MIN	3.9	0.1	0.27	2.6	1.8	0.02	0.17	0.11
Major Wright	CHI	3.9	0.15	0.28	2.8	0.9	0	0.01	0.01
Reshad Jones	MIA	3.9	0.06	0.26	3	1.1	0.11	0.07	0.03
Dunta Robinson	ATL	3.8	0.09	0.48	3.2	1.8	0	0.03	0.01
Corey Webster	NYG	3.8	0.21	0.7	2.6	1.1	0	0.02	0.06
Antonio Cromartie	NYJ	3.8	0.31	1	2	0.9	0	0.02	0.08
Chris Houston	DET	3.8	0.17	0.67	2.6	1.3	0	0.01	0.02
Louis Delmas	DET	3.8	0.04	0.22	3.1	1.4	0.07	0.08	0.04
Mike Adams	DEN	3.7	0.14	0.25	2.7	1	0.02	0.04	0.05
Stanford Routt	KC	3.7	0.2	0.8	2.5	1.2	0	0.02	0.05
Ron Bartell	OAK	3.7	0.04	0.59	3.3	1.4	0	0.02	0.08
Amari Spievey	DET	3.7	0.12	0.21	2.9	1.3	0.06	0.03	0.02
Alterraun Verner	TEN	3.7	0.11	0.46	2.9	1.3	0	0.08	0.03
Sam Shields	GB	3.7	0.18	0.6	2.5	1.1	0.03	0.02	0.03
Richard Sherman	SEA	3.7	0.14	0.76	2.8	1.5	0	0.02	0.1
Champ Bailey	DEN	3.6	0.11	0.77	2.9	1.1	0.01	0.02	0.06
Rashean Mathis	JAC	3.6	0.07	0.27	2.9	1.7	0	0.07	0.06
Ike Taylor	PIT	3.6	0.15	0.87	2.4	1.4	0.06	0.03	0.08
Brandon Carr	DAL	3.6	0.15	0.62	2.6	1	0	0.08	0.01
Mark Barron	TB	3.6	0.13	0.43	2.5	0.8	0.03	0.08	0.04
Adrian Wilson	ARI	3.5	0.04	0.51	3	0.9	0.05	0.01	0.07
William Gay	ARI	3.5	0.04	0.6	2.8	0.9	0.04	0.09	0.02
Vontae Davis	IND	3.5	0.18	0.6	2.4	2.1	0.04	0.01	0.01
Alphonso Smith	DET	3.5	0.19	0.45	1.7	0.8	0	0.08	0.09
D.J. Moore	CHI	3.5	0.18	0.42	2.2	0.8	0	0.01	0.02
E.J. Biggers	TB	3.5	0.07	0.62	3.1	1	0	0.02	0.01
Javier Arenas	KC	3.5	0.1	0.38	1.6	0.8	0.08	0.1	0.01
Quentin Jammer	SD	3.4	0.06	0.51	2.7	1.1	0	0.09	0.04
Sheldon Brown	CLE	3.4	0.15	0.63	2.4	1.3	0	0.05	0.08
Justin King	IND	3.4	0.08	0.37	2.7	2.3	0.04	0.01	0.07
Patrick Robinson	NO	3.4	0.14	0.48	2.3	0.9	0	0.01	0.01
Quinton Carter	DEN	3.4	0.1	0.18	2.8	1	0.04	0.01	0.01
Harrison Smith	MIN	3.4	0.07	0.4	2.5	1.6	0.03	0.09	0.13
Drayton Florence	DET	3.3	0.12	0.55	2.1	1	0.01	0.07	0.1
Derek Cox	JAC	3.3	0.12	0.3	2.6	1.6	0	0.02	0.02
Nnamdi Asomugha	PHI	3.2	0.16	0.42	2.2	0.6	0	0.02	0.01
Chris Gamble	CAR	3.1	0.09	0.63	2.6	1.3	0	0.02	0.02
Dwight Lowery	JAC	3.1	0.12	0.32	1.7	1	0.09	0.11	0.02
Troy Nolan	MIA	3.1	0.05	0.27	2.5	1	0.06	0.07	0.02
Tarell Brown	SF	3	0.24	0.69	1.8	0.5	0.01	0.02	0.02
Jim Leonhard	DEN	3	0	0.08	2.7	1	0	0.03	0.08
Usama Young	CLE	2.9	0.07	0.19	2.5	1.4	0.02	0.02	0.01
Dominique Rodgers-Cromartie	PHI	2.9	0.06	0.81	2.1	0.6	0.03	0.02	0.01
Chris Cook	MIN	2.8	0.04	0.43	2.5	1.5	0	0.02	0.02
Aaron Ross	JAC	2.7	0.1	0.27	2.1	1.1	0.01	0.02	0.01
Mike Jenkins	DAL	2.7	0.07	0.6	2.2	1	0	0.02	0.03
Perrish Cox	SF	2.7	0.04	0.92	2.4	0.9	0	0.01	0
Marcus Gilchrist	SD	2.7	0.12	0.3	1.7	0.7	0	0.12	0.02
Mistral Raymond	MIN	2.7	0.26	0.48	1	0.6	0	0.12	0.02
James Sanders	ARI	2.6	0.02	0.18	2.2	0.6	0	0.08	0.01
Mike Mitchell	OAK	2.6	0.05	0.43	1.9	0.7	0.05	0.05	0.08
Courtney Greene	JAC	2.6	0.03	0.11	2.1	1.2	0	0.06	0.08
Darian Stewart	STL	2.6	0.03	0.13	2.2	0.7	0	0.01	0.07
Rahim Moore	DEN	2.6	0.06	0.17	2	0.8	0	0.07	0.01
Morris Claiborne	DAL	2.6	0.17	0.57	1.5	0.6	0.01	0.06	0.04
Dimitri Patterson	CLE	2.5	0.08	0.61	1.9	1	0.02	0.01	0.01
Brandon Meriweather	WAS	2.5	0.04	0.2	2.1	1.5	0	0.03	0.01
Chris Clemons	MIA	2.4	0.04	0.28	1.5	0.6	0.02	0.06	0.14
Joselio Hanson	OAK	2.3	0.04	0.25	1.8	0.7	0	0.12	0.01
Craig Steltz	CHI	2.2	0.05	0.15	1.5	0.5	0.04	0.01	0.13
Kyle Wilson	NYJ	2.2	0.1	0.42	1.6	0.7	0	0.03	0.02
Chris Culliver	SF	2.2	0.06	0.35	1.8	0.6	0	0.02	0.01
Janoris Jenkins	STL	2.2	0.11	0.65	1.4	0.4	0.01	0.07	0.04
Walter Thurmond	SEA	2.1	0.05	0.27	1.5	0.8	0	0.02	0.13
Nolan Carroll	MIA	2.1	0.07	0.32	1.5	0.6	0	0.05	0.02
Brandon Taylor	SD	2.1	0.06	0.28	1.4	0.6	0.03	0.04	0.05
Christopher Owens	ATL	2	0.01	0.29	1.8	1	0.04	0.01	0.02
Michael Adams	ARI	1.9	0.03	0.18	1.7	0.6	0	0.01	0.01
Rashad Johnson	ARI	1.9	0.02	0.18	1.6	0.5	0	0.04	0.03
Prince Amukamara	NYG	1.9	0.07	0.2	1.3	0.5	0	0.09	0.02
Chris Conte	CHI	1.9	0.06	0.16	1.5	0.5	0	0.02	0.01
Casey Hayward	GB	1.9	0.15	0.62	1	0.5	0.02	0.04	0.04
Shawntae Spencer	OAK	1.8	0.06	0.24	1.3	0.5	0	0.03	0.05
Justin Tryon	NYG	1.8	0.05	0.28	1.4	0.6	0	0.05	0.01
Jerron McMillian	GB	1.8	0.06	0.25	1.2	0.5	0.03	0.03	0.04
Ryan Mundy	PIT	1.7	0.05	0.27	1	0.6	0	0.03	0.16
Keenan Lewis	PIT	1.7	0.06	0.31	1.3	0.7	0	0.03	0.01
Jaiquawn Jarrett	PHI	1.6	0.04	0.28	1.3	0.4	0	0.02	0.01
Brandyn Thompson	WAS	1.6	0.04	0.19	0.5	0.3	0	0.31	0.01
Barry Church	DAL	1.5	0.03	0.13	1.2	0.5	0	0.06	0.03
Brandon Boykin	PHI	1.5	0.04	0.28	0.5	0.1	0	0.02	0.01
Jerome Murphy	NO	1.5	0.04	0.15	0.9	0.4	0	0.14	0.01
Madieu Williams	WAS	1.4	0.04	0.2	1	0.7	0	0.01	0.03
Atari Bigby	SD	1.4	0.06	0.18	0.4	0.1	0.14	0.08	0.02
Tom Zbikowski	IND	1.4	0.03	0.19	0.8	0.7	0.05	0.01	0.01
Elbert Mack	NO	1.4	0.05	0.25	1	0.4	0	0.02	0.01
Buster Skrine	CLE	1.3	0.09	0.18	0.5	0.3	0	0.01	0.01
Jimmy Wilson	MIA	1.3	0.06	0.45	0.6	0.2	0	0.05	0.02
Chris Prosinski	JAC	1.2	0.04	0.11	0.8	0.5	0	0.08	0.01
Josh Thomas	CAR	1.2	0.02	0.21	0.4	0.2	0	0.24	0.02
Trent Robinson	SF	1.2	0.08	0.26	0.6	0.2	0.01	0.02	0.02
SydQuan Thompson	DEN	1.2	0.19	0.22	0.6	0.2	0	0.09	0.01
Travis Daniels	KC	1.1	0.09	0.23	0.5	0.3	0	0.02	0.02
David Bruton	DEN	1.1	0	0.15	1.1	0.4	0	0.01	0
Jalil Brown	KC	1.1	0.07	0.24	0.4	0.2	0	0.11	0.01
Tavon Wilson	NE	1.1	0.05	0.19	0.7	0.5	0.02	0.02	0.02
Darcel McBath	SF	1.1	0	0.11	1	0.4	0	0.01	0
Joe Lefeged	IND	1	0	0.26	0.5	0.5	0	0	0.01
Trumaine Johnson	STL	1	0.06	0.11	0.6	0.2	0	0.02	0.01
Matt Johnson	DAL	1	0.02	0.15	0.9	0.4	0.01	0	0.02
Dwight Bentley	DET	0.9	0.07	0.24	0.5	0.2	0.01	0.02	0.02
Corey White	NO	0.9	0.02	0.19	0.7	0.3	0.01	0.01	0.02
Josh Bush	NYJ	0.9	0.06	0.28	0.5	0.2	0.01	0.02	0.02
Charles Mitchell	ATL	0.9	0.05	0.23	0.5	0.3	0.01	0.01	0.01
Mana Silva	DAL	0.9	0.03	0.13	0.7	0.3	0	0.01	0.02
Will Allen	PIT	0.8	0.05	0.26	0.3	0.2	0.01	0.05	0.01
Erik Coleman	DET	0.8	0.05	0.17	0.5	0.2	0	0.01	0.01
Ray Ventrone	CLE	0.8	0.04	0.17	0.4	0.2	0	0.02	0.03
Pat Lee	OAK	0.8	0.05	0.24	0.5	0.2	0	0.02	0.01
Brandon Burton	MIN	0.8	0.04	0.18	0.5	0.3	0	0.02	0.02
Anthony Gaitor	TB	0.8	0.04	0.19	0.4	0.2	0	0.02	0.02
David Sims	PHI	0.8	0.04	0.32	0.5	0.1	0.01	0.02	0
Haruki Nakamura	CAR	0.7	0.03	0.19	0.4	0.2	0.02	0.02	0.02
Ryan Mouton	TEN	0.7	0.05	0.2	0.5	0.2	0	0.01	0.01
Darrell Stuckey	SD	0.7	0.06	0.19	0.4	0.1	0	0.01	0.01
Stevie Brown	NYG	0.7	0.05	0.18	0.4	0.2	0	0.01	0.01
Shareece Wright	SD	0.7	0.05	0.22	0.4	0.2	0	0.01	0.01
Josh Robinson	MIN	0.7	0	0.23	0.6	0.3	0.01	0.02	0.03
Robert Blanton	MIN	0.7	0.03	0.2	0.4	0.3	0	0.02	0.02
Josh Norman	CAR	0.7	0.04	0.22	0.4	0.2	0.01	0.01	0.02
Jeremy Lane	SEA	0.7	0.03	0.18	0.4	0.2	0	0.02	0.01
Winston Guy	SEA	0.7	0.02	0.09	0.5	0.2	0.01	0.01	0.02
Jonte Green	DET	0.7	0.05	0.17	0.3	0.2	0	0.01	0.01
D.J. Campbell	CAR	0.7	0.03	0.21	0.4	0.2	0.01	0.01	0.02
Curtis Brown	PIT	0.7	0.05	0.31	0.3	0.2	0	0.02	0.01
Michael Coe	NYG	0.7	0.05	0.18	0.4	0.2	0	0.01	0.02
Phillip Adams	OAK	0.7	0.03	0.09	0.6	0.2	0	0.01	0.01
John Wendling	DET	0.6	0.05	0.17	0.3	0.1	0	0.01	0.01
Marquice Cole	NE	0.6	0.02	0.04	0.3	0.2	0	0.04	0.01
Myron Lewis	TB	0.6	0.01	0.06	0.5	0.2	0	0	0.01
Johnny Patrick	NO	0.6	0.03	0.19	0.4	0.2	0	0.02	0.02
Curtis Marsh	PHI	0.6	0.04	0.31	0.4	0.1	0	0.01	0.01
Tommie Campbell	TEN	0.6	0.04	0.22	0.4	0.2	0	0.01	0.01
Jayron Hosley	NYG	0.6	0.01	0.2	0.5	0.2	0	0.01	0.01
Alfonzo Dennard	NE	0.6	0.04	0.15	0.3	0.2	0	0.02	0.01
Rafael Bush	NO	0.6	0.01	0.16	0.4	0.2	0	0.02	0.02
Sherrick McManis	CHI	0.5	0.03	0.03	0.3	0.1	0	0	0.01
Byron Maxwell	SEA	0.5	0.01	0.03	0.3	0.1	0	0.06	0.01
Colin Jones	CAR	0.5	0.01	0.03	0.3	0.2	0	0.05	0.02
Omar Bolden	DEN	0.5	0	0.15	0.4	0.2	0	0	0
Marcus Sherels	MIN	0.5	0	0	0	0	0	0	0
Jacques Reeves	KC	0.5	0.03	0.04	0.3	0.2	0.02	0.01	0
Tyler Sash	NYG	0.4	0	0.03	0.3	0.2	0	0	0.01
Coty Sensabaugh	TEN	0.4	0	0.16	0.3	0.2	0	0	0.01
Chris Greenwood	DET	0.4	0	0.16	0.3	0.2	0.01	0.01	0.01
Jordan Bernstine	WAS	0.4	0	0.25	0.3	0.2	0.01	0.01	0.01
Trevin Wade	CLE	0.3	0	0.2	0.3	0.2	0	0	0.01
Bryan McCann	OAK	0.2	0	0	0	0	0	0	0
Nate Clements	CIN	0	0	0	0	0	0	0	0
Will Allen	NE	0	0	0	0	0	0	0	0
Ed Reed	BAL	0	0	0	0	0	0	0	0
Terence Newman	CIN	0	0	0	0	0	0	0	0
Bryan Scott	BUF	0	0	0	0	0	0	0	0
Terrence McGee	BUF	0	0	0	0	0	0	0	0
Rod Hood	STL	0	0	0	0	0	0	0	0
Sean Jones	DET	0	0	0	0	0	0	0	0
Benny Sapp	MIN	0	0	0	0	0	0	0	0
Adam Jones	CIN	0	0	0	0	0	0	0	0
Brodney Pool	DAL	0	0	0	0	0	0	0	0
Oshiomogho Atogwe	PHI	0	0	0	0	0	0	0	0
Sean Considine	BAL	0	0	0	0	0	0	0	0
George Wilson	BUF	0	0	0	0	0	0	0	0
Chris Carr	MIN	0	0	0	0	0	0	0	0
James Butler	STL	0	0	0	0	0	0	0	0
Jason Allen	CIN	0	0	0	0	0	0	0	0
Johnathan Joseph	HOU	0	0	0	0	0	0	0	0
Danieal Manning	HOU	0	0	0	0	0	0	0	0
Bernard Pollard	BAL	0	0	0	0	0	0	0	0
Charlie Peprah	GB	0	0	0	0	0	0	0	0
Jarrad Page	MIN	0	0	0	0	0	0	0	0
Leon Hall	CIN	0	0	0	0	0	0	0	0
Reggie Nelson	CIN	0	0	0	0	0	0	0	0
Tanard Jackson	WAS	0	0	0	0	0	0	0	0
Corey Graham	BAL	0	0	0	0	0	0	0	0
Alan Ball	HOU	0	0	0	0	0	0	0	0
Melvin Bullitt	IND	0	0	0	0	0	0	0	0
Byron Westbrook	WAS	0	0	0	0	0	0	0	0
Leodis McKelvin	BUF	0	0	0	0	0	0	0	0
Tyrell Johnson	MIA	0	0	0	0	0	0	0	0
Reggie Smith	CAR	0	0	0	0	0	0	0	0
Antwaun Molden	NYG	0	0	0	0	0	0	0	0
Quintin Demps	HOU	0	0	0	0	0	0	0	0
Jonathan Wilhite	CHI	0	0	0	0	0	0	0	0
Josh Barrett	NE	0	0	0	0	0	0	0	0
Cary Williams	BAL	0	0	0	0	0	0	0	0
Darius Butler	CAR	0	0	0	0	0	0	0	0
Jairus Byrd	BUF	0	0	0	0	0	0	0	0
Kevin Barnes	DET	0	0	0	0	0	0	0	0
Lardarius Webb	BAL	0	0	0	0	0	0	0	0
Donald Washington	KC	0	0	0	0	0	0	0	0
Glover Quin	HOU	0	0	0	0	0	0	0	0
Morgan Trent	WAS	0	0	0	0	0	0	0	0
Brice McCain	HOU	0	0	0	0	0	0	0	0
Danny Gorrer	BAL	0	0	0	0	0	0	0	0
Kareem Jackson	HOU	0	0	0	0	0	0	0	0
Taylor Mays	CIN	0	0	0	0	0	0	0	0
Kevin Thomas	PHI	0	0	0	0	0	0	0	0
Dominique Franks	ATL	0	0	0	0	0	0	0	0
Larry Asante	TB	0	0	0	0	0	0	0	0
Jordan Pugh	CAR	0	0	0	0	0	0	0	0
Cassius Vaughn	IND	0	0	0	0	0	0	0	0
Aaron Berry	DET	0	0	0	0	0	0	0	0
Terrence Johnson	IND	0	0	0	0	0	0	0	0
Jimmy Smith	BAL	0	0	0	0	0	0	0	0
Ras-I Dowling	NE	0	0	0	0	0	0	0	0
Aaron Williams	BUF	0	0	0	0	0	0	0	0
Brandon Harris	HOU	0	0	0	0	0	0	0	0
DeMarcus Van Dyke	PIT	0	0	0	0	0	0	0	0
Brandon Hogan	CAR	0	0	0	0	0	0	0	0
DaNorris Searcy	BUF	0	0	0	0	0	0	0	0
Chimdi Chekwa	OAK	0	0	0	0	0	0	0	0
Rashad Carmichael	HOU	0	0	0	0	0	0	0	0
Shiloh Keo	HOU	0	0	0	0	0	0	0	0
Jermale Hines	IND	0	0	0	0	0	0	0	0
Chykie Brown	BAL	0	0	0	0	0	0	0	0
Chris Rucker	IND	0	0	0	0	0	0	0	0
Justin Rogers	BUF	0	0	0	0	0	0	0	0
David Caldwell	IND	0	0	0	0	0	0	0	0
Darrin Walls	ATL	0	0	0	0	0	0	0	0
Kevin Rutland	JAC	0	0	0	0	0	0	0	0
Stephon Gilmore	BUF	0	0	0	0	0	0	0	0
Dre Kirkpatrick	CIN	0	0	0	0	0	0	0	0
Ron Brooks	BUF	0	0	0	0	0	0	0	0
Christian Thompson	BAL	0	0	0	0	0	0	0	0
George Iloka	CIN	0	0	0	0	0	0	0	0
Markelle Martin	TEN	0	0	0	0	0	0	0	0
Reggie Corner	JAC	0	0	0	0	0	0	0	0
Drew Coleman	DET	0	0	0	0	0	0	0	0
James Ihedigbo	BAL	0	0	0	0	0	0	0	0
Robert McClain	ATL	0	0	0	0	0	0	0	0
