PLAYER	TEAM	FP	INT	PD	SOLO	AST	SACK	FUMR	FORCE
Dawan Landry	JAC	5.3	0.05	0.19	4.5	2.2	0.02	0.08	0.07
Dashon Goldson	SF	5.3	0.26	0.38	3.7	1.1	0.02	0.06	0.06
William Moore	ATL	5.3	0.18	0.63	4	2.3	0	0.03	0.18
Lardarius Webb	BAL	5.3	0.27	1.21	3.3	1.6	0	0.08	0.04
Tramon Williams	GB	5.2	0.22	1.39	3.3	1.5	0.01	0.15	0.03
Matt Giordano	OAK	5.1	0.32	0.27	3	1.1	0.06	0.02	0.12
George Wilson	BUF	5.1	0.27	0.35	3.3	1.8	0	0.08	0.16
Bradley Fletcher	STL	5.1	0.2	0.54	3.9	1.5	0	0.08	0.01
Devin McCourty	NE	5.1	0.14	0.74	4	2.6	0.02	0.02	0.13
Patrick Peterson	ARI	5.1	0.08	0.54	3.2	1	0.08	0.06	0.01
Marcus Trufant	SEA	5	0.11	0.53	3.7	2.2	0	0.14	0.04
Michael Griffin	TEN	5	0.1	0.29	4.2	1.8	0	0.04	0.12
Reggie Nelson	CIN	5	0.08	0.44	3.3	1.9	0.22	0.01	0.15
Jerraud Powers	IND	5	0.22	0.57	3.2	2.7	0	0.05	0.01
Ryan Clark	PIT	4.9	0.08	0.37	4.2	2.4	0.04	0.02	0.03
Eric Wright	TB	4.9	0.12	0.76	4.1	1.3	0	0.02	0.06
T.J. Ward	CLE	4.9	0.03	0.36	3.9	2.1	0.04	0.03	0.24
Donte Whitner	SF	4.8	0.08	0.32	3.6	1.1	0	0.2	0.12
Cortland Finnegan	STL	4.8	0.1	0.64	3.6	1.4	0.06	0.11	0.04
Kurt Coleman	PHI	4.8	0.24	0.3	3.3	0.9	0	0.02	0.1
Malcolm Jenkins	NO	4.7	0.02	0.35	3.9	1.5	0.08	0.14	0.08
Sherrod Martin	CAR	4.7	0.24	0.44	3.3	1.6	0	0.04	0.04
Chris Hope	ATL	4.6	0.16	0.26	3.3	1.7	0.02	0.18	0.03
Terence Newman	CIN	4.6	0.08	0.48	3.8	2.1	0	0.09	0.01
Cedric Griffin	WAS	4.6	0.1	0.66	3.6	2.5	0	0.01	0.24
Kyle Arrington	NE	4.6	0.2	0.62	3.3	2.3	0	0.06	0.02
Nate Allen	PHI	4.6	0.24	0.61	3	0.9	0.08	0.04	0.05
Michael Huff	OAK	4.5	0.16	0.37	3.2	1.3	0.07	0.02	0.11
Kenny Phillips	NYG	4.5	0.14	0.49	3.4	1.5	0	0.04	0.14
Captain Munnerlyn	CAR	4.5	0.09	0.43	2.7	1.3	0.1	0.13	0.27
Earl Thomas	SEA	4.5	0.08	0.31	3.5	2.1	0	0.1	0.08
Kelvin Hayden	CHI	4.4	0.26	0.46	2.4	0.9	0	0.02	0.06
Danieal Manning	HOU	4.4	0.15	0.42	3.1	1.4	0	0.01	0.02
Josh Wilson	WAS	4.4	0.14	0.82	3.2	2.1	0	0.08	0.06
Tracy Porter	DEN	4.4	0.07	0.45	3.2	1.3	0	0.16	0.1
Sean Smith	MIA	4.4	0.13	0.53	3.6	1.2	0	0.04	0.02
Joe Haden	CLE	4.4	0.07	0.79	3.4	1.9	0.03	0.07	0.12
Ed Reed	BAL	4.3	0.23	0.99	2.7	1.5	0.05	0.02	0.07
Jordan Babineaux	TEN	4.3	0.07	0.27	3.5	1.5	0.04	0.05	0.09
Carlos Rogers	SF	4.3	0.23	0.69	2.8	0.9	0	0.02	0.04
Eric Smith	NYJ	4.3	0.06	0.3	3.3	1.5	0.1	0.06	0.01
Orlando Scandrick	DAL	4.3	0.06	0.32	3.4	1.4	0.12	0.02	0.01
Darrelle Revis	NYJ	4.2	0.25	1.25	2.3	1	0	0.05	0.02
Craig Dahl	STL	4.1	0.12	0.25	3.1	1.2	0.02	0.04	0.13
Brandon Flowers	KC	4.1	0.17	1.02	2.7	1.3	0	0.01	0.03
Brandon Browner	SEA	4.1	0.16	1.08	2.9	1.8	0	0.02	0.01
Jabari Greer	NO	4	0.09	0.68	3.4	1.4	0	0.02	0.01
Reed Doughty	WAS	4	0.05	0.21	3.2	2.2	0.03	0.05	0.14
Steve Gregory	NE	4	0.08	0.18	3.4	2.2	0	0.01	0.01
Leon Hall	CIN	4	0.13	0.48	2.9	1.6	0	0.09	0.07
Aqib Talib	TB	4	0.15	0.77	2.7	0.9	0	0.01	0.08
Justin King	IND	4	0.06	0.26	3.3	2.8	0.04	0.02	0.11
Vontae Davis	IND	4	0.16	0.5	3	2.5	0.03	0.03	0.01
Reshad Jones	MIA	4	0.08	0.24	3.1	1.1	0.1	0.07	0.01
Dunta Robinson	ATL	3.9	0.11	0.53	3.2	1.8	0	0.03	0.02
Antonio Cromartie	NYJ	3.9	0.3	0.95	2.2	1	0	0.02	0.08
Johnathan Joseph	HOU	3.9	0.23	0.99	2.6	1.2	0	0.01	0.07
Tim Jennings	CHI	3.9	0.1	0.56	3.1	1.2	0	0.07	0.07
D.J. Moore	CHI	3.9	0.24	0.51	2	0.8	0	0.01	0.03
Major Wright	CHI	3.9	0.18	0.34	2.5	1	0	0.02	0.02
Chris Gamble	CAR	3.8	0.21	0.72	2.7	1.2	0	0.03	0.01
Corey Webster	NYG	3.8	0.21	0.72	2.5	1.1	0	0.01	0.09
Chris Houston	DET	3.8	0.16	0.8	2.7	1.2	0	0.01	0.01
Antoine Cason	SD	3.8	0.12	1.03	3	1.2	0	0.02	0.05
Brandon Carr	DAL	3.8	0.14	0.5	2.9	1.2	0	0.06	0.01
Louis Delmas	DET	3.8	0.02	0.26	3.4	1.6	0.02	0.05	0.02
Glover Quin	HOU	3.8	0.06	0.63	3.3	1.5	0	0.08	0.03
Jacob Lacey	DET	3.8	0.07	0.38	2.8	1.4	0	0.04	0.14
Kam Chancellor	SEA	3.8	0.09	0.46	2.9	1.8	0.07	0.06	0.06
Cody Grimm	TB	3.8	0.06	0.23	3.2	1	0	0.02	0.07
Quentin Jammer	SD	3.7	0.05	0.58	3	1.1	0	0.11	0.04
Rashean Mathis	JAC	3.7	0.07	0.35	2.9	1.5	0	0.12	0.05
Bryan Scott	BUF	3.7	0.11	0.33	2.1	1.1	0.16	0.08	0.02
Mike Adams	DEN	3.7	0.19	0.32	2.2	0.8	0.05	0.05	0.08
William Gay	ARI	3.7	0.05	0.62	2.8	1	0.06	0.1	0.03
Amari Spievey	DET	3.7	0.1	0.21	3	1.5	0.02	0.03	0.01
Alterraun Verner	TEN	3.7	0.07	0.32	3.1	1.3	0	0.09	0.02
Dwight Lowery	JAC	3.6	0.17	0.44	1.8	0.9	0.1	0.1	0.01
E.J. Biggers	TB	3.6	0.05	0.66	3.3	1	0	0.03	0.01
Kendrick Lewis	KC	3.6	0.13	0.52	2.3	1.1	0	0.07	0.12
Mark Barron	TB	3.6	0.08	0.47	2.7	0.8	0.03	0.08	0.08
Ron Bartell	OAK	3.5	0.05	0.66	3.1	1.2	0	0.01	0.06
Abram Elam	KC	3.5	0.04	0.24	2.6	1.3	0.06	0.07	0.12
Adrian Wilson	ARI	3.4	0.03	0.54	2.9	1	0.05	0.01	0.09
Jamarca Sanford	MIN	3.4	0.04	0.16	2.8	1.8	0.01	0.08	0.05
Patrick Robinson	NO	3.4	0.14	0.44	2.4	0.9	0	0.01	0.01
Javier Arenas	KC	3.4	0.06	0.37	1.4	0.7	0.19	0.07	0.01
Richard Sherman	SEA	3.4	0.1	0.81	2.7	1.5	0	0.02	0.09
Champ Bailey	DEN	3.3	0.14	0.88	2.4	0.8	0.02	0.01	0.07
Sheldon Brown	CLE	3.3	0.09	0.5	2.5	1.4	0	0.08	0.07
Nnamdi Asomugha	PHI	3.3	0.21	0.37	2	0.6	0.01	0.03	0.02
Ike Taylor	PIT	3.3	0.11	0.84	2.5	1.5	0.03	0.02	0.05
Dominique Rodgers-Cromartie	PHI	3.3	0.1	0.78	2	0.6	0.09	0.03	0.01
Alphonso Smith	DET	3.3	0.18	0.5	1.8	0.8	0	0.06	0.07
Derek Cox	JAC	3.3	0.12	0.34	2.7	1.4	0	0.02	0.01
Troy Nolan	MIA	3.3	0.07	0.22	2.5	0.9	0.06	0.1	0.02
Quinton Carter	DEN	3.3	0.12	0.18	2.3	0.8	0.09	0.02	0.01
Stanford Routt	KC	3.2	0.15	0.85	2.2	1.2	0	0.01	0.02
Leodis McKelvin	BUF	3.2	0.1	0.48	1.7	0.9	0	0.16	0.03
Sam Shields	GB	3.2	0.19	0.8	2.1	0.9	0.02	0.01	0.02
Aaron Williams	BUF	3.2	0.1	0.46	2.5	1.4	0	0	0.1
Harrison Smith	MIN	3.2	0.03	0.3	2.8	1.7	0.02	0.04	0.07
Drayton Florence	DET	3.1	0.09	0.6	2.2	1	0	0.06	0.07
Kareem Jackson	HOU	3.1	0.1	0.49	2.4	1.1	0	0.01	0.09
Chris Cook	MIN	3.1	0.01	0.31	3	1.8	0	0.01	0.01
Cary Williams	BAL	3	0.05	0.78	2.5	1.3	0	0.01	0.09
Jason Allen	CIN	2.9	0.1	0.35	2.4	1.4	0	0.01	0.01
Aaron Ross	JAC	2.9	0.1	0.34	2.3	1	0.01	0.03	0.01
Usama Young	CLE	2.9	0.05	0.17	2.5	1.3	0.01	0.03	0.02
Tarell Brown	SF	2.9	0.18	0.55	1.9	0.6	0	0.01	0.01
Mike Jenkins	DAL	2.9	0.06	0.49	2.6	1	0	0.01	0.02
Perrish Cox	SF	2.9	0.04	0.66	2.7	1	0	0	0
Marcus Gilchrist	SD	2.9	0.12	0.26	1.8	0.7	0	0.16	0.02
Terrence McGee	BUF	2.8	0.06	0.33	2.5	1.5	0	0.01	0.01
Courtney Greene	JAC	2.7	0.03	0.17	2.2	1.1	0	0.05	0.07
Morris Claiborne	DAL	2.7	0.16	0.45	1.6	0.7	0.01	0.05	0.04
James Sanders	ARI	2.6	0.02	0.18	2.1	0.7	0	0.1	0.01
Stephon Gilmore	BUF	2.6	0.26	0.66	1.1	0.6	0.02	0.05	0.04
Quintin Demps	HOU	2.5	0.16	0.31	1.6	0.8	0	0.02	0.02
Chris Culliver	SF	2.5	0.04	0.25	2.1	0.7	0	0.02	0.02
Jim Leonhard	DEN	2.5	0	0.12	2.2	0.8	0	0.03	0.08
Dimitri Patterson	CLE	2.4	0.06	0.48	1.8	0.9	0	0.02	0.02
Mike Mitchell	OAK	2.4	0.06	0.46	1.7	0.7	0.04	0.04	0.07
Chris Clemons	MIA	2.4	0.06	0.21	1.4	0.5	0.01	0.07	0.15
Rahim Moore	DEN	2.4	0.09	0.2	1.7	0.6	0	0.08	0.01
Brandon Meriweather	WAS	2.3	0.04	0.24	2	1.5	0	0.03	0.02
Kyle Wilson	NYJ	2.3	0.1	0.34	1.7	0.7	0	0.02	0.02
Darian Stewart	STL	2.3	0.01	0.11	1.9	0.8	0	0.03	0.11
Jimmy Smith	BAL	2.3	0.13	0.58	1.4	0.7	0	0.06	0.01
Joselio Hanson	OAK	2.2	0.05	0.26	1.6	0.6	0	0.12	0.01
Adam Jones	CIN	2.2	0.01	0.27	1.7	1.1	0	0.04	0.09
Craig Steltz	CHI	2.2	0.06	0.2	1.5	0.5	0.06	0.02	0.14
Janoris Jenkins	STL	2.2	0.12	0.66	1.2	0.5	0.01	0.08	0.04
Alan Ball	HOU	2.1	0.06	0.44	1.7	0.7	0	0.04	0.02
Brandon Taylor	SD	2.1	0.05	0.29	1.5	0.5	0.03	0.05	0.05
Nolan Carroll	MIA	2	0.09	0.23	1.4	0.5	0	0.03	0.02
Justin Tryon	NYG	1.9	0.04	0.37	1.4	0.6	0	0.06	0.02
Christopher Owens	ATL	1.9	0.01	0.29	1.7	1	0.02	0.01	0.01
Rashad Johnson	ARI	1.9	0.02	0.17	1.6	0.5	0	0.04	0.04
Mistral Raymond	MIN	1.9	0.13	0.31	1.2	0.7	0	0.07	0.01
Casey Hayward	GB	1.9	0.17	0.77	0.9	0.4	0.01	0.02	0.03
Shawntae Spencer	OAK	1.8	0.06	0.26	1.3	0.5	0	0.03	0.04
Michael Adams	ARI	1.8	0.02	0.17	1.7	0.5	0	0.02	0.01
Brice McCain	HOU	1.8	0.08	0.65	1.3	0.6	0.01	0.01	0.01
Prince Amukamara	NYG	1.8	0.06	0.24	1.2	0.5	0	0.1	0.02
Jaiquawn Jarrett	PHI	1.8	0.07	0.28	1.2	0.3	0	0.03	0.01
Keenan Lewis	PIT	1.7	0.07	0.33	1.3	0.8	0	0.02	0.01
Walter Thurmond	SEA	1.7	0.02	0.26	1.3	0.8	0	0.02	0.1
Josh Thomas	CAR	1.7	0.06	0.2	0.5	0.2	0	0.28	0.02
Justin Rogers	BUF	1.7	0.07	0.29	0.7	0.4	0	0.01	0.02
Brandyn Thompson	WAS	1.7	0.05	0.19	0.5	0.3	0	0.32	0.02
Brandon Boykin	PHI	1.7	0.09	0.29	0.4	0.1	0	0.04	0.01
James Ihedigbo	BAL	1.7	0	0.06	1.7	0.9	0	0.01	0.01
Tom Zbikowski	IND	1.6	0.03	0.15	1	0.9	0.04	0.02	0.02
Ryan Mundy	PIT	1.6	0.06	0.23	1	0.6	0	0.02	0.1
Barry Church	DAL	1.6	0.03	0.11	1.2	0.5	0	0.05	0.02
Sean Considine	BAL	1.5	0.05	0.31	0.7	0.4	0.03	0.1	0.08
DaNorris Searcy	BUF	1.5	0.07	0.21	1.1	0.8	0	0.01	0.01
Dre Kirkpatrick	CIN	1.5	0.04	0.44	1.1	0.6	0.02	0.03	0.03
Jerron McMillian	GB	1.5	0.07	0.32	1	0.5	0.02	0.02	0.02
Madieu Williams	WAS	1.4	0.04	0.18	1.1	0.7	0	0.01	0.03
Jerome Murphy	NO	1.4	0.04	0.15	0.9	0.4	0	0.11	0.01
Atari Bigby	SD	1.3	0.03	0.19	0.4	0.2	0.08	0.12	0.02
Elbert Mack	NO	1.3	0.04	0.26	1	0.4	0	0.01	0.01
Jimmy Wilson	MIA	1.3	0.09	0.36	0.6	0.2	0	0.04	0.02
Chris Prosinski	JAC	1.2	0.03	0.13	0.9	0.4	0	0.07	0.01
Joe Lefeged	IND	1.2	0	0.17	0.6	0.6	0	0.01	0.01
Matt Johnson	DAL	1.2	0.02	0.15	1	0.5	0.02	0.01	0.01
Buster Skrine	CLE	1.1	0.07	0.16	0.5	0.2	0	0.02	0.01
Tavon Wilson	NE	1.1	0.05	0.18	0.8	0.5	0.01	0.01	0.02
Trent Robinson	SF	1.1	0.05	0.21	0.7	0.2	0.02	0.03	0.02
Josh Bush	NYJ	1.1	0.08	0.3	0.5	0.2	0.02	0.03	0.02
SydQuan Thompson	DEN	1.1	0.24	0.29	0.4	0.2	0	0.1	0.01
Darcel McBath	SF	1.1	0	0.08	1.1	0.4	0	0.01	0
Travis Daniels	KC	1	0.08	0.28	0.5	0.3	0	0.01	0.01
Corey Graham	BAL	1	0.1	0.34	0.4	0.2	0	0.01	0.01
David Bruton	DEN	1	0	0.19	0.9	0.4	0	0.02	0.02
George Iloka	CIN	1	0.02	0.16	0.8	0.4	0.02	0.02	0.02
Mana Silva	DAL	1	0.04	0.13	0.7	0.3	0	0.01	0.01
Haruki Nakamura	CAR	0.9	0.06	0.2	0.5	0.2	0.01	0.02	0.02
Taylor Mays	CIN	0.9	0.02	0.14	0.6	0.3	0	0.02	0.03
Jalil Brown	KC	0.9	0.04	0.23	0.4	0.2	0	0.09	0.01
Dwight Bentley	DET	0.9	0.05	0.29	0.5	0.3	0	0.01	0.02
Christian Thompson	BAL	0.9	0	0.27	0.8	0.4	0	0.01	0.03
Corey White	NO	0.9	0.02	0.16	0.7	0.4	0.01	0.01	0.02
Charles Mitchell	ATL	0.9	0.06	0.27	0.5	0.3	0	0.01	0.01
David Sims	PHI	0.9	0.06	0.29	0.4	0.1	0.02	0.04	0.01
Will Allen	PIT	0.8	0.04	0.27	0.4	0.2	0	0.04	0.01
Pat Lee	OAK	0.8	0.06	0.27	0.4	0.2	0	0.01	0.01
Curtis Marsh	PHI	0.8	0.05	0.33	0.4	0.1	0	0.03	0.01
Anthony Gaitor	TB	0.8	0.03	0.19	0.6	0.2	0	0.02	0.01
Trumaine Johnson	STL	0.8	0.02	0.1	0.6	0.2	0	0.02	0.02
Josh Norman	CAR	0.8	0.06	0.22	0.5	0.2	0	0.01	0.02
D.J. Campbell	CAR	0.8	0.06	0.22	0.4	0.2	0	0.02	0.02
Michael Coe	NYG	0.8	0.05	0.2	0.5	0.2	0	0.02	0.01
Phillip Adams	OAK	0.8	0.06	0.11	0.6	0.2	0	0.01	0.01
Erik Coleman	DET	0.7	0.04	0.18	0.5	0.2	0	0	0.01
Ray Ventrone	CLE	0.7	0.02	0.14	0.4	0.2	0	0.02	0.05
Ryan Mouton	TEN	0.7	0.02	0.16	0.5	0.2	0	0.02	0.01
Darrell Stuckey	SD	0.7	0.04	0.2	0.4	0.2	0	0.02	0.02
Stevie Brown	NYG	0.7	0.05	0.25	0.4	0.2	0	0.02	0.02
Shareece Wright	SD	0.7	0.04	0.19	0.4	0.1	0	0.02	0.01
Tommie Campbell	TEN	0.7	0.03	0.15	0.5	0.2	0	0.01	0.02
Josh Robinson	MIN	0.7	0	0.14	0.6	0.4	0.01	0.01	0.02
Jayron Hosley	NYG	0.7	0.02	0.27	0.5	0.2	0	0.01	0.03
Curtis Brown	PIT	0.7	0.04	0.26	0.4	0.2	0	0.02	0.01
John Wendling	DET	0.6	0.03	0.2	0.3	0.2	0	0.01	0.01
Myron Lewis	TB	0.6	0.01	0.06	0.5	0.2	0	0	0.01
Johnny Patrick	NO	0.6	0.03	0.16	0.4	0.1	0	0.01	0.01
Brandon Burton	MIN	0.6	0.01	0.12	0.5	0.3	0	0.01	0.02
Robert Blanton	MIN	0.6	0.02	0.13	0.5	0.3	0	0.02	0.01
Jeremy Lane	SEA	0.6	0.03	0.2	0.4	0.2	0.01	0.01	0.01
Winston Guy	SEA	0.6	0.01	0.12	0.5	0.3	0.01	0	0.02
Jonte Green	DET	0.6	0.04	0.19	0.4	0.2	0	0.01	0.01
Marquice Cole	NE	0.5	0.02	0.06	0.3	0.2	0	0.05	0.01
Byron Maxwell	SEA	0.5	0	0.04	0.3	0.2	0	0.06	0.01
Colin Jones	CAR	0.5	0.02	0.03	0.3	0.2	0	0.06	0.01
Alfonzo Dennard	NE	0.5	0.04	0.14	0.3	0.2	0	0.01	0.01
Rafael Bush	NO	0.5	0.02	0.15	0.4	0.1	0	0.01	0.01
Marcus Sherels	MIN	0.5	0	0	0	0	0	0	0
Jacques Reeves	KC	0.5	0.03	0.05	0.3	0.1	0.02	0.01	0.01
Sherrick McManis	CHI	0.4	0.02	0.03	0.3	0.1	0	0.01	0.01
Brandon Harris	HOU	0.4	0.01	0.04	0.3	0.1	0	0.01	0.01
Shiloh Keo	HOU	0.4	0.01	0.06	0.3	0.1	0	0.01	0.01
Tyler Sash	NYG	0.4	0	0.04	0.4	0.2	0	0.01	0.01
Omar Bolden	DEN	0.4	0	0.2	0.3	0.2	0.01	0.01	0.01
Coty Sensabaugh	TEN	0.4	0	0.12	0.4	0.2	0	0.01	0.01
Chris Greenwood	DET	0.4	0	0.2	0.3	0.2	0	0.01	0.01
Trevin Wade	CLE	0.4	0	0.17	0.3	0.2	0	0.02	0.01
Jordan Bernstine	WAS	0.4	0	0.24	0.3	0.2	0	0.01	0.01
Bryan McCann	OAK	0.2	0	0	0	0	0	0	0
Will Allen	NE	0	0	0	0	0	0	0	0
Asante Samuel	ATL	0	0	0	0	0	0	0	0
Rod Hood	STL	0	0	0	0	0	0	0	0
Sean Jones	DET	0	0	0	0	0	0	0	0
Benny Sapp	MIN	0	0	0	0	0	0	0	0
Brodney Pool	DAL	0	0	0	0	0	0	0	0
Oshiomogho Atogwe	PHI	0	0	0	0	0	0	0	0
Chris Carr	MIN	0	0	0	0	0	0	0	0
James Butler	STL	0	0	0	0	0	0	0	0
Charlie Peprah	GB	0	0	0	0	0	0	0	0
Jarrad Page	MIN	0	0	0	0	0	0	0	0
Tanard Jackson	WAS	0	0	0	0	0	0	0	0
Melvin Bullitt	IND	0	0	0	0	0	0	0	0
Byron Westbrook	WAS	0	0	0	0	0	0	0	0
Tyrell Johnson	MIA	0	0	0	0	0	0	0	0
Reggie Smith	CAR	0	0	0	0	0	0	0	0
Antwaun Molden	NYG	0	0	0	0	0	0	0	0
Jonathan Wilhite	CHI	0	0	0	0	0	0	0	0
Josh Barrett	NE	0	0	0	0	0	0	0	0
Darius Butler	CAR	0	0	0	0	0	0	0	0
Kevin Barnes	DET	0	0	0	0	0	0	0	0
Donald Washington	KC	0	0	0	0	0	0	0	0
Morgan Trent	WAS	0	0	0	0	0	0	0	0
Danny Gorrer	BAL	0	0	0	0	0	0	0	0
Kevin Thomas	PHI	0	0	0	0	0	0	0	0
Dominique Franks	ATL	0	0	0	0	0	0	0	0
Larry Asante	TB	0	0	0	0	0	0	0	0
Jordan Pugh	CAR	0	0	0	0	0	0	0	0
Cassius Vaughn	IND	0	0	0	0	0	0	0	0
Aaron Berry	DET	0	0	0	0	0	0	0	0
Terrence Johnson	IND	0	0	0	0	0	0	0	0
Ras-I Dowling	NE	0	0	0	0	0	0	0	0
DeMarcus Van Dyke	PIT	0	0	0	0	0	0	0	0
Chris Conte	CHI	0	0	0	0	0	0	0	0
Brandon Hogan	CAR	0	0	0	0	0	0	0	0
Chimdi Chekwa	OAK	0	0	0	0	0	0	0	0
Rashad Carmichael	HOU	0	0	0	0	0	0	0	0
Jermale Hines	IND	0	0	0	0	0	0	0	0
Chykie Brown	BAL	0	0	0	0	0	0	0	0
Chris Rucker	IND	0	0	0	0	0	0	0	0
David Caldwell	IND	0	0	0	0	0	0	0	0
Darrin Walls	ATL	0	0	0	0	0	0	0	0
Kevin Rutland	JAC	0	0	0	0	0	0	0	0
Ron Brooks	BUF	0	0	0	0	0	0	0	0
Markelle Martin	TEN	0	0	0	0	0	0	0	0
Reggie Corner	JAC	0	0	0	0	0	0	0	0
Drew Coleman	DET	0	0	0	0	0	0	0	0
Robert McClain	ATL	0	0	0	0	0	0	0	0
