PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Calvin Johnson	DET	15	5.7	98	17.1	0.89	0.06
Larry Fitzgerald	ARI	12.6	6.5	101	15.6	0.44	0.06
Eric Decker	DEN	12.6	4.9	81	16.5	0.64	0.19
Demaryius Thomas	DEN	11.9	4.4	86	19.6	0.55	0.05
Julio Jones	ATL	11.7	4.5	80	17.6	0.59	0.04
Hakeem Nicks	NYG	11.1	5	78	15.5	0.56	0.04
Marques Colston	NO	11	5.3	79	14.9	0.53	0.05
Brandon Marshall	CHI	10.9	5.7	84	14.8	0.42	0.04
A.J. Green	CIN	10.6	5.1	78	15.1	0.4	0.04
Torrey Smith	BAL	10.6	3.9	73	18.6	0.55	0.04
Steve Smith	CAR	10.4	5.7	86	15	0.36	0.14
Roddy White	ATL	10.4	5.5	74	13.5	0.52	0.06
Greg Jennings	GB	10.4	4.9	66	13.3	0.65	0.03
Dez Bryant	DAL	10.1	4.3	68	15.8	0.57	0.14
Anquan Boldin	BAL	9.9	4.3	69	16.1	0.51	0.05
Jordy Nelson	GB	9.9	4.3	64	15	0.58	0.06
Percy Harvin	MIN	9.9	4.1	50	12.1	0.25	0.09
Miles Austin	DAL	9.8	4.1	64	15.6	0.55	0.04
Victor Cruz	NYG	9.5	4.5	73	16.2	0.38	0.04
Steve Johnson	BUF	9.3	4.6	64	13.8	0.5	0.04
Antonio Brown	PIT	9.3	4.3	65	15	0.31	0.06
Mike Wallace	PIT	9.2	4.3	67	15.6	0.32	0.04
Andre Johnson	HOU	9.1	4.8	64	13.4	0.46	0.04
Vincent Jackson	TB	9.1	4.4	74	16.9	0.31	0.06
Brandon Lloyd	NE	9	4.1	65	15.9	0.44	0.04
Reggie Wayne	IND	8.9	5.3	73	13.8	0.28	0.04
Wes Welker	NE	8.5	5.5	65	11.8	0.3	0.04
Lance Moore	NO	8	3.6	47	13.4	0.54	0.04
Jeremy Maclin	PHI	7.8	4.8	63	13	0.26	0.05
Malcom Floyd	SD	7.7	3	54	18.1	0.4	0.02
Dwayne Bowe	KC	7.6	3.9	57	14.6	0.32	0.04
DeSean Jackson	PHI	7.1	3.6	59	16.3	0.19	0.06
Danny Amendola	STL	6.7	4.6	44	9.7	0.26	0.12
Denarius Moore	OAK	6.7	2.6	41	16.1	0.15	0.04
Domenik Hixon	NYG	6.6	2.6	41	16.2	0.36	0.05
Kenny Britt	TEN	6.6	3.3	55	16.5	0.22	0.1
Mike Williams	TB	6.5	4.2	53	12.7	0.23	0.1
Pierre Garcon	WAS	6.4	3.9	50	12.8	0.25	0.04
Titus Young	DET	6.3	3.2	43	13.4	0.35	0.03
Michael Crabtree	SF	6.2	4.1	50	12.1	0.22	0.04
Austin Collie	IND	6.2	3.9	47	11.9	0.26	0.02
Santonio Holmes	NYJ	6	3.6	46	12.8	0.25	0.09
