PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
DQwell Jackson	CLE	8.6	6.7	3.4	0.16	0.23	0.11	0.12	0.16
Karlos Dansby	MIA	8.5	6.6	1.8	0.14	0.04	0.59	0.04	0.34
Clay Matthews	GB	8.4	3.3	1	1.18	0.04	0.38	0.11	0.36
Patrick Willis	SF	8.1	5.5	2.1	0.37	0.15	0.37	0.04	0.53
James Anderson	CAR	8	6.4	3.5	0.08	0.24	0.06	0.09	0.43
James Laurinaitis	STL	8	6.3	3.1	0.34	0.15	0.02	0.05	0.37
Ray Lewis	BAL	7.7	6.4	2.7	0.17	0.05	0.16	0.04	0.43
Derrick Johnson	KC	7.7	6.4	2.4	0.1	0.08	0.12	0.09	0.48
Kevin Burnett	MIA	7.6	6.1	2	0.2	0.08	0.1	0.07	0.27
David Harris	NYJ	7.2	4.2	1.9	0.48	0.05	0.02	0.22	0.47
James Harrison	PIT	7	4.6	1.8	0.5	0.04	0.36	0.02	0.15
London Fletcher	WAS	6.9	5.7	4.7	0.07	0.04	0.17	0.1	0.51
DeMarcus Ware	DAL	6.9	3.2	0.8	0.85	0.15	0.35	0.01	0.1
Chad Greenway	MIN	6.9	6.2	3.9	0.18	0.04	0.03	0	0.12
Lawrence Timmons	PIT	6.4	5.2	2.3	0.08	0.06	0.08	0.11	0.36
Sean Weatherspoon	ATL	6.4	5.6	3.1	0.15	0.08	0.01	0.02	0.29
Brian Urlacher	CHI	6.3	5.2	1.6	0.08	0.14	0.03	0.09	0.39
Jerod Mayo	NE	6.3	4.6	4.1	0.18	0.09	0.34	0.05	0.27
Aldon Smith	SF	6.3	1.8	0.4	1.29	0.06	0.14	0.01	0.14
LaMarr Woodley	PIT	6.2	2.7	1.6	0.41	0.27	0.11	0.19	0.24
Brian Cushing	HOU	6.2	4.8	3.3	0.17	0.01	0.3	0.06	0.23
Von Miller	DEN	6.2	3.7	1.2	0.6	0.01	0.34	0	0.26
Calvin Pace	NYJ	6.1	3.1	1.3	0.58	0.1	0.3	0.07	0.13
Jon Beason	CAR	6.1	5.3	2.7	0.04	0.02	0.24	0.04	0.44
Daryl Washington	ARI	6.1	4.7	0.9	0.22	0.01	0.04	0.11	0.3
Tamba Hali	KC	6	2.9	1.6	0.73	0.04	0.33	0.02	0.04
Sean Lee	DAL	6	4	2.3	0.03	0.07	0.16	0.23	0.34
Paul Posluszny	JAC	5.9	4.5	3.4	0.24	0.01	0.06	0.09	0.36
Rolando McClain	OAK	5.9	4.9	2.3	0.25	0.01	0.02	0.02	0.74
Donald Butler	SD	5.9	4.6	1.3	0.12	0.08	0.28	0.04	0.12
Navorro Bowman	SF	5.9	4.9	1.8	0.14	0.15	0.02	0.01	0.26
Daryl Smith	JAC	5.8	4.3	2.5	0.27	0.02	0.16	0.05	0.34
Curtis Lofton	NO	5.8	4.8	3.1	0.07	0.08	0.14	0.06	0.36
Nick Barnett	BUF	5.6	3.9	3.7	0.16	0.01	0.07	0.18	0.27
Lance Briggs	CHI	5.5	4.8	1.3	0.03	0.02	0.17	0.05	0.22
Cameron Wake	MIA	5.5	3	0.7	0.62	0.04	0.23	0.01	0.24
Michael Boley	NYG	5.4	4.3	1.7	0.14	0.1	0.05	0.06	0.21
Stephen Tulloch	DET	5.4	4.2	2.2	0.17	0.08	0.04	0.07	0.32
Donta Hightower	NE	5.4	3.9	2.7	0.25	0.07	0.21	0.02	0.15
Luke Kuechly	CAR	5.3	4.4	2.1	0.1	0.05	0.14	0.02	0.2
Mason Foster	TB	5.2	3.9	2.4	0.15	0.12	0.09	0.06	0.09
Colin McCarthy	TEN	5.2	3.9	1.6	0.02	0.15	0.19	0.07	0.22
Anthony Spencer	DAL	5.1	3.2	1.4	0.21	0.04	0.52	0.01	0.07
Nick Perry	GB	5.1	3.7	1.5	0.3	0.06	0.11	0.01	0.17
Leroy Hill	SEA	5	3.9	1.8	0.24	0.02	0.12	0.01	0.03
Quincy Black	TB	4.9	4.2	1.2	0.06	0.03	0.12	0.04	0.08
Jamar Chaney	PHI	4.9	3.5	1.7	0.07	0.03	0.07	0.18	0.5
Bart Scott	NYJ	4.8	3.1	1.1	0.36	0.1	0.1	0.01	0.1
A.J. Hawk	GB	4.8	4.3	2.9	0.08	0.03	0.02	0.03	0.25
Erin Henderson	MIN	4.8	3.9	3.2	0.17	0.06	0.16	0	0.1
David Hawthorne	NO	4.8	3.8	2.5	0.08	0.08	0.07	0.06	0.29
Brandon Spikes	NE	4.8	3.5	2.5	0.12	0.12	0.21	0.04	0.27
Ryan Kerrigan	WAS	4.8	2.6	2	0.38	0.02	0.27	0.07	0.26
Takeo Spikes	SD	4.7	4	2.9	0.05	0.02	0.01	0.08	0.37
