PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
John Carlson	MIN	2.2	1.6	17	10.5	0.09	0.02
Craig Stevens	TEN	2.2	1.3	14	10.8	0.13	0.01
Luke Stocker	TB	2.1	1.9	17	8.9	0.08	0.02
Brandon Myers	OAK	1.5	1.3	11	9	0.06	0.02
Evan Moore	SEA	1.5	0.8	10	12.2	0.08	0.01
Leonard Pope	PIT	1.4	1.1	11	9.7	0.05	0.01
Matt Spaeth	CHI	1.3	0.8	8	9.5	0.1	0.01
James Casey	HOU	1.3	1.1	10	9	0.05	0.01
Jeff Cumberland	NYJ	1.3	1.1	11	9.9	0.04	0.01
Donald Lee	CIN	1.2	1	9	9.2	0.04	0.01
John Phillips	DAL	1	0.8	6	8.2	0.06	0.01
Matthew Mulligan	STL	0.9	0.7	7	10.3	0.03	0.01
Visanthe Shiancoe	NE	0.8	0.6	6	10.3	0.04	0
Alex Smith	CLE	0.6	0.5	5	8.7	0.02	0.01
Daniel Fells	NE	0.6	0.4	5	11.6	0.03	0.01
Anthony McCoy	SEA	0.6	0.4	5	11.8	0.01	0
Lee Smith	BUF	0.6	0.7	5	7.2	0.02	0.01
Jordan Cameron	CLE	0.5	0.6	4	7.3	0.02	0
Tom Crabtree	GB	0.4	0.2	2	11	0.04	0
Will Heller	DET	0.3	0.2	2	9.3	0.02	0
Jeff King	ARI	0.3	0.3	2	8.4	0.01	0
Garrett Graham	HOU	0.3	0.2	2	13.1	0.01	0
Niles Paul	WAS	0.3	0.2	2	13.4	0.01	0
Adrien Robinson	NYG	0.3	0.3	3	10.4	0.01	0
Billy Bajema	BAL	0.3	0.2	2	9	0.01	0
David Thomas	NO	0.2	0.2	1	7.9	0.01	0
D.J. Williams	GB	0.2	0.2	1	7.5	0.02	0
David Ausberry	OAK	0.2	0.1	1	8.3	0.01	0
Zach Potter	JAC	0.1	0.1	1	10.3	0	0
Richard Gordon	OAK	0.1	0.1	1	8.1	0	0
Rhett Ellison	MIN	0.1	0.1	1	9.4	0.01	0
Tony Gonzalez	ATL	0	0	0	0	0	0
Jeremy Shockey	CAR	0	0	0	0	0	0
Randy McMichael	SD	0	0	0	0	0	0
Antonio Gates	SD	0	0	0	0	0	0
Kellen Winslow	SEA	0	0	0	0	0	0
Chris Cooley	WAS	0	0	0	0	0	0
Joel Dreessen	DEN	0	0	0	0	0	0
Anthony Fasano	MIA	0	0	0	0	0	0
Kevin Boss	KC	0	0	0	0	0	0
Dante Rosario	SD	0	0	0	0	0	0
Brent Celek	PHI	0	0	0	0	0	0
Gary Barnidge	CAR	0	0	0	0	0	0
Jacob Tamme	DEN	0	0	0	0	0	0
Zach Miller	JAC	0	0	0	0	0	0
Jake OConnell	KC	0	0	0	0	0	0
David Johnson	PIT	0	0	0	0	0	0
Cameron Morrah	SEA	0	0	0	0	0	0
Colin Cloherty	JAC	0	0	0	0	0	0
Tony Moeaki	KC	0	0	0	0	0	0
Clay Harbor	PHI	0	0	0	0	0	0
Michael Hoomanawanui	NE	0	0	0	0	0	0
Andrew Quarless	GB	0	0	0	0	0	0
Brody Eldridge	STL	0	0	0	0	0	0
Michael Palmer	ATL	0	0	0	0	0	0
Jeron Mastrud	MIA	0	0	0	0	0	0
Mike Caussin	BUF	0	0	0	0	0	0
Jake Ballard	NE	0	0	0	0	0	0
Logan Paulsen	WAS	0	0	0	0	0	0
Charles Clay	MIA	0	0	0	0	0	0
Virgil Green	DEN	0	0	0	0	0	0
Ryan Taylor	GB	0	0	0	0	0	0
Michael Egnew	MIA	0	0	0	0	0	0
