PLAYER	TEAM	FP	REC	RECYD	YPR	RECTD	FUML
Jimmy Graham	NO	12.2	5.3	73	13.9	0.82	0.04
Rob Gronkowski	NE	10.4	4.2	62	15	0.65	0.04
Jason Witten	DAL	8.5	5.8	60	10.4	0.43	0.05
Vernon Davis	SF	8	3.7	52	13.9	0.5	0.08
Aaron Hernandez	NE	8	3.9	44	11.3	0.31	0.04
Jermichael Finley	GB	6.7	3.1	44	13.9	0.4	0.03
Dustin Keller	NYJ	6.6	4.2	50	11.9	0.28	0.04
Fred Davis	WAS	6.1	3.8	49	12.9	0.22	0.04
Greg Olsen	CAR	6	3.5	43	12.6	0.3	0.07
Dallas Clark	TB	5.4	3.8	41	10.8	0.23	0.05
Jermaine Gresham	CIN	5.3	4.1	41	10	0.21	0.04
Heath Miller	PIT	5	3.5	40	11.5	0.17	0.04
Brandon Pettigrew	DET	5	4.6	38	8.2	0.21	0.04
Coby Fleener	IND	5	3	33	11	0.28	0.03
Ed Dickson	BAL	4.6	2.7	31	11.8	0.25	0.02
Benjamin Watson	CLE	4.5	3.7	37	9.9	0.16	0.04
Owen Daniels	HOU	4.3	2.9	35	12	0.14	0.03
Martellus Bennett	NYG	4.3	3.4	31	9.2	0.2	0.02
Dwayne Allen	IND	4	2.5	27	11	0.22	0.02
Kyle Rudolph	MIN	3.9	2.6	29	11.1	0.18	0.03
Lance Kendricks	STL	3.8	2.3	30	13.4	0.16	0.05
Jed Collins	NO	3.7	1.9	20	10.9	0.29	0.02
Jared Cook	TEN	3.7	2.4	31	12.8	0.12	0.04
Dennis Pitta	BAL	3.7	2.4	27	11.4	0.17	0.02
Marcedes Lewis	JAC	3.6	2.5	28	11.3	0.15	0.02
Todd Heap	ARI	3.5	2.3	27	11.9	0.14	0.02
Scott Chandler	BUF	3.5	2	22	11.3	0.22	0.03
Tony Scheffler	DET	3.3	1.9	20	10.5	0.23	0.03
Zach Miller	SEA	2.9	2.2	23	10.4	0.11	0.02
Kellen Davis	CHI	2.8	1.7	17	10.2	0.2	0.02
Travis Beckum	NYG	2.8	1.5	16	11.1	0.2	0.02
Delanie Walker	SF	2.4	1.3	17	13.1	0.12	0.04
Rob Housler	ARI	2.3	2	19	9.3	0.11	0.09
