PLAYER	TEAM	FP	RUSH	RUSHYD	YPC	RUSHTD	REC	RECYD	RECTD	FUML
C.J. Spiller	BUF	23.4	14	169	12.07	1	2	25	0	1
Alfred Morris	WAS	21.6	28	96	3.43	2	0	0	0	0
Ray Rice	BAL	21.3	10	68	6.8	2	3	25	0	0
Stevan Ridley	NE	21.2	21	125	5.95	1	2	27	0	0
Kevin Smith	DET	21.1	13	62	4.77	1	4	29	1	0
Adrian Peterson	MIN	20.7	17	84	4.94	2	1	3	0	0
Arian Foster	HOU	19.5	26	79	3.04	2	1	-4	0	0
Shonn Greene	NYJ	19.4	27	94	3.48	1	0	0	0	0
Matt Forte	CHI	18	16	80	5	1	3	40	0	0
Frank Gore	SF	17.3	16	112	7	1	1	1	0	0
Michael Bush	CHI	16.2	12	42	3.5	2	0	0	0	0
BenJarvus Green-Ellis	CIN	15.5	18	91	5.06	1	1	4	0	0
Ahmad Bradshaw	NYG	15.3	17	78	4.59	1	2	15	0	0
Marcus Thigpen	MIA	14.89	0	0	0	0	0	0	0	0
DeMarco Murray	DAL	14	20	131	6.55	0	2	9	0	0
LeSean McCoy	PHI	13.6	20	110	5.5	0	6	26	0	1
Darren McFadden	OAK	11.8	15	32	2.13	0	13	86	0	0
Doug Martin	TB	11.8	24	95	3.96	0	4	23	0	0
Reggie Bush	MIA	11.5	14	69	4.93	0	6	46	0	0
Darren Sproles	NO	10.81	0	0	0	0	5	35	1	0
Donald Brown	IND	10.8	9	48	5.33	1	0	0	0	0
Shaun Draughn	KC	10.1	6	29	4.83	1	2	12	0	0
Marshawn Lynch	SEA	9.7	21	85	4.05	0	2	12	0	0
Maurice Jones-Drew	JAC	9.58	19	77	4.05	0	3	18	0	0
Jamaal Charles	KC	8.7	16	87	5.44	0	0	0	0	0
Steven Jackson	STL	8.4	21	53	2.52	0	4	31	0	0
Knowshon Moreno	DEN	7.3	5	13	2.6	1	0	0	0	0
LaRod Stephens-Howling	ARI	7.02	2	4	2	1	1	4	0	0
Trent Richardson	CLE	6.4	19	39	2.05	0	1	5	0	0
Joique Bell	DET	6.1	1	1	1	1	0	0	0	0
Jonathan Dwyer	PIT	5.4	9	43	4.78	0	2	11	0	0
Chris Johnson	TEN	5.1	11	4	0.36	0	6	47	0	0
Jacquizz Rodgers	ATL	4.54	7	22	3.14	0	2	13	0	0
Kendall Hunter	SF	4.41	9	41	4.56	0	0	0	0	0
Willis McGahee	DEN	4.4	16	64	4	0	0	0	0	1
Daniel Thomas	MIA	4.3	3	11	3.67	0	1	32	0	1
Rashad Jennings	JAC	4	8	31	3.88	0	1	9	0	0
Curtis Brinkley	SD	4	10	12	1.2	0	3	28	0	0
Michael Turner	ATL	3.2	11	32	2.91	0	0	0	0	0
Ronnie Brown	SD	3.1	5	5	1	0	5	26	0	0
Leon Washington	SEA	2.95	2	5	2.5	0	0	0	0	0
Pierre Thomas	NO	2.9	4	17	4.25	0	1	12	0	0
Ben Tate	HOU	2.8	5	6	1.2	0	3	22	0	0
Isaac Redman	PIT	2.7	11	20	1.82	0	2	7	0	0
Roy Helu	WAS	2.7	2	2	1	0	3	25	0	0
Toby Gerhart	MIN	2.6	6	18	3	0	1	8	0	0
Bilal Powell	NYJ	2.6	3	10	3.33	0	1	16	0	0
Jorvorskie Lane	MIA	2.58	0	0	0	0	1	24	0	0
Peyton Hillis	KC	2.4	7	16	2.29	0	3	8	0	0
Cedric Peerman	CIN	2.2	3	22	7.33	0	0	0	0	0
Erik Lorig	TB	2.1	0	0	0	0	4	21	0	0
Taiwan Jones	OAK	2.06	0	0	0	0	0	0	0	0
Brandon Jackson	CLE	2	0	0	0	0	2	20	0	0
LeRon McClain	SD	2	2	5	2.5	0	4	15	0	0
Marcel Reece	OAK	2	1	0	0	0	2	20	0	0
Danny Woodhead	NE	2	6	20	3.33	0	0	0	0	0
Daryl Richardson	STL	2	2	20	10	0	0	0	0	0
Bernard Pierce	BAL	1.9	4	19	4.75	0	0	0	0	0
Vonta Leach	BAL	1.8	0	0	0	0	3	18	0	0
Cedric Benson	GB	1.8	9	18	2	0	0	0	0	0
Montell Owens	JAC	1.8	0	0	0	0	1	8	0	0
Fred Jackson	BUF	1.5	6	15	2.5	0	0	0	0	0
Mark Ingram	NO	1.5	6	15	2.5	0	0	0	0	0
Bruce Miller	SF	1.5	0	0	0	0	1	15	0	0
D.J. Ware	TB	1.4	2	14	7	0	0	0	0	0
Lance Ball	DEN	1.4	2	14	7	0	0	0	0	0
Beanie Wells	ARI	1.4	7	14	2	0	0	0	0	0
Mike Goodson	OAK	1.3	2	13	6.5	0	0	0	0	0
Anthony Allen	BAL	1.3	4	13	3.25	0	0	0	0	0
Stefan Logan	DET	1.24	1	1	1	0	1	-1	0	0
Will Johnson	PIT	1.2	0	0	0	0	1	12	0	0
Mewelde Moore	IND	1.17	0	0	0	0	1	11	0	0
Jamie Harper	TEN	1.1	1	3	3	0	1	8	0	0
Brandon Bolden	NE	1.1	5	11	2.2	0	0	0	0	0
Jackie Battle	SD	1	0	0	0	0	0	0	0	0
Mike Tolbert	CAR	1	1	2	2	0	3	8	0	0
LeGarrette Blount	TB	1	3	8	2.67	0	1	2	0	0
Evan Royster	WAS	1	2	10	5	0	0	0	0	0
Greg Jones	JAC	0.9	0	0	0	0	1	9	0	0
Robert Turbin	SEA	0.7	2	5	2.5	0	1	2	0	0
Jalen Parmele	JAC	0.63	1	0	0	0	0	0	0	0
Felix Jones	DAL	0.61	0	0	0	0	0	0	0	0
Bear Pascoe	NYG	0.6	0	0	0	0	1	6	0	0
Keiland Williams	DET	0.6	1	2	2	0	1	4	0	0
Ryan Williams	ARI	0.6	8	9	1.12	0	2	17	0	1
Vick Ballard	IND	0.6	4	6	1.5	0	0	0	0	0
Matt Asiata	MIN	0.6	0	0	0	0	1	2	0	0
Michael Smith	TB	0.55	0	0	0	0	0	0	0	0
Joe McKnight	NYJ	0.54	1	3	3	0	0	0	0	0
Brian Leonard	CIN	0.5	3	5	1.67	0	0	0	0	0
Jason Snelling	ATL	0.5	2	5	2.5	0	0	0	0	0
DeAngelo Williams	CAR	0.4	6	-1	-0.17	0	1	5	0	0
Chris Rainey	PIT	0.4	2	5	2.5	0	1	-1	0	0
Tashard Choice	BUF	0.3	4	3	0.75	0	0	0	0	0
Bryce Brown	PHI	0.3	2	3	1.5	0	0	0	0	0
Darrel Young	WAS	0.3	2	3	1.5	0	0	0	0	0
Andre Brown	NYG	0.29	0	0	0	0	0	0	0	0
