PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Jared Allen	MIN	9.1	3	1.7	1.54	0.19	0.35	0.04	0.24
Jason Pierre-Paul	NYG	7	4.1	1.8	0.72	0.03	0.13	0	0.39
John Abraham	ATL	6.4	2.5	0.9	0.97	0.08	0.3	0.02	0.19
Justin Smith	SF	6.2	3	0.8	0.85	0.06	0.22	0	0.08
Jason Babin	PHI	6.2	2.3	0.6	0.93	0.03	0.47	0	0.12
Trent Cole	PHI	5.5	3.2	1.1	0.6	0.04	0.18	0	0.18
Julius Peppers	CHI	5.3	1.9	0.6	0.77	0.09	0.22	0.03	0.27
Haloti Ngata	BAL	5.2	2.2	2	0.76	0.13	0.19	0	0.34
Calais Campbell	ARI	5.2	2.7	1.4	0.6	0.04	0.15	0.03	0.31
Jeremy Mincey	JAC	5.1	2.1	1	0.55	0.11	0.44	0.04	0.14
Chris Clemons	SEA	5	1.7	1.2	0.93	0.02	0.24	0	0.27
J.J. Watt	HOU	5	3.4	0.7	0.34	0.14	0.01	0.03	0.17
Rob Ninkovich	NE	4.9	2.3	2.4	0.42	0.21	0.19	0.07	0.22
Jabaal Sheard	CLE	4.9	2.3	1.2	0.52	0.06	0.42	0	0.1
Osi Umenyiora	NYG	4.8	1.9	1.3	0.7	0.02	0.36	0	0.08
Mario Williams	BUF	4.8	1.5	0.5	0.84	0.02	0.32	0	0.15
Paul Kruger	BAL	4.8	1.2	0.6	1.07	0.13	0.02	0	0.11
Robert Mathis	IND	4.7	1.6	1.1	0.72	0.17	0.19	0	0.08
Justin Tuck	NYG	4.6	2.6	1.7	0.5	0.07	0.15	0	0.19
Mathias Kiwanuka	NYG	4.5	3.1	1.4	0.23	0.05	0.12	0.06	0.06
Charles Johnson	CAR	4.3	2.6	0.9	0.54	0.01	0.01	0	0.18
Ahtyba Rubin	CLE	4.3	3.3	2.2	0.29	0.01	0.01	0.02	0.03
Israel Idonije	CHI	4.1	2.1	1	0.48	0.1	0.12	0	0.02
Cliff Avril	DET	4.1	1.5	0.6	0.56	0.11	0.26	0.01	0.11
Tommy Kelly	OAK	4	2	1.5	0.25	0.08	0.42	0.04	0.16
Brian Robison	MIN	4	1.6	1.4	0.46	0.16	0.28	0	0.06
Connor Barwin	HOU	4	2.2	0.9	0.49	0.02	0.12	0	0.24
Aaron Maybin	NYJ	3.9	0.7	0.2	0.68	0.02	0.5	0	0.01
Sione Pouha	NYJ	3.8	2.5	1.5	0.14	0.23	0.1	0	0.18
Chris Long	STL	3.8	1.8	0.5	0.52	0.04	0.17	0	0.16
Matt Shaughnessy	OAK	3.8	2.7	0.9	0.21	0.02	0.2	0	0.03
Michael Bennett	TB	3.8	2.3	0.4	0.26	0.2	0.11	0	0.02
Adrian Clayborn	TB	3.8	1.8	1.2	0.43	0.02	0.28	0	0.05
Brett Keisel	PIT	3.7	2.1	1.8	0.17	0.16	0.27	0.02	0.51
Jurrell Casey	TEN	3.7	2.5	1.1	0.3	0.05	0.08	0	0.06
Lamarr Houston	OAK	3.6	2.4	1.3	0.1	0.22	0.07	0.03	0.13
Greg Hardy	CAR	3.6	2.2	0.8	0.23	0.01	0.15	0	0.55
Muhammad Wilkerson	NYJ	3.6	2.2	1	0.34	0.02	0.15	0	0.12
Mark Anderson	BUF	3.5	1.1	0.9	0.61	0.06	0.16	0	0.16
Ray McDonald	SF	3.5	1.5	0.7	0.45	0.04	0.2	0.01	0.08
Kyle Vanden Bosch	DET	3.4	1.7	0.9	0.42	0.03	0.2	0	0.01
Darnell Dockett	ARI	3.4	2	1	0.31	0.12	0.1	0	0.05
Ray Edwards	ATL	3.4	2.1	0.9	0.31	0.12	0.02	0	0.18
Jared Odrick	MIA	3.4	1.4	0.2	0.43	0.04	0.27	0.02	0.09
Geno Atkins	CIN	3.4	1.4	1.5	0.47	0.11	0.14	0	0.1
Dwight Freeney	IND	3.3	0.8	0.4	0.66	0.02	0.21	0	0.03
Chris Kelsay	BUF	3.3	1.8	1.5	0.41	0.01	0.12	0	0.16
Vince Wilfork	NE	3.3	1.9	1.7	0.24	0.1	0.11	0.04	0.12
Cullen Jenkins	PHI	3.3	2	0.6	0.29	0.14	0.01	0	0.02
Ndamukong Suh	DET	3.3	1.9	1.1	0.32	0.01	0.02	0	0.05
Antonio Garay	SD	3.2	2.4	1.4	0.24	0.02	0.01	0	0
Randy Starks	MIA	3.2	2	0.6	0.28	0.03	0.02	0.05	0.18
Darryl Tapp	PHI	3.2	1.7	0.7	0.2	0.17	0.2	0	0.29
Marcell Dareus	BUF	3.2	1.6	0.8	0.45	0.09	0.01	0	0.09
Karl Klug	TEN	3.2	1.1	0.2	0.58	0.01	0.15	0	0.19
Kevin Williams	MIN	3.1	1.9	1.5	0.31	0.01	0.09	0	0.25
Carlos Dunlap	CIN	3.1	1.1	1.1	0.6	0.08	0.02	0	0.15
Phil Taylor	CLE	3.1	2.3	1.8	0.24	0.02	0.05	0	0.04
Quinton Coples	NYJ	3.1	1.5	0.6	0.38	0.09	0.05	0.01	0.05
Bruce Irvin	SEA	3	1.2	0.7	0.43	0.1	0.07	0.01	0.14
Desmond Bryant	OAK	2.9	1.8	0.5	0.17	0.03	0.16	0	0.04
Richard Seymour	OAK	2.8	1.9	0.7	0.2	0.03	0.02	0	0.14
Dwan Edwards	CAR	2.8	2.1	1.7	0.16	0.01	0.04	0.02	0.09
Spencer Johnson	BUF	2.8	1.5	1.2	0.2	0.02	0.11	0.04	0.15
Kyle Williams	BUF	2.8	1.7	1.2	0.31	0.09	0.02	0	0.09
Gerald McCoy	TB	2.8	1.9	0.4	0.19	0.02	0.12	0	0.12
Lawrence Jackson	DET	2.7	1.4	1.1	0.36	0.05	0.02	0	0.01
Robert Quinn	STL	2.7	1.3	0.3	0.26	0.03	0.1	0	0.15
Will Smith	NO	2.6	1.4	0.6	0.31	0	0.08	0.02	0.1
Michael Johnson	CIN	2.6	1.6	1.1	0.25	0.02	0.05	0.02	0.18
Antonio Smith	HOU	2.5	1.4	0.6	0.27	0.02	0.13	0	0.12
Jay Ratliff	DAL	2.5	1.8	0.9	0.1	0.08	0.03	0	0.12
Frostee Rucker	CLE	2.5	1.9	1.1	0.18	0.01	0.01	0	0.08
Jason Hatcher	DAL	2.5	1.5	0.9	0.19	0.02	0.08	0.04	0.09
Domata Peko	CIN	2.5	1.9	2.4	0.12	0.05	0.08	0	0
Jason Jones	SEA	2.5	1.1	0.7	0.34	0.02	0.16	0	0.32
Tyson Alualu	JAC	2.5	1.3	1.2	0.23	0.07	0.12	0	0.08
Tony McDaniel	MIA	2.4	1.6	0.9	0.2	0.03	0.02	0	0.17
Brandon Graham	PHI	2.4	1.3	0.2	0.18	0.04	0.19	0	0
Shea McClellin	CHI	2.4	1.3	0.5	0.28	0.05	0.02	0	0.04
Cory Redding	IND	2.3	1.5	1.7	0.19	0.05	0	0.01	0.12
Jason Hunter	DEN	2.3	1.5	0.7	0.06	0.11	0.1	0.03	0.06
Stephen Bowen	WAS	2.3	1.2	1.9	0.31	0.06	0.01	0	0.06
Glenn Dorsey	KC	2.3	2.1	2.1	0.03	0.03	0.01	0	0
Tyson Jackson	KC	2.3	1.8	1.3	0.16	0.01	0.01	0	0.11
Linval Joseph	NYG	2.3	1.9	1.3	0.11	0.01	0.01	0	0.18
Ryan Pickett	GB	2.2	2	0.9	0.02	0.04	0.02	0	0.09
Kenyon Coleman	DAL	2.2	1.9	1.2	0.04	0.05	0.01	0	0.08
Mike Patterson	PHI	2.2	1.8	0.8	0	0.08	0.1	0	0
Amobi Okoye	CHI	2.2	1.2	0.9	0.31	0.02	0.01	0	0.04
Red Bryant	SEA	2.2	1.1	0.8	0.03	0.07	0.04	0.1	0.13
B.J. Raji	GB	2.2	1.1	0.8	0.25	0.06	0.01	0.02	0.18
Henry Melton	CHI	2.2	0.9	0.5	0.4	0.02	0.02	0	0.02
Juqua Parker	CLE	2.1	1	0.4	0.12	0.22	0.05	0	0.26
Kevin Vickerson	DEN	2.1	1.5	0.8	0.05	0.02	0.05	0.06	0.1
Barry Cofield	WAS	2.1	1.3	1.2	0.14	0.08	0.04	0	0.35
