PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Adrian Clayborn	TB	3.8	1.8	1.2	0.43	0.02	0.27	0	0.05
Justin Tuck	NYG	3.7	2.2	1.3	0.36	0.06	0.16	0	0.22
Michael Bennett	TB	3.7	2.4	0.4	0.2	0.17	0.08	0	0.01
Lamarr Houston	OAK	3.7	2.4	1.3	0.14	0.18	0.05	0.04	0.15
Greg Hardy	CAR	3.7	2.3	0.9	0.2	0.02	0.2	0	0.36
Cullen Jenkins	PHI	3.6	2.2	0.5	0.35	0.12	0.01	0	0.01
Mario Williams	BUF	3.6	1.8	0.5	0.41	0.01	0.27	0	0.15
Mathias Kiwanuka	NYG	3.6	2.7	1.3	0.15	0.03	0.08	0.05	0.07
Aaron Maybin	NYJ	3.5	0.7	0.2	0.68	0.02	0.37	0	0
Vince Wilfork	NE	3.4	1.8	1.5	0.23	0.13	0.1	0.09	0.15
Antonio Smith	HOU	3.4	1.3	0.6	0.58	0.02	0.16	0	0.12
Sione Pouha	NYJ	3.4	2.4	1.4	0.14	0.17	0.08	0	0.18
Darryl Tapp	PHI	3.4	2	0.7	0.22	0.15	0.17	0	0.21
Desmond Bryant	OAK	3.4	1.8	0.5	0.31	0.02	0.2	0	0.04
Jared Odrick	MIA	3.4	1.4	0.1	0.47	0.02	0.17	0.05	0.17
Robert Quinn	STL	3.4	1.3	0.3	0.49	0.02	0.09	0	0.13
Muhammad Wilkerson	NYJ	3.4	2.1	1	0.35	0.03	0.1	0	0.11
Richard Seymour	OAK	3.3	1.8	0.7	0.38	0.03	0.01	0	0.18
Israel Idonije	CHI	3.3	2.4	1	0.18	0.1	0.09	0	0.03
Ray McDonald	SF	3.3	1.5	0.7	0.4	0.05	0.21	0.01	0.08
Lawrence Jackson	DET	3.3	1.4	1	0.59	0.06	0.03	0	0.01
Randy Starks	MIA	3.1	1.8	0.4	0.26	0.04	0.01	0.08	0.31
Ray Edwards	ATL	3.1	2.1	0.9	0.24	0.11	0.01	0	0.09
Brian Robison	MIN	3.1	1.6	1.4	0.24	0.13	0.18	0	0.07
Jason Hatcher	DAL	3	1.6	1	0.26	0.02	0.16	0.05	0.06
Chris Kelsay	BUF	2.9	2.1	1.5	0.19	0	0.1	0	0.13
Cory Redding	IND	2.9	1.8	1.8	0.24	0.1	0.01	0.01	0.11
Antonio Garay	SD	2.9	2.4	1.2	0.14	0.02	0.01	0	0
Quinton Coples	NYJ	2.9	1.4	0.6	0.4	0.05	0.04	0	0.05
Kevin Williams	MIN	2.8	1.9	1.5	0.2	0.02	0.09	0	0.29
Dwan Edwards	CAR	2.7	2	1.7	0.14	0.03	0.05	0.01	0.07
Jay Ratliff	DAL	2.7	1.9	0.8	0.17	0.1	0.04	0	0.14
Paul Kruger	BAL	2.7	1.2	0.5	0.38	0.1	0.03	0	0.1
Geno Atkins	CIN	2.7	1.3	1.4	0.29	0.11	0.12	0	0.14
Bruce Irvin	SEA	2.7	1.3	0.7	0.28	0.11	0.09	0	0.12
Spencer Johnson	BUF	2.6	1.9	1.1	0.09	0.01	0.08	0.04	0.1
Mark Anderson	BUF	2.6	1.3	0.8	0.28	0.06	0.13	0	0.1
Gerald McCoy	TB	2.6	1.8	0.5	0.16	0.02	0.09	0	0.08
Carlos Dunlap	CIN	2.6	1	1.2	0.42	0.1	0.01	0	0.19
Will Smith	NO	2.5	1.4	0.7	0.29	0.01	0.09	0.02	0.11
Glenn Dorsey	KC	2.5	2.2	2.4	0.03	0.02	0.01	0	0
Marcell Dareus	BUF	2.5	1.8	0.8	0.2	0.05	0.01	0	0.06
Kenyon Coleman	DAL	2.4	2	1.2	0.06	0.07	0.02	0	0.11
Domata Peko	CIN	2.4	1.9	2.3	0.08	0.05	0.07	0	0.01
Kyle Williams	BUF	2.4	1.8	1.2	0.13	0.06	0.01	0	0.09
Jason Jones	SEA	2.4	1.3	0.8	0.23	0.02	0.18	0	0.3
Tyson Jackson	KC	2.4	1.9	1.4	0.12	0.01	0.01	0	0.09
Tyson Alualu	JAC	2.4	1.2	1.1	0.28	0.05	0.07	0	0.07
Michael Brockers	STL	2.3	1.3	0.5	0.28	0.02	0.03	0	0.01
Brandon Mebane	SEA	2.2	2	1.5	0.02	0.02	0.02	0	0.06
Kendall Langford	STL	2.2	1.2	0.9	0.15	0.02	0.21	0	0.11
Red Bryant	SEA	2.2	1.2	0.9	0.02	0.1	0.06	0.06	0.11
Michael Johnson	CIN	2.2	1.5	1.2	0.16	0.02	0.06	0.02	0.2
Brandon Graham	PHI	2.2	1.4	0.2	0.14	0.03	0.12	0	0
Derrick Morgan	TEN	2.2	1.4	0.7	0.23	0.02	0.02	0	0.11
Mike Patterson	PHI	2.1	1.8	0.6	0	0.05	0.08	0	0
Kevin Vickerson	DEN	2.1	1.5	0.7	0.09	0.02	0.03	0.06	0.11
Jason Hunter	DEN	2.1	1.4	0.6	0.08	0.08	0.07	0.01	0.07
Tony McDaniel	MIA	2.1	1.5	0.7	0.18	0.02	0.01	0	0.2
Corey Liuget	SD	2.1	1	0.4	0.05	0.16	0.3	0	0.13
Alan Branch	SEA	2	1.4	1.1	0.16	0.02	0.06	0	0.04
Tim Jamison	HOU	2	0.8	0.4	0.22	0.08	0.12	0	0.14
Drake Nevis	IND	2	1.8	2	0.02	0.03	0.01	0	0.2
Dontari Poe	KC	2	1.4	0.9	0.1	0.02	0.04	0.01	0.14
Shea McClellin	CHI	2	1.5	0.5	0.09	0.03	0.02	0	0.03
Andre Branch	JAC	2	1.1	0.5	0.23	0.04	0.01	0	0.03
Terrance Knighton	JAC	1.9	1.2	1	0.15	0.02	0.01	0.02	0.08
Linval Joseph	NYG	1.9	1.6	1.1	0.08	0.01	0.01	0	0.18
Sean Lissemore	DAL	1.9	1.4	0.9	0.13	0.03	0.02	0	0
Chandler Jones	NE	1.9	1.1	0.8	0.21	0.04	0.03	0	0.05
Corey Williams	DET	1.8	1.3	0.7	0.13	0.01	0.01	0.01	0.1
Jonathan Babineaux	ATL	1.8	1.2	1.4	0.1	0.04	0.06	0.01	0.1
Amobi Okoye	CHI	1.8	1.3	0.9	0.14	0.01	0.01	0	0.04
Turk McBride	NO	1.8	0.6	0.6	0.2	0.05	0.22	0	0
William Hayes	STL	1.8	1.2	0.6	0.17	0.02	0.04	0	0
Roy Miller	TB	1.8	1.6	1.4	0.01	0.02	0.02	0	0
Austen Lane	JAC	1.8	1.1	0.7	0.21	0.02	0.01	0	0
Cameron Heyward	PIT	1.8	0.8	0.2	0.06	0.02	0.15	0	0.05
Paul Soliai	MIA	1.7	1.5	0.7	0.03	0.03	0.01	0	0.18
Ziggy Hood	PIT	1.7	1.3	0.9	0.11	0.02	0.01	0	0.05
Vaughn Martin	SD	1.7	1.4	1.2	0.07	0.02	0.02	0	0
Earl Mitchell	HOU	1.7	0.8	0.8	0.14	0.14	0.02	0	0.07
Nick Fairley	DET	1.7	1	0.6	0.23	0.01	0.01	0	0
Aubrayo Franklin	SD	1.7	1.2	0.4	0.04	0.05	0.1	0	0
Brodrick Bunkley	NO	1.6	1.4	0.7	0.03	0.01	0.07	0	0.02
Jamaal Anderson	CIN	1.6	0.7	0.7	0.16	0.06	0.01	0	0.07
Fili Moala	IND	1.6	1	0.7	0.15	0.03	0.01	0	0.02
Henry Melton	CHI	1.6	1	0.5	0.18	0.02	0.03	0	0.01
Cameron Jordan	NO	1.6	1.1	0.8	0.05	0.13	0.01	0	0.3
Justin Bannan	DEN	1.6	1.5	0.6	0.03	0.01	0.01	0	0.1
Kendall Reyes	SD	1.6	1.1	0.4	0.11	0.03	0.02	0	0.03
Isaac Sopoaga	SF	1.5	1.2	0.7	0.03	0.06	0.02	0	0.04
Robert Geathers	CIN	1.5	1	1.6	0.14	0.02	0.03	0	0.08
Letroy Guion	MIN	1.5	0.9	0.6	0.02	0.05	0.03	0	0
SenDerrick Marks	TEN	1.5	1	0.7	0.03	0.02	0.12	0.03	0.09
Sammie Hill	DET	1.5	0.9	0.6	0.14	0.04	0.05	0	0
Vance Walker	ATL	1.5	0.9	0.5	0.09	0.05	0.07	0	0.01
Brandon Deaderick	NE	1.5	0.9	0.6	0.21	0.01	0.02	0	0
Kyle Love	NE	1.5	0.9	1	0.13	0.06	0.02	0	0.07
Marcus Spears	DAL	1.4	1.1	0.4	0.07	0.02	0.02	0	0.08
Olivier Vernon	MIA	1.4	0.8	0.3	0.16	0.04	0.01	0	0.04
Casey Hampton	PIT	1.3	1.1	1.4	0.03	0.02	0.04	0	0.03
Ron Edwards	CAR	1.3	1	1.1	0.07	0.02	0.01	0	0.04
Shaun Cody	HOU	1.3	0.9	0.9	0.07	0.06	0.01	0	0.08
Chris Canty	NYG	1.3	1.2	0.9	0	0	0.02	0	0.1
Dave Tollefson	OAK	1.3	0.5	0.5	0.19	0.05	0.02	0	0.09
Terrence Cody	BAL	1.3	1.1	1.2	0.03	0.02	0.02	0	0.03
Stephen Paea	CHI	1.3	0.8	0.9	0.14	0.01	0.02	0	0
Rocky Bernard	NYG	1.3	1	0.8	0.06	0.02	0.04	0	0.15
C.J. Mosley	JAC	1.2	0.7	0.6	0.11	0.02	0.05	0	0
Darell Scott	STL	1.2	1	0.7	0.05	0.03	0.01	0	0
Kyle Moore	BUF	1.2	0.9	0.8	0.02	0.1	0.01	0	0
Lawrence Sidbury	ATL	1.2	0.5	0.3	0.18	0.01	0.01	0	0
Kenrick Ellis	NYJ	1.2	1	0.6	0.05	0.03	0.02	0	0
Tyrone Crawford	DAL	1.2	0.8	0.3	0.1	0.02	0.02	0	0.01
Keyunta Dawson	TEN	1.2	0.8	0.5	0.03	0.06	0.01	0	0.04
Antonio Johnson	IND	1.1	0.7	0.7	0.03	0.03	0.1	0	0.1
Sedrick Ellis	NO	1.1	0.8	1.1	0.08	0.01	0.02	0	0.19
Everson Griffen	MIN	1.1	0.5	0.3	0.14	0.04	0.02	0	0.13
Al Woods	PIT	1.1	1	0.9	0.02	0.02	0.02	0	0.01
Ricardo Mathews	IND	1.1	0.7	0.7	0.1	0.02	0.02	0	0.15
Allen Bailey	KC	1.1	0.5	0.2	0.09	0.1	0.01	0	0.11
Jared Crick	HOU	1.1	0.4	0.2	0.17	0.02	0.03	0	0.02
Matt Toeaina	CHI	1	0.9	0.6	0.02	0.02	0.01	0	0.02
Cheta Ozougwu	CHI	1	0.8	0.3	0.02	0.02	0.01	0	0.01
Vinny Curry	PHI	1	0.9	0.2	0	0.01	0.01	0	0.02
Frank Alexander	CAR	1	0.6	0.3	0.07	0.02	0.02	0	0.01
Fred Evans	MIN	0.9	0.8	0.8	0.02	0.02	0.02	0	0
Wallace Gilberry	TB	0.9	0.5	0.2	0.06	0.02	0.12	0	0.08
Daniel Teo-Nesheim	TB	0.9	0.6	0.2	0.08	0.02	0.01	0	0
Alex Carrington	BUF	0.8	0.5	0.3	0	0.01	0.02	0	0.07
Arthur Jones	BAL	0.8	0.7	0.5	0.02	0.01	0.01	0	0.01
Fletcher Cox	PHI	0.8	0.5	0.1	0.06	0.02	0.01	0	0.01
Mike Martin	TEN	0.8	0.4	0.2	0.08	0.02	0.01	0	0.01
Peria Jerry	ATL	0.7	0.5	0.2	0.02	0.01	0.05	0	0.04
Jerry Hughes	IND	0.7	0.4	0.3	0.07	0.02	0.01	0	0
Cam Thomas	SD	0.7	0.7	0.4	0	0.01	0.01	0	0.04
Derek Wolfe	DEN	0.7	0.5	0.2	0.06	0.02	0.01	0	0.02
Jack Crawford	OAK	0.7	0.4	0.2	0.06	0.02	0.02	0	0.02
Kheeston Randall	MIA	0.7	0.4	0.2	0.07	0.03	0.01	0	0.02
Travian Robertson	ATL	0.7	0.5	0.3	0.05	0.01	0.01	0	0.01
Pat Sims	CIN	0.6	0.5	0.6	0	0.01	0.01	0	0.02
Sione Fua	CAR	0.6	0.5	0.6	0.02	0.02	0.02	0	0
Devon Still	CIN	0.6	0.3	0.3	0.05	0.02	0.01	0	0.01
Brandon Thompson	CIN	0.6	0.4	0.2	0.04	0.01	0.01	0	0.02
Alameda Taamu	PIT	0.6	0.4	0.4	0.04	0	0.01	0	0.06
Jaye Howard	SEA	0.6	0.4	0.2	0.04	0.02	0.02	0	0.01
Christo Bilukidi	OAK	0.6	0.3	0.1	0.07	0.01	0.02	0	0.01
Markus Kuhn	NYG	0.6	0.4	0.2	0.04	0.01	0.01	0.01	0.02
George Selvie	JAC	0.5	0.4	0.2	0	0.03	0.01	0	0
Christian Ballard	MIN	0.5	0.4	0.5	0.02	0.01	0.01	0	0.01
Akiem Hicks	NO	0.5	0.3	0.1	0.05	0.01	0.01	0	0.01
Malik Jackson	DEN	0.5	0.3	0.1	0.04	0	0	0	0.01
Greg Scruggs	SEA	0.5	0.2	0.2	0.05	0	0.02	0	0.01
Marvin Austin	NYG	0.5	0.4	0.1	0.04	0.01	0.01	0	0.02
Myron Pryor	NE	0.4	0.4	0.9	0	0	0.01	0	0
Corey Wootton	CHI	0.4	0.3	0.2	0.02	0.01	0.01	0	0
Jake Bequette	NE	0.4	0.4	0.3	0	0.01	0.01	0	0.01
Josh Chapman	IND	0.4	0.3	0.2	0.05	0	0.02	0	0.01
DeAngelo Tyson	BAL	0.4	0.3	0.2	0.03	0.01	0.02	0	0.02
Vonnie Holliday	ARI	0	0	0	0	0	0	0	0
Andre Carter	NE	0	0	0	0	0	0	0	0
Ryan Pickett	GB	0	0	0	0	0	0	0	0
Shaun Rogers	NYG	0	0	0	0	0	0	0	0
Juqua Parker	CLE	0	0	0	0	0	0	0	0
Terrell Suggs	BAL	0	0	0	0	0	0	0	0
Ty Warren	DEN	0	0	0	0	0	0	0	0
Tyler Brayton	IND	0	0	0	0	0	0	0	0
Nick Eason	ARI	0	0	0	0	0	0	0	0
Jacques Cesaire	SD	0	0	0	0	0	0	0	0
Shaun Smith	TEN	0	0	0	0	0	0	0	0
Darnell Dockett	ARI	0	0	0	0	0	0	0	0
Darrion Scott	WAS	0	0	0	0	0	0	0	0
Anthony Hargrove	GB	0	0	0	0	0	0	0	0
Dave Ball	TEN	0	0	0	0	0	0	0	0
Amon Gordon	KC	0	0	0	0	0	0	0	0
Luis Castillo	SD	0	0	0	0	0	0	0	0
Chauncey Davis	CHI	0	0	0	0	0	0	0	0
Jonathan Fanene	NE	0	0	0	0	0	0	0	0
John McCargo	CHI	0	0	0	0	0	0	0	0
Frostee Rucker	CLE	0	0	0	0	0	0	0	0
Barry Cofield	WAS	0	0	0	0	0	0	0	0
Kedric Golston	WAS	0	0	0	0	0	0	0	0
Stephen Bowen	WAS	0	0	0	0	0	0	0	0
Brandon McKinney	IND	0	0	0	0	0	0	0	0
Remi Ayodele	NO	0	0	0	0	0	0	0	0
Adam Carriker	WAS	0	0	0	0	0	0	0	0
Jeff Charleston	MIN	0	0	0	0	0	0	0	0
Derrick Harvey	CIN	0	0	0	0	0	0	0	0
Trevor Laws	STL	0	0	0	0	0	0	0	0
Calais Campbell	ARI	0	0	0	0	0	0	0	0
Andre Fluellen	DET	0	0	0	0	0	0	0	0
DeMario Pressley	CHI	0	0	0	0	0	0	0	0
Jason Shirley	IND	0	0	0	0	0	0	0	0
Nick Hayden	CIN	0	0	0	0	0	0	0	0
Ahtyba Rubin	CLE	0	0	0	0	0	0	0	0
Brian Schaefering	CLE	0	0	0	0	0	0	0	0
B.J. Raji	GB	0	0	0	0	0	0	0	0
Everette Brown	DET	0	0	0	0	0	0	0	0
Jarius Wynn	GB	0	0	0	0	0	0	0	0
Antonio Dixon	PHI	0	0	0	0	0	0	0	0
Dan Williams	ARI	0	0	0	0	0	0	0	0
Brian Price	CHI	0	0	0	0	0	0	0	0
Torell Troup	BUF	0	0	0	0	0	0	0	0
Mike Neal	GB	0	0	0	0	0	0	0	0
Corey Peters	ATL	0	0	0	0	0	0	0	0
C.J. Wilson	GB	0	0	0	0	0	0	0	0
Junior Galette	NO	0	0	0	0	0	0	0	0
Emmanuel Stephens	CLE	0	0	0	0	0	0	0	0
Phil Taylor	CLE	0	0	0	0	0	0	0	0
Jabaal Sheard	CLE	0	0	0	0	0	0	0	0
Jarvis Jenkins	WAS	0	0	0	0	0	0	0	0
DaQuan Bowers	TB	0	0	0	0	0	0	0	0
Terrell McClain	CAR	0	0	0	0	0	0	0	0
David Carter	ARI	0	0	0	0	0	0	0	0
Zach Clayton	TEN	0	0	0	0	0	0	0	0
Cliff Matthews	ATL	0	0	0	0	0	0	0	0
Chris Neild	WAS	0	0	0	0	0	0	0	0
John Chick	JAC	0	0	0	0	0	0	0	0
Jerel Worthy	GB	0	0	0	0	0	0	0	0
John Hughes	CLE	0	0	0	0	0	0	0	0
Mike Daniels	GB	0	0	0	0	0	0	0	0
Billy Winn	CLE	0	0	0	0	0	0	0	0
Phillip Merling	GB	0	0	0	0	0	0	0	0
Thomas Johnson	NO	0	0	0	0	0	0	0	0
