PLAYER	TEAM	FP	RUSH	RUSHYD	YPC	RUSHTD	REC	RECYD	RECTD	FUML
Brandon Bolden	NE	0.8	1.1	4	3.74	0.03	0.2	2	0.01	0.01
Kregg Lumpkin	SEA	0.7	0.4	1	3.08	0.01	0.6	5	0.02	0.01
Mewelde Moore	IND	0.6	0.4	2	4.34	0.01	0.3	3	0.01	0.01
Kahlil Bell	CHI	0.6	0.3	1	3.18	0.01	0.5	3	0.03	0.02
Johnny White	BUF	0.6	1.3	3	2.05	0.02	0.6	1	0.01	0.02
Anthony Sherman	ARI	0.6	0	0	2.33	0	0.4	4	0.03	0
Cedric Peerman	CIN	0.6	0.5	2	3.92	0.01	0.4	3	0.01	0.01
Evan Royster	WAS	0.5	0.7	4	4.87	0.02	0.1	1	0	0
Greg Jones	JAC	0.4	0.1	1	5.82	0.01	0.4	2	0.02	0
Jerome Felton	MIN	0.4	0.5	2	3.09	0	0.3	2	0	0.01
Justin Forsett	HOU	0.4	0.5	2	3.75	0.01	0.1	1	0	0.01
Quinn Johnson	TEN	0.4	0	0	0	0	0.4	3	0.02	0
Lousaka Polite	ATL	0.4	0.2	1	4.01	0.01	0.4	2	0.01	0.01
Tyler Clutts	HOU	0.4	0	0	0	0	0.5	3	0.02	0.02
Montell Owens	JAC	0.3	0.4	2	4.48	0	0.1	0	0	0.01
Brit Miller	STL	0.3	0	0	2.03	0	0.2	2	0.01	0
Owen Marecic	CLE	0.3	0.1	0	1.04	0	0.3	2	0.01	0.03
Jamie Harper	TEN	0.3	0.7	2	2.54	0.02	0.1	0	0	0.02
Jeff Demps	NE	0.3	0	0	0	0	0	0	0	0.02
Matt Asiata	MIN	0.3	0	0	0	0	0	0	0	0.01
John Conner	NYJ	0.2	0.2	1	4.04	0.01	0.1	1	0	0
Dion Lewis	PHI	0.2	0.3	1	2.31	0.01	0.1	0	0.01	0.01
DaRel Scott	NYG	0.2	0	0	0	0	0	0	0	0.03
Armando Allen	CHI	0.2	0.2	0	1.51	0	0.1	1	0.01	0
Corey McIntyre	BUF	0.1	0	0	1.37	0	0.1	1	0	0
Chris Pressley	CIN	0.1	0	0	-0.27	0	0.2	1	0.01	0
Lawrence Vickers	DAL	0	0	0	0	0	0	0	0	0
Fred Jackson	BUF	0	0	0	0	0	0	0	0	0
Korey Hall	NO	0	0	0	0	0	0	0	0	0
D.J. Ware	TB	0	0	0	0	0	0	0	0	0
Jackie Battle	SD	0	0	0	0	0	0	0	0	0
Darren McFadden	OAK	0	0	0	0	0	0	0	0	0
Felix Jones	DAL	0	0	0	0	0	0	0	0	0
Kevin Smith	DET	0	0	0	0	0	0	0	0	0
Jacob Hester	SD	0	0	0	0	0	0	0	0	0
Owen Schmitt	OAK	0	0	0	0	0	0	0	0	0
Lex Hilliard	NE	0	0	0	0	0	0	0	0	0
Marcel Reece	OAK	0	0	0	0	0	0	0	0	0
Mike Goodson	OAK	0	0	0	0	0	0	0	0	0
Stefan Logan	DET	0	0	0	0	0	0	0	0	0
Jahvid Best	DET	0	0	0	0	0	0	0	0	0
James Starks	GB	0	0	0	0	0	0	0	0	0
Erik Lorig	TB	0	0	0	0	0	0	0	0	0
LeGarrette Blount	TB	0	0	0	0	0	0	0	0	0
Chris Gronkowski	DEN	0	0	0	0	0	0	0	0	0
Keiland Williams	DET	0	0	0	0	0	0	0	0	0
Mikel LeShoure	DET	0	0	0	0	0	0	0	0	0
DeMarco Murray	DAL	0	0	0	0	0	0	0	0	0
Taiwan Jones	OAK	0	0	0	0	0	0	0	0	0
Phillip Tanner	DAL	0	0	0	0	0	0	0	0	0
Doug Martin	TB	0	0	0	0	0	0	0	0	0
Michael Smith	TB	0	0	0	0	0	0	0	0	0
Dorin Dickerson	BUF	0	0	0	0	0	0	0	0	0
Richie Brockel	CAR	0	0	0	0	0	0.1	0	0	0
Henry Hynoski	NYG	0	0	0	0	0	0	0	0	0
Joique Bell	DET	0	0	0	0	0	0	0	0	0
Darrel Young	WAS	0	0	0	0	0	0	0	0	0
Will Johnson	PIT	0	0	0	0	0	0	0	0	0
