PLAYER	TEAM	FP	INT	PD	SOLO	AST	SACK	FUMR	FORCE
Jairus Byrd	BUF	5.2	0.1	0.25	3.8	2.2	0.04	0.06	0.2
Gerald Sensabaugh	DAL	5.1	0.11	0.21	3.9	1.6	0.02	0.08	0.09
Dawan Landry	JAC	5.1	0.07	0.19	4.2	2.1	0.02	0.08	0.09
Aqib Talib	TB	5.1	0.31	0.69	2.8	0.9	0	0.03	0.08
Lardarius Webb	BAL	5.1	0.26	1.05	3.2	1.8	0.01	0.09	0.05
Kurt Coleman	PHI	5.1	0.25	0.26	3.7	1.3	0	0.02	0.06
Brent Grimes	ATL	5	0.1	0.86	4	2.3	0	0.05	0.11
T.J. Ward	CLE	5	0.04	0.47	3.8	2	0.11	0.02	0.2
Danieal Manning	HOU	4.9	0.19	0.38	3.3	1.4	0	0.01	0.01
Brandon Browner	SEA	4.9	0.26	1.28	2.9	1.6	0	0.01	0.01
Matt Giordano	OAK	4.8	0.29	0.31	2.7	1.1	0.06	0.03	0.17
William Moore	ATL	4.8	0.09	0.4	3.9	2.1	0	0.03	0.2
Nate Allen	PHI	4.8	0.17	0.47	3.7	1.4	0.03	0.02	0.02
George Wilson	BUF	4.7	0.15	0.24	3.6	2.1	0	0.07	0.14
Earl Thomas	SEA	4.7	0.15	0.36	3.5	2.2	0	0.1	0.08
Patrick Peterson	ARI	4.7	0.08	0.44	3.2	1.1	0.04	0.06	0.01
Johnathan Joseph	HOU	4.6	0.33	0.94	2.7	1.2	0	0.02	0.11
Michael Griffin	TEN	4.6	0.07	0.42	3.8	1.7	0	0.06	0.12
Malcolm Jenkins	NO	4.6	0.04	0.57	3.4	1.6	0.11	0.11	0.07
Michael Huff	OAK	4.5	0.17	0.43	3	1.2	0.07	0.02	0.19
Reggie Nelson	CIN	4.5	0.1	0.38	3.1	2.3	0.07	0.02	0.16
Tracy Porter	DEN	4.5	0.07	0.45	3.6	1.5	0	0.14	0.1
Nate Clements	CIN	4.4	0.06	0.46	3.2	2.3	0.04	0.14	0.2
Ed Reed	BAL	4.4	0.24	0.71	2.8	1.5	0.08	0.03	0.07
Kenny Phillips	NYG	4.4	0.14	0.52	3.3	1.5	0	0.04	0.1
Captain Munnerlyn	CAR	4.4	0.06	0.47	2.6	1.3	0.21	0.1	0.25
Kam Chancellor	SEA	4.4	0.14	0.48	3	1.7	0.09	0.06	0.07
Cody Grimm	TB	4.4	0.12	0.16	3.5	1.2	0	0.02	0.05
Terence Newman	CIN	4.3	0.11	0.43	3.3	2.4	0	0.08	0.02
Brandon Flowers	KC	4.3	0.18	0.93	3	1.5	0	0.01	0.03
Jacob Lacey	DET	4.3	0.08	0.37	3	1.3	0	0.06	0.28
Chris Hope	ATL	4.2	0.11	0.16	3.3	1.7	0.02	0.13	0.02
Asante Samuel	ATL	4.2	0.22	0.76	2.3	1.3	0	0.06	0.12
Jordan Babineaux	TEN	4.2	0.05	0.38	3.4	1.5	0.04	0.06	0.09
Josh Wilson	WAS	4.2	0.21	0.83	2.7	2.4	0	0.09	0.07
Louis Delmas	DET	4.2	0.03	0.17	3.5	1.4	0.07	0.09	0.05
Sherrod Martin	CAR	4.2	0.15	0.41	3.1	1.6	0	0.04	0.05
Joe Haden	CLE	4.2	0.09	1.09	3	1.6	0.08	0.06	0.12
Kendrick Lewis	KC	4.2	0.17	0.48	2.5	1.3	0	0.06	0.16
Cedric Griffin	WAS	4.1	0.12	0.72	3	2.7	0	0.01	0.21
Justin King	IND	4.1	0.1	0.29	2.9	2.6	0.11	0.03	0.13
Sean Smith	MIA	4.1	0.1	0.48	3.5	1.3	0	0.03	0.01
Glover Quin	HOU	4.1	0.1	0.59	3.2	1.6	0	0.12	0.04
Jabari Greer	NO	4	0.16	0.95	3	1.5	0	0.03	0.01
Vontae Davis	IND	4	0.23	0.49	2.6	2.4	0.08	0.02	0.02
Mark Barron	TB	4	0.14	0.37	2.8	0.9	0.03	0.11	0.06
Corey Webster	NYG	3.9	0.24	0.85	2.4	1.1	0	0.02	0.06
Reshad Jones	MIA	3.9	0.07	0.19	2.9	1.1	0.19	0.05	0.01
Stanford Routt	KC	3.8	0.18	0.74	2.6	1.4	0	0.01	0.06
Abram Elam	KC	3.8	0.05	0.22	3	1.7	0.02	0.07	0.16
Chris Houston	DET	3.8	0.14	0.6	2.8	1.2	0	0.01	0.02
Antoine Cason	SD	3.8	0.11	1.11	3	1.2	0	0.02	0.06
Orlando Scandrick	DAL	3.8	0.05	0.38	3.2	1.3	0.06	0.02	0.01
E.J. Biggers	TB	3.8	0.07	0.5	3.4	1.1	0	0.02	0.01
Amari Spievey	DET	3.8	0.08	0.16	3.1	1.3	0.07	0.04	0.01
Richard Sherman	SEA	3.8	0.18	0.96	2.6	1.5	0	0.02	0.1
Kelvin Hayden	CHI	3.7	0.18	0.41	2.4	0.9	0	0.01	0.03
Tim Jennings	CHI	3.7	0.07	0.5	3	1.2	0	0.06	0.06
Leon Hall	CIN	3.7	0.13	0.45	2.6	2	0	0.09	0.09
Dwight Lowery	JAC	3.7	0.19	0.49	1.7	0.8	0.1	0.11	0.01
Sam Shields	GB	3.7	0.28	0.83	2	0.9	0.03	0.02	0.02
Adrian Wilson	ARI	3.6	0.06	0.48	2.9	1.1	0.04	0.01	0.07
Nnamdi Asomugha	PHI	3.6	0.18	0.28	2.6	0.9	0	0.02	0
Chris Gamble	CAR	3.6	0.18	0.67	2.6	1.3	0.01	0.02	0.02
Mike Adams	DEN	3.6	0.18	0.35	2.4	1	0.01	0.05	0.06
William Gay	ARI	3.6	0.04	0.49	3	1.1	0.04	0.06	0.03
Champ Bailey	DEN	3.5	0.16	0.88	2.5	1.1	0.01	0.02	0.07
Rashean Mathis	JAC	3.5	0.08	0.38	2.8	1.4	0	0.1	0.05
Ike Taylor	PIT	3.5	0.11	0.68	2.8	1.3	0.02	0.02	0.03
Dunta Robinson	ATL	3.5	0.06	0.38	3.1	1.7	0	0.02	0.01
Ron Bartell	OAK	3.5	0.05	0.63	3	1.2	0	0.03	0.08
Reed Doughty	WAS	3.5	0.06	0.22	2.9	2.6	0.01	0.04	0.12
Brandon Carr	DAL	3.5	0.12	0.55	2.7	1.2	0	0.04	0.01
Alphonso Smith	DET	3.5	0.14	0.41	1.9	0.8	0	0.1	0.14
Jamarca Sanford	MIN	3.5	0.07	0.16	2.7	1.6	0.03	0.09	0.07
Drayton Florence	DET	3.4	0.09	0.51	2.3	1	0	0.08	0.12
Alterraun Verner	TEN	3.4	0.04	0.44	2.9	1.4	0	0.1	0.02
Quentin Jammer	SD	3.3	0.04	0.55	2.8	1.1	0	0.08	0.04
Sheldon Brown	CLE	3.3	0.1	0.71	2.4	1.3	0	0.06	0.09
Dominique Rodgers-Cromartie	PHI	3.3	0.07	0.56	2.5	0.9	0.04	0.02	0.01
Patrick Robinson	NO	3.3	0.18	0.62	2.1	1	0	0.01	0.01
Javier Arenas	KC	3.3	0.08	0.3	1.7	0.8	0.08	0.06	0.01
Major Wright	CHI	3.3	0.12	0.29	2.4	1	0	0.01	0.01
Aaron Williams	BUF	3.3	0.05	0.38	2.8	1.7	0	0.02	0.1
Quinton Carter	DEN	3.3	0.11	0.2	2.5	1.1	0.03	0.01	0
Harrison Smith	MIN	3.3	0.06	0.3	2.5	1.5	0.04	0.05	0.08
Kareem Jackson	HOU	3.2	0.11	0.47	2.5	1.2	0	0.01	0.11
Derek Cox	JAC	3.1	0.12	0.4	2.4	1.2	0	0.03	0.02
D.J. Moore	CHI	3.1	0.17	0.47	1.9	0.8	0	0.02	0.03
Troy Nolan	MIA	3.1	0.05	0.22	2.4	1	0.11	0.05	0.02
Bryan Scott	BUF	3	0.06	0.26	2.3	1.3	0.06	0.06	0.01
Terrence McGee	BUF	3	0.05	0.26	2.8	1.6	0	0.01	0.02
Cary Williams	BAL	3	0.05	0.72	2.4	1.5	0	0.01	0.09
Marcus Gilchrist	SD	3	0.13	0.3	1.8	0.7	0	0.13	0.02
Quintin Demps	HOU	2.9	0.22	0.27	1.6	0.7	0	0.02	0.02
Chris Cook	MIN	2.8	0.02	0.33	2.6	1.6	0	0.01	0.02
Jim Leonhard	DEN	2.8	0	0.13	2.5	1	0	0.03	0.07
Jason Allen	CIN	2.7	0.09	0.33	2.2	1.6	0	0.01	0.01
Aaron Ross	JAC	2.7	0.12	0.42	2.1	1	0.01	0.02	0.01
Usama Young	CLE	2.7	0.05	0.21	2.4	1.4	0.02	0.02	0.01
Leodis McKelvin	BUF	2.7	0.05	0.33	1.8	1.1	0	0.11	0.02
Mike Jenkins	DAL	2.7	0.05	0.48	2.3	1	0	0.02	0.04
Mike Mitchell	OAK	2.6	0.05	0.51	1.7	0.7	0.04	0.11	0.07
James Sanders	ARI	2.5	0.02	0.16	2.2	0.7	0	0.08	0.01
Courtney Greene	JAC	2.5	0.03	0.15	2.1	1	0	0.06	0.05
Jimmy Smith	BAL	2.5	0.2	0.5	1.3	0.7	0	0.05	0.01
Morris Claiborne	DAL	2.5	0.13	0.51	1.5	0.7	0.01	0.06	0.03
Joselio Hanson	OAK	2.4	0.06	0.34	1.6	0.7	0	0.19	0.02
Alan Ball	HOU	2.3	0.09	0.45	1.7	0.7	0	0.04	0.03
Rahim Moore	DEN	2.3	0.07	0.22	1.7	0.7	0	0.04	0.01
Mistral Raymond	MIN	2.3	0.24	0.38	1	0.6	0	0.07	0.01
Casey Hayward	GB	2.3	0.26	0.81	0.9	0.4	0.02	0.03	0.03
Adam Jones	CIN	2.2	0.02	0.24	1.5	1.2	0	0.08	0.09
Dimitri Patterson	CLE	2.2	0.04	0.71	1.8	0.9	0.02	0.02	0.01
Brandon Meriweather	WAS	2.2	0.05	0.25	1.9	1.7	0	0.01	0.01
Chris Clemons	MIA	2.2	0.04	0.23	1.4	0.5	0.02	0.04	0.1
Brice McCain	HOU	2.2	0.12	0.58	1.3	0.6	0	0.02	0.02
Stephon Gilmore	BUF	2.1	0.14	0.44	1.2	0.7	0.01	0.04	0.03
Craig Steltz	CHI	2	0.04	0.18	1.4	0.5	0.05	0	0.12
Christopher Owens	ATL	2	0.02	0.25	1.9	1.1	0	0.01	0.01
Prince Amukamara	NYG	2	0.1	0.28	1.1	0.5	0	0.09	0.01
Brandon Taylor	SD	2	0.05	0.26	1.5	0.6	0.03	0.03	0.04
Rashad Johnson	ARI	1.9	0.03	0.17	1.6	0.6	0	0.04	0.03
Shawntae Spencer	OAK	1.8	0.05	0.29	1.3	0.6	0	0.06	0.02
Michael Adams	ARI	1.8	0.01	0.16	1.7	0.7	0	0.02	0.01
Keenan Lewis	PIT	1.8	0.04	0.27	1.5	0.7	0	0.01	0.01
Walter Thurmond	SEA	1.8	0.05	0.36	1.3	0.8	0	0.02	0.11
Nolan Carroll	MIA	1.8	0.05	0.26	1.4	0.5	0	0.02	0.02
Jaiquawn Jarrett	PHI	1.8	0.05	0.21	1.4	0.5	0	0.02	0.01
Justin Rogers	BUF	1.8	0.05	0.23	0.8	0.5	0	0.01	0.01
Brandon Boykin	PHI	1.8	0.06	0.22	0.5	0.2	0	0.02	0.01
Tom Zbikowski	IND	1.7	0.04	0.16	0.9	0.8	0.08	0.02	0.02
Justin Tryon	NYG	1.7	0.06	0.46	1.2	0.6	0	0.03	0.01
Ryan Mundy	PIT	1.7	0.04	0.23	1.2	0.5	0	0.02	0.13
Chris Conte	CHI	1.6	0.05	0.15	1.3	0.5	0	0.02	0.01
DaNorris Searcy	BUF	1.6	0.04	0.15	1.3	0.7	0	0.01	0.01
Brandyn Thompson	WAS	1.6	0.05	0.23	0.5	0.4	0	0.28	0.02
Jerron McMillian	GB	1.6	0.09	0.37	1	0.4	0.03	0.03	0.04
Dre Kirkpatrick	CIN	1.5	0.05	0.41	1	0.8	0.01	0.05	0.04
Barry Church	DAL	1.4	0.04	0.12	1.1	0.4	0	0.05	0.02
Madieu Williams	WAS	1.3	0.05	0.25	0.9	0.8	0	0.02	0.02
Sean Considine	BAL	1.3	0.04	0.31	0.6	0.4	0.04	0.09	0.06
Chris Prosinski	JAC	1.3	0.04	0.17	0.8	0.4	0	0.1	0.01
Josh Thomas	CAR	1.3	0.04	0.21	0.4	0.2	0.01	0.22	0.02
Jimmy Wilson	MIA	1.3	0.07	0.35	0.5	0.2	0.01	0.04	0.01
Joe Lefeged	IND	1.3	0.07	0.21	0.5	0.5	0	0.01	0.01
Atari Bigby	SD	1.2	0.06	0.2	0.4	0.2	0.06	0.1	0.02
Elbert Mack	NO	1.2	0.06	0.28	0.8	0.4	0	0.01	0.02
Jerome Murphy	NO	1.2	0.04	0.25	0.8	0.4	0	0.08	0.02
Matt Johnson	DAL	1.1	0.02	0.16	0.9	0.4	0.02	0	0.02
David Bruton	DEN	1	0	0.17	0.9	0.5	0	0.01	0.01
Curtis Marsh	PHI	1	0.06	0.23	0.5	0.2	0	0.02	0.01
Jalil Brown	KC	1	0.05	0.19	0.4	0.2	0	0.12	0.01
Buster Skrine	CLE	1	0.06	0.21	0.5	0.3	0	0.02	0.01
Dwight Bentley	DET	1	0.06	0.23	0.6	0.2	0.01	0.03	0.02
David Sims	PHI	1	0.06	0.22	0.5	0.2	0.01	0.03	0.02
Travis Daniels	KC	0.9	0.08	0.22	0.5	0.3	0	0.01	0.02
Corey Graham	BAL	0.9	0.09	0.29	0.3	0.2	0.01	0.01	0.01
Christian Thompson	BAL	0.9	0	0.26	0.7	0.5	0.02	0.01	0.03
Corey White	NO	0.9	0.03	0.24	0.6	0.4	0.01	0.01	0.02
George Iloka	CIN	0.9	0.01	0.12	0.7	0.5	0.01	0.02	0.03
D.J. Campbell	CAR	0.9	0.06	0.2	0.4	0.2	0.01	0.02	0.02
Phillip Adams	OAK	0.9	0.09	0.12	0.5	0.2	0	0.01	0.02
Mana Silva	DAL	0.9	0.04	0.16	0.6	0.2	0	0.02	0.01
Erik Coleman	DET	0.8	0.02	0.16	0.5	0.2	0	0.01	0.02
Pat Lee	OAK	0.8	0.05	0.26	0.4	0.2	0	0.03	0.01
Haruki Nakamura	CAR	0.8	0.06	0.22	0.4	0.2	0.03	0.02	0.03
Taylor Mays	CIN	0.8	0.02	0.14	0.6	0.5	0	0.02	0.05
Stevie Brown	NYG	0.8	0.06	0.26	0.4	0.2	0	0.01	0.01
Shareece Wright	SD	0.8	0.04	0.2	0.4	0.2	0	0.02	0.03
Anthony Gaitor	TB	0.8	0.04	0.15	0.5	0.2	0	0.03	0.01
Josh Norman	CAR	0.8	0.06	0.22	0.4	0.2	0	0.02	0.02
Curtis Brown	PIT	0.8	0.04	0.25	0.4	0.2	0	0.02	0.01
Michael Coe	NYG	0.8	0.04	0.25	0.4	0.2	0.01	0.02	0.01
SydQuan Thompson	DEN	0.8	0.15	0.25	0.6	0.2	0	0.05	0.01
Will Allen	PIT	0.7	0.04	0.21	0.5	0.2	0	0.02	0.01
Ray Ventrone	CLE	0.7	0.02	0.21	0.4	0.2	0	0.03	0.03
Myron Lewis	TB	0.7	0.01	0.06	0.6	0.2	0	0.01	0.01
Darrell Stuckey	SD	0.7	0.05	0.21	0.4	0.2	0	0.02	0.01
Josh Robinson	MIN	0.7	0	0.17	0.6	0.4	0.01	0.01	0.02
Robert Blanton	MIN	0.7	0.03	0.13	0.4	0.3	0.01	0.01	0.01
Charles Mitchell	ATL	0.7	0.04	0.2	0.5	0.3	0.01	0.01	0.02
Jonte Green	DET	0.7	0.03	0.17	0.4	0.1	0.01	0.01	0.01
John Wendling	DET	0.6	0.02	0.14	0.4	0.2	0	0.02	0.01
Ryan Mouton	TEN	0.6	0.02	0.2	0.4	0.2	0	0.01	0.02
Johnny Patrick	NO	0.6	0.03	0.23	0.4	0.2	0	0.01	0.01
Brandon Burton	MIN	0.6	0.02	0.14	0.4	0.3	0	0.02	0.01
Tommie Campbell	TEN	0.6	0.02	0.18	0.5	0.2	0	0.02	0.02
Jayron Hosley	NYG	0.6	0.02	0.29	0.4	0.2	0	0.01	0.02
Jeremy Lane	SEA	0.6	0.04	0.24	0.4	0.2	0.01	0.02	0.02
Winston Guy	SEA	0.6	0.03	0.12	0.4	0.3	0.02	0.01	0.01
Byron Maxwell	SEA	0.5	0.01	0.04	0.3	0.2	0	0.04	0.01
Colin Jones	CAR	0.5	0.01	0.04	0.3	0.2	0	0.06	0.01
Omar Bolden	DEN	0.5	0	0.2	0.4	0.2	0	0	0.01
Rafael Bush	NO	0.5	0.03	0.23	0.3	0.1	0	0.02	0.01
Marcus Sherels	MIN	0.5	0	0	0	0	0	0	0
Jacques Reeves	KC	0.5	0.01	0.05	0.3	0.2	0.01	0	0.01
Sherrick McManis	CHI	0.4	0.01	0.04	0.3	0.1	0	0.01	0.01
Brandon Harris	HOU	0.4	0.01	0.04	0.3	0.2	0	0.01	0.02
Shiloh Keo	HOU	0.4	0.01	0.04	0.3	0.1	0	0.01	0.01
Tyler Sash	NYG	0.4	0	0.03	0.3	0.1	0	0.01	0.02
Coty Sensabaugh	TEN	0.4	0	0.16	0.3	0.2	0.01	0	0.01
Ron Brooks	BUF	0.4	0	0	0.3	0.2	0	0.01	0.01
Chris Greenwood	DET	0.4	0	0.15	0.3	0.2	0.01	0.01	0.01
Trevin Wade	CLE	0.4	0	0.23	0.3	0.2	0	0.01	0.01
Bryan McCann	OAK	0.3	0	0	0	0	0	0	0
Jordan Bernstine	WAS	0.3	0	0.27	0.3	0.2	0	0	0.01
Will Allen	NE	0	0	0	0	0	0	0	0
Yeremiah Bell	NYJ	0	0	0	0	0	0	0	0
Rod Hood	STL	0	0	0	0	0	0	0	0
Quintin Mikell	STL	0	0	0	0	0	0	0	0
Sean Jones	DET	0	0	0	0	0	0	0	0
Benny Sapp	MIN	0	0	0	0	0	0	0	0
Carlos Rogers	SF	0	0	0	0	0	0	0	0
Brodney Pool	DAL	0	0	0	0	0	0	0	0
Oshiomogho Atogwe	PHI	0	0	0	0	0	0	0	0
Chris Carr	MIN	0	0	0	0	0	0	0	0
James Butler	STL	0	0	0	0	0	0	0	0
Donte Whitner	SF	0	0	0	0	0	0	0	0
Antonio Cromartie	NYJ	0	0	0	0	0	0	0	0
Eric Smith	NYJ	0	0	0	0	0	0	0	0
Charlie Peprah	GB	0	0	0	0	0	0	0	0
Cortland Finnegan	STL	0	0	0	0	0	0	0	0
Jarrad Page	MIN	0	0	0	0	0	0	0	0
Steve Gregory	NE	0	0	0	0	0	0	0	0
LaRon Landry	NYJ	0	0	0	0	0	0	0	0
Darrelle Revis	NYJ	0	0	0	0	0	0	0	0
Tanard Jackson	WAS	0	0	0	0	0	0	0	0
Dashon Goldson	SF	0	0	0	0	0	0	0	0
Tarell Brown	SF	0	0	0	0	0	0	0	0
Melvin Bullitt	IND	0	0	0	0	0	0	0	0
Craig Dahl	STL	0	0	0	0	0	0	0	0
Byron Westbrook	WAS	0	0	0	0	0	0	0	0
Marquice Cole	NE	0	0	0	0	0	0	0	0
Tyrell Johnson	MIA	0	0	0	0	0	0	0	0
Reggie Smith	CAR	0	0	0	0	0	0	0	0
Antwaun Molden	NYG	0	0	0	0	0	0	0	0
Jonathan Wilhite	CHI	0	0	0	0	0	0	0	0
Josh Barrett	NE	0	0	0	0	0	0	0	0
Kyle Arrington	NE	0	0	0	0	0	0	0	0
Patrick Chung	NE	0	0	0	0	0	0	0	0
Darius Butler	CAR	0	0	0	0	0	0	0	0
Bradley Fletcher	STL	0	0	0	0	0	0	0	0
Kevin Barnes	DET	0	0	0	0	0	0	0	0
Donald Washington	KC	0	0	0	0	0	0	0	0
Morgan Trent	WAS	0	0	0	0	0	0	0	0
Danny Gorrer	BAL	0	0	0	0	0	0	0	0
Devin McCourty	NE	0	0	0	0	0	0	0	0
Kyle Wilson	NYJ	0	0	0	0	0	0	0	0
Kevin Thomas	PHI	0	0	0	0	0	0	0	0
Dominique Franks	ATL	0	0	0	0	0	0	0	0
Perrish Cox	SF	0	0	0	0	0	0	0	0
Larry Asante	TB	0	0	0	0	0	0	0	0
Jordan Pugh	CAR	0	0	0	0	0	0	0	0
Cassius Vaughn	IND	0	0	0	0	0	0	0	0
Aaron Berry	DET	0	0	0	0	0	0	0	0
Darian Stewart	STL	0	0	0	0	0	0	0	0
Terrence Johnson	IND	0	0	0	0	0	0	0	0
Ras-I Dowling	NE	0	0	0	0	0	0	0	0
Chris Culliver	SF	0	0	0	0	0	0	0	0
DeMarcus Van Dyke	PIT	0	0	0	0	0	0	0	0
Brandon Hogan	CAR	0	0	0	0	0	0	0	0
Chimdi Chekwa	OAK	0	0	0	0	0	0	0	0
Rashad Carmichael	HOU	0	0	0	0	0	0	0	0
Jermale Hines	IND	0	0	0	0	0	0	0	0
Chykie Brown	BAL	0	0	0	0	0	0	0	0
Chris Rucker	IND	0	0	0	0	0	0	0	0
David Caldwell	IND	0	0	0	0	0	0	0	0
Darrin Walls	ATL	0	0	0	0	0	0	0	0
Kevin Rutland	JAC	0	0	0	0	0	0	0	0
Janoris Jenkins	STL	0	0	0	0	0	0	0	0
Tavon Wilson	NE	0	0	0	0	0	0	0	0
Trumaine Johnson	STL	0	0	0	0	0	0	0	0
Trent Robinson	SF	0	0	0	0	0	0	0	0
Josh Bush	NYJ	0	0	0	0	0	0	0	0
Markelle Martin	TEN	0	0	0	0	0	0	0	0
Alfonzo Dennard	NE	0	0	0	0	0	0	0	0
Reggie Corner	JAC	0	0	0	0	0	0	0	0
Drew Coleman	DET	0	0	0	0	0	0	0	0
Darcel McBath	SF	0	0	0	0	0	0	0	0
James Ihedigbo	BAL	0	0	0	0	0	0	0	0
Robert McClain	ATL	0	0	0	0	0	0	0	0
