PLAYER	TEAM	FP	SOLO	AST	SACK	FUMR	FORCE	INT	PD
Jared Allen	MIN	9.4	2.8	1.5	1.57	0.19	0.33	0.11	0.31
Jason Pierre-Paul	NYG	8	3.2	1.4	1.29	0.06	0.21	0	0.5
Osi Umenyiora	NYG	6.4	1.5	1	1.27	0.02	0.55	0	0.09
Justin Smith	SF	6.1	3	0.8	0.86	0.05	0.2	0	0.09
Robert Mathis	IND	6	1.8	1.3	1	0.25	0.24	0	0.06
Jabaal Sheard	CLE	5.9	2.5	1.1	0.84	0.06	0.39	0	0.09
Chris Clemons	SEA	5.6	2	1.4	1.02	0.03	0.24	0	0.2
Calais Campbell	ARI	5.6	2.7	1.4	0.73	0.04	0.12	0.06	0.41
Rob Ninkovich	NE	5.5	2.1	2.1	0.55	0.3	0.34	0.06	0.27
Justin Tuck	NYG	5.4	2.1	1.3	0.88	0.09	0.22	0	0.2
Chris Long	STL	5.2	1.9	0.4	0.97	0.04	0.12	0	0.12
J.J. Watt	HOU	5.2	3	0.7	0.53	0.17	0.02	0.03	0.21
Tommy Kelly	OAK	5.1	2	1.5	0.59	0.08	0.49	0.03	0.21
Cliff Avril	DET	5.1	1.5	0.5	0.78	0.14	0.37	0.01	0.17
Matt Shaughnessy	OAK	4.9	2.6	0.9	0.58	0.03	0.23	0	0.02
Charles Johnson	CAR	4.7	2.6	1	0.65	0.02	0.02	0	0.16
Connor Barwin	HOU	4.7	2	0.9	0.81	0.01	0.12	0	0.35
Jeremy Mincey	JAC	4.6	2.2	1.2	0.4	0.07	0.33	0.07	0.08
Ahtyba Rubin	CLE	4.6	3.2	2.1	0.4	0.01	0.01	0.01	0.03
Dwight Freeney	IND	4.4	0.9	0.5	0.95	0.02	0.3	0	0.03
Mathias Kiwanuka	NYG	4.4	2.4	1.1	0.44	0.06	0.17	0.04	0.08
Julius Peppers	CHI	4.3	1.9	0.4	0.45	0.1	0.24	0.01	0.24
Mario Williams	BUF	4.1	1.4	0.4	0.79	0.01	0.16	0	0.16
Adrian Clayborn	TB	4	2	1.3	0.53	0.02	0.18	0	0.04
Kyle Vanden Bosch	DET	3.9	1.6	0.8	0.57	0.03	0.23	0	0.01
Geno Atkins	CIN	3.9	1.4	1.4	0.64	0.11	0.14	0	0.11
Vince Wilfork	NE	3.8	1.9	1.6	0.34	0.17	0.14	0.06	0.18
Michael Bennett	TB	3.8	2.6	0.4	0.24	0.14	0.06	0	0.01
Greg Hardy	CAR	3.8	2.2	0.9	0.28	0.01	0.2	0	0.45
Lamarr Houston	OAK	3.7	2.3	1.2	0.21	0.22	0.08	0.03	0.12
Carlos Dunlap	CIN	3.7	1	1.1	0.8	0.07	0.01	0	0.18
Desmond Bryant	OAK	3.6	1.7	0.5	0.39	0.02	0.19	0	0.04
Ndamukong Suh	DET	3.6	1.7	1	0.44	0.02	0.03	0.01	0.07
Richard Seymour	OAK	3.5	1.8	0.7	0.45	0.03	0.01	0	0.18
Sione Pouha	NYJ	3.5	2.6	1.6	0.06	0.18	0.07	0	0.18
Haloti Ngata	BAL	3.5	2.4	2.5	0.2	0.08	0.14	0	0.26
Brian Robison	MIN	3.5	1.4	1.2	0.47	0.13	0.2	0	0.07
Darnell Dockett	ARI	3.4	1.9	1	0.36	0.09	0.1	0	0.05
Ray McDonald	SF	3.4	1.5	0.6	0.44	0.04	0.2	0.02	0.08
Lawrence Jackson	DET	3.4	1.5	0.9	0.54	0.07	0.05	0	0
Brett Keisel	PIT	3.3	2.2	1.5	0.11	0.12	0.18	0.03	0.42
Robert Quinn	STL	3.3	1.3	0.2	0.45	0.02	0.1	0	0.11
Jurrell Casey	TEN	3.3	2.5	1.1	0.16	0.07	0.11	0	0.04
B.J. Raji	GB	3.2	1.3	0.8	0.5	0.08	0.02	0.01	0.14
Antonio Smith	HOU	3.1	1.3	0.6	0.47	0.02	0.18	0	0.16
Israel Idonije	CHI	3.1	2.1	0.9	0.22	0.1	0.06	0	0.06
Muhammad Wilkerson	NYJ	3.1	2.3	1.1	0.16	0.01	0.11	0	0.12
Bruce Irvin	SEA	3.1	1.5	0.7	0.41	0.08	0.07	0	0.09
Kevin Williams	MIN	3	1.7	1.3	0.34	0.02	0.09	0	0.38
Dwan Edwards	CAR	2.9	2.1	1.8	0.2	0.02	0.05	0.02	0.06
Jason Hatcher	DAL	2.9	1.6	0.9	0.3	0.03	0.09	0.04	0.07
Mark Anderson	BUF	2.9	1	0.7	0.56	0.03	0.08	0	0.19
Michael Johnson	CIN	2.9	1.5	1.2	0.35	0.03	0.06	0.02	0.21
Cory Redding	IND	2.8	1.6	1.8	0.29	0.07	0.02	0.02	0.09
Frostee Rucker	CLE	2.8	1.8	1	0.32	0.01	0.01	0	0.11
Jason Jones	SEA	2.8	1.4	0.8	0.36	0.02	0.14	0	0.22
Marcell Dareus	BUF	2.8	1.4	0.7	0.44	0.03	0	0	0.08
Will Smith	NO	2.7	1.4	0.6	0.32	0.02	0.09	0.02	0.08
Jay Ratliff	DAL	2.7	1.9	0.8	0.16	0.08	0.04	0	0.12
Paul Kruger	BAL	2.7	1.4	0.7	0.34	0.08	0.02	0	0.09
Gerald McCoy	TB	2.7	1.9	0.5	0.18	0.02	0.08	0	0.1
Spencer Johnson	BUF	2.6	1.5	1	0.17	0.02	0.05	0.05	0.18
Karl Klug	TEN	2.6	1.1	0.2	0.36	0.02	0.19	0	0.19
Ryan Pickett	GB	2.5	2.2	0.8	0.04	0.03	0.03	0	0.13
Domata Peko	CIN	2.5	1.9	2.3	0.12	0.05	0.06	0	0.01
Kyle Williams	BUF	2.5	1.5	1.1	0.3	0.05	0.01	0	0.11
Brandon Mebane	SEA	2.5	2.4	1.3	0.02	0.02	0.02	0	0.06
Juqua Parker	CLE	2.4	1	0.3	0.22	0.23	0.06	0	0.22
Alan Branch	SEA	2.4	1.4	1.1	0.25	0.02	0.07	0	0.04
Aaron Maybin	NYJ	2.4	0.7	0.2	0.31	0.02	0.37	0	0
Michael Brockers	STL	2.4	1.4	0.4	0.27	0.03	0.04	0	0.01
Quinton Coples	NYJ	2.4	1.6	0.7	0.18	0.06	0.02	0.01	0.05
Kenyon Coleman	DAL	2.3	1.9	1.1	0.08	0.05	0.02	0	0.08
Tyson Alualu	JAC	2.3	1.4	1.4	0.14	0.09	0.09	0	0.03
Chandler Jones	NE	2.3	1.1	0.8	0.32	0.04	0.04	0.01	0.05
Kendall Langford	STL	2.2	1.4	0.6	0.13	0.02	0.21	0	0.11
Red Bryant	SEA	2.2	1.4	0.9	0.04	0.03	0.03	0.06	0.11
Linval Joseph	NYG	2.2	1.5	0.9	0.19	0.02	0.02	0	0.21
Jerel Worthy	GB	2.2	1.2	0.5	0.3	0.03	0.02	0	0.03
Robert Geathers	CIN	2.1	1	1.6	0.32	0.02	0.04	0	0.06
Barry Cofield	WAS	2.1	1.4	1	0.09	0.07	0.04	0	0.36
Turk McBride	NO	2.1	0.8	0.6	0.18	0.06	0.3	0	0.01
Stephen Bowen	WAS	2	1.3	1.7	0.18	0.05	0.01	0	0.05
Jamaal Anderson	CIN	2	0.8	0.7	0.29	0.07	0.02	0	0.08
Cameron Jordan	NO	2	1.3	0.7	0.04	0.22	0.01	0	0.25
Brodrick Bunkley	NO	1.9	1.5	0.6	0.03	0.02	0.13	0	0.01
Adam Carriker	WAS	1.9	1.3	1.1	0.15	0.02	0.01	0	0.01
Roy Miller	TB	1.9	1.7	1.5	0.02	0.01	0.01	0	0
Earl Mitchell	HOU	1.9	1	1	0.15	0.15	0.02	0	0.1
Sean Lissemore	DAL	1.9	1.3	0.8	0.15	0.02	0.02	0	0
Shea McClellin	CHI	1.9	1.3	0.4	0.12	0.05	0.02	0.01	0.04
Andre Branch	JAC	1.9	1.1	0.6	0.14	0.06	0.02	0.01	0.03
Amobi Okoye	CHI	1.8	1.2	0.7	0.17	0.02	0.01	0	0.03
Ziggy Hood	PIT	1.8	1.5	0.8	0.08	0.01	0.01	0	0.05
Terrance Knighton	JAC	1.8	1.3	1.1	0.06	0.02	0.01	0.03	0.06
Derrick Morgan	TEN	1.8	1.4	0.7	0.11	0.02	0.01	0	0.1
Brandon Deaderick	NE	1.8	0.9	0.6	0.29	0.01	0.02	0	0
Kyle Love	NE	1.8	0.9	1	0.21	0.08	0.02	0	0.06
Drake Nevis	IND	1.8	1.6	2.1	0.04	0.02	0.01	0	0.15
Rocky Bernard	NYG	1.8	0.9	0.8	0.19	0.05	0.07	0	0.16
Corey Williams	DET	1.7	1.3	0.6	0.11	0.01	0.02	0.01	0.08
William Hayes	STL	1.7	1.2	0.5	0.13	0.02	0.02	0	0
Henry Melton	CHI	1.7	0.9	0.4	0.21	0.01	0.02	0	0.01
Cameron Heyward	PIT	1.7	0.9	0.2	0.03	0.01	0.1	0	0.07
Chris Kelsay	BUF	1.6	1.4	1.2	0	0	0.08	0	0.18
Fili Moala	IND	1.6	1	0.6	0.17	0.04	0.01	0	0.02
Tim Jamison	HOU	1.6	0.8	0.5	0.13	0.07	0.12	0	0.12
Austen Lane	JAC	1.6	1.2	1	0.1	0.03	0.01	0	0
Shaun Cody	HOU	1.5	1	1	0.07	0.07	0.02	0	0.06
Kedric Golston	WAS	1.5	1.1	1.2	0.07	0.02	0.07	0	0.03
Dave Tollefson	OAK	1.5	0.5	0.5	0.24	0.06	0.04	0	0.08
Sammie Hill	DET	1.5	0.9	0.7	0.11	0.05	0.06	0	0
C.J. Wilson	GB	1.5	1.3	0.6	0.06	0.02	0.02	0	0
Nick Fairley	DET	1.5	1	0.6	0.18	0.01	0.01	0	0
Ron Edwards	CAR	1.4	1	1.1	0.13	0.02	0.01	0	0.04
Isaac Sopoaga	SF	1.4	1.1	0.6	0.04	0.05	0.01	0	0.04
Letroy Guion	MIN	1.4	0.8	0.5	0.04	0.04	0.02	0	0.01
SenDerrick Marks	TEN	1.4	1	0.8	0.01	0.01	0.13	0.03	0.1
Dan Williams	ARI	1.4	1.2	0.7	0.04	0.01	0.01	0	0.13
